首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,单位：户、人
地    区,合    计,,,"性别比
（女=100）",户籍人口,"少数民族
人口比重
（%）","非农业户口
人口比重
（%）",城乡人口,,家庭户,,,,家庭户类别,,,
,合计,男,女,,,,,城镇人口,乡村人口,户数,人口数,"户规模
（人/户）",,一代户,二代户,三代户,四代以上户
,,,,,,,,,,,,,一人户,,,,
  加查县,23434,12556,10878,115.43,20584,88.57,10.12,3336,20098,5677,20561,3.62,692,1163,3255,1220,39
  隆子县,34141,17381,16760,103.71,34195,96.55,5.56,5070,29071,9723,33248,3.42,1443,2156,5851,1686,30
  错那县,15124,7438,7686,96.77,15231,96.84,9.51,2851,12273,4742,14569,3.07,835,1351,2536,841,14
  浪卡子县,34767,17576,17191,102.24,36098,99.15,4.73,2313,32454,8207,34380,4.19,1068,1585,4345,2200,77
日喀则地区,703292,361611,341681,105.83,721154,96.33,11.96,123734,579558,145401,678006,4.66,18320,29551,69985,43023,2842
  日喀则市,120374,61696,58678,105.14,112244,86.91,36.57,63967,56407,30132,112070,3.72,6044,10822,12383,6349,578
  南木林县,74930,39274,35656,110.15,81701,99.15,3.84,4575,70355,13825,73621,5.33,1566,2101,6120,5313,291
  江孜县,63503,31790,31713,100.24,66489,98.35,10.04,7007,56496,11987,61344,5.12,764,1370,5608,4685,324
  定日县,50818,25787,25031,103.02,51787,99.07,4.33,3296,47522,10685,50297,4.71,1330,1927,5948,2726,84
  萨迦县,47304,24489,22815,107.34,50441,99.53,3.59,5720,41584,9025,45290,5.02,1124,1476,4222,3060,267
  拉孜县,49286,25245,24041,105.01,53070,98.66,4.37,5390,43896,9523,48239,5.07,908,1445,4739,3120,219
  昂仁县,51472,26113,25359,102.97,51940,99.15,3.91,1041,50431,11105,51052,4.60,1671,2291,5996,2686,132
  谢通门县,42280,22047,20233,108.97,44627,98.26,4.97,4162,38118,8350,41108,4.92,887,1306,4101,2768,175
  白朗县,42551,22242,20309,109.52,45375,99.12,3.55,4932,37619,7203,41984,5.83,808,1137,2964,2885,217
  仁布县,27826,14333,13493,106.23,32577,99.14,4.81,1419,26407,4872,27188,5.58,346,591,1947,2198,136
  康马县,20522,10343,10179,101.61,21605,98.73,7.22,1579,18943,4430,20286,4.58,638,804,1849,1677,100
  定结县,20319,10785,9534,113.12,20237,94.82,12.89,3663,16656,3828,18934,4.95,226,397,2082,1236,113
  仲巴县,22147,11338,10809,104.89,21459,98.33,6.49,700,21447,5163,21359,4.14,589,995,3478,672,18
  亚东县,12920,6269,6651,94.26,12565,93.28,40.35,5895,7025,3213,12036,3.75,278,681,1592,915,25
  吉隆县,14972,7890,7082,111.41,14593,93.96,9.65,3697,11275,3333,14215,4.26,457,737,1977,601,18
  聂拉木县,17568,9330,8238,113.26,16259,92.88,15.09,4127,13441,3540,16001,4.52,315,709,1979,798,54
  萨嘎县,14036,7261,6775,107.17,13439,98.28,10.06,2056,11980,2937,13018,4.43,179,425,1893,589,30
  岗巴县,10464,5379,5085,105.78,10746,97.35,12.53,508,9956,2250,9964,4.43,190,337,1107,745,61
那曲地区,462381,239023,223358,107.01,457918,97.19,8.78,75284,387097,98035,452314,4.61,13516,21335,54150,21342,1208
  那曲县,108781,56286,52495,107.22,101456,93.22,19.71,42984,65797,27531,107060,3.89,5137,8062,14874,4379,216
  嘉黎县,32356,16473,15883,103.71,31808,98.25,5.91,2882,29474,6157,31965,5.19,825,1194,3210,1657,96
  比如县,60179,31450,28729,109.47,62605,98.24,2.41,4290,55889,10426,58136,5.58,1165,1767,5693,2773,193
  聂荣县,32376,16030,16346,98.07,33247,98.86,7.31,2272,30104,6877,32044,4.66,783,1233,4000,1564,80
  安多县,37802,19200,18602,103.21,37567,98.24,10.14,6296,31506,8735,36914,4.23,956,1719,5253,1685,78
  申扎县,20285,10355,9930,104.28,19988,97.80,9.28,2894,17391,4412,19931,4.52,649,966,2307,1047,92
  索县,43621,22322,21299,104.80,42909,98.18,4.74,4698,38923,8443,42673,5.05,1262,1840,4617,1876,110
  班嘎县,36842,18269,18573,98.36,37384,99.13,6.96,5119,31723,8541,36087,4.23,1006,1540,5136,1786,79
  巴青县,48284,27162,21122,128.60,49927,98.35,2.02,2399,45885,8201,48121,5.87,667,1413,4177,2509,102
  尼玛县,41855,21476,20379,105.38,41027,98.59,5.14,1450,40405,8712,39383,4.52,1066,1601,4883,2066,162
阿里地区,95465,49802,45663,109.06,89741,92.28,15.44,21910,73555,22962,87357,3.80,3068,5749,14133,2980,100
  普兰县,9657,5028,4629,108.62,9258,91.07,13.36,2463,7194,2373,8902,3.75,474,729,1131,499,14
  札达县,6883,3456,3427,100.85,6663,93.56,14.07,1497,5386,1698,6418,3.78,194,400,1020,272,6
  噶尔县,16901,9285,7616,121.91,13702,74.94,44.32,10282,6619,4233,12774,3.02,607,1451,2489,286,7
  日土县,9738,5042,4696,107.37,9406,93.58,14.21,2010,7728,2357,9022,3.83,280,568,1406,373,10
  革吉县,15483,8093,7390,109.51,15237,98.71,5.30,508,14975,3611,14976,4.15,379,668,2596,338,9
  改则县,22177,11297,10880,103.83,21449,97.51,7.21,2765,19412,5341,21347,4.00,700,1182,3624,517,18
  措勤县,14626,7601,7025,108.20,14026,96.92,7.88,2385,12241,3349,13918,4.16,434,751,1867,695,36
林芝地区,195109,100412,94697,106.04,165255,82.67,17.80,61483,133626,48977,181590,3.71,8008,15389,24616,8653,319
  林芝县,54702,28442,26260,108.31,33508,60.36,33.90,35179,19523,15700,46763,2.98,3211,7121,6645,1851,83
  工布江达县,29929,15061,14868,101.30,28039,94.54,8.39,4037,25892,7213,29124,4.04,972,1666,3929,1575,43
  米林县,22834,11589,11245,103.06,20646,87.63,15.01,5433,17401,5792,21837,3.77,950,1654,2901,1169,68
  墨脱县,10963,5852,5111,114.50,10371,90.55,11.05,1985,8978,2317,10411,4.49,278,524,1321,447,25
  波密县,33480,17620,15860,111.10,30595,88.78,13.31,8972,24508,7414,31625,4.27,1161,2033,4038,1314,29
  察隅县,27255,13702,13553,101.10,26666,92.79,10.79,4202,23053,5715,26337,4.61,440,945,3128,1582,60
  朗县,15946,8146,7800,104.44,15430,94.22,10.40,1675,14271,4826,15493,3.21,996,1446,2654,715,11
,,,,,,,,,,,,,,,,,
陕西省,37327379,19287575,18039804,106.92,38402747,0.51,26.18,17059337,20268042,10718563,34462115,3.22,1349792,3101883,5383702,2163692,69286
西安市,8467838,4340803,4127035,105.18,7732794,1.13,43.91,5842704,2625134,2504155,7396065,2.95,418530,888229,1158950,446933,10043
  新城区,589739,300510,289229,103.90,513110,2.08,87.43,589739,,196653,531935,2.70,35353,73205,96134,27155,159
  碑林区,614710,317020,297690,106.49,718026,1.64,88.83,614710,,192247,504227,2.62,33245,75203,93492,23428,124
  莲湖区,698513,351125,347388,101.08,608098,4.80,85.14,698513,,256672,667736,2.60,47663,104978,122984,28530,180
  灞桥区,595124,305035,290089,105.15,495110,0.67,40.03,528068,67056,184334,539270,2.93,29506,64062,89465,30361,446
  未央区,806811,421476,385335,109.38,515810,1.05,51.99,698731,108080,238677,667194,2.80,41812,93496,111449,33086,646
  雁塔区,1178529,610595,567934,107.51,800037,1.27,56.49,1178529,,393151,914926,2.33,127618,214373,145575,32832,371
  阎良区,278604,143676,134928,106.48,250786,0.44,35.73,146630,131974,79279,248497,3.13,8213,23152,39774,15894,459
  临潼区,655875,330703,325172,101.70,695424,0.27,15.67,192130,463745,172270,616889,3.58,15112,37680,84424,48680,1486
  长安区,1083285,547062,536223,102.02,977513,0.60,22.23,559203,524082,268168,910168,3.39,30330,69714,128684,67933,1837
  蓝田县,514026,261002,253024,103.15,629287,0.10,9.44,118768,395258,142793,481223,3.37,15847,38650,68926,34295,922
  周至县,562768,291651,271117,107.57,662657,0.08,10.25,127853,434915,150871,521109,3.45,13642,38501,70931,40231,1208
  户县,556377,287369,269008,106.83,572282,0.15,17.33,196799,359578,149299,514038,3.44,13499,36627,68327,42925,1420
  高陵县,333477,173579,159898,108.56,294654,0.28,26.58,193031,140446,79741,278853,3.50,6690,18588,38785,21583,785
铜川市,834437,432203,402234,107.45,843514,0.34,45.81,483058,351379,253315,782855,3.09,29135,73419,136773,42288,835
  王益区,200231,101250,98981,102.29,207767,0.73,79.72,173044,27187,66949,187861,2.81,8987,23627,34532,8711,79
  印台区,217509,114550,102959,111.26,225601,0.32,54.99,137029,80480,67113,202957,3.02,8503,20829,36230,9896,158
  耀州区,325537,168278,157259,107.01,317954,0.20,27.42,153793,171744,92983,304658,3.28,8609,22974,50680,18846,483
  宜君县,91160,48125,43035,111.83,92192,0.03,14.94,19192,71968,26270,87379,3.33,3036,5989,15331,4835,115
宝鸡市,3716737,1918290,1798447,106.66,3778039,0.49,24.82,1538015,2178722,1028578,3475584,3.38,105682,260062,516523,245378,6615
  渭滨区,448189,227518,220671,103.10,430448,1.10,67.06,352304,95885,143405,390391,2.72,23841,57954,66858,18243,350
  金台区,394538,201594,192944,104.48,381560,1.23,61.71,303181,91357,126599,360606,2.85,16101,44634,64870,16814,281
  陈仓区,595075,305929,289146,105.80,599258,0.19,13.42,216455,378620,150228,565359,3.76,9565,24707,78534,45686,1301
  凤翔县,483471,246773,236698,104.26,517525,0.07,12.17,153560,329911,129853,460726,3.55,10095,25948,66334,36776,795
  岐山县,459064,236734,222330,106.48,467495,0.11,16.39,161538,297526,127236,439694,3.46,13227,31812,62365,32183,876
  扶风县,416402,217612,198790,109.47,439800,0.03,8.81,85982,330420,103307,389061,3.77,7919,20098,51280,30884,1045
  眉县,299990,155871,144119,108.15,308024,0.10,10.51,75939,224051,79499,282824,3.56,6797,16367,39621,22852,659
  陇县,248901,129675,119226,108.76,261437,0.95,12.17,66445,182456,62756,238486,3.80,4166,10571,32629,18920,636
  千阳县,123959,64425,59534,108.22,131819,1.10,14.22,36606,87353,35123,119684,3.41,3612,8441,17747,8714,221
  麟游县,90728,48415,42313,114.42,87166,0.04,11.93,20883,69845,24693,86236,3.49,2840,5444,13661,5441,147
  凤县,105492,56581,48911,115.68,101576,1.96,24.29,48651,56841,32773,98310,3.00,6020,11123,15538,5900,212
  太白县,50928,27163,23765,114.30,51931,0.22,21.48,16471,34457,13106,44207,3.37,1499,2963,7086,2965,92
咸阳市,5096001,2616681,2479320,105.54,5318086,0.28,21.53,2063586,3032415,1353942,4732894,3.50,127439,320301,686878,336113,10650
  秦都区,507093,250518,256575,97.64,491325,0.63,54.63,402136,104957,147726,446152,3.02,18063,47061,75341,24676,648
  杨陵区,201172,104138,97034,107.32,181589,1.23,34.86,104944,96228,42918,147653,3.44,4063,11054,21887,9650,327
  渭城区,438327,223417,214910,103.96,412062,1.42,54.09,328568,109759,124979,378389,3.03,15956,40483,61719,22283,494
  三原县,403524,202890,200634,101.12,408385,0.10,25.03,190672,212852,115781,383158,3.31,11843,28908,56866,28893,1114
  泾阳县,487749,246333,241416,102.04,511119,0.01,9.96,138898,348851,122431,466214,3.81,7191,19779,58653,41998,2001
  乾县,527088,273065,254023,107.50,586258,0.01,7.01,167554,359534,133541,505831,3.79,10167,25134,70239,37158,1010
  礼泉县,447771,231431,216340,106.98,483622,0.06,8.25,83882,363889,122839,436430,3.55,9933,27626,63977,30354,882
  永寿县,184642,95810,88832,107.86,205361,0.02,12.86,47839,136803,47766,173176,3.63,3997,9431,26082,11945,308
  彬县,323256,171462,151794,112.96,347430,0.04,11.09,106710,216546,85191,309043,3.63,8995,19117,43553,21795,726
  长武县,167570,89509,78061,114.67,180428,0.09,11.14,51984,115586,43666,153477,3.51,4260,10632,21398,11312,324
  旬邑县,261566,138556,123010,112.64,282885,0.06,7.49,57542,204024,63696,241927,3.80,4719,11887,33294,17957,558
  淳化县,193377,100008,93369,107.11,201355,0.02,12.74,45553,147824,55310,185633,3.36,8507,15291,28908,10800,311
  武功县,411312,210433,200879,104.76,442199,,11.22,89765,321547,98638,392390,3.98,5830,16609,51542,29565,922
  兴平市,541554,279111,262443,106.35,584068,0.16,22.15,247539,294015,149460,513421,3.44,13915,37289,73419,37727,1025
渭南市,5286077,2682710,2603367,103.05,5522602,0.11,18.70,1669297,3616780,1445151,4979970,3.45,142412,337788,707204,384054,16105
  临渭区,877142,440577,436565,100.92,958530,0.24,28.09,347484,529658,259353,818777,3.16,32404,75579,125293,56547,1934
  华县,322148,163629,158519,103.22,337729,0.08,17.69,107467,214681,92355,314586,3.41,9659,20599,46948,23975,833
  潼关县,155463,80418,75045,107.16,162474,0.11,21.89,49993,105470,41336,147772,3.57,4211,9221,22348,9453,314
  大荔县,693392,348768,344624,101.20,720133,0.07,11.65,146274,547118,173241,655900,3.79,11241,29983,80307,59733,3218
  合阳县,436441,219303,217138,101.00,446955,0.05,11.71,110667,325774,116770,410395,3.51,11037,25586,55041,34538,1605
  澄城县,386150,193216,192934,100.15,402057,0.07,19.60,131006,255144,112531,372094,3.31,11047,28489,56301,26479,1262
  蒲城县,743000,377647,365353,103.36,770791,0.01,13.57,190871,552129,188118,696916,3.70,13373,35843,87682,61583,3010
  白水县,279679,143951,135728,106.06,291590,0.23,16.97,89767,189912,76864,263925,3.43,6547,17903,42116,16411,434
  富平县,743385,380206,363179,104.69,772285,0.05,11.68,171207,572178,193171,685025,3.55,17026,39747,95887,55641,1896
  韩城市,391164,202114,189050,106.91,392599,0.21,30.84,196574,194590,114475,372593,3.25,12409,31396,57409,24553,1117
  华阴市,258113,132881,125232,106.11,267459,0.20,34.14,127987,130126,76937,241987,3.15,13458,23442,37872,15141,482
延安市,2187009,1149068,1037941,110.71,2284889,0.07,26.70,1057289,1129720,646054,2030604,3.14,71835,199065,375803,68838,2348
  宝塔区,475234,243604,231630,105.17,445158,0.07,43.09,336856,138378,148447,431454,2.91,19292,51668,86970,9563,246
  延长县,125391,64897,60494,107.28,151911,0.02,25.10,46688,78703,42452,122680,2.89,5563,15395,24195,2778,84
  延川县,168375,88111,80264,109.78,191926,0.00,23.23,98041,70334,51200,165037,3.22,5074,14884,33607,2645,64
  子长县,216910,112882,104028,108.51,269883,0.00,23.18,119387,97523,63659,208857,3.28,6218,19625,39044,4831,159
  安塞县,171552,91533,80019,114.39,182724,0.02,15.20,74945,96607,48961,157176,3.21,5446,14951,28935,4855,220
  志丹县,140489,75102,65387,114.86,151244,0.14,23.08,66251,74238,38718,126273,3.26,3457,11363,22558,4616,181
  吴旗县,145061,77368,67693,114.29,135701,0.09,20.79,64776,80285,39893,127027,3.18,3821,12710,21490,5441,252
  甘泉县,77188,40844,36344,112.38,86174,0.04,30.45,35273,41915,23680,72291,3.05,2674,7698,13957,1971,54
  富县,149727,78766,70961,111.00,150751,0.02,21.02,44826,104901,39941,138477,3.47,3508,9082,23105,7519,235
  洛川县,220684,116996,103688,112.83,215651,0.03,13.91,56135,164549,57964,207493,3.58,4010,10758,33454,13264,488
  宜川县,117203,60283,56920,105.91,120801,0.04,14.24,35103,82100,37280,113879,3.05,4814,11770,20682,4633,195
  黄龙县,49392,25910,23482,110.34,51353,0.51,30.85,17645,31747,14990,47491,3.17,2059,4696,7811,2408,75
  黄陵县,129803,72772,57031,127.60,131612,0.26,39.46,61363,68440,38869,112469,2.89,5899,14465,19995,4314,95
汉中市,3416196,1756525,1659671,105.84,3800333,0.43,20.45,1266588,2149608,1093481,3247029,2.97,160981,347603,516080,221119,8679
  汉台区,534923,269930,264993,101.86,535267,0.94,44.51,350167,184756,183324,490903,2.68,30438,72491,85485,24784,564
  南郑县,471634,239481,232153,103.16,564298,0.09,17.06,144596,327038,156109,444214,2.85,27763,53687,72621,28921,880
  城固县,464903,235049,229854,102.26,528854,0.19,18.43,160685,304218,145855,440349,3.02,18890,44567,66943,32975,1370
  洋县,383981,198891,185090,107.46,449182,0.06,13.30,103173,280808,120099,370089,3.08,15494,33985,58025,27072,1017
  西乡县,341812,175533,166279,105.57,408182,1.22,13.86,97201,244611,115013,332931,2.89,17566,38880,54882,20548,703
  勉县,388123,197340,190783,103.44,420709,0.18,17.56,155101,233022,124923,373647,2.99,18238,36865,59172,27784,1102
  宁强县,308885,159667,149218,107.00,331522,0.31,10.47,102896,205989,93288,298292,3.20,10498,23063,46841,22214,1170
  略阳县,201645,110877,90768,122.15,197678,0.87,28.40,73999,127646,58205,181204,3.11,7868,17655,27061,12686,803
  镇巴县,246817,130557,116260,112.30,287680,0.08,10.35,53851,192966,74025,243640,3.29,10681,20109,33780,19286,850
  留坝县,43398,22976,20422,112.51,43573,0.49,17.27,13916,29482,13432,42664,3.18,2326,3788,6474,3022,148
  佛坪县,30075,16224,13851,117.13,33388,0.01,17.13,11003,19072,9208,29096,3.16,1219,2513,4796,1827,72
榆林市,3351436,1769701,1581735,111.88,3675349,0.13,18.88,1588868,1762568,988769,3064141,3.10,126610,335155,543977,105320,4317
  榆阳区,637617,328115,309502,106.01,527590,0.11,31.38,429189,208428,197095,557476,2.83,26117,70829,114083,11886,297
  神木县,455493,255305,200188,127.53,414811,0.21,24.71,282650,172843,140179,386088,2.75,22805,59118,75292,5544,225
  府谷县,260585,149473,111112,134.52,238325,0.22,16.25,148874,111711,74066,213050,2.88,10478,27797,41953,4176,140
  横山县,288053,149964,138089,108.60,358149,0.01,9.07,114188,173865,75646,275905,3.65,6046,18727,42320,13800,799
  靖边县,355939,185611,170328,108.97,339724,0.08,17.85,191366,164573,91260,316452,3.47,7643,23998,52523,14064,675
  定边县,319370,167129,152241,109.78,336993,0.45,13.89,121766,197604,83067,306481,3.69,5549,17537,45474,19085,971
  绥德县,296088,152075,144013,105.60,350812,0.01,13.91,91909,204179,94378,290223,3.08,12270,31800,51181,11092,305
  米脂县,154953,80196,74757,107.28,222803,0.03,15.84,52120,102833,46714,149872,3.21,5209,14643,25036,6797,238
  佳县,204666,106259,98407,107.98,272485,0.03,10.32,40498,164168,62785,203374,3.24,9779,20389,34065,8083,248
  吴堡县,75748,39483,36265,108.87,84291,0.05,19.38,27597,48151,24480,71570,2.92,4492,9201,13484,1753,42
  清涧县,128938,67435,61503,109.65,221479,0.02,16.03,38746,90192,44965,127097,2.83,8195,19265,22094,3512,94
  子洲县,173986,88656,85330,103.90,307887,0.00,12.55,49965,124021,54134,166553,3.08,8027,21851,26472,5528,283
安康市,2629906,1389650,1240256,112.05,3022081,0.83,15.49,909828,1720078,773547,2548802,3.29,101784,205508,396756,166341,4942
  汉滨区,870126,450999,419127,107.60,992180,1.59,21.79,379707,490419,240371,841909,3.50,26911,55820,127415,55557,1579
  汉阴县,246147,130722,115425,113.25,303618,0.10,10.47,61985,184162,76618,241707,3.15,11613,23040,39363,13902,313
  石泉县,171097,92101,78996,116.59,182490,0.18,17.13,56642,114455,52785,165125,3.13,7584,15254,28061,9229,241
  宁陕县,70435,38345,32090,119.49,73106,3.61,17.05,26302,44133,21305,66838,3.14,3205,6036,11407,3747,115
  紫阳县,283947,151237,132710,113.96,344449,0.64,11.09,75084,208863,84485,282964,3.35,13139,23716,40157,19991,621
  岚皋县,154157,83023,71134,116.71,173729,0.46,13.44,47708,106449,48331,150917,3.12,7681,14350,24079,9618,284
  平利县,192959,102771,90188,113.95,231343,0.31,11.34,62079,130880,58541,188218,3.22,6754,15605,29979,12531,426
  镇坪县,50966,26742,24224,110.39,58984,0.07,17.87,14048,36918,16768,49822,2.97,2912,5682,7795,3179,112
  旬阳县,426677,226565,200112,113.22,452037,0.39,11.70,138876,287801,123866,408012,3.29,14594,29300,64695,28907,964
  白河县,163395,87145,76250,114.29,210145,0.12,10.66,47397,115998,50477,153290,3.04,7391,16705,23805,9680,287
商洛市,2341742,1231944,1109798,111.01,2425060,0.46,14.43,640104,1701638,631571,2204171,3.49,65384,134753,344758,147308,4752
  商州区,531696,278268,253428,109.80,537014,0.10,17.96,156781,374915,145069,493035,3.40,17140,33965,80921,29506,677
  洛南县,441613,231291,210322,109.97,451485,0.03,17.52,112201,329412,115112,407149,3.54,10643,21633,62759,29585,1135
  丹凤县,295349,154448,140901,109.61,303848,0.07,14.42,93037,202312,77837,279475,3.59,7088,14032,43795,19426,584
  商南县,221569,115153,106416,108.21,239055,0.07,12.91,63830,157739,62657,208802,3.33,6459,15206,33100,13918,433
