首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,,,,,单位：人
地    区,6岁及以上各种受教育程度人口,,,,,,,,,,,,平均受教育年限（年）,,,15岁及以上文盲人口,,,文盲人口占15岁及以上人口比重（%）,,
,未上过学,,小学,小学,初中,初中,高中,高中,大学专科,大学专科,大学本科及以上,大学本科及以上,,,,,,,,,
,男,女,男,女,男,女,男,女,男,女,男,女,合计,男,女,合计,男,女,合计,男,女
  和平县,3651,13033,46255,57185,79479,71872,25219,19249,6299,4123,1365,959,8.55,9.11,8.00,12923,2144,10779,4.57,1.55,7.45
  东源县,4474,12516,49604,55633,111222,104818,29096,19359,4493,3068,1394,958,8.65,9.07,8.23,13042,2778,10264,3.86,1.64,6.10
阳江市,22265,65275,327177,361087,533826,451086,215343,142592,54223,37259,14367,8194,8.79,9.28,8.29,72708,15724,56984,3.68,1.54,5.94
  江城区,5318,14887,74084,80870,131888,123803,82847,66358,24390,19691,6166,3859,9.56,9.95,9.16,16777,3807,12970,2.95,1.33,4.59
  阳西县,5180,13313,72802,75692,108458,86122,29986,16178,6679,3749,1181,591,8.27,8.75,7.74,14987,3632,11355,4.07,1.88,6.50
  阳东县,4997,11889,59671,58768,108090,88023,39890,22860,9103,5357,2519,1247,8.72,9.14,8.23,14283,3820,10463,3.83,1.90,6.08
  阳春市,6770,25186,120620,145757,185390,153138,62620,37196,14051,8462,4501,2497,8.48,9.08,7.86,26661,4465,22196,3.99,1.32,6.71
清远市,31411,116529,528935,607094,835296,706407,245872,179050,63210,46987,25841,17633,8.52,9.01,8.02,126228,22452,103776,4.23,1.50,7.00
  清城区,3064,11204,100240,119114,196319,160196,63228,48537,19157,16469,9669,6706,9.13,9.47,8.76,10665,1596,9069,1.57,0.46,2.74
  佛冈县,1741,5746,35551,40592,73688,68653,21574,15281,5080,3545,2053,1359,8.88,9.27,8.50,5253,858,4395,2.17,0.71,3.66
  阳山县,4960,18945,55096,63453,75521,63673,18872,13910,5754,4152,1907,1245,7.99,8.65,7.35,21222,3871,17351,7.57,2.82,12.11
  连山壮族瑶族自治县,964,2993,11870,13527,19943,16990,6793,4415,2042,1450,864,488,8.71,9.24,8.15,3378,721,2657,4.74,1.97,7.69
  连南瑶族自治县,1659,4594,20754,24086,24595,21770,7327,5666,2485,1752,767,516,8.29,8.81,7.78,5531,1318,4213,5.66,2.76,8.43
  清新县,5972,22245,99955,115656,166632,140836,43457,29995,7802,5048,3219,2132,8.38,8.88,7.87,24529,4317,20212,4.39,1.54,7.26
  英德市,8731,36922,149156,170276,204650,168002,60606,40106,14186,9440,5158,3493,8.23,8.82,7.62,39978,6451,33527,5.30,1.70,8.93
  连州市,4320,13880,56313,60390,73948,66287,24015,21140,6704,5131,2204,1694,8.39,8.82,7.97,15672,3320,12352,5.26,2.25,8.22
东莞市,18669,53880,530370,574652,2409375,2056868,983993,710753,228536,178658,112985,75900,9.82,10.01,9.59,53058,10382,42676,0.70,0.26,1.22
  市辖区,18669,53880,530370,574652,2409375,2056868,983993,710753,228536,178658,112985,75900,9.82,10.01,9.59,53058,10382,42676,0.70,0.26,1.22
中山市,12274,38215,288145,320982,760237,632314,379100,295864,86080,72973,51944,38973,9.73,9.97,9.45,40425,7836,32589,1.47,0.54,2.51
  市辖区,12274,38215,288145,320982,760237,632314,379100,295864,86080,72973,51944,38973,9.73,9.97,9.45,40425,7836,32589,1.47,0.54,2.51
潮州市,21360,71439,368966,505469,590061,468044,218895,134122,42003,31510,17894,18634,8.61,9.17,8.04,73067,12490,60577,3.35,1.14,5.60
  湘桥区,2354,8454,43250,61118,81984,77149,54518,44402,16109,13567,11198,13804,9.92,10.34,9.54,8810,1432,7378,2.27,0.76,3.69
  潮安县,10477,30858,204308,270058,319028,237058,91763,50307,14762,11553,4443,3478,8.34,8.85,7.80,30458,5454,25004,2.78,0.97,4.72
  饶平县,8529,32127,121408,174293,189049,153837,72614,39413,11132,6390,2253,1352,8.30,9.05,7.56,33799,5604,28195,4.85,1.63,8.01
揭阳市,38616,106511,874878,1096224,1363478,1187267,415295,252425,51565,37939,12744,8227,8.56,9.01,8.11,108240,21594,86646,2.44,0.97,3.91
  榕城区,4982,9703,96650,115000,157245,143623,79668,58717,17347,15130,5126,3377,9.27,9.61,8.93,9162,2227,6935,1.50,0.72,2.29
  揭东县,6577,14097,173404,206973,260373,241063,96843,57304,11165,7863,2209,1454,8.65,9.03,8.27,13671,3300,10371,1.49,0.71,2.28
  揭西县,6402,14703,115537,127498,200373,183954,60395,42786,7405,5660,1387,920,8.70,9.01,8.38,15799,4018,11781,2.49,1.25,3.76
  惠来县,11118,44954,189438,273678,232072,159750,56998,20716,4749,1674,896,327,7.70,8.61,6.82,47851,7508,40343,6.28,2.00,10.46
  普宁市,9537,23054,299849,373075,513415,458877,121391,72902,10899,7612,3126,2149,8.59,8.96,8.22,21757,4541,17216,1.44,0.60,2.28
云浮市,18099,63140,304413,346657,559924,513989,164202,107557,34729,22926,11994,7064,8.68,9.18,8.19,61486,9616,51870,3.35,1.05,5.63
  云城区,2313,7695,33439,36840,73702,65877,30310,23012,8890,6160,4127,2345,9.31,9.77,8.83,7185,1083,6102,2.73,0.81,4.75
  新兴县,2518,11424,55795,65633,101048,90188,33160,25932,6525,4535,2034,1302,8.74,9.21,8.28,10203,1089,9114,2.94,0.63,5.23
  郁南县,3354,11528,49709,56907,91375,83779,30434,17302,5384,2994,1464,726,8.58,9.12,8.02,12000,2185,9815,3.89,1.40,6.44
  云安县,2174,8892,38587,46642,68928,55488,12887,6661,2645,1514,738,478,8.15,8.74,7.55,9407,1489,7918,4.47,1.40,7.60
  罗定巿,7740,23601,126883,140635,224871,218657,57411,34650,11285,7723,3631,2213,8.62,9.10,8.16,22691,3770,18921,3.20,1.09,5.22
,,,,,,,,,,,,,,,,,,,,,
广西壮族自治区,408735,1179204,6967138,7612433,9850540,7989876,2892731,2185984,946905,786568,575449,442279,8.76,9.15,8.35,1247701,259452,988249,3.46,1.40,5.64
南宁市,35657,112496,776573,879872,1417222,1185112,530684,435563,237693,213520,174307,152893,9.70,10.01,9.38,100844,15366,85478,1.85,0.55,3.20
  兴宁区,1350,3598,31025,35820,87241,70855,45339,37407,20384,16391,13155,11368,10.50,10.71,10.26,2905,415,2490,0.85,0.23,1.55
  青秀区,2198,6062,46856,51127,95888,82556,73565,73679,58420,64684,62989,53415,12.03,12.14,11.92,5086,760,4326,0.82,0.24,1.41
  江南区,1897,5900,52575,59452,120237,101012,66631,58231,22335,19937,12152,8771,10.12,10.37,9.86,4990,682,4308,1.04,0.28,1.87
  西乡塘区,3001,9343,79081,88121,216226,197499,118505,105589,76833,70085,63538,64297,11.17,11.33,11.00,7572,986,6586,0.75,0.19,1.32
  良庆区,1162,3032,40590,45985,79154,65974,33236,22684,10820,7940,3586,2209,9.53,9.86,9.15,2858,533,2325,1.04,0.37,1.80
  邕宁区,1582,4165,39390,45042,62832,49996,16116,11401,3231,2407,1666,1249,8.66,9.01,8.28,3415,554,2861,1.67,0.52,2.90
  武鸣县,2979,10482,72786,83424,131554,110771,40033,29197,12375,8177,3472,2484,8.86,9.25,8.44,8938,1080,7858,1.97,0.46,3.56
  隆安县,3468,11003,50735,58413,63269,46487,15881,10257,4078,2801,1604,1007,8.07,8.63,7.48,10211,1680,8531,4.34,1.40,7.43
  马山县,4436,16405,70948,86147,75320,55263,17655,12070,4361,3004,1526,987,7.78,8.44,7.14,16892,2758,14134,5.74,1.90,9.48
  上林县,3096,9906,42790,49543,87660,76589,18522,13829,4522,3407,1782,1177,8.59,9.02,8.16,9027,1430,7597,3.35,1.06,5.66
  宾阳县,4182,14972,120650,133550,189726,151386,43472,31255,10798,7632,4805,2898,8.57,8.96,8.15,13896,2103,11793,2.28,0.67,3.99
  横县,6306,17628,129147,143248,208115,176724,41729,29964,9536,7055,4032,3031,8.46,8.82,8.09,15054,2385,12669,2.27,0.71,3.86
柳州市,33655,104044,524736,552301,774851,618037,296274,251829,109962,94437,73854,48196,9.12,9.48,8.73,117703,24910,92793,3.77,1.53,6.20
  城中区,515,1547,10480,11811,21620,20884,17395,19132,9569,9618,18138,10865,11.84,12.21,11.45,1420,227,1193,1.03,0.32,1.76
  鱼峰区,1150,3747,25733,29547,68780,63901,44064,40417,21000,19025,10690,7311,10.70,10.96,10.44,3478,556,2922,1.14,0.36,1.94
  柳南区,2282,7259,40799,44643,96658,88988,63304,53280,22254,18356,13774,9334,10.35,10.66,10.02,7132,1181,5951,1.71,0.55,2.96
  柳北区,1628,5470,36490,40463,79796,75085,51981,46803,23381,20808,12339,8936,10.49,10.76,10.20,5165,759,4406,1.40,0.41,2.44
  柳江县,3964,13342,81538,87248,141756,108681,33323,26190,8911,7226,3799,2709,8.59,8.91,8.22,15059,2993,12066,3.23,1.22,5.47
  柳城县,2765,8604,54769,57025,90176,71202,16363,14498,4659,4613,2066,1922,8.44,8.68,8.17,8923,1807,7116,3.03,1.18,5.04
  鹿寨县,3538,10004,71042,68946,95924,68898,25764,20255,6566,5170,8429,4069,8.62,8.94,8.22,11045,2377,8668,3.15,1.24,5.45
  融安县,2802,9001,51687,54041,64223,45412,15872,12002,4702,3741,1558,1225,8.20,8.58,7.76,10546,2285,8261,4.42,1.80,7.38
  融水苗族自治县,7522,23769,86990,91243,70258,45534,17560,11793,5250,3362,1721,1061,7.36,8.03,6.65,28503,6346,22157,9.01,3.89,14.44
  三江侗族自治县,7489,21301,65208,67334,45660,29452,10648,7459,3670,2518,1340,764,7.06,7.78,6.31,26432,6379,20053,11.74,5.60,18.03
桂林市,41439,120484,638849,709520,1026999,828357,347929,280247,113116,105967,95101,75934,9.02,9.36,8.67,133007,29420,103587,3.34,1.44,5.36
  秀峰区,541,2053,11139,13532,27256,25649,18082,17499,8003,10471,6848,5870,10.89,11.06,10.73,2014,329,1685,1.49,0.50,2.42
  叠彩区,604,2594,12351,15292,28701,27698,22853,21671,9012,8604,6012,4493,10.70,11.02,10.37,2281,281,2000,1.55,0.39,2.69
  象山区,1013,3722,19428,24298,45158,45939,35952,35681,14094,13811,11527,8502,10.80,11.13,10.48,3717,608,3109,1.56,0.53,2.55
  七星区,1062,3618,20879,20965,44781,40298,31455,30450,18825,17441,28259,22298,11.58,11.79,11.36,3427,578,2849,1.32,0.43,2.27
  雁山区,522,2074,7752,9847,12626,9412,2960,2180,1552,4161,7377,11691,10.81,10.60,10.99,2186,380,1806,3.24,1.25,4.85
  阳朔县,3707,13171,42199,42716,63321,49000,15344,12379,3403,3179,1883,1666,8.15,8.61,7.67,15887,3288,12599,6.97,2.80,11.40
  临桂县,4108,17695,71691,77154,99214,70466,29328,21946,8379,6599,3197,2173,8.34,8.86,7.77,19836,3398,16438,5.34,1.75,9.23
  灵川县,2270,8077,42280,50016,77851,64763,25583,19174,7806,6265,13572,6617,9.23,9.73,8.69,8763,1655,7108,2.95,1.07,5.00
  全州县,8173,18405,88164,98218,146320,115917,42084,27699,9702,7731,4065,2892,8.47,8.88,8.03,22410,6313,16097,4.42,2.39,6.63
  兴安县,3192,7248,45213,48675,78061,65210,22789,18788,5613,5525,2279,1883,8.69,8.92,8.44,8699,2458,6241,3.09,1.70,4.58
  永福县,2663,6988,42085,44692,49613,37190,12488,8579,3647,3111,1583,1134,8.14,8.52,7.72,6866,1519,5347,3.55,1.50,5.79
  灌阳县,3256,6263,35969,39802,54646,41208,13848,8884,4270,3270,1463,1048,8.38,8.76,7.96,7685,2402,5283,4.00,2.38,5.81
  龙胜各族自治县,2019,4944,25979,28381,33460,25201,8888,7024,3385,2862,1085,862,8.33,8.68,7.95,5812,1503,4309,4.44,2.20,6.87
  资源县,1811,5257,21649,25600,32432,24746,9843,6459,2950,2064,996,614,8.36,8.90,7.79,5834,1302,4532,4.83,2.08,7.77
  平乐县,3304,9361,54082,61739,91682,71821,21113,14735,4099,3355,1642,1368,8.36,8.73,7.96,9011,1769,7242,2.96,1.12,4.94
  荔浦县,2040,6220,52571,55785,86051,73102,21769,17235,5244,4958,1753,1583,8.61,8.84,8.37,6018,1083,4935,2.01,0.70,3.42
  恭城瑶族自治县,1154,2794,45418,52808,55826,40737,13550,9864,3132,2560,1560,1240,8.31,8.60,7.99,2561,554,2007,1.24,0.51,2.04
梧州市,17708,42732,474646,523039,621132,524851,167929,124585,41476,31468,25486,18134,8.67,9.00,8.34,35993,6723,29270,1.64,0.60,2.74
  万秀区,758,2091,17587,21924,25964,23687,13648,12354,4473,3645,2730,1755,9.48,9.86,9.10,1758,290,1468,1.49,0.50,2.46
  蝶山区,976,2673,21275,25545,36957,35290,23222,20757,6912,6178,7699,6587,10.14,10.46,9.83,2158,327,1831,1.23,0.38,2.08
  长洲区,911,2155,22804,26491,33769,32234,18395,14845,5703,4797,4852,3324,9.71,10.07,9.35,1694,349,1345,1.13,0.46,1.80
  苍梧县,3169,8146,111715,128599,110030,80936,24542,16720,5487,3610,2307,1495,8.10,8.48,7.69,6247,1017,5230,1.52,0.48,2.63
  藤县,6212,12279,158089,166713,181084,152112,35894,23438,7183,4879,3191,1997,8.24,8.52,7.94,10265,2284,7981,1.67,0.72,2.70
  蒙山县,1567,4551,26746,28491,49093,39825,10616,7785,3109,2548,1492,1081,8.67,9.00,8.31,4319,791,3528,2.78,0.98,4.76
  岑溪市,4115,10837,116430,125276,184235,160767,41612,28686,8609,5811,3215,1895,8.67,9.01,8.31,9552,1665,7887,1.69,0.58,2.83
北海市,14906,37321,186738,192733,334454,290821,132425,109350,39312,33447,21841,16467,9.28,9.60,8.94,41298,10069,31229,3.36,1.60,5.22
  海城区,2113,6324,25273,26867,59725,60467,46051,42772,19564,17686,11617,8143,10.71,11.05,10.37,6569,1316,5253,2.22,0.89,3.53
  银海区,2703,5785,22993,22490,39483,30915,11952,9117,4941,3719,4234,3783,9.11,9.45,8.73,7169,2090,5079,5.01,2.76,7.55
  铁山港区,905,2462,17490,19384,36570,31794,9707,6855,1775,1413,728,597,8.81,9.13,8.47,2568,546,2022,2.27,0.94,3.67
  合浦县,9185,22750,120982,123992,198676,167645,64715,50606,13032,10629,5262,3944,8.77,9.10,8.41,24992,6117,18875,3.70,1.76,5.76
防城港市,8485,23258,121087,122058,203584,149173,66539,39846,20893,13434,10070,5395,8.90,9.36,8.34,25512,5602,19910,3.76,1.51,6.46
  港口区,1552,3684,16528,16013,34095,23672,18311,10539,6949,4598,4478,2320,9.85,10.27,9.28,4459,1211,3248,3.49,1.65,5.97
  防城区,3715,9300,54759,56532,83752,62345,23796,14435,7277,4468,2968,1594,8.64,9.09,8.12,9685,2162,7523,3.46,1.43,5.84
  上思县,1902,6318,31190,30639,50180,35518,12789,7851,4024,2546,1409,785,8.59,9.09,8.00,7100,1378,5722,4.52,1.62,7.92
  东兴市,1316,3956,18610,18874,35557,27638,11643,7021,2643,1822,1215,696,8.87,9.33,8.35,4268,851,3417,3.75,1.40,6.47
钦州市,31195,68511,574659,553197,608595,497533,167380,110836,42188,34846,20807,14109,8.40,8.72,8.05,69467,17254,52213,3.15,1.49,5.00
  钦南区,6728,16911,88148,84180,116863,91232,55076,38078,20844,16964,12950,8971,9.34,9.73,8.90,18657,4418,14239,3.90,1.72,6.42
  钦北区,7173,16410,114390,104951,126306,91459,25162,12742,4558,3275,1448,771,7.95,8.36,7.47,16653,3989,12664,4.06,1.79,6.75
  灵山县,10710,21119,248512,242694,202357,177619,47712,33033,8982,8092,3856,2731,8.04,8.28,7.78,20421,5330,15091,2.61,1.33,3.97
  浦北县,6584,14071,123609,121372,163069,137223,39430,26983,7804,6515,2553,1636,8.44,8.71,8.14,13736,3517,10219,2.57,1.26,4.01
贵港市,28136,67217,691670,752626,902550,786562,216791,146558,49602,37397,20038,13314,8.50,8.84,8.15,60277,12623,47654,2.00,0.82,3.22
  港北区,3561,11461,79022,91536,120858,105083,46032,35167,13279,10527,6959,4347,9.11,9.54,8.67,10993,1917,9076,2.48,0.85,4.14
  港南区,3411,10928,80079,90678,116455,101075,26267,16660,5010,3522,2123,1446,8.38,8.81,7.96,9979,1633,8346,2.62,0.86,4.41
  覃塘区,2996,10007,72285,83848,83232,74900,16887,10054,3701,2797,1322,1130,8.09,8.54,7.66,9482,1601,7881,3.25,1.12,5.29
  平南县,8126,15059,187830,189430,266341,232841,55619,37526,11134,8334,3833,2593,8.54,8.78,8.28,13769,3794,9975,1.67,0.89,2.51
  桂平巿,10042,19762,272454,297134,315664,272663,71986,47151,16478,12217,5801,3798,8.37,8.68,8.05,16054,3678,12376,1.49,0.67,2.35
玉林市,36712,80633,843754,854672,1239186,1118034,296525,221395,72318,58922,37017,30027,8.73,8.99,8.47,86832,22796,64036,2.16,1.11,3.24
  玉州区,6704,15686,128125,122231,237964,206504,88487,77905,25073,21727,17171,15822,9.48,9.65,9.29,16739,3998,12741,1.98,0.92,3.12
  容县,3476,8619,93984,99783,142027,137894,33365,23303,7483,5869,3495,2464,8.72,9.01,8.43,7486,1385,6101,1.62,0.60,2.63
  陆川县,3450,6521,114242,115757,178304,167295,40003,29896,9026,7456,3455,2618,8.82,9.01,8.63,7186,2247,4939,1.32,0.81,1.84
  博白县,13095,24816,234568,232059,291700,257832,56886,39654,12183,9614,4963,3607,8.31,8.58,8.03,31514,10076,21438,3.34,2.10,4.64
  兴业县,4294,12087,90794,93990,135491,112978,24637,14694,5047,3568,1848,1374,8.32,8.68,7.93,12036,2314,9722,2.88,1.07,4.81
  北流市,5693,12904,182041,190852,253700,235531,53147,35943,13506,10688,6085,4142,8.61,8.89,8.33,11871,2776,9095,1.47,0.68,2.26
百色市,60711,181217,638075,722449,646907,449319,175086,123729,63273,46986,28407,20204,7.87,8.52,7.21,209819,46674,163145,7.70,3.37,12.16
  右江区,3562,11106,47191,56968,71748,55165,29220,24739,13451,12246,11000,10215,9.40,9.80,8.99,12222,2556,9666,3.88,1.60,6.22
  田阳县,4069,14144,51971,60083,64718,49388,17262,13026,4986,4049,1702,1271,8.02,8.57,7.47,15160,2768,12392,5.83,2.11,9.61
  田东县,3472,12028,52298,65925,74800,57561,23424,17268,6829,5409,2550,1673,8.48,9.05,7.91,12933,2312,10621,4.56,1.63,7.50
  平果县,4183,14724,68220,80669,93141,72170,23336,17912,9833,8019,3713,2226,8.43,8.96,7.90,16814,3225,13589,4.82,1.84,7.84
  德保县,4708,11982,57026,60485,61049,43452,14261,10642,4598,3194,1616,954,7.90,8.38,7.39,14034,3478,10556,5.84,2.77,9.19
  靖西县,6637,18938,95923,109283,102092,72382,22520,13427,6296,3789,1824,980,7.81,8.38,7.20,20603,4348,0,5.35,2.19,8.72
  那坡县,3827,11644,34846,38312,21707,12029,6923,3787,2940,1689,811,397,7.05,7.95,6.13,14467,3415,11052,12.12,5.63,18.81
  凌云县,4638,15508,41002,44030,30636,15902,8002,4395,2585,1450,87,411,7.00,7.99,5.96,18037,3640,14397,12.84,5.06,21.02
  乐业县,2176,6926,29391,36585,27351,15985,6129,3431,2582,1534,1037,574,7.68,8.50,6.83,7036,1501,5535,6.50,2.73,10.38
  田林县,6201,19264,45800,50923,36847,20807,8832,5496,3454,2015,1136,563,7.00,7.96,6.01,22624,5006,17618,13.36,5.85,21.01
  西林县,4696,12562,31889,33310,18932,10240,5013,2957,2129,1345,835,399,6.73,7.66,5.79,15818,4063,11755,15.31,7.81,22.94
  隆林各族自治县,12542,32391,82518,85876,43886,24238,10164,6649,3590,2247,1309,541,6.44,7.31,5.57,40071,10362,29709,15.95,8.25,23.67
贺州市,15820,48243,317921,368238,438633,335817,95067,67816,26078,19853,16233,13615,8.34,8.76,7.90,50777,10009,40768,3.34,1.28,5.51
  八步区,2954,10921,98192,118781,127557,101042,32292,24529,9639,7839,9266,9002,8.67,9.04,8.28,10837,1735,9102,2.29,0.73,3.89
  平桂管理区,2700,7089,61237,66805,99054,80306,16416,11688,3736,2974,1298,1088,8.33,8.61,8.01,6763,1358,5405,2.20,0.85,3.66
  昭平县,2640,7247,52938,61657,83546,62717,16809,10596,4305,2733,1808,1029,8.36,8.78,7.89,7382,1483,5899,2.76,1.06,4.65
  钟山县,4256,12606,66388,72873,68830,48766,17209,13087,4687,3721,2200,1441,7.98,8.46,7.46,13187,2598,10589,4.87,1.86,8.08
  富川瑶族自治县,3270,10380,39166,48122,59646,42986,12341,7916,3711,2586,1661,1055,8.07,8.68,7.43,12608,2835,9773,6.20,2.73,9.81
河池市,45403,153971,603129,696850,645132,463865,171273,116916,59491,43006,25696,16543,7.98,8.62,7.32,167140,31382,135758,6.40,2.37,10.52
  金城江区,2738,8711,34751,41391,70573,58165,30330,26182,12294,9773,6053,3768,9.50,9.93,9.05,8946,1644,7302,3.25,1.17,5.45
  南丹县,4805,12327,51442,56592,53872,36026,13998,9118,5441,3892,2038,1286,7.97,8.57,7.33,13671,3236,10435,6.38,2.90,10.14
  天峨县,3311,10571,29943,35249,27336,15951,7125,3792,2897,1755,1123,524,7.48,8.45,6.49,12035,2470,9565,10.56,4.27,17.07
  凤山县,3354,12064,29659,36545,28666,17504,6853,3637,3254,1941,1020,508,7.40,8.46,6.37,13812,2647,11165,11.49,4.47,18.29
  东兰县,4906,22060,37446,44025,36953,21152,10657,5027,3520,1950,1562,832,7.13,8.51,5.83,24537,3790,20747,15.65,4.96,25.81
  罗城仫佬族自治县,3474,10845,58893,66256,59894,43379,11205,7557,3686,3010,1630,1195,7.73,8.21,7.24,11514,2281,9233,4.77,1.84,7.84
  环江毛南族自治县,3301,11085,49263,56377,56682,39957,12911,8037,4434,2892,1568,1033,7.93,8.53,7.29,11873,2241,9632,5.55,2.03,9.29
  巴马瑶族自治县,4027,16814,45155,52987,34709,19957,10578,6251,3738,2303,1143,647,7.28,8.31,6.28,19035,3197,15838,11.47,3.91,18.84
  都安瑶族自治县,4274,14947,100551,118945,95471,76381,20656,13028,6793,5262,2687,1735,7.93,8.44,7.42,16112,3041,13071,4.21,1.60,6.78
  大化瑶族自治县,4403,14744,72294,84978,63631,45963,17002,10688,5225,3602,2270,1287,7.76,8.39,7.12,15686,2932,12754,5.62,2.10,9.15
  宜州市,6810,19803,93732,103505,117345,89430,29958,23599,8209,6626,4602,3728,8.21,8.64,7.76,19919,3903,16016,4.44,1.69,7.34
来宾市,19759,61665,295084,340231,504451,397096,118227,87308,33788,25356,13768,9540,8.50,8.93,8.03,64852,12561,52291,3.90,1.46,6.50
  兴宾区,7466,22936,122735,148925,216594,170651,54031,39562,16490,12057,7098,4571,8.66,9.11,8.18,23403,4436,18967,3.29,1.21,5.50
  忻城县,4331,13968,47010,54620,73716,55646,14525,10865,3620,2833,1258,1051,7.98,8.50,7.44,15624,3273,12351,6.14,2.52,9.91
  象州县,2937,8978,45438,50719,66148,50585,15352,11424,3920,3039,1726,1309,8.28,8.70,7.82,8626,1474,7152,3.74,1.24,6.43
  武宣县,2554,8309,43688,48116,94047,77104,19355,14016,4837,3641,1838,1367,8.72,9.08,8.32,8858,1620,7238,3.25,1.14,5.53
  金秀瑶族自治县,1619,4820,23902,23487,24114,18608,6745,4813,2254,1716,916,697,8.07,8.49,7.61,5650,1261,4389,5.60,2.38,9.18
  合山市,852,2654,12311,14364,29832,24502,8219,6628,2667,2070,932,545,9.02,9.38,8.64,2691,497,2194,2.82,1.00,4.79
崇左市,19149,77412,280217,344647,486844,345299,110602,70006,37715,27929,12824,7908,8.35,8.97,7.69,84180,14063,70117,5.21,1.68,8.99
  江州区,2536,10838,41020,50866,79093,54095,20981,12190,8237,6155,3523,2184,8.70,9.31,8.01,11489,1790,9699,4.37,1.29,7.84
  扶绥县,2709,11767,47301,54489,98488,73797,22152,14929,9961,6749,2459,1707,8.76,9.29,8.19,12110,1663,10447,3.95,1.03,7.16
  宁明县,3506,14712,51971,62943,82369,53909,16503,9294,4435,2674,1413,775,8.04,8.73,7.27,16081,2591,13490,6.09,1.87,10.74
  龙州县,2030,8515,32350,43150,51341,35272,13484,9757,4078,4641,1315,894,8.34,8.90,7.78,9058,1428,7630,4.85,1.52,8.25
  大新县,2991,12503,41655,54103,73335,54231,14828,9729,4045,2895,1328,792,8.10,8.74,7.46,13978,2498,11480,5.72,2.02,9.48
  天等县,4550,15767,51746,62592,75327,54858,13955,8154,3866,2591,1449,808,7.85,8.54,7.16,18009,3573,14436,7.00,2.76,11.29
  凭祥市,827,3310,14174,16504,26891,19137,8699,5953,3093,2224,1337,748,8.94,9.45,8.36,3455,520,2935,3.74,1.05,6.84
,,,,,,,,,,,,,,,,,,,,,
海南省,92453,297697,932656,1026165,1988251,1654172,785165,503072,245348,169811,147807,107194,9.22,9.78,8.61,352636,74911,277725,5.07,2.06,8.35
海口市,10420,39973,158265,178186,382474,350403,238514,197808,106326,89751,84001,67046,10.60,11.01,10.17,43794,7583,36211,2.57,0.88,4.32
