首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,单位：人
地    区,15岁及以上人口,,,未婚,,,有配偶,,,离婚,,,丧偶,,,15-64岁妇女,
,合计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,"平均活产
子女数","平均存活
子女数"
  城区,57556,28450,29106,10938,5794,5144,43718,21765,21953,916,380,536,1984,511,1473,0.99,0.98
  矿区,41955,21222,20733,8445,4862,3583,30949,15602,15347,656,323,333,1905,435,1470,1.18,1.18
  南郊区,33259,16883,16376,7865,4229,3636,23989,12190,11799,281,181,100,1124,283,841,1.40,1.39
  新荣区,8398,4360,4038,1786,1055,731,6074,3098,2976,84,62,22,454,145,309,1.54,1.53
  阳高县,22299,11284,11015,5347,3041,2306,15365,7599,7766,318,248,70,1269,396,873,1.58,1.57
  天镇县,16367,8068,8299,3673,2015,1658,11706,5677,6029,130,97,33,858,279,579,1.61,1.60
  广灵县,13766,7076,6690,3268,1960,1308,9442,4631,4811,284,219,65,772,266,506,1.59,1.58
  灵丘县,18290,9590,8700,4232,2592,1640,12751,6391,6360,279,193,86,1028,414,614,1.59,1.58
  浑源县,27208,13610,13598,7332,4064,3268,17925,8820,9105,383,273,110,1568,453,1115,1.60,1.58
  左云县,12556,6305,6251,2993,1702,1291,8790,4318,4472,180,88,92,593,197,396,1.54,1.52
  大同县,14346,7314,7032,2942,1695,1247,10563,5314,5249,117,92,25,724,213,511,1.60,1.59
阳泉市,111437,56874,54563,21132,12779,8353,82406,41293,41113,1361,838,523,6538,1964,4574,1.34,1.33
  城区,16570,8218,8352,2667,1460,1207,12826,6419,6407,314,149,165,763,190,573,1.03,1.03
  矿区,20909,10766,10143,3670,2185,1485,15968,8108,7860,327,173,154,944,300,644,1.15,1.14
  郊区,23432,12091,11341,4575,2877,1698,17145,8602,8543,270,185,85,1442,427,1015,1.33,1.32
  平定县,24906,12676,12230,4776,3028,1748,18012,8896,9116,208,156,52,1910,596,1314,1.54,1.53
  盂县,25620,13123,12497,5444,3229,2215,18455,9268,9187,242,175,67,1479,451,1028,1.49,1.49
长治市,268881,136457,132424,58230,33922,24308,192376,95675,96701,2774,1843,931,15501,5017,10484,1.48,1.46
  城区,40897,19892,21005,10552,5300,5252,28410,14021,14389,489,194,295,1446,377,1069,0.99,0.99
  郊区,22741,11572,11169,4349,2536,1813,16982,8535,8447,268,169,99,1142,332,810,1.43,1.42
  长治县,28009,14022,13987,5089,2920,2169,21026,10439,10587,236,161,75,1658,502,1156,1.48,1.47
  襄垣县,21280,10996,10284,4352,2663,1689,15372,7671,7701,287,207,80,1269,455,814,1.51,1.50
  屯留县,21409,10993,10416,4641,2768,1873,15381,7723,7658,147,106,41,1240,396,844,1.60,1.58
  平顺县,11946,6029,5917,2715,1550,1165,8216,4052,4164,121,100,21,894,327,567,1.56,1.55
  黎城县,12489,6416,6073,2212,1391,821,9257,4594,4663,186,138,48,834,293,541,1.64,1.62
  壶关县,23168,11491,11677,5090,2937,2153,16395,7960,8435,193,145,48,1490,449,1041,1.60,1.59
  长子县,27125,13819,13306,5427,3160,2267,19772,9916,9856,249,181,68,1677,562,1115,1.59,1.57
  武乡县,14589,7732,6857,3462,2289,1173,9985,4944,5041,156,125,31,986,374,612,1.83,1.80
  沁县,14216,7377,6839,3813,2338,1475,9267,4595,4672,153,119,34,983,325,658,1.56,1.54
  沁源县,12977,7009,5968,3095,2021,1074,8995,4655,4340,91,61,30,796,272,524,1.68,1.65
  潞城市,18035,9109,8926,3433,2049,1384,13318,6570,6748,198,137,61,1086,353,733,1.54,1.52
晋城市,181236,90539,90697,33156,18695,14461,135610,67445,68165,1658,1102,556,10812,3297,7515,1.46,1.44
  城区,37627,18670,18957,8869,4553,4316,27310,13705,13605,335,146,189,1113,266,847,1.15,1.14
  沁水县,16987,8805,8182,2660,1612,1048,13035,6685,6350,178,131,47,1114,377,737,1.54,1.52
  阳城县,30533,15139,15394,4885,2802,2083,23296,11490,11806,300,210,90,2052,637,1415,1.48,1.46
  陵川县,18769,9520,9249,3346,2106,1240,13886,6766,7120,204,169,35,1333,479,854,1.67,1.64
  泽州县,38635,19526,19109,7249,4204,3045,28354,14236,14118,358,257,101,2674,829,1845,1.61,1.59
  高平市,38685,18879,19806,6147,3418,2729,29729,14563,15166,283,189,94,2526,709,1817,1.50,1.48
朔州市,134505,69117,65388,32927,18607,14320,95128,48075,47053,1088,736,352,5362,1699,3663,1.52,1.51
  朔城区,37868,19425,18443,9112,5088,4024,27147,13773,13374,288,175,113,1321,389,932,1.48,1.47
  平鲁区,16104,8299,7805,4511,2482,2029,10839,5530,5309,86,60,26,668,227,441,1.68,1.66
  山阴县,19707,10146,9561,4649,2669,1980,14059,7107,6952,149,116,33,850,254,596,1.58,1.57
  应县,25488,13022,12466,6229,3593,2636,17809,8828,8981,300,202,98,1150,399,751,1.50,1.49
  右玉县,9026,4778,4248,1803,1022,781,6741,3548,3193,66,41,25,416,167,249,1.59,1.59
  怀仁县,26312,13447,12865,6623,3753,2870,18533,9289,9244,199,142,57,957,263,694,1.45,1.44
晋中市,260664,133723,126941,52281,31485,20796,191418,96162,95256,2686,1807,879,14279,4269,10010,1.49,1.48
  榆次区,52306,26042,26264,11082,5963,5119,38125,19040,19085,669,368,301,2430,671,1759,1.17,1.16
  榆社县,11075,5806,5269,2707,1723,984,7631,3789,3842,92,75,17,645,219,426,1.74,1.72
  左权县,13190,6971,6219,2589,1623,966,9684,4963,4721,126,94,32,791,291,500,1.51,1.49
  和顺县,11961,6334,5627,2310,1484,826,8840,4543,4297,109,80,29,702,227,475,1.49,1.48
  昔阳县,18418,9619,8799,3139,2073,1066,13843,6994,6849,187,137,50,1249,415,834,1.58,1.55
  寿阳县,17614,9577,8037,3037,2123,914,13296,6874,6422,214,170,44,1067,410,657,1.53,1.51
  太谷县,24421,12459,11962,5677,3415,2262,17263,8582,8681,210,136,74,1271,326,945,1.32,1.31
  祁县,21030,10704,10326,3561,2209,1352,16105,7998,8107,225,151,74,1139,346,793,1.62,1.61
  平遥县,38510,19559,18951,8589,5204,3385,27305,13473,13832,309,242,67,2307,640,1667,1.70,1.69
  灵石县,20121,10431,9690,3611,2149,1462,15221,7823,7398,220,140,80,1069,319,750,1.72,1.71
  介休市,32018,16221,15797,5979,3519,2460,24105,12083,12022,325,214,111,1609,405,1204,1.55,1.53
运城市,414429,208046,206383,86766,49138,37628,302033,149615,152418,4098,2688,1410,21532,6605,14927,1.46,1.45
  盐湖区,58134,28463,29671,15015,7652,7363,40130,19847,20283,605,287,318,2384,677,1707,1.22,1.21
  临猗县,45736,22966,22770,8407,4830,3577,34348,17013,17335,458,324,134,2523,799,1724,1.47,1.46
  万荣县,34688,17426,17262,7011,4047,2964,25366,12528,12838,362,276,86,1949,575,1374,1.62,1.61
  闻喜县,33025,16771,16254,6095,3572,2523,24834,12380,12454,337,239,98,1759,580,1179,1.48,1.47
  稷山县,27793,13846,13947,5715,3237,2478,20413,10058,10355,191,135,56,1474,416,1058,1.56,1.55
  新绛县,25224,12638,12586,4642,2764,1878,18941,9345,9596,241,152,89,1400,377,1023,1.56,1.55
  绛县,21843,10992,10851,4032,2325,1707,16306,8091,8215,258,179,79,1247,397,850,1.46,1.45
  垣曲县,18152,9257,8895,3778,2247,1531,13058,6505,6553,229,128,101,1087,377,710,1.49,1.48
  夏县,28886,14672,14214,6438,3789,2649,20660,10204,10456,275,210,65,1513,469,1044,1.48,1.47
  平陆县,21129,10705,10424,4680,2702,1978,15071,7466,7605,200,137,63,1178,400,778,1.45,1.44
  芮城县,31376,15669,15707,6547,3651,2896,22935,11300,11635,301,209,92,1593,509,1084,1.49,1.48
  永济市,36476,18259,18217,7368,4178,3190,26697,13217,13480,397,248,149,2014,616,1398,1.40,1.39
  河津市,31967,16382,15585,7038,4144,2894,23274,11661,11613,244,164,80,1411,413,998,1.57,1.56
忻州市,248325,126861,121464,57347,33536,23811,174873,86989,87884,3063,2276,787,13042,4060,8982,1.52,1.50
  忻府区,44850,21937,22913,11162,5702,5460,31059,15352,15707,424,285,139,2205,598,1607,1.29,1.28
  定襄县,17194,8663,8531,3131,1895,1236,12892,6370,6522,156,118,38,1015,280,735,1.54,1.52
  五台县,24646,12583,12063,5950,3574,2376,16977,8372,8605,224,192,32,1495,445,1050,1.59,1.58
  代县,17037,8613,8424,3747,2165,1582,11971,5930,6041,286,223,63,1033,295,738,1.49,1.47
  繁峙县,21805,11228,10577,5541,3210,2331,14796,7326,7470,412,300,112,1056,392,664,1.57,1.57
  宁武县,13000,6937,6063,3236,2063,1173,8882,4492,4390,184,142,42,698,240,458,1.63,1.62
  静乐县,13222,7028,6194,3712,2317,1395,8725,4359,4366,152,115,37,633,237,396,1.63,1.62
  神池县,8608,4571,4037,2218,1397,821,5798,2929,2869,148,93,55,444,152,292,1.42,1.41
  五寨县,9294,4666,4628,2154,1184,970,6639,3286,3353,103,77,26,398,119,279,1.46,1.45
  岢岚县,6970,3694,3276,1747,1129,618,4776,2351,2425,95,74,21,352,140,212,1.60,1.58
  河曲县,12082,6336,5746,2358,1473,885,9008,4552,4456,142,109,33,574,202,372,1.66,1.64
  保德县,12506,6517,5989,3085,1779,1306,8786,4477,4309,108,75,33,527,186,341,1.68,1.68
  偏关县,8814,4501,4313,1857,1093,764,6458,3198,3260,73,58,15,426,152,274,1.71,1.69
  原平市,38297,19587,18710,7449,4555,2894,28106,13995,14111,556,415,141,2186,622,1564,1.52,1.51
临汾市,345526,173793,171733,75234,41389,33845,249640,124973,124667,3209,1997,1212,17443,5434,12009,1.48,1.47
  尧都区,74404,36254,38150,18645,9193,9452,51877,25786,26091,784,384,400,3098,891,2207,1.20,1.19
  曲沃县,19229,9653,9576,3740,2098,1642,14259,7088,7171,199,151,48,1031,316,715,1.41,1.40
  翼城县,25871,12896,12975,4873,2728,2145,19170,9507,9663,273,190,83,1555,471,1084,1.42,1.41
  襄汾县,36672,18317,18355,6794,3893,2901,27373,13583,13790,334,235,99,2171,606,1565,1.57,1.56
  洪洞县,57639,28805,28834,12503,6884,5619,41584,20679,20905,414,271,143,3138,971,2167,1.59,1.58
  古县,7796,4290,3506,1722,1040,682,5592,3042,2550,60,43,17,422,165,257,1.56,1.55
  安泽县,6397,3384,3013,1258,791,467,4745,2441,2304,41,31,10,353,121,232,1.55,1.54
  浮山县,9949,5055,4894,1709,1027,682,7494,3727,3767,115,87,28,631,214,417,1.58,1.56
  吉县,8369,4271,4098,1752,1006,746,6178,3079,3099,63,44,19,376,142,234,1.61,1.60
  乡宁县,19153,10053,9100,4476,2585,1891,13753,7137,6616,95,72,23,829,259,570,1.78,1.77
  大宁县,5213,2656,2557,1431,810,621,3461,1716,1745,58,34,24,263,96,167,1.67,1.64
  隰县,8022,4117,3905,1979,1147,832,5523,2748,2775,114,70,44,406,152,254,1.54,1.53
  永和县,5269,2733,2536,1358,805,553,3616,1793,1823,43,26,17,252,109,143,1.53,1.52
  蒲县,7677,4085,3592,1718,1019,699,5546,2920,2626,47,31,16,366,115,251,1.76,1.75
  汾西县,11013,5645,5368,2707,1532,1175,7735,3869,3866,81,52,29,490,192,298,1.81,1.80
  侯马市,20110,9942,10168,3437,1890,1547,15450,7635,7815,303,166,137,920,251,669,1.29,1.28
  霍州市,22743,11637,11106,5132,2941,2191,16284,8223,8061,185,110,75,1142,363,779,1.58,1.57
吕梁市,287589,146746,140843,72920,41046,31874,198629,99408,99221,2732,1975,757,13308,4317,8991,1.65,1.63
  离石区,25645,12754,12891,7754,3849,3905,16964,8550,8414,210,113,97,717,242,475,1.34,1.33
  文水县,32234,16048,16186,7549,4132,3417,22786,11277,11509,252,194,58,1647,445,1202,1.66,1.65
  交城县,18291,9211,9080,4577,2599,1978,12652,6290,6362,127,89,38,935,233,702,1.60,1.59
  兴县,22178,11599,10579,6255,3594,2661,14758,7476,7282,184,133,51,981,396,585,1.62,1.61
  临县,45638,23397,22241,11996,6986,5010,30745,15114,15631,578,470,108,2319,827,1492,1.74,1.73
  柳林县,23890,12514,11376,6126,3586,2540,16373,8363,8010,210,141,69,1181,424,757,1.81,1.79
  石楼县,8145,4176,3969,2007,1098,909,5689,2839,2850,96,70,26,353,169,184,1.81,1.80
  岚县,12846,6585,6261,3195,1893,1302,8962,4401,4561,122,100,22,567,191,376,1.72,1.71
  方山县,10973,5778,5195,2778,1649,1129,7514,3807,3707,177,139,38,504,183,321,1.77,1.75
  中阳县,10638,5602,5036,2449,1424,1025,7701,3958,3743,66,48,18,422,172,250,1.84,1.82
  交口县,9309,4869,4440,2261,1317,944,6508,3319,3189,91,63,28,449,170,279,1.67,1.67
  孝义市,36158,18348,17810,8838,4912,3926,25372,12775,12597,345,218,127,1603,443,1160,1.58,1.57
  汾阳市,31644,15865,15779,7135,4007,3128,22605,11239,11366,274,197,77,1630,422,1208,1.58,1.57
,,,,,,,,,,,,,,,,,
内蒙古自治区,1978474,1012295,966179,371091,218674,152417,1483349,749171,734178,29268,16407,12861,94766,28043,66723,1.32,1.30
呼和浩特市,240089,120888,119201,59143,32111,27032,168715,84390,84325,3135,1629,1506,9096,2758,6338,1.11,1.11
  新城区,47080,23143,23937,11905,6156,5749,32847,16305,16542,760,303,457,1568,379,1189,0.92,0.91
  回民区,33124,16292,16832,8813,4422,4391,22591,11304,11287,508,256,252,1212,310,902,0.90,0.90
  玉泉区,31778,16067,15711,7017,3896,3121,23306,11688,11618,473,226,247,982,257,725,1.03,1.03
  赛罕区,53711,27045,26666,16666,8932,7734,34744,17373,17371,641,276,365,1660,464,1196,0.92,0.92
  土默特左旗,26779,13947,12832,5916,3555,2361,19259,9676,9583,280,218,62,1324,498,826,1.44,1.42
  托克托县,15455,7907,7548,2486,1503,983,12056,6043,6013,175,117,58,738,244,494,1.56,1.55
  和林格尔县,14445,7287,7158,3548,1914,1634,10072,5036,5036,143,107,36,682,230,452,1.43,1.41
  清水河县,8076,4184,3892,1437,845,592,6214,3151,3063,58,46,12,367,142,225,1.86,1.84
  武川县,9641,5016,4625,1355,888,467,7626,3814,3812,97,80,17,563,234,329,1.62,1.60
包头市,220702,112682,108020,43523,25307,18216,163826,82523,81303,3874,2051,1823,9479,2801,6678,1.14,1.13
  东河区,44097,22136,21961,8529,4821,3708,32389,16218,16171,888,457,431,2291,640,1651,1.06,1.06
  昆都仑区,60883,31088,29795,12546,7406,5140,44888,22530,22358,1188,563,625,2261,589,1672,1.01,1.01
  青山区,50544,25528,25016,11573,6357,5216,36255,18263,17992,951,432,519,1765,476,1289,0.97,0.96
  石拐区,1964,1045,919,334,225,109,1426,741,685,48,27,21,156,52,104,1.46,1.45
  白云鄂博矿区,2079,1060,1019,274,165,109,1659,842,817,55,29,26,91,24,67,1.14,1.13
  九原区,15721,8224,7497,2464,1578,886,12501,6364,6137,192,119,73,564,163,401,1.32,1.30
  土默特右旗,21947,11299,10648,3464,2018,1446,17100,8700,8400,221,171,50,1162,410,752,1.60,1.59
  固阳县,14616,7683,6933,2791,1770,1021,10869,5465,5404,195,156,39,761,292,469,1.42,1.40
  达尔罕茂明安联合旗,8851,4619,4232,1548,967,581,6739,3400,3339,136,97,39,428,155,273,1.38,1.36
乌海市,43239,22729,20510,7682,4739,2943,33122,17149,15973,847,435,412,1588,406,1182,1.19,1.18
  海勃湾区,23848,12526,11322,4636,2783,1853,17993,9358,8635,434,196,238,785,189,596,1.10,1.09
  海南区,8412,4594,3818,1161,817,344,6857,3627,3230,118,70,48,276,80,196,1.38,1.37
  乌达区,10979,5609,5370,1885,1139,746,8272,4164,4108,295,169,126,527,137,390,1.23,1.22
赤峰市,349225,175310,173915,59591,34763,24828,267314,133047,134267,3843,2213,1630,18477,5287,13190,1.41,1.39
  红山区,34002,16627,17375,6746,3479,3267,25064,12516,12548,652,278,374,1540,354,1186,1.05,1.04
  元宝山区,25700,12677,13023,3523,2042,1481,20345,10072,10273,503,245,258,1329,318,1011,1.37,1.35
  松山区,46719,23403,23316,8820,5060,3760,35347,17529,17818,409,223,186,2143,591,1552,1.38,1.37
  阿鲁科尔沁旗,21583,10865,10718,3117,1922,1195,16997,8449,8548,210,136,74,1259,358,901,1.48,1.46
  巴林左旗,26381,13312,13069,4311,2577,1734,20440,10162,10278,314,193,121,1316,380,936,1.47,1.45
  巴林右旗,12889,6478,6411,2020,1210,810,10096,5052,5044,117,64,53,656,152,504,1.39,1.38
  林西县,16658,8291,8367,2480,1436,1044,12991,6457,6534,188,115,73,999,283,716,1.35,1.33
  克什克腾旗,18052,9638,8414,3147,2056,1091,13798,7193,6605,181,116,65,926,273,653,1.43,1.41
  翁牛特旗,35892,17985,17907,6490,3704,2786,27094,13507,13587,334,211,123,1974,563,1411,1.45,1.43
  喀喇沁旗,22566,11328,11238,3267,2033,1234,17693,8714,8979,211,143,68,1395,438,957,1.65,1.63
  宁城县,44510,22400,22110,7712,4625,3087,33870,16698,17172,380,260,120,2548,817,1731,1.48,1.46
  敖汉旗,44273,22306,21967,7958,4619,3339,33579,16698,16881,344,229,115,2392,760,1632,1.47,1.45
通辽市,243894,122782,121112,45507,26330,19177,182061,90690,91371,3236,1814,1422,13090,3948,9142,1.39,1.37
  科尔沁区,68745,34187,34558,13684,7408,6276,50471,25203,25268,1176,605,571,3414,971,2443,1.17,1.16
  科尔沁左翼中旗,38230,19371,18859,8400,4942,3458,27185,13448,13737,469,279,190,2176,702,1474,1.49,1.48
  科尔沁左翼后旗,30038,15378,14660,5034,3160,1874,22755,11356,11399,368,231,137,1881,631,1250,1.53,1.52
  开鲁县,31439,15658,15781,5465,3067,2398,24030,11938,12092,408,232,176,1536,421,1115,1.40,1.38
  库伦旗,13428,6910,6518,2130,1368,762,10384,5200,5184,131,90,41,783,252,531,1.51,1.50
  奈曼旗,31439,15703,15736,5114,2953,2161,24258,12038,12220,248,156,92,1819,556,1263,1.53,1.52
  扎鲁特旗,22205,11216,10989,3978,2389,1589,16761,8351,8410,268,141,127,1198,335,863,1.51,1.50
  霍林郭勒市,8370,4359,4011,1702,1043,659,6217,3156,3061,168,80,88,283,80,203,1.07,1.07
鄂尔多斯市,154590,86901,67689,28554,18574,9980,119762,65991,53771,1577,838,739,4697,1498,3199,1.35,1.34
  东胜区,46034,26684,19350,10998,6934,4064,33744,19301,14443,502,233,269,790,216,574,1.06,1.05
  达拉特旗,25736,13480,12256,3891,2390,1501,20712,10644,10068,191,114,77,942,332,610,1.51,1.50
  准格尔旗,28046,15817,12229,4492,3082,1410,22345,12233,10112,244,136,108,965,366,599,1.51,1.49
  鄂托克前旗,5942,3224,2718,974,633,341,4601,2477,2124,96,54,42,271,60,211,1.59,1.56
  鄂托克旗,11334,6331,5003,2170,1448,722,8653,4702,3951,168,93,75,343,88,255,1.25,1.24
  杭锦旗,9101,4795,4306,1243,814,429,7315,3777,3538,122,74,48,421,130,291,1.59,1.58
  乌审旗,9590,5099,4491,1492,929,563,7520,3974,3546,130,71,59,448,125,323,1.47,1.46
  伊金霍洛旗,18807,11471,7336,3294,2344,950,14872,8883,5989,124,63,61,517,181,336,1.37,1.35
呼伦贝尔市,198525,100422,98103,32916,19638,13278,148930,74531,74399,5252,2918,2334,11427,3335,8092,1.28,1.26
  海拉尔区,25685,12546,13139,5660,2985,2675,17963,8919,9044,742,331,411,1320,311,1009,0.97,0.96
  阿荣旗,22918,11781,11137,3885,2374,1511,17563,8756,8807,372,235,137,1098,416,682,1.50,1.49
  莫力达瓦达斡尔族自治旗,21364,10968,10396,3681,2225,1456,16168,8085,8083,398,230,168,1117,428,689,1.51,1.49
  鄂伦春自治旗,17430,8775,8655,2339,1394,945,13505,6752,6753,496,307,189,1090,322,768,1.37,1.35
  鄂温克族自治旗,10833,5495,5338,1723,1097,626,8129,4071,4058,333,183,150,648,144,504,1.30,1.29
  新巴尔虎右旗,4950,2505,2445,795,496,299,3758,1877,1881,100,54,46,297,78,219,1.31,1.30
  新巴尔虎左旗,3339,1713,1626,570,385,185,2467,1241,1226,81,53,28,221,34,187,1.44,1.41
  陈巴尔虎旗,2932,1559,1373,539,350,189,2117,1125,992,75,44,31,201,40,161,1.43,1.40
  满洲里市,19815,10159,9656,3750,2210,1540,14587,7407,7180,558,286,272,920,256,664,1.02,1.01
  扎兰屯市,27563,13856,13707,4436,2692,1744,20172,10054,10118,1001,561,440,1954,549,1405,1.12,1.11
  牙克石市,26690,13539,13151,3942,2421,1521,20593,10276,10317,571,325,246,1584,517,1067,1.46,1.44
  根河市,6149,3074,3075,684,421,263,4963,2474,2489,175,99,76,327,80,247,1.30,1.27
  额尔古纳市,8857,4452,4405,912,588,324,6945,3494,3451,350,210,140,650,160,490,1.23,1.21
巴彦淖尔市,134120,69405,64715,21698,13159,8539,105046,53346,51700,1786,1166,620,5590,1734,3856,1.42,1.41
  临河区,44765,22893,21872,8322,4870,3452,34177,17204,16973,623,356,267,1643,463,1180,1.27,1.26
  五原县,22526,11549,10977,3527,2047,1480,17893,9037,8856,233,166,67,873,299,574,1.48,1.47
  磴口县,9398,4819,4579,1352,816,536,7390,3728,3662,185,122,63,471,153,318,1.41,1.40
  乌拉特前旗,22672,11748,10924,2888,1852,1036,18440,9358,9082,278,198,80,1066,340,726,1.58,1.57
  乌拉特中旗,9374,5066,4308,1162,830,332,7672,4021,3651,139,89,50,401,126,275,1.59,1.58
  乌拉特后旗,4925,2792,2133,843,573,270,3839,2112,1727,91,57,34,152,50,102,1.33,1.32
  杭锦后旗,20460,10538,9922,3604,2171,1433,15635,7886,7749,237,178,59,984,303,681,1.47,1.45
乌兰察布市,178343,91046,87297,35089,21159,13930,131533,65426,66107,2008,1307,701,9713,3154,6559,1.39,1.38
  集宁区,29732,14393,15339,6343,3070,3273,21811,10837,10974,426,232,194,1152,254,898,1.01,1.01
  卓资县,11694,6260,5434,2876,1932,944,7918,3957,3961,137,90,47,763,281,482,1.47,1.46
  化德县,10868,5525,5343,1976,1160,816,8182,4074,4108,157,97,60,553,194,359,1.36,1.35
  商都县,19260,9834,9426,3133,2008,1125,14797,7338,7459,173,119,54,1157,369,788,1.53,1.51
  兴和县,17883,9292,8591,3405,2185,1220,13292,6638,6654,139,100,39,1047,369,678,1.62,1.60
  凉城县,15444,8050,7394,3442,2213,1229,10969,5423,5546,185,138,47,848,276,572,1.45,1.43
  察哈尔右翼前旗,13238,6814,6424,2464,1581,883,9797,4880,4917,121,82,39,856,271,585,1.52,1.49
  察哈尔右翼中旗,12915,6685,6230,2884,1779,1105,9204,4552,4652,129,87,42,698,267,431,1.40,1.39
  察哈尔右翼后旗,13241,6748,6493,2288,1405,883,10083,4986,5097,169,105,64,701,252,449,1.43,1.42
  四子王旗,14538,7435,7103,2389,1474,915,11199,5579,5620,178,119,59,772,263,509,1.46,1.45
  丰镇巿,19530,10010,9520,3889,2352,1537,14281,7162,7119,194,138,56,1166,358,808,1.42,1.41
兴安盟,115195,58315,56880,19485,11992,7493,87020,43313,43707,1913,1072,841,6777,1938,4839,1.46,1.44
  乌兰浩特市,24075,11870,12205,4573,2552,2021,17487,8707,8780,684,297,387,1331,314,1017,1.16,1.15
  阿尔山市,3262,1640,1622,450,266,184,2524,1261,1263,96,62,34,192,51,141,1.13,1.12
  科尔沁右翼前旗,22601,11612,10989,3927,2540,1387,17024,8470,8554,238,167,71,1412,435,977,1.58,1.57
  科尔沁右翼中旗,20191,10314,9877,3814,2363,1451,14853,7416,7437,287,152,135,1237,383,854,1.53,1.51
  扎赉特旗,26941,13837,13104,4404,2876,1528,20696,10298,10398,371,243,128,1470,420,1050,1.53,1.51
  突泉县,18125,9042,9083,2317,1395,922,14436,7161,7275,237,151,86,1135,335,800,1.59,1.57
锡林郭勒盟,81202,41469,39733,14583,8833,5750,61192,30875,30317,1382,758,624,4045,1003,3042,1.34,1.33
  二连浩特市,5887,2968,2919,1100,590,510,4590,2316,2274,63,30,33,134,32,102,1.12,1.11
  锡林浩特市,18219,9126,9093,3181,1817,1364,13902,6949,6953,387,182,205,749,178,571,1.17,1.15
  阿巴嘎旗,3307,1707,1600,567,399,168,2430,1217,1213,85,50,35,225,41,184,1.46,1.43
  苏尼特左旗,2543,1321,1222,426,275,151,1930,988,942,49,28,21,138,30,108,1.46,1.44
  苏尼特右旗,6011,3137,2874,936,587,349,4683,2424,2259,89,57,32,303,69,234,1.40,1.39
