首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,,,,,,,,,单位：人
地    区,"16岁及以上
人口总计","各种行业人口
总计",,,,,,,,,,,,,,,,,,,,,三次产业人口占行业人口比重(%),,
,,,农林牧渔业,采矿业,制造业,"电力、燃气
及水的生产
和供应业",建筑业,仓储和邮政业,"交通运输、
计算机服务
和软件业","信息传输、
批发和零售业",住宿和餐饮业,金融业,房地产业,"租赁和
商务服务业","科学研究、
技术服务和
地质勘察业","水利、环境
和公共设施
管理业","居民服务和
其他服务业",教育,"卫生、社会
保障和社会
福利业","文化、体育
和娱乐业","公共管理和
社会组织",国际组织,第一产业,第二产业,第三产业
  西陵区,38410,20447,473,48,3162,749,2333,1092,346,4555,1377,655,536,464,250,263,689,1098,654,347,1356,,2.31,30.77,66.91
  伍家岗区,15901,8851,476,44,1624,195,736,771,121,2027,521,252,229,193,100,124,358,269,352,99,360,,5.38,29.36,65.26
  点军区,8630,6345,4541,10,505,137,173,133,8,323,168,21,28,24,7,9,66,88,36,11,57,,71.57,13.00,15.43
  猇亭区,4468,2763,459,14,1380,8,74,131,3,369,123,13,7,24,7,9,37,33,29,1,42,,16.61,53.42,29.97
  夷陵区,41088,30525,18627,695,2623,241,1357,1155,136,2253,810,139,131,137,105,144,470,591,281,79,551,,61.02,16.10,22.87
  远安县,14324,10570,6608,547,827,86,504,261,39,631,259,57,1,35,4,10,122,122,133,7,317,,62.52,18.58,18.90
  兴山县,12856,9793,6427,134,698,119,350,306,35,534,282,45,18,28,22,19,207,149,131,22,267,,65.63,13.28,21.09
  秭归县,28574,20762,13625,250,2183,141,927,588,60,1088,469,75,36,66,13,27,221,317,195,36,445,,65.62,16.86,17.51
  长阳土家族自治县,31329,24643,16783,328,2018,142,1297,498,94,1207,673,85,37,26,19,32,330,401,198,44,431,,68.10,15.36,16.54
  五峰土家族自治县,15752,13032,9337,103,967,105,388,281,40,660,277,52,15,40,2,10,178,178,114,30,255,,71.65,11.99,16.36
  宜都巿,30307,22390,11949,400,3924,190,968,872,63,1570,554,133,54,98,33,54,448,296,262,61,461,,53.37,24.48,22.15
  当阳市,39024,30017,19205,283,3425,127,711,775,72,2259,755,137,77,83,79,66,648,450,328,64,473,,63.98,15.14,20.87
  枝江市,37231,28748,19830,31,3054,97,566,948,57,1955,536,112,21,56,18,65,390,377,232,52,351,,68.98,13.04,17.98
襄樊市,419479,315895,198439,988,32616,1599,12282,10405,1187,22828,6316,1830,928,1158,416,875,4885,6433,3686,1081,7943,,62.82,15.03,22.15
  襄城区,36108,22547,9784,30,3047,238,1259,600,157,2091,784,271,144,119,20,151,491,1014,541,234,1572,,43.39,20.29,36.32
  樊城区,64453,41545,8622,87,9373,566,2573,3312,398,7705,1764,644,533,301,253,285,1266,1189,868,283,1523,,20.75,30.33,48.92
  襄阳区,67663,56268,46143,56,2518,62,912,1020,74,2180,442,178,71,64,21,60,327,910,321,70,839,,82.01,6.31,11.69
  南漳县,39833,31775,23833,132,1871,130,960,663,55,1365,438,108,24,185,25,87,480,459,341,56,563,,75.01,9.73,15.26
  谷城县,38067,27773,14687,252,4096,131,2688,1053,101,1906,583,111,35,80,28,76,383,554,358,89,562,,52.88,25.81,21.31
  保康县,20433,15904,11032,330,882,98,612,452,56,803,308,67,6,34,27,14,220,269,170,49,475,,69.37,12.09,18.55
  老河口市,36030,27710,16670,54,4130,133,1096,728,108,1643,588,129,37,141,13,114,639,433,293,142,619,,60.16,19.53,20.31
  枣阳市,76246,60536,43972,16,4804,138,1506,1742,142,3518,912,219,49,106,24,76,657,991,532,116,1016,,72.64,10.68,16.68
  宜城市,40646,31837,23696,31,1895,103,676,835,96,1617,497,103,29,128,5,12,422,614,262,42,774,,74.43,8.50,17.07
鄂州市,78607,53198,21761,580,8719,428,6590,2150,248,5289,1772,389,225,188,77,244,1116,1215,616,189,1402,,40.91,30.67,28.42
  梁子湖区,12070,8842,5075,12,858,20,1038,263,23,804,315,11,9,11,5,8,112,112,46,19,101,,57.40,21.81,20.80
  华容区,18162,14050,7270,9,2716,72,1523,465,35,781,349,28,21,25,4,36,301,193,91,16,115,,51.74,30.75,17.51
  鄂城区,48375,30306,9416,559,5145,336,4029,1422,190,3704,1108,350,195,152,68,200,703,910,479,154,1186,,31.07,33.22,35.71
荆门市,228708,171732,108092,1105,19507,941,4397,5237,731,12515,4011,1025,471,609,146,534,2845,3269,1963,531,3803,,62.94,15.11,21.95
  东宝区,30103,20362,9315,414,2317,238,659,786,228,2232,818,343,127,145,32,109,394,602,474,171,958,,45.75,17.82,36.44
  掇刀区,21192,14466,4919,267,2585,222,748,916,105,2004,554,116,116,122,16,121,628,423,211,99,294,,34.00,26.42,39.58
  京山县,50215,38000,24369,99,4272,134,915,1141,177,3021,822,232,77,150,34,116,574,760,389,95,623,,64.13,14.26,21.61
  沙洋县,46239,36706,26567,24,3183,164,496,821,92,1941,657,132,95,103,35,71,480,519,299,60,967,,72.38,10.54,17.09
  钟祥市,80959,62198,42922,301,7150,183,1579,1573,129,3317,1160,202,56,89,29,117,769,965,590,106,961,,69.01,14.81,16.18
孝感市,331959,241251,141585,865,27671,947,18619,6106,889,19774,5680,1059,508,1036,167,341,3536,4287,2463,625,5091,2,58.69,19.94,21.37
  孝南区,65662,42360,18893,18,4342,272,5344,1448,322,4580,1474,401,216,603,87,122,936,1052,688,223,1337,2,44.60,23.55,31.85
  孝昌县,40537,30132,22027,10,1378,34,2495,388,73,1914,417,61,24,92,3,15,174,390,154,33,450,,73.10,13.00,13.90
  大悟县,39054,28485,19591,117,1522,93,1948,616,76,2033,506,96,42,63,8,16,315,580,237,35,591,,68.78,12.92,18.30
  云梦县,39980,31071,17725,196,2657,66,3958,566,104,2899,827,109,76,60,10,43,486,431,263,41,554,,57.05,22.13,20.82
  应城市,38567,27502,14233,433,3912,133,1354,1250,92,2644,938,132,54,70,17,43,529,490,353,123,702,,51.75,21.21,27.04
  安陆市,37918,28565,18560,71,2822,115,1568,660,67,1986,539,62,35,11,10,21,442,539,288,17,752,,64.97,16.02,19.01
  汉川市,70241,53136,30556,20,11038,234,1952,1178,155,3718,979,198,61,137,32,81,654,805,480,153,705,,57.51,24.92,17.57
荆州市,441791,320362,193049,576,39393,1417,11652,9477,1356,26784,10051,1557,633,879,409,1040,5843,6011,3420,1053,5760,2,60.26,16.56,23.18
  沙巿区,48338,28211,6007,92,6950,445,1284,1570,339,5732,1122,493,257,178,85,262,750,802,652,266,923,2,21.29,31.09,47.62
  荆州区,43187,27721,14338,90,2667,125,997,1149,206,2842,1141,295,85,143,97,144,637,1091,456,161,1057,,51.72,13.99,34.28
  公安县,70901,54823,34146,36,7506,128,1881,1282,200,3902,1832,171,107,127,54,127,1014,844,458,175,833,,62.28,17.42,20.29
  监利县,79777,58135,39531,22,5038,181,1561,1506,112,4250,1883,153,19,92,21,154,1047,1076,484,133,872,,68.00,11.70,20.30
  江陵县,25900,19695,14971,15,1379,80,432,439,80,841,333,44,9,31,5,37,228,246,188,27,310,,76.01,9.68,14.31
  石首市,49257,37514,20765,30,5676,113,1797,1213,146,3418,1738,90,40,81,58,84,783,526,331,104,521,,55.35,20.30,24.35
  洪湖市,66079,49019,33857,21,4506,154,1819,1361,137,3197,868,160,47,94,37,116,602,811,431,111,690,,69.07,13.26,17.67
  松滋市,58352,45244,29434,270,5671,191,1881,957,136,2602,1134,151,69,133,52,116,782,615,420,76,554,,65.06,17.71,17.23
黄冈市,451048,323658,198820,597,33731,1292,27273,8245,1190,20433,5629,1453,352,901,340,692,5380,6366,3286,895,6778,5,61.43,19.43,19.14
  黄州区,30641,18231,5683,48,2256,239,1586,843,248,2422,770,361,124,122,56,117,492,997,491,182,1192,2,31.17,22.65,46.18
  团风县,21552,15291,10306,47,1176,64,1321,424,63,723,210,65,17,40,10,32,145,260,155,15,218,,67.40,17.06,15.55
  红安县,34603,24218,16987,16,1540,84,1623,526,61,1239,350,90,20,56,21,63,213,443,222,62,602,,70.14,13.47,16.38
  罗田县,33089,23762,15417,36,1756,141,1508,654,49,1601,480,132,33,41,19,31,300,599,304,63,598,,64.88,14.48,20.64
  英山县,24825,16954,10673,68,1108,80,1143,479,87,1080,267,119,13,64,12,15,562,364,223,58,539,,62.95,14.15,22.90
  浠水县,66440,48752,29531,75,5530,134,4595,1384,175,2996,812,160,25,122,65,96,1085,781,379,127,679,1,60.57,21.20,18.23
  蕲春县,60151,41932,26480,122,5212,81,2726,973,88,2810,598,131,12,109,22,74,655,740,255,85,759,,63.15,19.41,17.44
  黄梅县,67195,49959,28468,60,6745,102,6890,1100,141,2628,885,124,18,79,55,85,662,674,397,125,719,2,56.98,27.62,15.40
  麻城市,65684,50864,38896,65,2545,225,1977,935,102,2480,640,156,34,199,36,97,392,821,490,90,684,,76.47,9.46,14.07
  武穴巿,46868,33695,16379,60,5863,142,3904,927,176,2454,617,115,56,69,44,82,874,687,370,88,788,,48.61,29.59,21.80
咸宁市,182888,121850,59317,562,19146,827,6921,4978,701,11557,3894,860,365,606,149,359,2753,2949,1727,389,3789,1,48.68,22.53,28.79
  咸安区,40299,24625,9526,26,3626,224,2024,1375,223,2395,966,320,133,261,81,161,664,943,510,140,1026,1,38.68,23.96,37.36
  嘉鱼县,21994,15354,7216,118,3045,99,652,605,57,1475,624,84,33,44,13,35,352,300,177,28,397,,47.00,25.49,27.51
  通城县,27334,16405,8114,114,2905,139,1076,551,84,1507,333,109,9,32,7,25,306,360,198,45,491,,49.46,25.81,24.73
  崇阳县,33189,26061,15896,61,3345,67,996,757,99,1966,794,87,53,46,4,19,510,436,289,60,576,,61.00,17.15,21.86
  通山县,26287,17536,8565,126,2624,103,1244,641,94,1652,432,75,45,146,6,29,502,356,234,58,604,,48.84,23.36,27.79
  赤壁市,33785,21869,10000,117,3601,195,929,1049,144,2562,745,185,92,77,38,90,419,554,319,58,695,,45.73,22.14,32.13
随州市,165014,123969,77456,191,14465,391,5750,3584,469,9375,3088,536,344,357,115,276,1925,2306,1173,303,1865,,62.48,16.78,20.74
  曾都区,49588,35140,16225,75,5529,186,1882,1630,285,3776,1295,319,264,213,73,144,679,893,528,197,947,,46.17,21.83,31.99
  随县,61274,49018,38484,89,4154,72,804,764,80,2142,595,84,35,87,22,79,484,612,245,59,127,,78.51,10.44,11.05
  广水市,54152,39811,22747,27,4782,133,3064,1190,104,3457,1198,133,45,57,20,53,762,801,400,47,791,,57.14,20.11,22.75
恩施土家族苗族自治州,253500,189061,133262,1256,11414,1119,8064,4912,667,10429,3477,698,159,374,111,270,2798,3560,1914,346,4231,,70.49,11.56,17.96
  恩施市,54809,38405,22583,160,2188,402,2523,1326,231,3037,1384,267,75,148,23,68,925,1050,582,128,1305,,58.80,13.73,27.47
  利川市,57569,42449,32682,185,2335,154,1728,850,58,1808,511,79,20,54,15,46,415,619,319,59,512,,76.99,10.37,12.64
  建始县,32848,25908,19145,329,1498,113,871,514,99,1333,304,45,22,63,7,12,314,435,211,22,571,,73.90,10.85,15.25
  巴东县,33134,25305,19958,151,631,98,736,614,76,973,386,90,5,26,16,45,294,445,228,55,478,,78.87,6.39,14.74
  宣恩县,19814,15578,10349,95,2022,79,538,361,54,797,224,59,11,15,24,24,176,289,137,22,302,,66.43,17.55,16.02
  咸丰县,21808,16702,12317,209,777,92,548,354,51,853,219,62,16,15,5,23,256,281,192,30,402,,73.75,9.74,16.52
  来凤县,17541,13020,8104,67,1266,95,690,446,64,1019,231,39,5,12,10,40,249,209,141,17,316,,62.24,16.27,21.49
  鹤峰县,15977,11694,8124,60,697,86,430,447,34,609,218,57,5,41,11,12,169,232,104,13,345,,69.47,10.89,19.64
省直辖县级行政区划,286600,220569,132287,1199,35124,732,8151,5019,743,15703,4909,879,665,549,343,435,4067,3557,2091,566,3550,,59.98,20.50,19.53
  仙桃市,92662,69230,39866,25,11649,220,2738,1863,347,5918,1339,299,88,190,90,161,998,1348,773,180,1138,,57.58,21.14,21.28
  潜江市,74762,55817,29990,1105,9995,265,1416,1477,201,3716,1320,345,494,278,205,163,1878,975,629,176,1189,,53.73,22.90,23.37
  天门市,113466,91610,60239,21,13294,161,3677,1522,166,5873,2071,190,81,68,47,79,1123,1166,645,186,1001,,65.76,18.72,15.52
  神农架林区,5710,3912,2192,48,186,86,320,157,29,196,179,45,2,13,1,32,68,68,44,24,222,,56.03,16.36,27.61
,,,,,,,,,,,,,,,,,,,,,,,,,
湖南省,4920101,3389354,1894114,31138,434972,17952,171235,107534,17510,305812,93628,20283,13005,14601,5512,8786,60863,67592,37144,13149,74503,21,55.88,19.33,24.78
长沙市,578772,338624,115941,2064,50235,2529,22038,14367,4502,49751,17122,5545,4654,3492,2413,1614,9433,11917,6437,4595,9962,13,34.24,22.70,43.06
  芙蓉区,45464,26187,311,51,2604,129,1176,1687,880,7669,2869,1055,766,621,418,211,1144,1190,791,629,1986,,1.19,15.12,83.69
  天心区,41308,20533,690,90,2801,745,1248,1287,671,4706,1471,944,513,491,340,207,813,1580,544,569,823,,3.36,23.79,72.85
  岳麓区,63626,29384,3871,148,4943,181,2599,1179,591,5293,1757,561,685,413,216,236,1107,2794,991,457,1362,,13.17,26.79,60.04
  开福区,45162,24529,1109,67,3031,177,1935,1439,711,6045,2199,825,708,426,232,186,1133,1035,1026,1138,1107,,4.52,21.24,74.24
  雨花区,60829,33576,392,199,4458,463,2170,2827,1009,8980,2553,1196,1056,758,967,347,1042,1820,1106,754,1479,,1.17,21.71,77.12
  长沙县,86217,52150,25932,89,7476,277,3418,1789,209,5658,1981,296,433,307,100,160,1300,1142,358,409,814,2,49.73,21.59,28.68
  望城县,43453,24678,11980,47,2649,140,2599,854,85,2527,1228,106,127,87,9,49,531,502,397,232,519,10,48.55,22.02,29.43
  宁乡县,91022,58661,37600,978,4232,207,4165,1361,141,4217,1470,201,164,189,51,117,1213,839,484,187,844,1,64.10,16.33,19.57
  浏阳市,101691,68926,34056,395,18041,210,2728,1944,205,4656,1594,361,202,200,80,101,1150,1015,740,220,1028,,49.41,31.01,19.58
株洲市,306722,208432,92735,2469,42310,1521,11412,8246,1184,22489,5796,1372,1224,716,241,713,3862,3857,2300,835,5150,,44.49,27.69,27.82
  荷塘区,26312,16631,1432,40,5816,248,749,1183,141,3555,760,198,274,170,109,130,528,555,253,114,376,,8.61,41.21,50.18
  芦淞区,19527,11400,536,54,2880,192,347,466,118,4025,551,143,263,76,22,122,269,369,319,159,489,,4.70,30.46,64.83
  石峰区,23314,12300,1162,41,5577,171,574,583,149,1928,496,104,192,61,12,62,313,338,217,62,258,,9.45,51.73,38.82
  天元区,17118,9958,833,36,1523,236,917,592,222,1646,695,376,260,119,58,168,337,421,218,122,1179,,8.37,27.23,64.40
  株洲县,30531,21847,14853,51,1680,131,1447,582,86,1166,544,80,59,36,6,51,232,291,115,74,363,,67.99,15.15,16.87
  攸县,52300,36066,21854,1361,2543,113,1623,1570,143,3177,996,134,38,72,8,58,593,502,346,76,859,,60.59,15.64,23.77
  茶陵县,46997,36502,22170,565,4599,68,2429,1202,81,2561,485,91,22,88,3,20,694,476,302,47,599,,60.74,20.99,18.28
  炎陵县,13934,9957,6435,28,1131,155,395,271,25,557,207,53,8,13,11,30,109,141,94,15,279,,64.63,17.16,18.21
  醴陵市,76689,53771,23460,293,16561,207,2931,1797,219,3874,1062,193,108,81,12,72,787,764,436,166,748,,43.63,37.18,19.19
湘潭市,206354,130854,61843,897,18664,689,9860,4541,737,12969,5152,972,529,659,213,410,3460,3143,1807,688,3618,3,47.26,23.01,29.73
  雨湖区,39015,20003,3076,96,4234,203,834,1082,231,4063,1191,419,298,268,109,177,687,1090,537,307,1101,,15.38,26.83,57.79
  岳塘区,32779,17071,1108,128,6555,357,918,772,225,2659,844,318,161,173,79,131,664,631,396,198,752,2,6.49,46.62,46.89
  湘潭县,68934,47831,31149,620,3799,45,3953,1194,153,2727,1409,114,37,96,11,42,671,711,347,88,665,,65.12,17.60,17.28
  湘乡市,58801,41434,24625,41,3604,52,3695,1313,95,3070,1360,73,27,63,11,31,1332,607,475,38,921,1,59.43,17.84,22.73
  韶山市,6825,4515,1885,12,472,32,460,180,33,450,348,48,6,59,3,29,106,104,52,57,179,,41.75,21.62,36.63
衡阳市,519739,370569,216379,4521,42049,1450,21600,11868,1409,33001,8898,1872,1133,1123,354,920,5400,6774,3675,976,7164,3,58.39,18.79,22.82
  珠晖区,26655,13476,2855,156,2708,142,1093,1353,103,2313,856,111,95,70,8,42,387,384,378,77,343,2,21.19,30.42,48.40
  雁峰区,17324,7980,1044,47,1848,100,381,495,107,1507,525,168,100,84,34,67,242,455,249,113,414,,13.08,29.77,57.14
  石鼓区,15978,9112,1234,32,1289,119,452,529,154,2348,670,233,102,72,20,50,479,268,253,171,637,,13.54,20.76,65.69
  蒸湘区,23746,11913,1836,58,1688,160,783,900,178,1727,663,517,155,123,128,57,215,774,459,166,1326,,15.41,22.57,62.02
  南岳区,4315,2787,692,2,162,24,175,88,19,596,361,28,11,38,2,15,197,100,89,7,181,,24.83,13.02,62.15
  衡阳县,83139,64867,39713,84,8351,155,4980,1513,125,5092,1333,182,56,95,19,161,906,864,404,79,755,,61.22,20.92,17.86
  衡南县,66333,51237,34264,294,4578,68,4217,1522,65,3101,905,86,264,88,25,73,524,647,274,44,198,,66.87,17.87,15.25
  衡山县,26639,19073,11691,108,2013,43,1119,678,55,1717,500,68,50,24,8,38,296,246,130,13,276,,61.30,17.21,21.49
  衡东县,43596,33209,21953,48,3707,80,1519,829,77,2386,621,48,31,87,20,75,430,439,232,49,577,1,66.11,16.12,17.77
  祁东县,72639,55585,36561,145,5097,76,3230,1327,264,5010,807,108,62,168,14,84,706,871,329,36,690,,65.77,15.38,18.85
  耒阳市,82824,58660,38748,2487,3344,408,1418,1668,164,4649,1229,238,172,190,60,200,626,1196,563,168,1132,,66.06,13.05,20.89
  常宁巿,56551,42670,25788,1060,7264,75,2233,966,98,2555,428,85,35,84,16,58,392,530,315,53,635,,60.44,24.92,14.65
邵阳市,530704,390420,231902,2337,61332,1468,21014,9598,1342,31438,6068,1318,563,1340,360,649,4906,5481,3312,555,5437,,59.40,22.07,18.54
  双清区,22876,11887,2727,116,1776,157,647,1059,187,2789,496,130,69,69,57,77,574,246,278,49,384,,22.94,22.68,54.38
  大祥区,24045,14080,5622,30,1228,150,421,577,194,2178,689,299,67,84,42,29,247,647,483,150,943,,39.93,12.99,47.08
  北塔区,7256,4717,1827,7,734,35,410,204,21,715,202,63,6,13,10,8,147,80,67,17,151,,38.73,25.14,36.12
  邵东县,64755,45207,25457,499,6085,126,1652,1289,111,7164,523,119,48,140,16,40,578,604,253,38,465,,56.31,18.50,25.19
  新邵县,54314,39745,27420,287,4286,49,2412,701,87,2295,400,95,73,96,56,30,291,534,217,21,395,,68.99,17.70,13.31
  邵阳县,69111,52805,31153,418,9481,119,2436,982,139,4803,678,119,27,254,22,100,607,544,377,58,488,,59.00,23.58,17.42
  隆回县,85083,64851,32529,351,15363,215,6927,1286,144,3691,1382,109,172,187,86,114,825,598,302,52,518,,50.16,35.24,14.60
  洞口县,58869,45001,27349,125,7459,162,2824,1488,177,2428,480,94,25,254,31,89,550,566,449,34,417,,60.77,23.49,15.74
  绥宁县,27628,21180,16296,9,1943,78,290,327,63,822,192,65,8,31,1,7,159,322,140,32,395,,76.94,10.95,12.11
  新宁县,42152,32308,22165,93,5001,125,907,565,78,1217,410,78,13,66,29,40,343,416,260,33,469,,68.61,18.96,12.43
  城步苗族自治县,19600,15844,11310,8,2120,78,238,254,31,679,168,56,16,94,2,18,177,199,104,9,283,,71.38,15.43,13.19
  武冈市,55015,42795,28047,394,5856,174,1850,866,110,2657,448,91,39,52,8,97,408,725,382,62,529,,65.54,19.33,15.13
岳阳市,394942,263720,145112,799,33310,1509,12934,9072,1360,25737,9063,1572,874,1249,244,805,5792,5206,2875,892,5314,1,55.03,18.41,26.56
  岳阳楼区,58346,32489,4494,40,5280,512,2631,2333,463,7593,1984,804,308,531,88,267,1193,1254,802,312,1600,,13.83,26.05,60.12
  云溪区,12029,7091,3400,7,1390,117,244,406,68,502,158,41,37,83,49,3,95,146,82,12,251,,47.95,24.79,27.26
  君山区,15913,11219,6999,8,1423,58,220,302,53,838,371,29,25,24,11,27,232,200,108,16,275,,62.39,15.23,22.38
  岳阳县,49458,35048,20905,46,4910,76,1389,1294,91,2686,1091,88,55,156,37,99,700,575,205,53,592,,59.65,18.32,22.03
  华容县,52371,42457,29433,41,3704,117,701,670,199,3333,1722,98,87,39,4,77,860,554,304,93,421,,69.32,10.75,19.93
  湘阴县,45544,27503,16865,24,2039,93,2507,674,113,2159,847,87,77,68,21,94,465,517,261,146,445,1,61.32,16.95,21.72
  平江县,71356,47588,30474,175,5709,189,2018,1244,107,3128,1098,137,44,97,19,55,960,736,556,145,697,,64.04,17.00,18.96
  汩罗市,51558,33829,18790,177,3663,185,2230,1279,156,2909,982,174,209,227,10,68,947,689,300,66,768,,55.54,18.49,25.97
  临湘市,38367,26496,13752,281,5192,162,994,870,110,2589,810,114,32,24,5,115,340,535,257,49,265,,51.90,25.02,23.08
常德市,436990,323698,196158,1244,39781,1476,11310,8921,1443,28040,9621,1809,962,1236,504,773,5712,5461,3038,1151,5057,1,60.60,16.62,22.78
  武陵区,47502,28859,5434,26,4711,352,1588,1475,414,5872,1944,684,524,498,126,275,984,1306,769,364,1513,,18.83,23.14,58.03
  鼎城区,62565,46911,30775,79,4726,131,1595,1506,210,3491,1359,174,59,174,123,86,1073,617,272,150,311,,65.60,13.92,20.47
  安乡县,39238,30353,19896,38,2858,75,730,727,129,2624,1344,94,45,64,15,39,717,320,184,106,348,,65.55,12.19,22.26
  汉寿县,61871,45963,29591,34,4152,0,2012,1047,152,4849,1153,135,116,64,33,52,773,660,384,102,529,,64.38,13.76,21.86
  澧县,61672,48184,33151,274,3491,151,1622,978,170,4404,1177,162,80,119,21,152,513,664,437,113,505,,68.80,11.49,19.71
  临澧县,32551,25483,15857,120,4166,123,853,666,89,1449,599,73,19,51,23,17,329,343,189,48,469,,62.23,20.65,17.13
  桃源县,66649,49733,31060,205,9574,214,1200,1184,129,2506,845,170,49,162,108,72,657,696,333,140,428,1,62.45,22.51,15.04
  石门县,48196,36846,24416,342,4399,252,1439,984,116,1807,741,252,58,70,52,47,446,599,308,80,438,,66.26,17.46,16.28
  津市市,16746,11366,5978,126,1704,53,271,354,34,1038,459,65,12,34,3,33,220,256,162,48,516,,52.60,18.95,28.45
张家界市,104294,73832,47337,485,6038,506,2751,2321,305,4712,2264,382,156,530,30,354,1099,1577,743,231,2011,,64.11,13.25,22.64
  永定区,31983,18950,10097,83,740,153,833,979,115,2093,962,175,44,361,10,82,379,521,296,88,939,,53.28,9.55,37.17
  武陵源区,3742,2424,954,5,50,22,74,142,18,228,317,16,14,77,2,151,104,61,24,18,147,,39.36,6.23,54.41
  慈利县,43967,34438,23724,228,3714,221,1217,755,120,1567,667,130,69,30,13,96,392,621,270,80,524,,68.89,15.62,15.49
  桑植县,24602,18020,12562,169,1534,110,627,445,52,824,318,61,29,62,5,25,224,374,153,45,401,,69.71,13.54,16.75
益阳市,323461,210415,122829,682,23858,1063,8896,7145,1260,18532,7076,976,472,839,211,566,5033,3873,2451,730,3923,,58.37,16.40,25.23
  资阳区,31162,21302,12906,8,2091,82,683,679,125,2340,761,68,60,79,17,47,404,350,183,88,331,,60.59,13.44,25.97
  赫山区,63807,38276,19153,87,4762,417,2050,1660,290,3961,1281,423,178,172,64,129,570,942,623,197,1317,,50.04,19.11,30.85
  南县,55276,40237,23214,25,3901,119,1211,1228,235,4131,2082,151,64,222,33,56,1741,676,321,170,657,,57.69,13.06,29.24
  桃江县,53882,32863,16616,234,6852,203,1956,1136,94,2317,1009,103,47,115,14,82,425,590,381,111,578,,50.56,28.13,21.31
  安化县,69645,45846,31021,324,3653,168,2143,1347,250,2697,791,125,72,100,50,129,1166,594,564,62,590,,67.66,13.72,18.62
  沅江市,49689,31891,19919,4,2599,74,853,1095,266,3086,1152,106,51,151,33,123,727,721,379,102,450,,62.46,11.07,26.47
郴州市,341219,244136,147494,7227,22970,1542,9452,8639,905,18704,5451,1048,832,681,293,514,4113,4501,2658,500,6612,,60.41,16.87,22.71
  北湖区,31774,19708,4992,451,1932,216,971,1440,209,4234,1003,233,380,262,172,115,619,538,555,152,1234,,25.33,18.11,56.56
  苏仙区,31202,19231,7677,820,2027,230,672,1368,143,2314,956,196,269,63,49,71,395,699,332,60,890,,39.92,19.49,40.59
  桂阳县,50140,38745,23259,1041,4892,145,1566,925,115,3281,847,88,39,58,18,37,881,573,312,80,588,,60.03,19.73,20.24
  宜章县,41679,30667,20403,835,2720,151,725,1128,91,1943,543,93,13,47,8,60,518,510,312,15,552,,66.53,14.45,19.02
  永兴县,43921,30656,21512,1217,2022,109,845,635,61,1516,440,71,36,71,15,69,510,495,296,22,714,,70.17,13.68,16.15
