首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,
地    区,各年龄组人口占总人口比重（%）,,,,有65岁及以上老年人口的户数（户）,,,,人口自然变动（‰）,,,迁入人口（人）,,
,0-14岁,15-64岁,65岁及以上,"15-49岁
育龄妇女",合计,有一个老人,有二个老人,"有三个
及以上老人",出生率,死亡率,自然增长率,"本县（市）/
本市市区","本省其他县
（市）、市区",外省
  通海县,19.12,71.55,9.34,28.44,21636,15517,6019,100,11.24,5.69,5.55,12929,18647,11172
  华宁县,19.82,71.60,8.58,28.09,13955,9887,4041,27,10.52,5.42,5.10,6506,4433,2329
  易门县,16.89,73.98,9.14,28.36,12696,9397,3278,21,7.48,6.27,1.21,11481,7700,3713
  峨山彝族自治县,18.57,72.34,9.09,28.07,11386,8190,3167,29,9.78,5.79,3.99,9309,10986,4128
  新平彝族傣族自治县,18.95,73.18,7.87,27.76,17335,12603,4670,62,10.14,6.29,3.85,27810,14585,8222
  元江哈尼族彝族傣族自治县,20.33,72.03,7.64,28.74,12869,9415,3419,35,11.91,5.40,6.51,18863,10898,4912
保山市,20.72,70.58,8.70,27.05,172116,128205,43146,765,12.98,6.67,6.31,96338,41720,32478
  隆阳区,19.40,71.80,8.80,28.50,64307,47398,16563,346,12.49,6.66,5.83,51223,16210,12594
  施甸县,21.03,68.98,9.99,25.71,24480,18630,5759,91,13.84,7.69,6.15,9575,3658,1789
  腾冲县,22.46,69.65,7.89,26.29,40853,31304,9396,153,13.42,6.10,7.32,15585,10842,10835
  龙陵县,22.33,69.26,8.41,25.20,17896,12610,5201,85,16.20,6.77,9.43,9534,6069,4270
  昌宁县,19.47,71.49,9.03,27.18,24580,18263,6227,90,10.11,6.77,3.34,10421,4941,2990
昭通市,26.86,66.33,6.81,26.46,273625,194470,78529,626,15.09,6.09,9.00,171812,58556,61693
  昭阳区,25.78,67.27,6.96,27.55,41689,28953,12624,112,16.00,5.55,10.45,60180,24574,10271
  鲁甸县,28.27,65.96,5.77,26.97,17171,11863,5288,20,16.72,6.26,10.46,14037,4742,1742
  巧家县,25.93,66.09,7.98,24.87,31808,22563,9178,67,14.74,6.66,8.08,11856,2782,3412
  盐津县,24.79,68.08,7.13,26.89,20669,15381,5232,56,14.47,6.04,8.43,10792,2942,4225
  大关县,24.58,68.87,6.55,27.14,13720,10362,3317,41,14.38,6.38,8.00,7224,2801,2181
  永善县,25.55,66.96,7.49,25.55,23250,17107,6104,39,14.06,6.48,7.58,11561,3242,6479
  绥江县,21.68,70.53,7.79,27.72,9367,6928,2412,27,12.26,6.62,5.64,3712,1613,4715
  镇雄县,29.77,63.96,6.27,25.96,62865,42770,19949,146,15.31,5.74,9.57,23937,3536,8894
  彝良县,27.89,65.87,6.23,26.13,25656,18952,6663,41,14.89,6.26,8.63,13432,3981,4473
  威信县,25.86,66.89,7.25,27.44,21596,15357,6180,59,15.48,6.37,9.11,12692,2272,4455
  水富县,21.56,71.07,7.38,27.17,5834,4234,1582,18,12.61,6.39,6.22,2389,6071,10846
丽江市,18.28,74.00,7.72,29.34,76147,57662,18156,329,10.40,5.99,4.41,55721,62502,46679
  古城区,13.16,79.57,7.27,33.51,11800,8527,3232,41,8.64,5.25,3.39,21661,43619,23025
  玉龙纳西族自治县,16.44,74.18,9.38,27.96,15910,12080,3762,68,9.47,6.48,2.99,4050,6681,5222
  永胜县,18.62,73.32,8.06,28.83,25239,19183,5929,127,10.37,6.73,3.64,9654,1836,2627
  华坪县,16.74,75.21,8.05,27.67,10763,8394,2333,36,8.86,5.64,3.22,11769,7068,10176
  宁蒗彝族自治县,24.44,69.55,6.01,28.91,12435,9478,2900,57,13.65,5.31,8.34,8587,3298,5629
普洱市,17.94,74.80,7.26,28.29,146732,110368,35861,503,12.24,6.63,5.61,129485,149755,56758
  思茅区,17.08,76.74,6.18,30.58,13970,9803,4123,44,12.03,5.99,6.04,27024,73823,21375
  宁洱哈尼族彝族自治县,16.04,75.13,8.83,27.96,12852,9480,3321,51,11.77,7.05,4.72,9145,11891,4224
  墨江哈尼族自治县,17.09,74.71,8.20,27.43,23030,16723,6194,113,11.96,6.31,5.65,12138,4296,3715
  景东彝族自治县,19.24,72.72,8.04,27.33,23574,18479,5020,75,11.72,6.91,4.81,14937,3328,2315
  景谷傣族彝族自治县,19.38,72.95,7.67,26.10,18171,14068,4057,46,12.85,6.61,6.24,18438,9812,4919
  镇沅彝族哈尼族拉祜族自治县,17.37,74.09,8.53,27.32,14323,11172,3105,46,12.64,6.63,6.01,9266,4883,2618
  江城哈尼族彝族自治县,18.70,74.80,6.50,29.21,6116,4369,1715,32,12.52,6.10,6.42,9992,15617,3159
  孟连傣族拉祜族佤族自治县,20.14,74.91,4.95,29.92,5489,4283,1196,10,12.32,6.90,5.42,4176,14426,4884
  澜沧拉祜族自治县,16.98,76.45,6.57,29.10,25654,19152,6426,76,12.57,7.05,5.52,21016,9230,8183
  西盟佤族自治县,20.38,74.92,4.70,29.95,3553,2839,704,10,11.90,6.04,5.86,3353,2449,1366
临沧市,20.07,72.83,7.10,27.94,135840,100518,34773,549,12.69,6.97,5.72,91217,63524,38363
  临翔区,19.56,72.65,7.79,28.85,19527,14189,5238,100,10.83,6.65,4.18,18578,14505,6172
  凤庆县,17.98,74.36,7.66,28.51,28431,21968,6351,112,12.05,6.71,5.34,14177,5209,4931
  云县,20.42,72.13,7.45,27.16,26793,20298,6406,89,12.25,6.36,5.89,12898,4761,3981
  永德县,20.47,72.05,7.48,26.33,21003,14508,6403,92,13.20,6.74,6.46,17910,6693,5504
  镇康县,21.87,71.05,7.08,26.52,9487,6590,2848,49,15.49,7.78,7.71,7306,4853,2813
  双江拉祜族佤族布朗族傣族自治县,18.41,75.06,6.53,28.91,9037,6735,2272,30,11.87,7.30,4.57,7185,4094,2319
  耿马傣族佤族自治县,23.05,71.42,5.54,28.74,13018,9782,3187,49,13.91,8.36,5.55,6612,15579,8543
  沧源佤族自治县,19.52,74.51,5.97,29.18,8544,6448,2068,28,13.84,6.71,7.13,6551,7830,4100
楚雄彝族自治州,17.66,73.84,8.50,28.87,178962,135923,42537,502,10.78,7.11,3.67,127969,103840,48382
  楚雄市,15.79,76.55,7.66,30.76,35795,27319,8379,97,9.77,6.16,3.61,56759,66200,23446
  双柏县,16.96,74.57,8.47,28.07,10950,8568,2346,36,11.99,7.86,4.13,5145,2284,1388
  牟定县,17.70,73.23,9.06,28.52,14909,11025,3844,40,10.70,7.17,3.53,6749,2667,1642
  南华县,19.65,72.30,8.05,28.48,15117,11695,3377,45,11.57,8.33,3.24,6652,3311,2196
  姚安县,17.02,73.46,9.53,28.71,14479,10868,3575,36,9.63,7.68,1.95,3924,1432,1648
  大姚县,16.51,74.34,9.16,28.48,19993,15216,4737,40,9.57,7.54,2.03,7575,4508,1792
  永仁县,16.64,74.54,8.82,28.25,7765,5985,1747,33,11.29,7.68,3.61,4258,1841,1760
  元谋县,18.72,72.63,8.65,28.23,13427,10395,2991,41,11.35,6.59,4.76,8810,2987,3205
  武定县,19.03,73.09,7.88,28.89,16986,12882,4049,55,12.07,7.13,4.94,11130,4859,3192
  禄丰县,19.31,71.70,8.99,27.73,29541,21970,7492,79,11.44,6.99,4.45,16967,13751,8113
红河哈尼族彝族自治州,21.48,71.11,7.41,27.72,257133,184044,72195,894,13.86,6.93,6.93,183293,216044,94673
  个旧市,16.90,75.08,8.02,27.63,28238,20249,7930,59,12.00,7.28,4.72,28814,70918,21941
  开远市,18.26,74.25,7.50,28.74,18463,13089,5324,50,11.51,7.07,4.44,16373,29537,11985
  蒙自县,18.67,74.82,6.50,29.19,21214,15510,5628,76,12.16,6.16,6.00,20181,38724,20914
  屏边苗族自治县,18.63,73.86,7.51,28.83,8827,6168,2600,59,13.37,6.23,7.14,5739,3916,2266
  建水县,20.06,71.54,8.40,27.74,35081,25969,8995,117,12.58,6.90,5.68,21733,20980,7002
  石屏县,21.35,69.92,8.73,27.44,20712,15426,5233,53,14.15,6.78,7.37,12408,6729,2321
  弥勒县,19.99,72.15,7.86,28.61,32192,22360,9713,119,12.32,5.88,6.44,24092,12808,7759
  泸西县,23.47,68.58,7.95,27.03,23290,15146,8071,73,15.28,7.24,8.04,19501,6815,3405
  元阳县,26.59,66.49,6.92,25.89,21555,15932,5548,75,17.80,7.91,9.89,11333,3645,2673
  红河县,28.68,64.91,6.41,25.71,14788,10751,3998,39,16.10,7.88,8.22,3866,1487,858
  金平苗族瑶族傣族自治县,24.73,68.97,6.30,27.44,17290,12283,4909,98,15.81,6.94,8.87,11312,3886,4128
  绿春县,23.72,70.15,6.13,28.04,10521,7545,2918,58,16.50,7.49,9.01,3729,2139,1898
  河口瑶族自治县,18.74,75.18,6.09,29.27,4962,3616,1328,18,11.55,6.25,5.30,4212,14460,7523
文山壮族苗族自治州,24.04,68.81,7.14,26.84,192355,136627,55002,726,13.16,7.00,6.16,132843,71626,49595
  文山县,20.81,72.06,7.14,28.45,24898,17187,7628,83,12.37,6.97,5.40,27385,35892,15090
  砚山县,24.33,69.40,6.27,27.27,22349,15852,6421,76,13.57,7.28,6.29,13989,14912,6840
  西畴县,20.86,70.58,8.56,26.79,16575,11429,5068,78,12.07,6.78,5.29,4023,1961,1418
  麻栗坡县,21.74,69.63,8.62,26.92,18149,12496,5568,85,12.59,6.54,6.05,8715,2827,3196
  马关县,20.78,70.87,8.35,26.81,23000,15528,7371,101,12.98,7.02,5.96,20217,5295,5455
  丘北县,27.26,66.12,6.63,26.42,23411,15317,8006,88,14.00,7.07,6.93,18590,3861,3872
  广南县,26.50,66.99,6.51,26.06,40314,29885,10283,146,13.55,7.12,6.43,20426,3317,6064
  富宁县,25.53,67.46,7.01,26.44,23659,18933,4657,69,13.09,6.86,6.23,19498,3561,7660
西双版纳傣族自治州,18.32,75.44,6.24,29.81,54470,38720,15584,166,11.72,5.06,6.66,44083,179863,71401
  景洪市,17.00,76.54,6.46,30.52,25510,17762,7678,70,11.08,4.61,6.47,26189,100645,44469
  勐海县,18.36,74.93,6.71,29.08,17320,12473,4785,62,12.88,5.90,6.98,7945,22570,10190
  勐腊县,20.73,74.00,5.28,29.36,11640,8485,3121,34,11.52,4.91,6.61,9949,56648,16742
大理白族自治州,19.45,72.29,8.26,28.46,229573,176678,52280,615,10.93,6.32,4.61,109098,97068,58703
  大理市,16.08,75.47,8.45,30.24,43008,31776,11114,118,9.12,5.11,4.01,38322,57746,31427
  漾濞彝族自治县,18.34,74.42,7.24,29.63,6375,5394,973,8,12.45,5.67,6.78,1487,1903,1096
  祥云县,21.41,69.94,8.66,27.45,30990,22706,8207,77,10.02,6.55,3.47,14050,5905,3060
  宾川县,18.77,73.48,7.75,28.84,21557,16533,4943,81,12.54,7.75,4.79,9375,4824,3871
  弥渡县,20.44,71.01,8.54,27.91,21279,16237,4979,63,10.24,7.02,3.22,10853,2881,1520
  南涧彝族自治县,21.10,71.01,7.89,27.61,13493,10386,3083,24,12.06,6.28,5.78,4766,2265,1482
  巍山彝族回族自治县,20.93,71.47,7.60,28.59,19003,15100,3857,46,10.48,6.90,3.58,4881,1686,1125
  永平县,19.39,72.43,8.18,28.71,12011,9765,2210,36,11.28,5.86,5.42,3365,2629,2771
  云龙县,18.38,73.12,8.50,26.90,13960,11010,2907,43,11.79,6.67,5.12,4374,5940,4058
  洱源县,21.04,71.13,7.83,28.00,17258,13753,3463,42,13.10,5.94,7.16,5044,3854,2389
  剑川县,20.37,70.97,8.66,28.04,11895,9177,2691,27,11.77,6.03,5.74,3527,3571,2137
  鹤庆县,20.24,70.81,8.95,27.74,18744,14841,3853,50,11.13,6.39,4.74,9054,3864,3767
德宏傣族景颇族自治州,20.82,72.91,6.27,28.83,58199,41242,16787,170,13.90,5.63,8.27,68456,97746,46736
  瑞丽市,18.86,76.49,4.64,31.28,6557,4797,1746,14,11.52,4.91,6.61,7615,36081,23255
  潞西市,19.83,73.42,6.75,28.82,19641,13481,6096,64,13.18,5.34,7.84,26696,30712,10334
  梁河县,20.88,70.85,8.27,27.13,9579,6512,3038,29,14.69,6.65,8.04,6543,3737,1686
  盈江县,22.51,71.85,5.64,28.19,13532,9982,3512,38,15.03,5.44,9.59,19887,18948,8968
  陇川县,21.97,71.77,6.25,28.91,8890,6470,2395,25,15.22,6.43,8.79,7715,8268,2493
怒江傈僳族自治州,21.62,72.28,6.09,27.62,25496,18846,6576,74,13.89,7.03,6.86,17812,22813,15994
  泸水县,20.48,73.57,5.95,27.79,8439,6165,2245,29,13.38,6.27,7.11,7002,8452,3786
  福贡县,25.09,68.50,6.41,27.38,4842,3392,1434,16,15.21,6.06,9.15,1254,2019,1097
  贡山独龙族怒族自治县,19.39,75.15,5.46,28.56,1682,1316,363,3,10.55,9.29,1.26,827,2303,1294
  兰坪白族普米族自治县,21.40,72.41,6.18,27.42,10533,7973,2534,26,14.31,7.75,6.56,8729,10039,9817
迪庆藏族自治州,18.19,75.24,6.57,28.75,20979,16085,4724,170,11.14,5.40,5.74,14575,28849,20310
  香格里拉县,17.99,75.81,6.21,29.59,8513,6521,1921,71,10.54,4.53,6.01,9222,17788,12494
  德钦县,15.89,76.76,7.35,27.92,3913,3049,798,66,10.66,6.40,4.26,1617,5531,2879
  维西傈僳族自治县,19.37,73.99,6.64,28.19,8553,6515,2005,33,12.00,5.92,6.08,3736,5530,4937
,,,,,,,,,,,,,,
西藏自治区,24.37,70.53,5.09,28.97,123015,97930,23247,1838,15.28,5.32,9.96,1562,95020,165423
拉萨市,17.54,77.76,4.70,32.45,20975,16843,3921,211,9.97,2.82,7.15,428,48450,79515
  城关区,10.57,85.94,3.49,36.65,7668,6071,1552,45,3.91,0.59,3.32,177,41314,67671
  林周县,24.51,68.05,7.44,27.82,2952,2293,611,48,14.22,4.06,10.16,60,250,1095
  当雄县,30.76,63.67,5.56,27.03,2063,1595,426,42,20.25,6.59,13.66,29,355,526
  尼木县,24.97,68.46,6.57,27.22,1358,1065,266,27,17.03,6.41,10.62,18,165,433
  曲水县,21.82,72.17,6.01,29.00,1545,1284,251,10,15.57,5.61,9.96,41,1202,1385
  堆龙德庆县,19.91,75.21,4.88,30.28,2118,1772,335,11,11.81,3.63,8.18,11,4097,6677
  达孜县,23.31,71.47,5.23,28.41,1205,1037,163,5,15.07,4.32,10.75,87,629,816
  墨竹工卡县,25.49,68.85,5.65,27.71,2066,1726,317,23,18.83,5.44,13.39,5,438,912
昌都地区,26.81,67.36,5.83,27.41,30112,23222,6070,820,18.21,5.84,12.37,468,5479,17651
  昌都县,20.93,73.18,5.89,29.70,5347,4039,1187,121,16.33,5.35,10.98,323,4142,8320
  江达县,27.95,65.94,6.11,26.46,3699,2883,741,75,15.23,5.70,9.53,16,202,934
  贡觉县,24.88,68.04,7.09,27.95,2201,1651,459,91,16.37,6.09,10.28,,68,866
  类乌齐县,31.53,62.83,5.65,26.62,2141,1582,480,79,20.65,5.80,14.85,1,151,514
  丁青县,29.84,65.57,4.59,27.11,2525,1991,464,70,22.14,6.86,15.28,6,209,1246
  察雅县,26.17,67.12,6.71,28.13,2944,2234,595,115,15.49,4.97,10.52,3,47,380
  八宿县,26.91,67.67,5.43,28.01,1741,1412,300,29,17.62,5.92,11.70,4,105,921
  左贡县,27.00,67.63,5.37,28.18,1946,1561,353,32,18.88,5.69,13.19,6,68,573
  芒康县,25.63,67.84,6.53,25.14,4078,3082,854,142,17.27,6.46,10.81,104,226,2503
  洛隆县,32.77,62.24,4.98,26.29,1902,1516,342,44,20.01,5.46,14.55,,141,539
  边坝县,28.61,65.92,5.46,26.92,1588,1271,295,22,25.70,6.07,19.63,5,120,855
山南地区,21.02,73.35,5.63,29.88,15413,12665,2645,103,12.47,5.07,7.40,34,5358,12976
  乃东县,16.72,78.50,4.79,32.36,2389,1970,405,14,7.88,4.83,3.05,5,2615,6213
  扎囊县,21.70,71.37,6.93,29.20,2012,1615,376,21,12.08,5.49,6.59,9,47,387
  贡嘎县,21.67,72.25,6.09,29.46,2252,1773,460,19,11.72,4.57,7.15,1,757,913
  桑日县,21.53,72.88,5.59,29.37,823,688,129,6,10.74,3.02,7.72,1,153,311
  琼结县,20.62,72.47,6.92,29.95,970,790,170,10,13.74,4.99,8.75,2,233,240
  曲松县,24.77,69.89,5.34,28.58,627,534,92,1,17.99,5.97,12.02,,110,173
  措美县,21.58,72.43,5.99,29.61,677,551,124,2,12.42,6.54,5.88,,79,253
  洛扎县,21.34,72.77,5.89,29.72,886,731,152,3,13.98,6.36,7.62,,39,117
  加查县,21.52,73.78,4.70,28.11,937,808,123,6,13.96,3.94,10.02,2,540,2713
  隆子县,22.16,72.79,5.05,29.18,1485,1252,228,5,14.36,7.23,7.13,4,314,1082
  错那县,17.45,75.71,6.84,30.80,865,708,153,4,10.53,5.63,4.90,2,392,390
  浪卡子县,24.96,69.99,5.05,29.28,1490,1245,233,12,16.93,3.53,13.40,8,79,184
日喀则地区,25.18,69.75,5.08,28.12,28757,22992,5390,375,15.76,4.97,10.79,56,9400,16173
  日喀则市,19.82,75.57,4.61,31.32,4432,3542,835,55,10.08,2.54,7.54,1,4738,10495
  南木林县,26.58,67.97,5.45,26.28,3261,2568,626,67,18.86,5.98,12.88,3,49,268
  江孜县,23.48,71.11,5.40,28.90,2816,2271,525,20,14.84,4.63,10.21,3,379,615
  定日县,28.37,67.05,4.59,27.67,1991,1666,314,11,17.25,5.19,12.06,,237,380
  萨迦县,25.45,69.22,5.33,27.52,1801,1458,311,32,16.00,5.38,10.62,1,106,105
  拉孜县,27.84,67.38,4.77,27.09,1944,1577,343,24,17.90,7.04,10.86,2,264,390
  昂仁县,27.17,66.97,5.85,27.61,2428,1891,508,29,15.83,5.75,10.08,13,221,327
  谢通门县,26.57,68.23,5.20,26.50,1811,1481,317,13,18.69,5.21,13.48,,272,520
  白朗县,24.75,69.69,5.56,27.13,1865,1435,383,47,17.00,4.89,12.11,1,125,214
  仁布县,26.27,66.14,7.60,25.12,1671,1281,347,43,15.54,4.97,10.57,4,60,158
  康马县,25.42,69.62,4.96,28.41,843,674,164,5,19.86,5.92,13.94,5,143,143
  定结县,26.15,70.13,3.72,27.82,633,528,100,5,19.76,6.13,13.63,,39,134
  仲巴县,31.41,64.03,4.56,26.81,836,674,160,2,18.59,4.00,14.59,,521,392
  亚东县,18.82,75.69,5.49,31.71,568,451,115,2,11.24,5.43,5.81,,365,523
  吉隆县,28.49,67.25,4.25,27.10,527,425,96,6,12.31,5.15,7.16,14,75,363
  聂拉木县,25.79,70.04,4.17,27.96,604,485,113,6,16.08,5.99,10.09,2,1062,829
  萨嘎县,27.56,68.30,4.13,28.66,463,364,92,7,16.51,4.43,12.08,7,584,170
  岗巴县,24.42,72.66,2.92,29.64,263,221,41,1,16.88,6.81,10.07,,160,147
那曲地区,30.69,64.73,4.58,27.19,17112,13516,3353,243,17.67,8.08,9.59,67,12189,9648
  那曲县,29.63,66.64,3.73,28.10,3471,2930,523,18,18.37,6.29,12.08,19,9631,5238
  嘉黎县,34.36,61.07,4.56,26.22,1200,947,234,19,23.70,6.37,17.33,,274,441
  比如县,32.83,62.33,4.83,25.73,2246,1686,504,56,18.93,10.09,8.84,3,295,909
  聂荣县,29.63,65.51,4.86,28.85,1356,1146,207,3,21.48,11.00,10.48,1,213,225
  安多县,28.73,66.81,4.46,28.48,1455,1233,217,5,16.05,7.34,8.71,,326,603
  申扎县,29.57,64.88,5.55,27.12,886,690,176,20,15.20,10.31,4.89,,262,294
  索县,32.29,62.38,5.33,26.33,1855,1457,344,54,18.92,8.09,10.83,27,227,583
  班嘎县,29.43,65.35,5.22,28.62,1611,1314,285,12,14.84,9.30,5.54,1,265,234
  巴青县,32.60,63.68,3.73,24.85,1227,696,497,34,12.10,5.68,6.42,,146,610
  尼玛县,27.90,66.60,5.50,27.60,1805,1417,366,22,16.76,10.11,6.65,16,550,511
阿里地区,26.57,68.69,4.74,27.88,3656,2910,721,25,18.13,7.22,10.91,125,2575,4413
  普兰县,23.86,70.83,5.31,27.45,421,340,78,3,15.24,6.53,8.71,53,270,359
  札达县,24.15,70.74,5.11,29.65,299,248,49,2,18.79,8.45,10.34,,218,249
  噶尔县,17.48,79.39,3.13,31.15,424,334,90,,12.41,9.51,2.90,47,999,2592
  日土县,27.47,68.21,4.32,27.74,335,266,67,2,17.85,10.57,7.28,2,258,265
  革吉县,31.93,63.71,4.37,26.14,528,411,114,3,20.81,5.64,15.17,1,226,83
  改则县,31.62,63.24,5.14,26.50,909,707,194,8,22.08,6.42,15.66,3,257,524
  措勤县,26.09,67.82,6.09,27.58,740,604,129,7,17.76,5.08,12.68,19,347,341
林芝地区,22.47,73.25,4.27,30.49,6990,5782,1147,61,16.56,4.94,11.62,384,11569,25047
  林芝县,16.16,80.50,3.34,34.10,1492,1211,267,14,13.75,4.12,9.63,219,7829,15687
  工布江达县,26.37,69.07,4.56,29.32,1167,978,183,6,21.22,4.60,16.62,2,744,1347
  米林县,24.10,70.84,5.05,29.80,968,795,161,12,17.30,4.97,12.33,,1267,2329
  墨脱县,27.45,68.58,3.98,27.30,366,300,64,2,18.94,7.32,11.62,157,124,852
  波密县,25.05,70.69,4.26,28.52,1188,978,199,11,13.81,4.28,9.53,1,1222,2939
  察隅县,24.52,70.44,5.04,29.18,1171,982,177,12,18.00,7.39,10.61,5,135,1209
  朗县,22.13,73.13,4.74,29.84,638,538,96,4,18.08,3.91,14.17,,248,684
,,,,,,,,,,,,,,
陕西省,14.71,76.76,8.53,28.92,2360804,1614811,739192,6801,8.99,5.38,3.61,2769910,2150144,974362
西安市,12.89,78.65,8.46,30.09,521333,338537,181557,1239,8.15,4.28,3.87,542026,1218311,585547
  新城区,10.52,77.49,11.99,28.68,51016,32024,18871,121,4.74,3.41,1.33,44014,80948,51848
  碑林区,9.37,78.96,11.66,29.55,50282,29318,20808,156,6.01,3.53,2.48,57366,92651,48614
  莲湖区,11.43,77.43,11.14,29.43,55929,34486,21328,115,6.45,3.71,2.74,74939,126865,52807
  灞桥区,12.87,78.83,8.30,29.77,36302,23490,12757,55,8.80,4.33,4.47,30360,96149,47829
  未央区,11.98,81.79,6.22,31.93,35779,22110,13597,72,8.45,3.33,5.12,61714,221621,107262
  雁塔区,10.20,84.26,5.54,35.12,45274,26079,19070,125,5.97,3.45,2.52,85505,364835,164205
  阎良区,12.48,78.32,9.20,29.30,17884,10956,6860,68,7.63,3.87,3.76,10822,19282,5474
  临潼区,15.38,76.13,8.50,28.37,41309,27770,13436,103,9.57,4.96,4.61,24928,22826,7894
  长安区,13.51,79.53,6.96,31.22,58088,41460,16522,106,9.30,3.84,5.46,56428,143456,64167
  蓝田县,18.89,71.60,9.52,25.97,37212,26924,10216,72,10.64,6.87,3.77,22555,6938,6716
  周至县,17.24,73.89,8.87,27.38,37634,26895,10645,94,12.35,5.89,6.46,31149,2737,3113
  户县,13.88,76.96,9.16,27.85,37880,25949,11836,95,9.36,5.97,3.39,27465,16817,4118
  高陵县,13.47,79.13,7.40,28.30,16744,11076,5611,57,8.59,4.50,4.09,14781,23186,21500
铜川市,13.07,77.56,9.36,28.73,56564,37828,18597,139,8.24,5.10,3.14,46378,39429,10145
  王益区,11.43,76.56,12.01,28.23,16727,10498,6159,70,6.31,5.25,1.06,13835,6983,2130
  印台区,12.74,77.27,9.98,27.90,15733,10449,5242,42,7.59,4.22,3.37,10764,14089,3128
  耀州区,14.10,78.24,7.65,29.45,18364,12624,5718,22,9.51,5.42,4.09,18358,16985,4324
  宜君县,13.80,78.01,8.18,29.26,5740,4257,1478,5,9.54,5.75,3.79,3421,1372,563
宝鸡市,14.69,76.77,8.54,28.43,237252,167436,69357,459,8.58,4.96,3.62,187661,111159,42432
  渭滨区,13.14,77.78,9.08,29.89,28741,18062,10602,77,6.77,3.44,3.33,38347,37566,11332
  金台区,13.24,77.89,8.87,28.80,25160,16412,8700,48,6.49,3.89,2.60,34785,43514,9006
  陈仓区,14.71,77.21,8.08,29.37,36697,26590,10055,52,9.24,5.29,3.95,21257,5728,6369
  凤翔县,14.71,76.34,8.96,27.85,32622,24133,8439,50,8.69,5.71,2.98,16557,2692,1736
  岐山县,14.45,76.40,9.15,27.43,32170,23099,9008,63,7.81,4.93,2.88,21851,4797,2088
  扶风县,15.66,75.78,8.56,27.35,25931,17940,7939,52,9.35,4.91,4.44,11487,2547,1777
  眉县,14.42,77.14,8.44,28.21,19134,13683,5415,36,9.59,4.69,4.90,11566,4158,2794
  陇县,18.13,74.97,6.91,28.30,13646,10344,3274,28,11.20,6.16,5.04,9479,702,1039
  千阳县,17.09,74.69,8.23,27.27,7841,5700,2132,9,11.33,6.34,4.99,5354,969,1394
  麟游县,15.72,77.12,7.16,28.94,5050,3710,1332,8,8.70,5.45,3.25,8169,1599,2162
  凤县,13.14,77.82,9.04,28.39,7365,5497,1839,29,7.70,5.93,1.77,6557,4584,2126
  太白县,14.13,78.22,7.65,29.40,2895,2266,622,7,8.71,5.60,3.11,2252,2303,609
咸阳市,15.16,76.35,8.49,29.11,315225,208043,106242,940,9.26,5.25,4.01,226412,144812,75958
  秦都区,12.52,79.30,8.18,32.45,29301,17596,11619,86,6.66,3.26,3.40,36598,49826,17292
  杨陵区,12.93,80.70,6.37,32.74,9292,5936,3323,33,7.39,4.12,3.27,3863,22505,14753
  渭城区,12.07,79.44,8.49,30.74,26499,16184,10251,64,7.38,4.64,2.74,32365,37810,20097
  三原县,12.70,78.04,9.26,28.81,26360,17589,8644,127,10.00,5.31,4.69,17388,3815,1398
  泾阳县,14.01,77.73,8.26,29.08,30040,20482,9459,99,11.16,6.51,4.65,29482,4160,1834
  乾县,16.78,74.21,9.01,27.75,34520,23116,11299,105,10.00,5.97,4.03,9831,719,932
  礼泉县,15.77,75.03,9.20,27.72,30257,19747,10397,113,9.24,5.55,3.69,15731,2360,1177
  永寿县,18.32,74.74,6.94,29.00,9761,7055,2688,18,9.72,5.90,3.82,5067,671,443
  彬县,17.99,74.50,7.51,28.51,18102,12395,5671,36,8.55,5.23,3.32,20505,3266,5751
  长武县,16.17,75.14,8.68,27.39,10794,7573,3200,21,9.56,5.12,4.44,6830,3216,2452
  旬邑县,16.38,75.70,7.92,28.87,15333,10519,4776,38,9.73,5.45,4.28,12174,2801,3694
  淳化县,14.03,78.20,7.77,30.34,11036,7748,3263,25,7.50,5.32,2.18,6764,922,293
  武功县,17.43,74.13,8.43,28.42,25136,16703,8354,79,10.88,5.32,5.56,6013,1677,856
  兴平市,16.75,73.49,9.76,27.20,38794,25400,13298,96,10.29,5.59,4.70,23801,11064,4986
渭南市,14.06,77.11,8.83,28.63,342735,235319,106176,1240,8.86,5.11,3.75,321227,56919,29100
  临渭区,14.43,76.46,9.11,28.29,58635,38808,19588,239,8.53,4.77,3.76,75105,19411,5463
  华县,12.64,78.47,8.89,28.52,21544,14901,6561,82,9.71,5.36,4.35,14298,2066,914
  潼关县,14.55,78.87,6.57,30.16,7745,5475,2250,20,9.37,5.65,3.72,10361,2049,2479
  大荔县,13.47,77.45,9.08,28.67,45455,31027,14222,206,8.88,5.18,3.70,21068,1888,2231
  合阳县,14.28,76.97,8.75,29.04,28851,20558,8202,91,8.19,4.87,3.32,22040,3114,1095
  澄城县,14.82,76.24,8.94,28.97,25797,17426,8291,80,8.06,4.70,3.36,37343,4396,1686
  蒲城县,14.47,76.64,8.89,28.20,48197,33476,14559,162,9.30,5.66,3.64,41323,4429,1521
  白水县,15.28,76.42,8.30,29.17,16970,11277,5633,60,8.04,4.26,3.78,23517,2929,1457
  富平县,13.45,77.39,9.16,28.53,48974,34087,14764,123,9.44,5.18,4.26,26885,7804,7040
  韩城市,13.70,78.18,8.12,28.94,23661,16334,7251,76,8.53,5.60,2.93,38222,7457,3520
