,备注：新疆维吾尔自治区人口数为结合六普数据预估人口，其余均为官网发布人口数,,,,,,
,序号,省,市,县,七普人口.人,,
,1,山西省,大同市,平城区,1105699,,
,2,山西省,大同市,新荣区,88664,,
,3,山西省,大同市,云冈区,684753,,
,4,山西省,大同市,云州区,151087,,
,5,山西省,大同市,广灵县,154253,,
,6,山西省,大同市,浑源县,237749,,
,7,山西省,大同市,灵丘县,212771,,
,8,山西省,大同市,天镇县,160691,,
,9,山西省,大同市,阳高县,191981,,
,10,山西省,大同市,左云县,117943,,
,11,山西省,晋城市,城区,574665,,
,12,山西省,晋城市,泽州县,414999,,
,13,山西省,晋城市,高平市,453054,,
,14,山西省,晋城市,陵川县,204825,,
,15,山西省,晋城市,沁水县,196528,,
,16,山西省,晋城市,阳城县,350474,,
,17,山西省,晋中市,榆次区,904518,,
,18,山西省,晋中市,和顺县,121617,,
,19,山西省,晋中市,介休市,432095,,
,20,山西省,晋中市,灵石县,246491,,
,21,山西省,晋中市,平遥县,450697,,
,22,山西省,晋中市,祁县,254535,,
,23,陕西省,安康市,汉滨区,674834,,
,24,陕西省,安康市,恒口示范区,114290,,
,25,陕西省,安康市,汉阴县,240188,,
,26,陕西省,安康市,石泉县,153221,,
,27,陕西省,安康市,宁陕县,59905,,
,28,陕西省,安康市,紫阳县,260971,,
,29,陕西省,安康市,岚皋县,135006,,
,30,陕西省,安康市,平利县,181286,,
,31,陕西省,安康市,镇坪县,47356,,
,32,陕西省,安康市,旬阳县,357876,,
,33,陕西省,安康市,白河县,162774,,
,34,陕西省,安康市,高新区,105729,,
,35,陕西省,宝鸡市,金台区,460950,,
,36,陕西省,宝鸡市,渭滨区,535833,,
,37,陕西省,宝鸡市,陈仓区,479179,,
,38,陕西省,宝鸡市,凤县,79165,,
,39,陕西省,宝鸡市,凤翔区,386156,,
,40,陕西省,宝鸡市,扶风县,313231,,
,41,陕西省,宝鸡市,麟游县,73297,,
,42,陕西省,宝鸡市,陇县,208482,,
,43,陕西省,宝鸡市,眉县,281211,,
,44,陕西省,宝鸡市,岐山县,365209,,
,45,陕西省,宝鸡市,千阳县,99510,,
,46,陕西省,宝鸡市,太白县,39630,,
,47,陕西省,汉中市,汉台区,618204,,
,48,陕西省,汉中市,南郑区,466244,,
,49,陕西省,汉中市,城固县,442035,,
,50,陕西省,汉中市,佛坪县,26597,,
,51,四川省,阿坝藏族羌族自治州,阿坝县,80467,,
,52,四川省,阿坝藏族羌族自治州,黑水县,44564,,
,53,四川省,阿坝藏族羌族自治州,红原县,46644,,
,54,四川省,阿坝藏族羌族自治州,金川县,58068,,
,55,四川省,阿坝藏族羌族自治州,九寨沟县,66055,,
,56,四川省,阿坝藏族羌族自治州,理县,36926,,
,57,四川省,阿坝藏族羌族自治州,马尔康市,58390,,
,58,四川省,阿坝藏族羌族自治州,茂县,95361,,
,59,四川省,阿坝藏族羌族自治州,壤塘县,44679,,
,60,四川省,阿坝藏族羌族自治州,若尔盖县,76712,,
,61,四川省,阿坝藏族羌族自治州,松潘县,66937,,
,62,四川省,阿坝藏族羌族自治州,汶川县,82971,,
,63,四川省,阿坝藏族羌族自治州,小金县,64813,,
,64,四川省,巴中市,巴州区,651534,,
,65,四川省,巴中市,恩阳区,345728,,
,66,四川省,巴中市,南江县,467609,,
,67,四川省,巴中市,平昌县,658644,,
,68,四川省,巴中市,通江县,521875,,
,69,四川省,巴中市,巴中经济开发区,67504,,
,70,四川省,成都市,成华区,1381894,,
,71,四川省,成都市,崇州市,735723,,
,72,四川省,成都市,大邑县,515962,,
,73,四川省,成都市,都江堰市,710056,,
,74,四川省,成都市,简阳市,738169,,
,75,四川省,成都市,金牛区,1265398,,
,76,四川省,成都市,金堂县,800371,,
,77,四川省,成都市,锦江区,902933,,
,78,四川省,成都市,龙泉驿区,1346210,,
,79,四川省,成都市,彭州市,780399,,
,80,四川省,成都市,郫都区,1390913,,
,81,四川省,成都市,蒲江县,255563,,
,82,四川省,成都市,青白江区,490091,,
,83,四川省,成都市,青羊区,955954,,
,84,四川省,成都市,邛崃市,602973,,
,85,四川省,成都市,双流区,1465785,,
,86,四川省,成都市,温江区,967868,,
,87,四川省,成都市,武侯区,1206568,,
,88,四川省,成都市,新都区,1558466,,
,89,四川省,成都市,新津区,363591,,
,90,四川省,成都市,四川天府新区,866233,,
,91,四川省,成都市,成都东部新区,379096,,
,92,四川省,成都市,成都高新区,1257541,,
,93,四川省,达州市,达川区,899728,,
,94,四川省,达州市,大竹县,841960,,
,95,四川省,达州市,开江县,414310,,
,96,四川省,达州市,渠县,917508,,
,97,四川省,达州市,通川区,905678,,
,98,四川省,达州市,万源市,406685,,
,99,四川省,达州市,宣汉县,954090,,
,100,四川省,达州市,达州高新区,45463,,
,101,四川省,德阳市,广汉市,626132,,
,102,四川省,德阳市,旌阳区,828189,,
,103,四川省,德阳市,罗江区,209088,,
,104,四川省,德阳市,绵竹市,439958,,
,105,四川省,德阳市,什邡市,406775,,
,106,四川省,德阳市,中江县,946019,,
,107,四川省,甘孜藏族自治州,巴塘县,49967,,
,108,四川省,甘孜藏族自治州,白玉县,59524,,
,109,四川省,甘孜藏族自治州,丹巴县,49872,,
,110,四川省,甘孜藏族自治州,道孚县,53378,,
,111,四川省,甘孜藏族自治州,稻城县,32916,,
,112,四川省,甘孜藏族自治州,得荣县,24748,,
,113,四川省,甘孜藏族自治州,德格县,88542,,
,114,四川省,甘孜藏族自治州,甘孜县,72698,,
,115,四川省,甘孜藏族自治州,九龙县,53738,,
,116,四川省,甘孜藏族自治州,康定市,126785,,
,117,四川省,甘孜藏族自治州,理塘县,67293,,
,118,四川省,甘孜藏族自治州,炉霍县,47185,,
,119,四川省,甘孜藏族自治州,泸定县,84204,,
,120,四川省,甘孜藏族自治州,色达县,64681,,
,121,四川省,甘孜藏族自治州,石渠县,103633,,
,122,四川省,甘孜藏族自治州,乡城县,31407,,
,123,四川省,甘孜藏族自治州,新龙县,45698,,
,124,四川省,甘孜藏族自治州,雅江县,51162,,
,125,四川省,广安市,广安区,744115,,
,126,四川省,广安市,华蓥市,272332,,
,127,四川省,广安市,邻水县,707537,,
,128,四川省,广安市,前锋区,232255,,
,129,四川省,广安市,武胜县,555897,,
,130,四川省,广安市,岳池县,742747,,
,131,四川省,广元市,苍溪县,512617,,
,132,四川省,广元市,朝天区,126506,,
,133,四川省,广元市,剑阁县,423859,,
,134,四川省,广元市,利州区,621978,,
,135,四川省,广元市,青川县,156387,,
,136,四川省,广元市,旺苍县,330108,,
,137,四川省,广元市,昭化区,134202,,
,138,四川省,乐山市,峨边彝族自治县,121554,,
,139,四川省,乐山市,峨眉山市,419107,,
,140,四川省,乐山市,夹江县,305441,,
,141,四川省,乐山市,犍为县,416673,,
,142,四川省,乐山市,金口河区,38727,,
,143,四川省,乐山市,井研县,280641,,
,144,四川省,乐山市,马边彝族自治县,188251,,
,145,四川省,乐山市,沐川县,192313,,
,146,四川省,乐山市,沙湾区,144931,,
,147,四川省,乐山市,市中区,814597,,
,148,四川省,乐山市,五通桥区,237933,,
,149,四川省,凉山彝族自治州,布拖县,185553,,
,150,四川省,凉山彝族自治州,德昌县,216533,,
,151,四川省,凉山彝族自治州,甘洛县,205991,,
,152,四川省,凉山彝族自治州,会东县,346082,,
,153,四川省,凉山彝族自治州,会理县,390531,,
,154,四川省,凉山彝族自治州,金阳县,170063,,
,155,四川省,凉山彝族自治州,雷波县,240149,,
,156,四川省,凉山彝族自治州,美姑县,238624,,
,157,四川省,凉山彝族自治州,冕宁县,369166,,
,158,四川省,凉山彝族自治州,木里藏族自治县,122944,,
,159,四川省,凉山彝族自治州,宁南县,184293,,
,160,四川省,凉山彝族自治州,普格县,180052,,
,161,四川省,凉山彝族自治州,西昌市,955041,,
,162,四川省,凉山彝族自治州,喜德县,158139,,
,163,四川省,凉山彝族自治州,盐源县,340898,,
,164,四川省,凉山彝族自治州,越西县,301865,,
,165,四川省,凉山彝族自治州,昭觉县,252435,,
,166,四川省,泸州市,古蔺县,651958,,
,167,四川省,泸州市,合江县,688731,,
,168,四川省,泸州市,江阳区,761576,,
,169,四川省,泸州市,龙马潭区,479697,,
,170,四川省,泸州市,泸县,764362,,
,171,四川省,泸州市,纳溪区,354846,,
,172,四川省,泸州市,叙永县,552979,,
,173,四川省,眉山市,丹棱县,148820,,
,174,四川省,眉山市,东坡区,904412,,
,175,四川省,眉山市,洪雅县,295744,,
,176,四川省,眉山市,彭山区,328236,,
,177,四川省,眉山市,青神县,167990,,
,178,四川省,眉山市,仁寿县,1110017,,
,179,四川省,绵阳市,安州区,372962,,
,180,四川省,绵阳市,北川羌族自治县,174132,,
,181,四川省,绵阳市,涪城区,1298524,,
,182,四川省,绵阳市,江油市,731343,,
,183,四川省,绵阳市,平武县,126357,,
,184,四川省,绵阳市,三台县,955811,,
,185,四川省,绵阳市,盐亭县,370739,,
,186,四川省,绵阳市,游仙区,561379,,
,187,四川省,绵阳市,梓潼县,276996,,
,188,四川省,南充市,高坪区,570415,,
,189,四川省,南充市,嘉陵区,531825,,
,190,四川省,南充市,阆中市,622667,,
,191,四川省,南充市,南部县,817235,,
,192,四川省,南充市,蓬安县,461485,,
,193,四川省,南充市,顺庆区,834294,,
,194,四川省,南充市,西充县,420023,,
,195,四川省,南充市,仪陇县,729141,,
,196,四川省,南充市,营山县,620480,,
,197,四川省,内江市,东兴区,681439,,
,198,四川省,内江市,隆昌市,568900,,
,199,四川省,内江市,市中区,337106,,
,200,四川省,内江市,威远县,547059,,
,201,四川省,内江市,资中县,845579,,
,202,四川省,内江市,经开区,87914,,
,203,四川省,内江市,高新区,72681,,
,204,四川省,攀枝花市,东区,411427,,
,205,四川省,攀枝花市,米易县,227011,,
,206,四川省,攀枝花市,仁和区,265562,,
,207,四川省,攀枝花市,西区,129406,,
,208,四川省,攀枝花市,盐边县,178797,,
,209,四川省,遂宁市,安居区,431310,,
,210,四川省,遂宁市,船山区,832863,,
,211,四川省,遂宁市,大英县,387299,,
,212,四川省,遂宁市,蓬溪县,430344,,
,213,四川省,遂宁市,射洪市,732380,,
,214,四川省,雅安市,宝兴县,48040,,
,215,四川省,雅安市,汉源县,285558,,
,216,四川省,雅安市,芦山县,99824,,
,217,四川省,雅安市,名山区,254632,,
,218,四川省,雅安市,石棉县,114116,,
,219,四川省,雅安市,天全县,132033,,
,220,四川省,雅安市,荥经县,131491,,
,221,四川省,雅安市,雨城区,368909,,
,222,四川省,宜宾市,翠屏区,887359,,
,223,四川省,宜宾市,高县,380893,,
,224,四川省,宜宾市,珙县,339200,,
,225,四川省,宜宾市,江安县,424470,,
,226,四川省,宜宾市,筠连县,332805,,
,227,四川省,宜宾市,南溪区,332796,,
,228,四川省,宜宾市,屏山县,245184,,
,229,四川省,宜宾市,兴文县,380036,,
,230,四川省,宜宾市,叙州区,938157,,
,231,四川省,宜宾市,长宁县,327904,,
,232,四川省,资阳市,安岳县,950939,,
,233,四川省,资阳市,乐至县,490573,,
,234,四川省,资阳市,雁江区,867119,,
,235,四川省,自贡市,大安区,291645,,
,236,四川省,自贡市,富顺县,722073,,
,237,四川省,自贡市,贡井区,226704,,
,238,四川省,自贡市,荣县,469488,,
,239,四川省,自贡市,沿滩区,297365,,
,240,四川省,自贡市,自流井区,481981,,
,241,西藏自治区,昌都市,八宿县,43538,,
,242,西藏自治区,昌都市,边坝县,42716,,
,243,西藏自治区,昌都市,察雅县,57065,,
,244,西藏自治区,昌都市,丁青县,98677,,
,245,西藏自治区,昌都市,贡觉县,40009,,
,246,西藏自治区,昌都市,江达县,92800,,
,247,西藏自治区,昌都市,卡若区,148511,,
,248,西藏自治区,昌都市,类乌齐县,58856,,
,249,西藏自治区,昌都市,洛隆县,53185,,
,250,西藏自治区,昌都市,芒康县,79001,,
,251,西藏自治区,昌都市,左贡县,46608,,
,252,云南省,保山市,昌宁县,319858,,
,253,重庆市,重庆市,北碚区,834887,,
,254,重庆市,重庆市,大足区,834592,,
,255,重庆市,重庆市,合川区,1245294,,
,256,重庆市,重庆市,江津区,1359611,,
,257,重庆市,重庆市,荣昌区,668977,,
,258,重庆市,重庆市,铜梁区,685729,,
,259,重庆市,重庆市,潼南区,688115,,
,260,重庆市,重庆市,永川区,1148896,,
,261,内蒙古自治区,阿拉善盟,阿拉善右旗,22647,,
,262,内蒙古自治区,阿拉善盟,阿拉善左旗,176744,,
,263,内蒙古自治区,阿拉善盟,额济纳旗,35756,,
,264,内蒙古自治区,阿拉善盟,阿拉善高新技术产业开发区,27214,,
,265,内蒙古自治区,巴彦淖尔市,磴口县,90196,,
,266,内蒙古自治区,巴彦淖尔市,杭锦后旗,217573,,
,267,内蒙古自治区,巴彦淖尔市,临河区,582206,,
,268,内蒙古自治区,巴彦淖尔市,乌拉特后旗,53946,,
,269,内蒙古自治区,巴彦淖尔市,乌拉特前旗,257826,,
,270,内蒙古自治区,巴彦淖尔市,乌拉特中旗,112159,,
,271,内蒙古自治区,巴彦淖尔市,五原县,224809,,
,272,内蒙古自治区,包头市,白云鄂博矿区,22681,,
,273,内蒙古自治区,包头市,达尔罕茂明安联合旗,69563,,
,274,内蒙古自治区,包头市,东河区,484218,,
,275,内蒙古自治区,包头市,固阳县,118624,,
,276,内蒙古自治区,包头市,九原区,245190,,
,277,内蒙古自治区,包头市,昆都仑区,787681,,
,278,内蒙古自治区,包头市,青山区,535128,,
,279,内蒙古自治区,包头市,石拐区,24745,,
,280,内蒙古自治区,包头市,土默特右旗,237421,,
,281,内蒙古自治区,包头市,稀土高新区,184127,,
,282,内蒙古自治区,赤峰市,宁城县,484397,,
,283,内蒙古自治区,赤峰市,阿鲁科尔沁旗,240360,,
,284,内蒙古自治区,赤峰市,敖汉旗,448712,,
,285,内蒙古自治区,赤峰市,巴林右旗,155027,,
,286,内蒙古自治区,赤峰市,巴林左旗,277522,,
,287,内蒙古自治区,赤峰市,红山区,469079,,
,288,内蒙古自治区,赤峰市,喀喇沁旗,262792,,
,289,内蒙古自治区,赤峰市,克什克腾旗,186143,,
,290,内蒙古自治区,赤峰市,林西县,186663,,
,291,内蒙古自治区,赤峰市,松山区,706312,,
,292,北京市,北京市,昌平区,2269487,,
,293,北京市,北京市,朝阳区,3452460,,
,294,北京市,北京市,大兴区,1993591,,
,295,北京市,北京市,东城区,708829,,
,296,北京市,北京市,房山区,1312778,,
,297,北京市,北京市,丰台区,2019764,,
,298,北京市,北京市,海淀区,3133469,,
,299,北京市,北京市,怀柔区,441040,,
,300,北京市,北京市,门头沟区,392606,,
,301,北京市,北京市,密云区,527683,,
,302,北京市,北京市,平谷区,457313,,
,303,北京市,北京市,石景山区,567851,,
,304,北京市,北京市,顺义区,1324044,,
,305,北京市,北京市,通州区,1840295,,
,306,北京市,北京市,西城区,1106214,,
,307,北京市,北京市,延庆区,345671,,
,308,内蒙古自治区,赤峰市,翁牛特旗,333970,,
,309,内蒙古自治区,赤峰市,元宝山区,284990,,
,310,内蒙古自治区,鄂尔多斯市,达拉特旗,328593,,
,311,内蒙古自治区,鄂尔多斯市,东胜区,574242,,
,312,内蒙古自治区,鄂尔多斯市,鄂托克旗,162726,,
,313,内蒙古自治区,鄂尔多斯市,鄂托克前旗,92724,,
,314,内蒙古自治区,鄂尔多斯市,杭锦旗,110824,,
,315,内蒙古自治区,鄂尔多斯市,康巴什区,118796,,
,316,内蒙古自治区,鄂尔多斯市,乌审旗,158566,,
,317,内蒙古自治区,鄂尔多斯市,伊金霍洛旗,247983,,
,318,内蒙古自治区,鄂尔多斯市,准格尔旗,359184,,
,319,内蒙古自治区,呼和浩特市,和林格尔县,162476,,
,320,天津市,天津市,宝坻区,722367,,
,321,天津市,天津市,北辰区,909643,,
,322,天津市,天津市,滨海新区,2067318,,
,323,天津市,天津市,东丽区,857027,,
,324,天津市,天津市,和平区,355000,,
,325,天津市,天津市,河北区,647702,,
,326,天津市,天津市,河东区,858787,,
,327,天津市,天津市,河西区,822174,,
,328,天津市,天津市,红桥区,483130,,
,329,天津市,天津市,蓟州区,795516,,
,330,天津市,天津市,津南区,928066,,
,331,天津市,天津市,静海区,787106,,
,332,天津市,天津市,南开区,890422,,
,333,天津市,天津市,宁河区,395314,,
,334,天津市,天津市,武清区,1151313,,
,335,天津市,天津市,西青区,1195124,,
,336,上海市,上海市,宝山区,2235218,,
,337,上海市,上海市,崇明区,637921,,
,338,上海市,上海市,奉贤区,1140872,,
,339,上海市,上海市,虹口区,757498,,
,340,上海市,上海市,黄浦区,662030,,
,341,上海市,上海市,嘉定区,1834258,,
,342,上海市,上海市,金山区,822776,,
,343,上海市,上海市,静安区,975707,,
,344,上海市,上海市,闵行区,2653489,,
,345,上海市,上海市,浦东新区,5681512,,
,346,上海市,上海市,普陀区,1239800,,
,347,上海市,上海市,青浦区,1271424,,
,348,上海市,上海市,松江区,1909713,,
,349,上海市,上海市,徐汇区,1113078,,
,350,上海市,上海市,杨浦区,1242548,,
,351,上海市,上海市,长宁区,693051,,
,352,浙江省,杭州市,滨江区,503859,,
,353,浙江省,杭州市,淳安县,328957,,
,354,浙江省,杭州市,富阳区,832017,,
,355,浙江省,杭州市,拱墅区,1120985,,
,356,浙江省,杭州市,建德市,442709,,
,357,浙江省,杭州市,临安区,634555,,
,358,浙江省,杭州市,临平区,1175841,,
,359,浙江省,杭州市,钱塘区,769150,,
,360,浙江省,杭州市,上城区,1323467,,
,361,浙江省,杭州市,桐庐县,453106,,
,362,浙江省,杭州市,西湖区,1089229,,
,363,浙江省,杭州市,萧山区,2011699,,
,364,浙江省,杭州市,余杭区,1226673,,
,365,浙江省,杭州市,西湖风景名胜区,23763,,
,366,浙江省,湖州市,安吉县,586409,,
,367,浙江省,湖州市,德清县,548568,,
,368,浙江省,湖州市,南浔区,542889,,
,369,浙江省,湖州市,吴兴区,712595,,
,370,浙江省,湖州市,长兴县,673776,,
,371,浙江省,湖州市,南太湖新区,303342,,
,372,浙江省,嘉兴市,海宁市,1076199,,
,373,浙江省,嘉兴市,海盐县,456775,,
,374,浙江省,嘉兴市,嘉善县,648160,,
,375,浙江省,嘉兴市,南湖区,624655,,
,376,浙江省,嘉兴市,平湖市（含港区）,671326,,
,377,浙江省,嘉兴市,桐乡市,1029754,,
,378,浙江省,嘉兴市,秀洲区,556971,,
,379,浙江省,嘉兴市,嘉兴经济技术开发区,337028,,
,380,浙江省,金华市,东阳市,1087950,,
,381,浙江省,金华市,金义新区（金东区）,506935,,
,382,浙江省,金华市,兰溪市,574801,,
,383,浙江省,金华市,磐安县,177161,,
,384,浙江省,金华市,浦江县,460726,,
,385,浙江省,金华市,武义县,462462,,
,386,浙江省,金华市,婺城区,957055,,
,387,浙江省,金华市,义乌市,1859390,,
,388,浙江省,金华市,永康市,964203,,
,389,浙江省,丽水市,缙云县,405318,,
,390,浙江省,丽水市,景宁畲族自治县,111011,,
,391,浙江省,丽水市,莲都区,562116,,
,392,浙江省,丽水市,龙泉市,248866,,
,393,浙江省,丽水市,青田县,509053,,
,394,浙江省,丽水市,庆元县,142551,,
,395,浙江省,丽水市,松阳县,204880,,
,396,浙江省,丽水市,遂昌县,194385,,
,397,浙江省,丽水市,云和县,129216,,
,398,浙江省,宁波市,北仑区,829448,,
,399,浙江省,宁波市,慈溪市,1829488,,
,400,浙江省,宁波市,奉化区,577505,,
,401,浙江省,宁波市,海曙区,1041285,,
,402,浙江省,宁波市,江北区,488885,,
,403,浙江省,宁波市,宁海县,695958,,
,404,浙江省,宁波市,象山县,567665,,
,405,浙江省,宁波市,鄞州区,1609555,,
,406,浙江省,宁波市,余姚市,1254032,,
,407,浙江省,宁波市,镇海区,510462,,
,408,浙江省,衢州市,常山县,259966,,
,409,浙江省,衢州市,江山市,494412,,
,410,浙江省,衢州市,开化县,258810,,
,411,浙江省,衢州市,柯城区,528847,,
,412,浙江省,衢州市,龙游县,360229,,
,413,浙江省,衢州市,衢江区,373920,,
,414,浙江省,绍兴市,柯桥区,1098859,,
,415,浙江省,绍兴市,上虞区,839747,,
,416,浙江省,绍兴市,嵊州市,675226,,
,417,浙江省,绍兴市,新昌县,419036,,
,418,浙江省,绍兴市,越城区,1020037,,
,419,浙江省,绍兴市,诸暨市,1218072,,
,420,浙江省,台州市,黄岩区,707453,,
,421,浙江省,台州市,椒江区,826074,,
,422,浙江省,台州市,临海市,1114146,,
,423,浙江省,台州市,路桥区,628934,,
,424,浙江省,台州市,三门县,379469,,
,425,浙江省,台州市,天台县,474711,,
,426,浙江省,台州市,温岭市,1416199,,
,427,浙江省,台州市,仙居县,431888,,
,428,浙江省,台州市,玉环市,644014,,
,429,浙江省,温州市,苍南县,843959,,
,430,浙江省,温州市,洞头区,107027,,
,431,浙江省,温州市,乐清市,1453090,,
,432,浙江省,温州市,龙港市,464695,,
,433,浙江省,温州市,龙湾区,475706,,
,434,浙江省,温州市,鹿城区,1167164,,
,435,浙江省,温州市,瓯海区,963238,,
,436,浙江省,温州市,平阳县,863166,,
,437,浙江省,温州市,瑞安市,1520046,,
,438,浙江省,温州市,泰顺县,265973,,
,439,浙江省,温州市,文成县,288168,,
,440,浙江省,温州市,永嘉县,869548,,
,441,浙江省,温州市,瓯江口产业集聚区,41780,,
,442,浙江省,温州市,浙南产业集聚区,249343,,
,443,浙江省,舟山市,岱山县,207982,,
,444,浙江省,舟山市,定海区,358720,,
,445,浙江省,舟山市,普陀区,347634,,
,446,浙江省,舟山市,新城,169164,,
,447,浙江省,舟山市,普陀山,7414,,
,448,浙江省,舟山市,嵊泗县,66903,,
,449,内蒙古自治区,呼和浩特市,回民区,436042,,
,450,内蒙古自治区,呼和浩特市,清水河县,76674,,
,451,内蒙古自治区,呼和浩特市,赛罕区,885321,,
,452,内蒙古自治区,呼和浩特市,土默特左旗,263131,,
,453,内蒙古自治区,呼和浩特市,托克托县,166192,,
,454,内蒙古自治区,呼和浩特市,武川县,95869,,
,455,内蒙古自治区,呼和浩特市,新城区,699672,,
,456,内蒙古自治区,呼和浩特市,玉泉区,524573,,
,457,内蒙古自治区,呼和浩特市,经济技术开发区,136150,,
,458,内蒙古自治区,呼伦贝尔市,阿荣旗,257815,,
,459,内蒙古自治区,呼伦贝尔市,陈巴尔虎旗,50556,,
,460,内蒙古自治区,呼伦贝尔市,额尔古纳市,68482,,
,461,内蒙古自治区,呼伦贝尔市,鄂伦春自治旗,174023,,
,462,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗,141102,,
,463,内蒙古自治区,呼伦贝尔市,根河市,71437,,
,464,内蒙古自治区,呼伦贝尔市,海拉尔区,365012,,
,465,内蒙古自治区,呼伦贝尔市,满洲里市,150508,,
,466,内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗,228822,,
,467,内蒙古自治区,呼伦贝尔市,新巴尔虎右旗,38358,,
,468,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗,37007,,
,469,内蒙古自治区,呼伦贝尔市,牙克石市,256396,,
,470,内蒙古自治区,呼伦贝尔市,扎赉诺尔区,84424,,
,471,内蒙古自治区,呼伦贝尔市,扎兰屯市,318933,,
,472,内蒙古自治区,通辽市,霍林郭勒市,138676,,
,473,内蒙古自治区,通辽市,开鲁县,313364,,
,474,内蒙古自治区,通辽市,科尔沁区,718665,,
,475,内蒙古自治区,通辽市,科尔沁左翼后旗,321438,,
,476,内蒙古自治区,通辽市,科尔沁左翼中旗,399631,,
,477,内蒙古自治区,通辽市,库伦旗,151133,,
,478,内蒙古自治区,通辽市,奈曼旗,375312,,
,479,内蒙古自治区,通辽市,扎鲁特旗,251806,,
,480,内蒙古自治区,通辽市,通辽经济技术开发区,203143,,
,481,内蒙古自治区,乌海市,海勃湾区,339155,,
,482,内蒙古自治区,乌海市,海南区,94770,,
,483,内蒙古自治区,乌海市,乌达区,122696,,
,484,内蒙古自治区,乌兰察布市,察哈尔右翼后旗,103599,,
,485,内蒙古自治区,乌兰察布市,察哈尔右翼前旗,125172,,
,486,内蒙古自治区,乌兰察布市,察哈尔右翼中旗,86108,,
,487,内蒙古自治区,乌兰察布市,丰镇市,195229,,
,488,内蒙古自治区,乌兰察布市,化德县,95273,,
,489,内蒙古自治区,乌兰察布市,集宁区,425059,,
,490,内蒙古自治区,乌兰察布市,凉城县,119061,,
,491,内蒙古自治区,乌兰察布市,商都县,173926,,
,492,内蒙古自治区,乌兰察布市,四子王旗,129372,,
,493,内蒙古自治区,乌兰察布市,兴和县,167881,,
,494,内蒙古自治区,乌兰察布市,卓资县,85648,,
,495,内蒙古自治区,锡林郭勒盟,太仆寺旗,109370,,
,496,内蒙古自治区,锡林郭勒盟,阿巴嘎旗,38589,,
,497,内蒙古自治区,锡林郭勒盟,东乌珠穆沁旗,70610,,
,498,内蒙古自治区,锡林郭勒盟,多伦县,103736,,
,499,内蒙古自治区,锡林郭勒盟,二连浩特市,75794,,
,500,内蒙古自治区,锡林郭勒盟,苏尼特右旗,62402,,
,501,内蒙古自治区,锡林郭勒盟,苏尼特左旗,33643,,
,502,内蒙古自治区,锡林郭勒盟,西乌珠穆沁旗,99255,,
,503,内蒙古自治区,锡林郭勒盟,锡林浩特市,349953,,
,504,内蒙古自治区,锡林郭勒盟,镶黄旗,27399,,
,505,内蒙古自治区,锡林郭勒盟,正蓝旗,69908,,
,506,内蒙古自治区,锡林郭勒盟,正镶白旗,42950,,
,507,山西省,晋中市,寿阳县,200352,,
,508,山西省,晋中市,太谷区,322099,,
,509,山西省,晋中市,昔阳县,190861,,
,510,山西省,晋中市,榆社县,111714,,
,511,山西省,晋中市,左权县,144519,,
,512,山西省,临汾市,尧都区,959198,,
,513,山西省,临汾市,安泽县,75574,,
,514,山西省,临汾市,大宁县,52166,,
,515,山西省,临汾市,汾西县,104627,,
,516,山西省,临汾市,浮山县,98833,,
,517,山西省,临汾市,古县,79816,,
,518,山西省,临汾市,洪洞县,637812,,
,519,山西省,临汾市,侯马市,257854,,
,520,山西省,临汾市,霍州市,272987,,
,521,山西省,临汾市,吉县,87374,,
,522,山西省,临汾市,蒲县,95679,,
,523,山西省,临汾市,曲沃县,216595,,
,524,山西省,临汾市,隰县,91394,,
,525,山西省,临汾市,乡宁县,206892,,
,526,山西省,临汾市,襄汾县,425553,,
,527,山西省,临汾市,翼城县,264181,,
,528,山西省,临汾市,永和县,49946,,
,529,山西省,吕梁市,方山县,112692,,
,530,山西省,吕梁市,汾阳市,407647,,
,531,山西省,吕梁市,交城县,226768,,
,532,山西省,吕梁市,交口县,95313,,
,533,山西省,吕梁市,岚县,148315,,
,534,山西省,吕梁市,离石区,456355,,
,535,山西省,吕梁市,临县,394713,,
,536,山西省,吕梁市,柳林县,287969,,
,537,山西省,吕梁市,石楼县,96808,,
,538,山西省,吕梁市,文水县,372580,,
,539,山西省,吕梁市,孝义市,477289,,
,540,山西省,吕梁市,兴县,183484,,
,541,山西省,吕梁市,中阳县,138498,,
,542,山西省,朔州市,平鲁区,148212,,
,543,山西省,朔州市,朔城区,565075,,
,544,山西省,朔州市,怀仁市,348470,,
,545,山西省,朔州市,山阴县,199505,,
,546,山西省,朔州市,应县,243970,,
,547,山西省,朔州市,右玉县,88212,,
,548,山西省,太原市,尖草坪区,530499,,
,549,山西省,太原市,晋源区,316445,,
,550,山西省,太原市,万柏林区,951238,,
,551,山西省,太原市,小店区,1357242,,
,552,山西省,太原市,杏花岭区,779479,,
,553,山西省,太原市,迎泽区,594238,,
,554,山西省,太原市,古交市,210757,,
,555,山西省,太原市,娄烦县,91208,,
,556,山西省,太原市,清徐县,344472,,
,557,山西省,太原市,阳曲县,128483,,
,558,山西省,忻州市,忻府区,577089,,
,559,山西省,忻州市,保德县,144218,,
,560,山西省,忻州市,代县,178870,,
,561,山西省,忻州市,定襄县,193997,,
,562,山西省,忻州市,繁峙县,250409,,
