表5    各职业大类人口和未工作人口（长表数据）,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,单位：人
县市名,,,,,,,,,,,,,,,,,
,15岁及以上人口,各种职业人口,国家机关、党群组织、,专业技术人员,办事人员和有关人员,商业、服务业人员,农林牧渔水利业,生产、运输设备操作,不便分类的其他,各种未工作人口,在校学生,料理家务,离退休,丧失劳动能力,从未工作,失去工作,其他
,总        计,总        计,企业、事业单位负责人,,,,生  产  人  员,人 员 及 有 关 人 员,从  业  人  员,总        计,,,,,正在寻找工作,正在寻找工作,
,,,,,,,,,,,,,,,,,
邵阳县,57980,46676,299,1149,302,1171,42601,1085,69,11304,2779,3880,716,2341,589,105,894
隆回县,75473,62330,259,1617,413,2306,51672,5962,101,13143,3407,3818,712,3534,588,185,899
洞口县,45895,36681,128,1006,410,1183,32793,1141,20,9214,2659,2749,786,1833,379,241,567
绥宁县,25225,19290,89,715,236,800,16509,859,82,5935,1473,1830,429,993,279,119,812
新宁县,37138,30824,134,873,382,1015,27292,1122,6,6314,1941,1472,576,1588,281,84,372
城步苗族自治县,15994,12817,89,540,198,493,10859,606,32,3177,705,931,360,681,142,72,286
武冈市,47959,40011,160,1195,388,1261,35673,1311,23,7948,2173,2268,752,1740,412,226,377
岳阳市,351494,256815,3957,12743,5851,25721,179896,28051,596,94679,16110,34773,11535,18434,5566,3114,5147
岳阳楼区,40754,23358,1590,3093,2327,6913,1958,7435,42,17396,3794,4771,4405,809,1186,1191,1240
云溪区,12606,8759,297,897,397,1187,3598,2355,28,3847,602,901,1418,337,278,122,189
君山区,13941,10561,105,444,102,823,8324,755,8,3380,655,891,613,470,252,177,322
岳阳县,48166,37361,361,1399,731,2359,30102,2265,144,10805,2062,4030,572,2631,846,167,497
华容县,45486,37335,358,1246,379,3269,30536,1471,76,8151,1719,2619,547,2111,390,222,543
湘阴县,43856,30653,437,1473,419,2439,21336,4422,127,13203,1624,6157,837,2917,628,470,570
平江县,68593,52835,227,1690,492,3035,43565,3755,71,15758,1917,6441,963,4803,706,254,674
汨罗市,49063,34239,281,1455,484,3684,24806,3484,45,14824,2273,6541,1341,3099,680,204,686
临湘市,29029,21714,301,1046,520,2012,15671,2109,55,7315,1464,2422,839,1257,600,307,426
常德市,413248,324793,3314,12017,5712,25228,256599,21356,567,88455,14947,27745,12685,19691,4553,3065,5769
武陵区,38363,22947,877,2490,1977,5201,7869,4510,23,15416,3822,3175,4010,1084,994,1303,1028
鼎城区,60341,48524,419,1447,475,3914,39732,2472,65,11817,1820,3688,1495,3501,480,293,540
安乡县,37408,29398,156,931,335,2608,23270,1901,197,8010,1262,2775,782,1889,445,130,727
汉寿县,52055,40269,374,1292,429,2347,33787,2015,25,11786,1522,4561,1070,2940,676,344,673
澧县,59353,49160,487,1460,485,3160,40657,2824,87,10193,1456,3770,1022,2488,446,278,733
临澧县,29000,24534,140,786,490,1610,20177,1292,39,4466,771,1422,578,1124,238,94,239
桃源县,70033,55999,437,1664,472,2793,47680,2949,4,14034,2255,4832,1469,3892,462,190,934
石门县,48399,40840,285,1211,439,1865,34967,2028,45,7559,1177,2223,1026,2149,326,181,477
津市市,18296,13122,139,736,610,1730,8460,1365,82,5174,862,1299,1233,624,486,252,418
张家界市,104492,84540,784,3235,1542,4832,70294,3801,52,19952,3525,6375,1948,4628,1100,469,1907
永定区,28981,21506,327,1091,649,2060,15966,1399,14,7475,1430,2600,702,1207,495,164,877
武陵源区,3357,2699,73,129,121,386,1857,128,5,658,88,228,24,121,46,12,139
慈利县,43980,37027,233,1179,493,1645,31865,1599,13,6953,1206,1991,767,2001,312,175,501
桑植县,28174,23308,151,836,279,741,20606,675,20,4866,801,1556,455,1299,247,118,390
益阳市,299937,212888,2353,9618,3586,15676,163912,17561,182,87049,13039,31830,10115,18518,4955,2969,5623
资阳区,29093,21213,125,987,649,1829,16261,1361,1,7880,1396,2065,1324,1660,650,586,199
赫山区,60094,39360,858,2357,1008,3750,26273,5103,11,20734,3526,7185,3113,3689,1376,889,956
南县,45902,34747,396,1588,412,2846,27387,2101,17,11155,1518,3455,1682,2864,612,303,721
桃江县,53051,34103,345,1483,324,1953,26045,3915,38,18948,1868,9040,1219,3941,826,423,1631
安化县,62202,45754,260,1564,631,2451,37698,3057,93,16448,2335,6433,1047,3998,920,289,1426
沅江市,49595,37711,369,1639,562,2847,30248,2024,22,11884,2396,3652,1730,2366,571,479,690
郴州市,306281,235570,2946,10481,4528,14556,181635,21216,208,70711,15975,23128,9226,11792,4494,2114,3982
北湖区,24315,15943,840,1447,1129,3201,5726,3589,11,8372,1865,2248,1799,660,552,645,603
苏仙区,25679,17744,406,1462,722,1834,10524,2792,4,7935,2241,2073,1553,795,463,292,518
桂阳县,47985,39539,217,1318,410,1625,33996,1972,1,8446,1912,2913,911,1681,461,212,356
宜章县,38258,30329,199,1131,453,1636,24154,2735,21,7929,2303,2268,727,1503,530,180,418
永兴县,43094,33180,264,1016,382,1279,27574,2660,5,9914,1831,3888,968,1925,651,122,529
嘉禾县,17882,12701,233,577,143,925,9168,1633,22,5181,971,2298,326,933,223,56,374
临武县,22309,18207,143,661,159,822,15343,1068,11,4102,1116,1149,369,830,348,66,224
汝城县,23076,18746,131,621,243,696,16474,543,38,4330,898,1506,390,938,231,112,255
桂东县,12720,10845,70,375,158,410,9356,454,22,1875,430,567,231,484,86,27,50
安仁县,23949,18962,181,753,227,519,16500,753,29,4987,1261,1631,388,1181,230,81,215
资兴市,27014,19374,262,1120,502,1609,12820,3017,44,7640,1147,2587,1564,862,719,321,440
永州市,368353,295506,1727,10523,5071,13769,250900,13218,298,72847,18095,21844,7468,14864,4010,1846,4720
芝山区,39482,28529,145,1513,898,1962,21537,2454,20,10953,2761,3123,1217,1875,629,362,986
冷水滩区,31823,22970,343,1515,1075,2534,15336,2122,45,8853,1590,2633,1501,1249,689,488,703
祁阳县,69573,57843,274,1541,773,2444,50447,2363,1,11730,1976,3502,1544,2902,744,403,659
东安县,36953,29811,149,1014,337,1098,26423,770,20,7142,2023,2014,580,1743,294,112,376
双牌县,11057,8659,119,333,167,512,7002,517,9,2398,631,723,212,507,135,76,114
道县,38705,31758,77,947,433,1366,27445,1482,8,6947,2561,1742,575,1112,348,110,499
江永县,15494,12916,96,478,234,504,11144,452,8,2578,527,764,348,575,179,46,139
宁远县,51289,43134,186,1015,356,1096,39391,1065,25,8155,2417,2530,500,1826,327,101,454
蓝山县,20497,15830,125,698,311,699,13061,934,2,4667,1044,1739,299,968,224,31,362
新田县,22360,17658,86,741,242,640,15265,658,26,4702,1564,1440,314,948,228,34,174
江华瑶族自治县,31120,26398,127,728,245,914,23849,401,134,4722,1001,1634,378,1159,213,83,254
怀化市,322364,241204,1745,10222,5312,16014,189843,17793,275,81160,13363,30578,9229,14295,4621,2118,6956
鹤城区,26390,16186,302,2148,1608,3845,5155,3102,26,10204,2913,2892,2004,450,715,359,871
中方县,17014,13313,71,373,60,483,11567,752,7,3701,653,1506,178,819,205,22,318
沅陵县,41055,30770,202,1240,565,1899,24940,1912,12,10285,1449,3810,1023,2174,624,218,987
辰溪县,30856,22397,254,984,377,1231,18041,1464,46,8459,1211,3037,1020,1640,550,227,774
溆浦县,53952,39320,236,1183,507,1601,33395,2333,65,14632,1765,6723,1005,2974,658,257,1250
会同县,23088,17985,101,745,231,1065,14203,1625,15,5103,859,2153,376,805,238,78,594
麻阳苗族自治县,22776,17640,55,546,344,776,15172,721,26,5136,984,1828,350,1165,286,137,386
新晃侗族自治县,16599,13687,123,473,197,673,11493,723,5,2912,604,911,493,594,107,37,166
芷江侗族自治县,23437,18982,94,507,277,995,16043,1065,1,4455,736,1697,497,1045,195,92,193
靖州苗族侗族自治县,16541,13030,67,573,287,947,10301,828,27,3511,463,1336,410,553,264,184,301
通道侗族自治县,14648,11762,82,361,161,567,10014,576,1,2886,531,1193,224,488,155,31,264
洪江市,36008,26132,158,1089,698,1932,19519,2692,44,9876,1195,3492,1649,1588,624,476,852
娄底市,252644,175611,2060,9517,3988,10713,130794,17866,673,77033,14215,26956,9257,13741,4657,2277,5930
娄星区,29245,17754,454,1958,1366,2812,6938,4130,96,11491,2866,3144,2316,901,754,626,884
双峰县,55333,39818,266,1645,608,2419,31512,3357,11,15515,2947,5378,1602,3518,737,398,935
新化县,79688,61882,447,2065,730,1991,53844,2790,15,17806,3355,5984,1701,4185,1004,360,1217
冷水江市,24182,13001,473,1612,757,1873,3879,4231,176,11181,1610,4218,1855,1015,930,388,1165
涟源市,64196,43156,420,2237,527,1618,34621,3358,375,21040,3437,8232,1783,4122,1232,505,1729
湘西土家族苗族自治州,163423,126735,829,5493,2879,7565,102631,7298,40,36688,6719,11464,3568,8601,2234,1054,3048
吉首市,21083,14109,177,1329,945,2403,7146,2100,9,6974,2077,1775,1076,755,466,365,460
泸溪县,16590,13261,72,487,229,676,11147,645,5,3329,546,1106,272,806,244,182,173
凤凰县,23400,18622,105,628,286,834,16016,748,5,4778,728,1568,362,1188,297,98,537
花垣县,17229,14348,97,439,311,494,12238,768,1,2881,595,860,302,766,189,31,138
保靖县,17105,13412,51,599,240,516,11484,522,,3693,478,1311,368,987,233,60,256
古丈县,8562,6867,39,297,143,349,5691,348,,1695,234,522,151,482,123,40,143
永顺县,29128,22349,99,842,431,1144,18985,846,2,6779,1050,2031,537,1911,395,158,697
龙山县,30326,23767,189,872,294,1149,19924,1321,18,6559,1011,2291,500,1706,287,120,644
,,,,,,,,,,,,,,,,,
广东省,6075562,4443942,87904,260368,209528,658393,1668544,1558761,444,1631620,379851,537785,217243,195547,102850,110870,87474
广州市,780725,528249,18359,52858,41076,120624,98887,196424,21,252476,64647,49920,67397,10479,12129,35535,12369
东山区,47162,26311,3047,6958,4013,7836,65,4392,,20851,4064,1891,9597,310,606,3495,888
荔湾区,39641,19656,867,3048,2654,7873,73,5141,,19985,2737,2170,8810,346,841,4516,565
越秀区,28244,13740,1104,2866,2226,4857,14,2673,,14504,2380,1185,6564,242,686,3121,326
海珠区,100160,57296,3213,8403,5384,17799,2621,19874,2,42864,10875,5392,14854,648,1438,8198,1459
天河区,90963,54847,2412,10040,7831,16653,1734,16177,,36116,15967,5009,7312,391,1204,3907,2326
芳村区,26036,16665,397,1516,1351,4667,1706,7028,,9371,1524,1451,3281,205,720,1737,453
白云区,136025,97756,1168,6326,7302,22683,18682,41595,,38269,10989,9896,7232,1983,1794,3808,2567
黄埔区,32203,24257,1003,2261,1841,5305,1388,12459,,7946,1338,2135,1946,234,521,1302,470
番禺区,127517,103592,2416,5408,4253,18765,19329,53415,6,23925,5248,7998,3771,1709,1301,2981,917
花都区,52185,37846,1094,2036,2069,5966,12721,13959,1,14339,3431,4876,1708,1564,918,1085,757
增城市,65129,50044,1187,2503,1531,5512,24559,14746,6,15085,3902,4746,1376,1836,1273,866,1086
从化市,35460,26239,451,1493,621,2708,15995,4965,6,9221,2192,3171,946,1011,827,519,555
韶关市,193777,135252,2632,9362,5340,16492,78631,22787,8,58525,13284,21280,10622,5380,2728,3209,2022
北江区,10265,5467,269,913,767,1506,415,1597,,4798,941,1081,1680,152,261,493,190
武江区,14992,8909,576,1172,642,2194,923,3402,,6083,1555,1360,1828,173,314,643,210
浈江区,16334,9374,369,1107,586,2522,840,3950,,6960,1840,1693,2175,175,278,400,399
曲江县,25318,19362,245,1047,648,2242,13036,2142,2,5956,1499,2439,710,700,249,213,146
始兴县,14789,10862,183,581,252,799,7715,1329,3,3927,917,1854,486,398,103,89,80
仁化县,11816,8498,106,517,348,867,5122,1538,,3318,659,1310,531,354,180,172,112
翁源县,21019,15532,197,814,452,1601,10452,2016,,5487,1113,2470,510,818,235,168,173
乳源瑶族自治县,12168,9124,127,512,294,675,6375,1139,2,3044,659,1274,320,408,184,102,97
新丰县,12089,8305,154,522,219,756,5512,1142,,3784,940,1379,344,604,329,97,91
乐昌市,29352,20633,230,1237,563,1948,13611,3043,1,8719,1840,3156,1366,1051,379,636,291
南雄市,25635,19186,176,940,569,1382,14630,1489,,6449,1321,3264,672,547,216,196,233
深圳市,584319,503491,15697,32021,37583,104137,8402,305636,15,80828,9960,33847,9702,2267,5196,8127,11729
罗湖区,63235,47437,3777,5675,4972,20032,226,12754,1,15798,2244,5901,2431,274,946,1618,2384
福田区,72001,56343,3604,9279,10149,16955,186,16170,,15658,2230,5821,2766,220,834,1631,2156
南山区,58587,48752,1681,5899,4437,10651,764,25314,6,9835,2194,3212,1483,180,450,1019,1297
宝安区,234598,213614,4433,6634,10831,33827,4267,153622,,20984,1851,9644,1752,824,1634,2495,2784
龙岗区,143061,126187,1774,3951,6412,20572,2819,90659,,16874,1285,8539,1127,719,1224,1123,2857
盐田区,12837,11158,428,583,782,2100,140,7117,8,1679,156,730,143,50,108,241,251
珠海市,94046,67816,2260,6371,5744,16525,9263,27639,14,26230,3803,8706,4465,1526,1885,3546,2299
香洲区,64573,48642,1960,5058,4739,12965,2338,21578,4,15931,2293,5382,2817,488,898,2458,1595
斗门县,29473,19174,300,1313,1005,3560,6925,6061,10,10299,1510,3324,1648,1038,987,1088,704
汕头市,305056,188797,4415,12561,7376,29195,78061,57149,40,116259,26801,40523,11254,19136,7439,5047,6059
达濠区,11288,6071,155,504,329,924,1615,2543,1,5217,1094,2022,191,632,609,371,298
龙湖区,18438,11958,680,1552,1365,3192,618,4551,,6480,1313,2090,783,524,424,786,560
金园区,34166,16017,976,3190,2342,4701,343,4463,2,18149,2935,4879,4834,723,1335,1829,1614
升平区,21566,10012,408,1172,854,3468,856,3248,6,11554,1927,3721,2384,920,939,1053,610
河浦区,4687,2862,30,80,34,197,1979,542,,1825,440,626,12,392,217,70,68
南澳县,4885,2704,80,228,152,565,1219,460,,2181,339,1076,115,258,210,109,74
潮阳市,149648,96751,757,3820,1468,10067,55905,24720,14,52897,14834,19385,1714,11896,2826,436,1806
澄海市,60378,42422,1329,2015,832,6081,15526,16622,17,17956,3919,6724,1221,3791,879,393,1029
佛山市,411254,314929,11221,21532,15835,63255,40944,162142,,96325,20920,28350,18589,7578,3650,11939,5299
城区,24284,14737,1396,2871,1193,4526,320,4431,,9547,1751,826,4547,208,241,1660,314
石湾区,36560,28505,1326,2280,1523,7020,498,15858,,8055,1870,1573,2111,133,273,1376,719
顺德市,125640,93877,3293,6591,5972,19353,9220,49448,,31763,6806,11088,5140,2850,1032,3421,1426
南海市,170975,138986,4546,7082,5770,25790,17250,78548,,31989,7472,10436,4675,2474,1301,3336,2295
三水市,31861,23246,428,1614,846,4178,7156,9024,,8615,1604,2303,1444,1212,389,1376,287
高明市,21934,15578,232,1094,531,2388,6500,4833,,6356,1417,2124,672,701,414,770,258
江门市,288285,200406,2929,12008,6823,27886,103753,46997,10,87879,17702,29213,12295,12542,5276,6589,4262
蓬江区,27354,16710,510,2585,1671,4941,344,6655,4,10644,2254,2068,3241,240,570,1553,718
江海区,14633,10005,179,638,355,2274,2333,4224,2,4628,918,1516,761,322,257,565,289
台山市,69893,49341,466,1945,909,4683,35037,6301,,20552,3353,8129,1931,4025,1579,855,680
新会市,67556,46778,986,3068,1666,7698,19098,14262,,20778,4845,6826,3035,2890,872,1400,910
开平市,47998,33247,299,1699,794,3658,20118,6678,1,14751,3149,5473,1511,2433,687,848,650
鹤山市,28392,21105,233,986,792,2347,10545,6202,,7287,1360,2504,960,1130,321,508,504
恩平市,32459,23220,256,1087,636,2285,16278,2675,3,9239,1823,2697,856,1502,990,860,511
湛江市,384097,274501,2063,14282,8011,21402,206216,22507,20,109596,32846,27951,13346,13159,11622,5535,5137
赤坎区,17047,8334,404,1539,1193,2179,712,2306,1,8713,2613,1586,2114,196,806,995,403
霞山区,29197,15784,330,2602,2409,4299,1836,4308,,13413,3035,2404,3543,409,2014,1518,490
坡头区,20360,13933,131,772,273,1145,9779,1832,1,6427,1740,1992,586,852,789,155,313
麻章区,26613,18813,137,737,157,1310,15343,1129,,7800,3385,1748,511,934,712,136,374
遂溪县,51783,39458,179,1740,829,2501,32046,2161,2,12325,4042,3301,1029,1597,1138,525,693
徐闻县,40541,30701,187,1274,734,1979,25174,1349,4,9840,2804,2464,1095,1406,1150,335,586
廉江市,73525,54970,277,2239,1031,2837,45643,2943,,18555,5672,5031,2123,2873,1484,881,491
雷州市,76959,59080,222,2053,829,2548,50815,2609,4,17879,5430,4343,1517,3133,1963,529,964
吴川市,48072,33428,196,1326,556,2604,24868,3870,8,14644,4125,5082,828,1759,1566,461,823
茂名市,317808,227264,2492,10680,5288,16556,169113,23100,35,90544,27842,25132,7960,14758,8065,3091,3696
茂南区,43548,28343,548,2854,1792,4087,13936,5097,29,15205,4075,3677,2661,1240,1756,1113,683
电白县,89903,64108,393,2233,1311,5021,48457,6690,3,25795,7683,7616,1351,4107,3342,704,992
高州市,72889,55572,623,2042,861,2689,45240,4116,1,17317,5734,4588,1588,3503,928,453,523
化州市,58765,42301,389,1837,810,2609,33372,3284,,16464,5956,4258,1235,2776,1061,409,769
信宜市,52703,36940,539,1714,514,2150,28108,3913,2,15763,4394,4993,1125,3132,978,412,729
肇庆市,226783,167820,1848,8487,4634,15547,112913,24378,13,58963,14870,18932,7208,8580,3528,3478,2367
端州区,29070,17159,618,2459,1982,4417,1278,6405,,11911,3354,2205,3100,281,661,1538,772
鼎湖区,9457,6898,76,333,225,1014,3835,1415,,2559,658,959,182,401,123,127,109
广宁县,27900,20376,172,928,437,1563,14788,2486,2,7524,1571,2876,660,1375,527,326,189
怀集县,42400,32341,227,1300,443,1672,26593,2105,1,10059,2871,3784,592,1632,720,200,260
封开县,25109,19794,166,712,306,1020,16380,1208,2,5315,1501,1878,567,778,241,206,144
德庆县,20952,16826,142,729,428,980,13449,1098,,4126,1389,1094,418,786,191,118,130
高要市,43107,34341,243,1006,274,2383,25672,4763,,8766,2082,3085,524,2214,421,235,205
四会市,28788,20085,204,1020,539,2498,10918,4898,8,8703,1444,3051,1165,1113,644,728,558
惠州市,228784,168527,3299,9274,8217,24399,60066,63175,97,60257,11872,24544,5603,6838,4685,3652,3063
惠城区,44780,31610,728,3281,3306,6391,2409,15495,,13170,3167,4128,2260,563,856,1482,714
博罗县,54666,40045,908,1688,1391,4836,19484,11737,1,14621,2806,5932,1282,2080,978,801,742
惠东县,46406,33597,710,1469,1175,4548,14976,10715,4,12809,2210,6256,718,1701,1108,342,474
龙门县,18532,13555,185,724,438,1359,9105,1744,,4977,1126,1884,464,606,431,265,201
惠阳市,64400,49720,768,2112,1907,7265,14092,23484,92,14680,2563,6344,879,1888,1312,762,932
梅州市,251286,165876,2199,9941,5461,17167,105059,26035,14,85410,20762,30818,9153,13998,4595,2188,3896
梅江区,23301,13567,258,1754,1616,3680,2314,3945,,9734,3164,2406,2001,648,516,588,411
梅县,37125,24881,319,1168,558,2497,16078,4255,6,12244,2497,4903,1370,2155,512,272,535
大埔县,23743,14860,236,1025,504,1470,8589,3035,1,8883,1433,3558,862,2019,470,215,326
丰顺县,28925,19521,259,1006,414,1725,14060,2057,,9404,2302,3609,649,1622,538,193,491
五华县,50538,33068,296,1731,541,2150,25415,2934,1,17470,4493,6416,1145,3344,1037,137,898
平远县,15550,11195,147,676,361,1030,6946,2035,,4355,839,1883,503,653,191,129,157
蕉岭县,14459,9928,139,573,424,938,5770,2084,,4531,794,1692,661,713,285,150,236
兴宁市,57645,38856,545,2008,1043,3677,25887,5690,6,18789,5240,6351,1962,2844,1046,504,842
汕尾市,147873,80291,1232,4507,2732,11867,45078,14841,34,67582,11881,32731,2156,9691,7345,1274,2504
城区,26672,13627,409,1036,935,2589,4139,4515,4,13045,2188,6368,509,1797,1461,455,267
海丰县,42164,25166,430,1548,794,4040,11866,6485,3,16998,3182,7853,720,2758,1327,436,722
陆河县,13302,7360,140,448,231,770,4919,850,2,5942,1104,2831,203,1143,438,58,165
陆丰市,65735,34138,253,1475,772,4468,24154,2991,25,31597,5407,15679,724,3993,4119,325,1350
河源市,147485,99276,1265,5393,3030,7676,72314,9592,6,48209,12824,18915,3353,7152,2824,1371,1770
源城区,16034,9317,318,1177,1023,1926,2391,2482,,6717,1210,2610,729,531,641,577,419
紫金县,31942,20423,180,982,424,1507,15418,1912,,11519,2762,4721,632,2007,744,202,451
龙川县,37547,25656,300,1291,484,1654,20005,1922,,11891,3997,4133,827,1902,513,246,273
连平县,18804,13690,130,647,462,1016,10346,1084,5,5114,1448,1941,390,683,300,108,244
和平县,22950,16373,185,689,445,799,13242,1013,,6577,1973,2678,507,804,306,135,174
东源县,20208,13817,152,607,192,774,10912,1179,1,6391,1434,2832,268,1225,320,103,209
阳江市,146828,105017,827,4498,3087,9817,72558,14230,,41811,10276,12872,3576,7152,3512,2112,2311
江城区,37546,23902,403,1798,1644,4200,10117,5740,,13644,2903,4182,1730,1687,1392,1115,635
阳西县,25272,18226,107,589,340,1455,13551,2184,,7046,1616,2365,266,1326,593,137,743
阳东县,28187,21030,90,574,275,1269,16010,2812,,7157,2014,2389,286,1472,578,207,211
阳春市,55823,41859,227,1537,828,2893,32880,3494,,13964,3743,3936,1294,2667,949,653,722
清远市,211402,149447,1854,7730,3658,13877,104837,17473,18,61955,13241,24649,5818,8666,4226,3124,2231
清城区,35854,23529,424,1740,1238,3927,11479,4720,1,12325,2452,3996,1632,1489,999,1108,649
佛冈县,16806,12248,124,584,324,939,8598,1679,,4558,975,1620,363,770,387,299,144
阳山县,25177,18907,120,916,398,1142,14758,1573,,6270,1407,2982,543,698,327,154,159
连山壮族瑶族自治县,6819,5076,108,339,114,409,3634,472,,1743,442,624,215,248,97,45,72
连南瑶族自治县,9444,7105,177,365,223,489,4806,1045,,2339,459,944,259,234,234,164,45
清新县,35082,25097,286,890,247,1669,19646,2355,4,9985,2137,4405,513,1789,535,295,311
英德市,53139,37144,455,1827,768,3698,26581,3802,13,15995,3195,6616,1484,2397,1093,631,579
连州市,29081,20341,160,1069,346,1604,15335,1827,,8740,2174,3462,809,1041,554,428,272
东莞市,533625,476264,4570,14453,31300,68819,19776,337339,7,57361,10749,25224,6367,4725,3006,3508,3782
