表3    各年龄组人口比重、有老年人口的户数、人口自然变动、迁入人口（全部数据）,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
县市名,各种年龄组人口占总人口比重(%) ,,,,有65岁及以上老年人口的户数(户),,,,人口自然变动(‰),,,总和生育率,迁入人口（人） ,,
,0-14岁,15-64岁,65岁及以上,15-49岁育龄妇女,合计,有一个老人,有二个老人,有二个以上老人,出生率,死亡率,自然增长率,（长表数据）,本县(市)/本市市区,本省其他县(市)、市区,外省
,,,,,,,,,,,,,,,
嵩明县,25.76 ,66.03 ,8.20 ,26.89 ,22216,17503,4654,59,16.54 ,6.98 ,9.56 ,1.81 ,5170,5977,3763
禄劝彝族苗族自治县,25.68 ,67.16 ,7.15 ,26.48 ,24764,18981,5733,50,16.04 ,6.43 ,9.60 ,1.55 ,5166,1163,2217
寻甸回族彝族自治县,28.77 ,64.54 ,6.69 ,26.38 ,25595,19086,6440,69,15.80 ,6.16 ,9.64 ,1.52 ,4897,2819,2578
安宁市,17.92 ,76.02 ,6.06 ,27.87 ,14335,11084,3220,31,14.39 ,5.44 ,8.95 ,1.34 ,9761,42942,21163
曲靖市,28.24 ,65.98 ,5.79 ,26.90 ,246228,177740,67978,510,19.64 ,7.24 ,12.39 ,2.00 ,96657,86271,76344
麒麟区,23.48 ,70.69 ,5.83 ,29.55 ,30090,22615,7420,55,18.13 ,6.09 ,12.04 ,1.66 ,14318,39300,31507
马龙县,27.30 ,67.02 ,5.68 ,27.39 ,8548,6576,1966,6,19.67 ,6.49 ,13.19 ,1.92 ,3776,3355,1311
陆良县,30.01 ,64.09 ,5.90 ,26.93 ,26351,18533,7774,44,19.61 ,7.01 ,12.60 ,1.89 ,11968,5644,5729
师宗县,30.28 ,64.28 ,5.44 ,26.47 ,14749,10551,4154,44,20.63 ,7.07 ,13.56 ,2.08 ,5177,3449,4227
罗平县,29.61 ,64.42 ,5.97 ,26.53 ,23381,16171,7130,80,21.49 ,7.75 ,13.74 ,2.17 ,9234,1988,5606
富源县,33.54 ,61.79 ,4.67 ,25.06 ,24125,17657,6426,42,22.46 ,6.60 ,15.86 ,2.37 ,7657,4221,6164
会泽县,26.71 ,66.50 ,6.79 ,26.22 ,44308,31600,12616,92,17.88 ,8.15 ,9.73 ,2.02 ,9831,5671,4099
沾益县,25.62 ,68.20 ,6.18 ,27.20 ,19466,14987,4442,37,18.82 ,7.41 ,11.41 ,1.87 ,6380,12441,6618
宣威市,27.96 ,66.50 ,5.54 ,27.05 ,55210,39050,16050,110,19.35 ,7.56 ,11.79 ,2.01 ,28316,10202,11083
玉溪市,24.59 ,68.37 ,7.04 ,27.40 ,116509,88360,27866,283,17.32 ,6.67 ,10.65 ,1.67 ,70540,65605,45098
红塔区,22.01 ,70.88 ,7.11 ,29.07 ,22883,16956,5874,53,16.44 ,5.27 ,11.17 ,1.52 ,17704,22671,17093
江川县,27.42 ,64.85 ,7.73 ,26.55 ,15202,10695,4466,41,18.68 ,6.08 ,12.60 ,1.93 ,8313,5744,2776
澄江县,25.38 ,67.01 ,7.61 ,27.50 ,8888,6497,2369,22,17.66 ,6.81 ,10.86 ,1.63 ,6428,3076,1941
通海县,25.65 ,66.57 ,7.78 ,27.05 ,17347,13528,3767,52,15.94 ,6.77 ,9.17 ,1.61 ,8126,10530,6427
华宁县,25.12 ,67.98 ,6.90 ,27.49 ,10899,8287,2590,22,17.12 ,6.95 ,10.17 ,1.84 ,2002,2153,1693
易门县,23.77 ,68.83 ,7.40 ,26.34 ,10352,8291,2041,20,17.20 ,6.88 ,10.33 ,1.71 ,4110,3568,2843
峨山彝族自治县,23.77 ,68.79 ,7.45 ,26.79 ,9024,6887,2117,20,17.57 ,6.81 ,10.76 ,1.67 ,3814,5393,2943
新平彝族傣族自治县,23.29 ,70.92 ,5.79 ,27.47 ,12604,10007,2564,33,17.55 ,7.71 ,9.84 ,1.62 ,11927,4969,4730
元江哈尼族彝族傣族自治县,26.72 ,67.52 ,5.77 ,26.67 ,9310,7212,2078,20,18.82 ,8.11 ,10.71 ,1.66 ,8116,7501,4652
昭通地区,35.07 ,59.40 ,5.54 ,23.64 ,205364,157458,47513,393,24.71 ,7.86 ,16.86 ,2.75 ,49244,16602,28976
昭通市,33.38 ,61.23 ,5.39 ,25.49 ,30851,22705,8084,62,24.05 ,6.77 ,17.28 ,2.32 ,11696,8305,7308
鲁甸县,39.52 ,55.97 ,4.51 ,22.87 ,12271,8999,3261,11,26.57 ,7.51 ,19.06 ,3.17 ,4420,1006,743
巧家县,28.09 ,65.58 ,6.33 ,24.84 ,23447,17810,5580,57,23.52 ,8.57 ,14.95 ,2.58 ,3477,858,1481
盐津县,36.48 ,57.57 ,5.96 ,22.28 ,16096,12971,3095,30,24.08 ,8.31 ,15.77 ,2.79 ,1836,594,2559
大关县,34.91 ,59.84 ,5.25 ,23.08 ,10406,8462,1926,18,24.75 ,8.04 ,16.72 ,3.30 ,2415,1407,3063
永善县,32.39 ,61.67 ,5.95 ,24.23 ,17877,14228,3620,29,26.00 ,8.95 ,17.05 ,3.00 ,5005,1124,1425
绥江县,33.15 ,60.55 ,6.30 ,23.87 ,7368,5828,1522,18,19.42 ,7.13 ,12.29 ,2.30 ,1962,378,741
镇雄县,37.63 ,56.98 ,5.39 ,22.84 ,47005,35131,11782,92,25.87 ,7.60 ,18.27 ,2.85 ,10670,772,2309
彝良县,35.66 ,59.45 ,4.90 ,23.48 ,19368,15399,3935,34,24.83 ,8.73 ,16.10 ,2.89 ,2680,908,3480
威信县,38.96 ,54.97 ,6.07 ,21.94 ,16045,12248,3764,33,24.77 ,7.94 ,16.83 ,2.89 ,4425,579,1601
水富县,27.90 ,65.87 ,6.23 ,26.05 ,4630,3677,944,9,19.61 ,7.08 ,12.53 ,2.17 ,658,671,4266
楚雄彝族自治州,23.12 ,69.96 ,6.92 ,27.71 ,146414,118021,28078,315,16.12 ,8.06 ,8.05 ,1.58 ,62706,49326,43678
楚雄市,21.73 ,72.08 ,6.19 ,28.88 ,26235,21611,4564,60,14.94 ,7.01 ,7.93 ,1.43 ,23312,23242,19640
双柏县,22.54 ,70.73 ,6.73 ,26.89 ,8761,7256,1482,23,16.99 ,9.77 ,7.22 ,1.66 ,1767,1034,2103
牟定县,22.78 ,69.59 ,7.63 ,27.79 ,12096,9388,2683,25,17.00 ,9.12 ,7.88 ,1.64 ,3549,1924,935
南华县,24.39 ,68.99 ,6.61 ,27.70 ,12725,10451,2253,21,17.46 ,8.07 ,9.39 ,1.81 ,2409,2511,2106
姚安县,24.48 ,68.00 ,7.51 ,26.68 ,12436,9962,2459,15,15.62 ,8.51 ,7.10 ,1.49 ,3229,1658,1254
大姚县,22.49 ,69.82 ,7.69 ,27.58 ,17824,14202,3590,32,13.89 ,9.55 ,4.34 ,1.35 ,3736,2270,1470
永仁县,22.72 ,70.23 ,7.05 ,26.83 ,6186,5139,1032,15,17.00 ,9.10 ,7.90 ,1.81 ,2011,831,1983
元谋县,23.97 ,69.35 ,6.68 ,27.63 ,11371,9281,2059,31,16.55 ,7.46 ,9.09 ,1.74 ,6994,2077,4222
武定县,25.66 ,67.71 ,6.63 ,27.30 ,14342,11345,2955,42,16.11 ,7.90 ,8.20 ,1.71 ,4922,1912,2551
禄丰县,22.32 ,70.48 ,7.20 ,27.69 ,24438,19386,5001,51,17.39 ,7.13 ,10.26 ,1.56 ,10777,11867,7414
红河哈尼族彝族自治州,25.83 ,68.25 ,5.92 ,27.20 ,195629,149612,45537,480,19.24 ,8.73 ,10.50 ,1.84 ,102952,141446,84319
个旧市,20.03 ,73.50 ,6.46 ,27.59 ,23613,18202,5371,40,14.70 ,6.62 ,8.08 ,1.58 ,17807,54459,26554
开远市,22.26 ,72.29 ,5.45 ,28.37 ,12826,9976,2823,27,13.87 ,5.51 ,8.37 ,1.47 ,9566,21133,12155
蒙自县,24.75 ,69.28 ,5.98 ,28.04 ,16400,12687,3673,40,17.14 ,8.01 ,9.13 ,1.55 ,9550,13954,10928
屏边苗族自治县,25.69 ,68.49 ,5.82 ,27.20 ,6595,4781,1797,17,21.72 ,12.03 ,9.69 ,1.50 ,3931,2113,2014
建水县,23.98 ,69.49 ,6.53 ,27.72 ,27382,21782,5554,46,17.30 ,8.93 ,8.37 ,1.56 ,16629,15042,7470
石屏县,24.75 ,67.75 ,7.50 ,26.96 ,17089,13428,3627,34,16.68 ,8.03 ,8.65 ,1.62 ,7898,4587,1972
弥勒县,25.98 ,67.63 ,6.39 ,27.37 ,25015,18658,6276,81,19.02 ,7.75 ,11.27 ,1.82 ,10805,9640,7183
泸西县,29.92 ,63.53 ,6.54 ,25.94 ,18050,12340,5658,52,21.02 ,8.43 ,12.60 ,2.22 ,5228,3846,2512
元阳县,27.37 ,67.39 ,5.24 ,26.96 ,15655,12405,3205,45,23.45 ,11.00 ,12.45 ,2.06 ,5985,1786,2496
红河县,30.68 ,64.36 ,4.96 ,26.12 ,10787,8410,2356,21,23.60 ,10.47 ,13.13 ,2.33 ,4111,677,745
金平苗族瑶族傣族自治县,28.45 ,66.62 ,4.92 ,26.87 ,12340,9279,3010,51,22.61 ,9.90 ,12.72 ,2.07 ,6603,2024,2574
绿春县,31.71 ,64.24 ,4.05 ,26.09 ,6534,5094,1426,14,25.07 ,12.21 ,12.86 ,2.51 ,1934,627,862
河口瑶族自治县,24.70 ,70.90 ,4.40 ,27.99 ,3343,2570,761,12,21.29 ,8.63 ,12.65 ,1.79 ,2905,11558,6854
文山壮族苗族自治州,28.79 ,65.35 ,5.86 ,25.51 ,152525,114211,37837,477,20.51 ,7.74 ,12.77 ,2.15 ,36128,25008,31993
文山县,27.60 ,66.59 ,5.81 ,26.61 ,19570,14296,5203,71,18.44 ,7.30 ,11.14 ,1.87 ,7018,8396,10567
砚山县,31.18 ,63.83 ,4.99 ,25.55 ,17340,12938,4346,56,20.58 ,7.22 ,13.35 ,2.09 ,5719,7682,5695
西畴县,24.69 ,67.58 ,7.74 ,25.37 ,14135,10087,3990,58,17.98 ,7.26 ,10.72 ,1.97 ,1919,732,977
麻栗坡县,25.84 ,67.28 ,6.88 ,25.13 ,14396,10427,3912,57,19.15 ,7.73 ,11.42 ,1.78 ,2910,1164,2209
马关县,24.73 ,68.14 ,7.13 ,25.99 ,19251,13685,5492,74,18.50 ,8.04 ,10.46 ,1.92 ,5820,1703,2545
丘北县,34.22 ,60.72 ,5.06 ,23.85 ,16997,12118,4828,51,22.38 ,7.54 ,14.84 ,2.51 ,5855,2116,2898
广南县,30.94 ,63.61 ,5.45 ,25.08 ,32744,25781,6888,75,22.54 ,8.26 ,14.28 ,2.29 ,5280,1584,2807
富宁县,25.44 ,68.97 ,5.59 ,26.85 ,18092,14879,3178,35,21.15 ,8.09 ,13.06 ,2.40 ,1607,1631,4295
思茅地区,22.43 ,72.01 ,5.56 ,27.15 ,112283,89176,22808,299,17.35 ,7.36 ,9.98 ,1.52 ,72928,89692,49703
思茅市,21.10 ,73.77 ,5.12 ,30.78 ,9403,7077,2310,16,13.84 ,4.58 ,9.26 ,1.10 ,15659,37118,14051
普洱哈尼族彝族自治县,21.69 ,71.18 ,7.14 ,27.11 ,10680,8271,2379,30,16.17 ,7.07 ,9.10 ,1.36 ,6898,8547,3027
墨江哈尼族自治县,22.87 ,71.31 ,5.82 ,25.97 ,16449,12766,3617,66,20.92 ,7.95 ,12.96 ,1.57 ,6081,7323,5635
景东彝族自治县,20.95 ,72.54 ,6.51 ,28.41 ,19236,15870,3322,44,16.18 ,7.64 ,8.54 ,1.69 ,4786,2862,3132
景谷傣族彝族自治县,22.30 ,71.14 ,6.56 ,27.29 ,15604,12521,3048,35,18.47 ,7.72 ,10.75 ,1.74 ,10098,4267,4251
镇沅彝族哈尼族拉祜族自治县,20.57 ,72.55 ,6.88 ,27.65 ,11924,9795,2094,35,15.71 ,6.38 ,9.33 ,1.37 ,6133,2669,2763
江城哈尼族彝族自治县,26.07 ,69.01 ,4.92 ,26.87 ,4024,3137,870,17,16.96 ,6.75 ,10.21 ,1.35 ,7900,9214,2092
孟连傣族拉祜族佤族自治县,15.26 ,82.41 ,2.33 ,25.47 ,3557,2895,656,6,12.12 ,4.69 ,7.42 ,1.54 ,2028,10075,4643
澜沧拉祜族自治县,26.00 ,68.85 ,5.15 ,26.11 ,19365,15146,4171,48,20.13 ,9.39 ,10.74 ,1.62 ,11547,5352,8106
西盟佤族自治县,30.62 ,66.61 ,2.76 ,25.52 ,2041,1698,341,2,17.70 ,9.30 ,8.40 ,1.63 ,1798,2265,2003
西双版纳傣族自治州,25.03 ,69.96 ,5.01 ,28.60 ,39607,29670,9806,131,16.58 ,6.38 ,10.20 ,1.53 ,19074,104675,50758
景洪市,22.94 ,72.08 ,4.98 ,29.67 ,17471,12963,4449,59,16.10 ,5.44 ,10.66 ,1.40 ,10926,56950,30540
勐海县,26.69 ,67.62 ,5.69 ,27.43 ,14147,10502,3595,50,17.21 ,7.71 ,9.50 ,1.64 ,2697,15862,7984
勐腊县,26.77 ,69.07 ,4.16 ,28.17 ,7989,6205,1762,22,16.65 ,6.38 ,10.27 ,1.67 ,5451,31863,12234
大理白族自治州,24.72 ,68.51 ,6.77 ,27.79 ,187469,152525,34596,348,17.41 ,7.56 ,9.85 ,1.65 ,61595,55094,44511
大理市,21.86 ,71.44 ,6.70 ,29.60 ,29077,23460,5565,52,14.21 ,5.94 ,8.28 ,1.27 ,17539,21718,21714
漾濞彝族自治县,24.55 ,69.64 ,5.81 ,26.83 ,5248,4447,787,14,16.74 ,8.10 ,8.63 ,1.36 ,1900,6931,2252
祥云县,24.52 ,68.29 ,7.19 ,27.51 ,25748,20144,5562,42,20.63 ,8.14 ,12.49 ,1.89 ,6633,4093,2817
宾川县,25.31 ,68.09 ,6.61 ,27.62 ,17978,14594,3349,35,18.54 ,9.11 ,9.43 ,1.81 ,9362,4067,2649
弥渡县,24.06 ,68.68 ,7.26 ,27.72 ,18098,14708,3358,32,17.98 ,7.90 ,10.09 ,1.77 ,5064,1344,1241
南涧彝族自治县,23.18 ,69.85 ,6.97 ,28.01 ,12157,9723,2412,22,16.44 ,7.90 ,8.53 ,1.46 ,2083,2483,2521
巍山彝族回族自治县,25.97 ,67.66 ,6.38 ,28.17 ,16311,13795,2485,31,17.27 ,7.25 ,10.03 ,1.68 ,3554,1306,782
永平县,23.79 ,69.69 ,6.52 ,27.03 ,10075,8554,1507,14,18.59 ,8.02 ,10.56 ,1.81 ,2617,6516,4976
云龙县,25.58 ,67.10 ,7.32 ,26.45 ,11836,9331,2466,39,17.45 ,8.61 ,8.84 ,1.46 ,2021,1410,1115
洱源县,27.38 ,66.11 ,6.51 ,27.28 ,17481,14496,2958,27,17.23 ,6.98 ,10.25 ,1.72 ,3464,1815,1291
剑川县,28.18 ,65.19 ,6.63 ,26.49 ,9230,7492,1720,18,17.11 ,6.68 ,10.43 ,1.87 ,2895,1431,1463
鹤庆县,25.28 ,68.00 ,6.72 ,27.68 ,14230,11781,2427,22,17.14 ,7.55 ,9.59 ,1.65 ,4463,1980,1690
保山地区,25.73 ,67.05 ,7.21 ,26.90 ,138651,109020,29214,417,16.64 ,7.31 ,9.33 ,1.79 ,35878,26605,20648
保山市,25.44 ,67.15 ,7.41 ,27.50 ,51100,39862,11068,170,16.52 ,6.83 ,9.69 ,1.64 ,16333,16707,8122
施甸县,26.16 ,65.92 ,7.92 ,26.15 ,20308,15894,4348,66,15.22 ,8.09 ,7.13 ,1.81 ,4551,1199,1187
腾冲县,26.97 ,66.37 ,6.66 ,26.68 ,33003,26760,6157,86,17.89 ,7.08 ,10.81 ,2.06 ,7977,3788,8216
龙陵县,25.30 ,67.55 ,7.15 ,26.32 ,14729,10962,3717,50,16.34 ,8.38 ,7.96 ,1.85 ,3345,2154,1137
昌宁县,24.20 ,68.72 ,7.08 ,26.90 ,19511,15542,3924,45,16.29 ,7.36 ,8.93 ,1.60 ,3672,2757,1986
德宏傣族景颇族自治州,27.31 ,67.81 ,4.88 ,27.99 ,42873,33213,9542,118,18.10 ,6.04 ,12.06 ,1.60 ,33860,47348,28217
瑞丽市,21.91 ,74.54 ,3.55 ,31.49 ,4515,3618,886,11,17.29 ,5.28 ,12.02 ,1.40 ,5519,19531,14774
潞西市,25.74 ,68.84 ,5.42 ,28.62 ,14423,10660,3713,50,17.85 ,5.42 ,12.44 ,1.36 ,11497,11648,5372
梁河县,29.52 ,64.47 ,6.01 ,25.71 ,7307,5585,1700,22,17.25 ,6.38 ,10.87 ,1.67 ,2915,1244,1079
盈江县,30.11 ,65.42 ,4.47 ,26.97 ,10002,8030,1953,19,19.23 ,7.01 ,12.21 ,1.84 ,9351,8734,4991
陇川县,28.95 ,66.37 ,4.68 ,27.19 ,6626,5320,1290,16,18.29 ,6.12 ,12.17 ,1.86 ,4578,6191,2001
丽江地区,26.22 ,67.89 ,5.89 ,26.93 ,55974,46112,9736,126,16.49 ,7.85 ,8.63 ,1.75 ,22100,14942,23177
丽江纳西族自治县,23.12 ,70.19 ,6.69 ,27.29 ,20310,16278,3990,42,14.27 ,7.58 ,6.69 ,1.51 ,10997,11106,13530
永胜县,25.89 ,68.11 ,6.00 ,27.47 ,19210,16078,3100,32,16.01 ,7.71 ,8.30 ,1.63 ,3442,1221,1658
华坪县,23.73 ,69.76 ,6.52 ,26.68 ,8580,7139,1409,32,15.65 ,8.39 ,7.25 ,1.76 ,5446,1470,5832
宁蒗彝族自治县,33.39 ,62.60 ,4.01 ,25.64 ,7874,6617,1237,20,21.38 ,8.14 ,13.24 ,2.30 ,2215,1145,2157
怒江傈僳族自治州,27.11 ,67.64 ,5.25 ,25.36 ,20772,15847,4882,43,20.07 ,9.04 ,11.03 ,1.82 ,5738,13013,10676
泸水县,22.96 ,72.11 ,4.93 ,25.08 ,6794,5183,1596,15,17.45 ,7.51 ,9.94 ,1.47 ,2115,5308,3849
福贡县,31.76 ,62.86 ,5.37 ,24.47 ,3731,2742,977,12,22.40 ,9.44 ,12.95 ,2.44 ,550,1219,598
贡山独龙族怒族自治县,26.90 ,68.06 ,5.05 ,24.72 ,1427,1110,316,1,22.77 ,12.01 ,10.76 ,2.12 ,347,1336,1044
兰坪白族普米族自治县,28.69 ,65.80 ,5.51 ,26.11 ,8820,6812,1993,15,20.85 ,9.67 ,11.18 ,1.74 ,2726,5150,5185
迪庆藏族自治州,26.16 ,68.55 ,5.28 ,26.63 ,15484,12483,2908,93,17.59 ,8.78 ,8.81 ,1.62 ,6706,11053,7842
中甸县,24.47 ,70.64 ,4.89 ,27.84 ,5991,4867,1093,31,18.38 ,9.60 ,8.78 ,1.48 ,4108,8148,5360
德钦县,24.68 ,69.19 ,6.13 ,26.51 ,3082,2536,504,42,17.51 ,9.91 ,7.60 ,1.64 ,489,1657,691
维西傈僳族自治县,28.48 ,66.19 ,5.33 ,25.46 ,6411,5080,1311,20,16.84 ,7.50 ,9.34 ,1.79 ,2109,1248,1791
临沧地区,25.44 ,69.07 ,5.49 ,26.43 ,104620,82473,21902,245,19.85 ,8.13 ,11.71 ,1.75 ,45250,46631,39705
临沧县,23.62 ,69.92 ,6.46 ,27.49 ,15040,11776,3228,36,18.41 ,7.03 ,11.38 ,1.81 ,7932,7466,7983
凤庆县,25.27 ,68.41 ,6.32 ,27.04 ,22642,18388,4209,45,12.77 ,7.69 ,5.09 ,1.34 ,2789,4173,2586
云县,24.51 ,69.43 ,6.06 ,26.96 ,20982,16812,4138,32,17.63 ,6.94 ,10.69 ,1.53 ,8974,4063,5740
永德县,25.22 ,68.69 ,6.09 ,26.21 ,16409,12230,4117,62,20.38 ,7.95 ,12.43 ,1.92 ,7594,6396,5174
镇康县,27.04 ,68.42 ,4.55 ,25.10 ,6616,5086,1514,16,26.25 ,8.82 ,17.43 ,2.21 ,2575,7702,4149
双江拉祜族佤族布朗族傣族自治县,28.64 ,65.95 ,5.42 ,26.50 ,7364,5770,1573,21,22.84 ,8.25 ,14.59 ,1.83 ,5899,1808,2340
耿马傣族佤族自治县,26.64 ,69.43 ,3.94 ,25.56 ,9934,7824,2083,27,25.24 ,9.40 ,15.85 ,1.93 ,5623,11592,8231
沧源佤族自治县,24.76 ,71.77 ,3.47 ,25.34 ,5633,4587,1040,6,23.97 ,10.73 ,13.23 ,2.08 ,3864,3431,3502
,,,,,,,,,,,,0.00 ,,,
西藏自治区,31.19 ,64.06 ,4.75 ,26.39 ,102967,84811,16955,1201,19.93 ,7.01 ,12.92 ,1.85 ,60611,44497,108669
拉萨市,24.66 ,71.32 ,4.03 ,29.85 ,15904,13417,2348,139,15.76 ,5.51 ,10.26 ,1.14 ,34277,27502,51523
城关区,17.29 ,79.98 ,2.73 ,33.86 ,5097,4452,626,19,13.57 ,2.13 ,11.43 ,0.73 ,31057,25938,48857
林周县,31.26 ,62.79 ,5.96 ,25.99 ,2409,1930,439,40,16.07 ,7.03 ,9.04 ,1.66 ,453,389,236
当雄县,35.40 ,59.07 ,5.53 ,24.48 ,1741,1376,329,36,20.08 ,8.27 ,11.81 ,2.20 ,768,116,340
尼木县,29.25 ,65.66 ,5.10 ,27.63 ,1169,973,180,16,18.12 ,9.79 ,8.33 ,1.00 ,226,66,99
曲水县,27.29 ,67.89 ,4.82 ,28.37 ,1212,1030,176,6,18.45 ,8.66 ,9.78 ,1.49 ,366,232,506
堆龙德庆县,27.95 ,67.33 ,4.72 ,27.95 ,1646,1421,216,9,17.68 ,6.92 ,10.76 ,1.55 ,808,602,1357
达孜县,30.33 ,65.01 ,4.66 ,26.97 ,984,840,140,4,17.27 ,12.24 ,5.03 ,1.00 ,471,106,89
墨竹工卡县,35.13 ,59.92 ,4.95 ,23.85 ,1646,1395,242,9,16.92 ,8.82 ,8.10 ,2.04 ,128,53,39
昌都地区,32.56 ,62.05 ,5.40 ,24.89 ,25542,20455,4629,458,22.76 ,7.01 ,15.76 ,2.16 ,9922,2391,14430
昌都县,27.08 ,67.72 ,5.21 ,26.50 ,3972,3212,702,58,16.17 ,6.33 ,9.83 ,0.93 ,6632,1507,8281
江达县,32.28 ,62.32 ,5.40 ,25.07 ,2983,2385,541,57,22.20 ,6.52 ,15.69 ,1.50 ,23,9,646
贡觉县,28.85 ,65.22 ,5.93 ,25.49 ,2012,1607,358,47,20.53 ,9.41 ,11.11 ,2.41 ,630,100,758
类乌齐县,35.82 ,58.41 ,5.77 ,24.11 ,1895,1486,374,35,28.65 ,6.72 ,21.93 ,3.40 ,538,97,676
丁青县,37.50 ,57.72 ,4.78 ,23.62 ,2387,1946,399,42,21.65 ,8.23 ,13.43 ,2.39 ,354,39,301
察雅县,33.96 ,59.58 ,6.46 ,24.05 ,2716,2120,528,68,22.48 ,6.60 ,15.88 ,2.20 ,185,75,731
八宿县,34.96 ,60.12 ,4.92 ,24.12 ,1582,1319,242,21,25.07 ,6.00 ,19.07 ,2.72 ,407,215,844
左贡县,32.27 ,62.40 ,5.33 ,25.87 ,1791,1429,336,26,27.13 ,7.27 ,19.86 ,3.22 ,273,175,514
芒康县,30.16 ,64.40 ,5.44 ,25.61 ,3183,2503,608,72,21.45 ,6.27 ,15.18 ,2.00 ,309,54,1157
洛隆县,37.44 ,57.76 ,4.80 ,23.22 ,1627,1313,292,22,28.25 ,7.15 ,21.10 ,3.03 ,419,99,251
边坝县,35.27 ,59.28 ,5.45 ,23.89 ,1394,1135,249,10,29.42 ,7.90 ,21.52 ,2.70 ,152,21,271
山南地区,28.68 ,66.41 ,4.92 ,27.74 ,13261,11155,2023,83,18.71 ,7.49 ,11.22 ,1.78 ,3499,3029,6966
乃东县,24.62 ,71.09 ,4.28 ,29.64 ,2160,1861,288,11,18.57 ,6.93 ,11.65 ,1.67 ,905,1578,5068
扎囊县,29.69 ,64.77 ,5.54 ,26.46 ,1605,1320,264,21,18.77 ,6.08 ,12.69 ,1.55 ,187,229,114
贡嘎县,30.97 ,64.12 ,4.91 ,26.64 ,1839,1540,283,16,18.78 ,7.06 ,11.72 ,1.87 ,394,464,593
桑日县,30.21 ,64.85 ,4.95 ,26.82 ,678,572,102,4,17.66 ,9.15 ,8.52 ,1.46 ,159,361,143
琼结县,27.06 ,67.45 ,5.49 ,28.30 ,784,648,131,5,20.51 ,7.27 ,13.24 ,2.12 ,224,48,76
曲松县,31.10 ,64.76 ,4.14 ,26.03 ,574,488,84,2,21.23 ,6.53 ,14.70 ,2.48 ,782,89,126
措美县,27.83 ,66.97 ,5.20 ,27.99 ,611,521,88,2,21.27 ,8.55 ,12.72 ,2.75 ,22,14,35
洛扎县,29.15 ,66.02 ,4.82 ,27.85 ,762,645,116,1,17.68 ,9.22 ,8.46 ,1.25 ,43,19,137
加查县,28.75 ,65.83 ,5.42 ,28.05 ,850,723,123,4,19.43 ,8.48 ,10.96 ,2.37 ,234,153,260
隆子县,29.65 ,65.72 ,4.63 ,28.10 ,1284,1095,185,4,18.27 ,8.03 ,10.24 ,1.96 ,178,45,153
错那县,24.93 ,69.01 ,6.05 ,29.20 ,776,632,139,5,17.04 ,7.17 ,9.87 ,1.38 ,272,17,214
浪卡子县,31.48 ,63.64 ,4.88 ,26.80 ,1338,1110,220,8,17.46 ,8.04 ,9.42 ,1.03 ,99,12,47
日喀则地区,33.13 ,62.35 ,4.52 ,25.80 ,23928,19727,3952,249,17.46 ,7.09 ,10.38 ,1.94 ,5261,4186,9909
日喀则市,27.35 ,68.56 ,4.10 ,27.98 ,3341,2773,537,31,13.22 ,5.53 ,7.69 ,0.84 ,1768,1717,6345
南木林县,36.89 ,58.80 ,4.31 ,23.88 ,2488,2060,397,31,18.58 ,7.61 ,10.97 ,2.40 ,212,35,79
江孜县,29.95 ,65.66 ,4.39 ,28.09 ,2314,1944,358,12,13.87 ,6.34 ,7.53 ,1.83 ,547,202,613
定日县,35.56 ,59.98 ,4.46 ,25.28 ,1782,1521,248,13,19.38 ,8.18 ,11.20 ,2.37 ,209,263,221
萨迦县,33.73 ,61.93 ,4.34 ,25.67 ,1546,1278,249,19,14.99 ,6.84 ,8.16 ,2.10 ,371,104,130
拉孜县,37.17 ,58.35 ,4.47 ,24.54 ,1734,1442,284,8,19.96 ,6.95 ,13.00 ,2.34 ,150,115,209
昂仁县,36.21 ,58.22 ,5.57 ,23.76 ,2041,1610,404,27,21.23 ,6.82 ,14.40 ,2.76 ,157,31,19
谢通门县,35.63 ,59.62 ,4.76 ,23.96 ,1614,1353,243,18,17.86 ,7.87 ,9.99 ,2.15 ,167,31,342
白朗县,33.38 ,62.15 ,4.47 ,25.32 ,1476,1200,250,26,16.44 ,5.91 ,10.53 ,2.48 ,169,65,113
仁布县,28.73 ,64.78 ,6.49 ,25.67 ,1471,1158,289,24,16.53 ,7.68 ,8.85 ,1.68 ,16,16,41
康马县,31.59 ,64.00 ,4.41 ,27.39 ,727,601,120,6,18.98 ,7.79 ,11.19 ,1.64 ,117,49,33
定结县,34.16 ,62.32 ,3.52 ,26.60 ,531,443,86,2,20.17 ,9.89 ,10.28 ,1.58 ,77,15,42
仲巴县,38.74 ,56.08 ,5.18 ,23.11 ,755,606,138,11,23.74 ,9.19 ,14.55 ,2.71 ,191,117,42
亚东县,25.86 ,69.30 ,4.84 ,31.29 ,487,397,87,3,14.68 ,6.17 ,8.51 ,0.74 ,339,648,526
吉隆县,35.54 ,59.77 ,4.68 ,24.52 ,473,383,85,5,21.16 ,8.18 ,12.98 ,1.97 ,57,76,136
聂拉木县,33.44 ,62.56 ,4.00 ,26.06 ,503,403,92,8,24.21 ,9.70 ,14.51 ,2.39 ,375,509,821
萨嘎县,37.65 ,58.29 ,4.06 ,23.39 ,410,345,61,4,22.77 ,7.42 ,15.35 ,3.33 ,138,155,134
