表6    各行业门类人口及三次产业人口比重（长表数据）,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,单位：人、%,
县市名,15岁及以上人口,各行业人口合计,,,,,,,,,,,,,,,,,三次产业人口占行业人口比重（%）,,,
,总        计,,农林牧渔业,采掘业,制造业,电力、煤气及,建筑业,地质勘查业、,交通运输、仓储,批发和零售,金融保险业,房地产业,社会服务业,卫生、体育和,教育、文化艺术及,科学研究和,国家机关、政党,其他行业,第一产业,第二产业,第三产业,
,,,,,,水的生产和供应业,,水利管理业,及邮电通信业,贸易、餐饮业,,,,社会福利业,广播电影电视业,综合技术服务业,机关和社会团体,,,,,
,,,,,,,,,,,,,,,,,,,,,,
岚皋县,10941,8617,6730,145,306,62,217,3,146,407,30,2,89,58,145,3,271,3,78.10,8.47,13.43,
平利县,15177,12000,9842,226,402,28,179,5,204,411,37,1,85,73,237,1,264,5,82.02,6.96,11.03,
镇坪县,4172,3396,2635,42,104,26,59,,83,132,1,,39,35,77,1,162,,77.59,6.80,15.61,
旬阳县,30444,25639,22409,133,538,25,252,12,357,718,63,,177,163,414,1,358,19,87.40,3.70,8.90,
白河县,13086,10428,9056,115,158,16,161,2,129,271,31,1,40,55,187,1,204,1,86.84,4.32,8.84,
商洛地区,164308,132652,114002,907,2523,352,1717,70,1505,3573,544,21,960,1031,2864,25,2422,136,85.94,4.15,9.91,
商州市,36837,29755,24738,52,793,113,522,31,417,920,176,7,257,311,727,3,658,30,83.14,4.97,11.89,
洛南县,31517,26174,23064,226,454,51,151,4,220,607,78,3,119,186,556,2,439,14,88.12,3.37,8.51,
丹凤县,20756,16443,14649,32,177,19,273,17,163,384,65,2,89,92,272,5,185,19,89.09,3.05,7.86,
商南县,15694,12661,10592,53,279,26,224,6,152,452,55,1,79,116,353,,257,16,83.66,4.60,11.74,
山阳县,27940,22457,20339,115,235,32,97,1,125,424,68,5,113,123,406,2,365,7,90.57,2.13,7.30,
镇安县,20492,16309,13662,267,402,47,167,9,230,507,74,2,183,133,329,8,289,,83.77,5.41,10.82,
柞水县,11072,8853,6958,162,183,64,283,2,198,279,28,1,120,70,221,5,229,50,78.59,7.82,13.59,
,,,,,,,,,,,,,,,,,,,,,,
甘肃省,1782343,1401803,1114326,13946,67235,8433,19024,2929,23997,51028,6826,1581,15721,11458,30831,3557,28101,2810,79.49,7.75,12.76,
兰州市,244654,158249,66251,2189,26230,2389,6977,438,6885,18039,2085,829,6937,2736,6892,2600,5842,930,41.87,23.88,34.26,
城关区,77171,43001,1598,120,8213,584,2989,120,3068,10267,1309,494,3893,1222,3044,1879,3607,594,3.72,27.69,68.60,
七里河区,37919,22098,4988,534,5184,631,1509,121,1548,3344,239,113,1353,659,946,207,648,74,22.57,35.56,41.87,
西固区,26606,16444,2882,37,6053,594,1436,5,764,1729,188,156,865,244,586,401,336,168,17.53,49.38,33.09,
安宁区,16121,7282,1338,29,2488,178,294,11,225,789,95,21,404,136,902,103,231,38,18.37,41.05,40.58,
红古区,10569,6952,2474,1330,1134,66,282,14,201,602,48,9,105,136,246,3,299,3,35.59,40.45,23.96,
永登县,34527,28022,22793,75,1899,237,258,100,579,729,109,33,181,165,506,5,328,25,81.34,8.81,9.85,
皋兰县,11555,9241,7580,32,349,58,93,35,279,251,42,,44,60,240,2,166,10,82.03,5.76,12.22,
榆中县,30186,25209,22598,32,910,41,116,32,221,328,55,3,92,114,422,,227,18,89.64,4.36,6.00,
嘉峪关市,12657,8137,1301,475,1805,283,531,10,1142,1012,112,118,363,219,292,83,334,57,15.99,38.02,45.99,
市辖区,12657,8137,1301,475,1805,283,531,10,1142,1012,112,118,363,219,292,83,334,57,15.99,38.02,45.99,
金昌市,33552,23806,13258,1140,2850,716,806,89,805,1541,248,22,516,370,659,71,584,131,55.69,23.15,21.15,
金川区,15739,9985,2740,1061,1829,399,637,35,453,1044,180,20,388,233,368,67,404,127,27.44,39.32,33.24,
永昌县,17813,13821,10518,79,1021,317,169,54,352,497,68,2,128,137,291,4,180,4,76.10,11.48,12.42,
白银市,115383,88165,68392,2319,5721,856,1138,411,1317,2277,422,42,535,713,2131,97,1736,58,77.57,11.38,11.05,
白银区,21276,13357,3735,576,4406,341,628,61,692,957,238,28,244,284,451,77,615,24,27.96,44.55,27.48,
平川区,13106,8884,4913,1618,290,385,233,74,147,314,47,10,121,172,319,5,227,9,55.30,28.43,16.27,
靖远县,29468,22641,20322,35,399,46,106,48,238,383,49,1,74,101,428,3,396,12,89.76,2.59,7.65,
会宁县,36219,30977,29304,38,199,38,39,69,85,240,34,1,36,71,556,6,261,,94.60,1.01,4.39,
景泰县,15314,12306,10118,52,427,46,132,159,155,383,54,2,60,85,377,6,237,13,82.22,5.34,12.44,
天水市,224350,174357,149732,101,7558,390,1868,261,2053,4181,555,105,1030,1097,2963,156,2136,171,85.88,5.69,8.44,
秦城区,44175,32286,23202,16,3537,125,594,84,455,1349,225,76,448,352,879,121,752,71,71.86,13.23,14.90,
北道区,39760,29523,23741,26,1857,80,324,139,698,855,113,22,280,245,672,18,421,32,80.42,7.75,11.84,
清水县,19579,16812,15612,8,155,26,30,5,131,241,35,,46,92,193,,218,20,92.86,1.30,5.84,
秦安县,37012,29449,27071,10,396,62,230,12,198,623,51,1,79,113,396,2,200,5,91.93,2.37,5.70,
甘谷县,36521,27550,24529,7,764,60,513,2,248,571,34,,66,125,362,4,248,17,89.03,4.88,6.09,
武山县,27949,23369,21600,13,465,23,137,8,183,307,53,5,74,100,231,6,156,8,92.43,2.73,4.84,
张家川回族自治县,19354,15368,13977,21,384,14,40,11,140,235,44,1,37,70,230,5,141,18,90.95,2.99,6.06,
酒泉地区,71787,55290,35530,1353,3834,599,1062,511,1916,4128,481,136,1369,709,1518,88,1605,451,64.26,12.39,23.35,
玉门市,14051,9711,4926,529,1554,256,149,157,312,761,71,57,223,148,243,12,260,53,50.73,25.62,23.65,
酒泉市,25680,20172,13212,36,1472,124,594,107,623,1804,199,21,450,284,558,51,622,15,65.50,11.04,23.47,
敦煌市,13594,10225,5893,369,418,162,205,182,401,860,85,50,526,132,379,21,235,307,57.63,11.29,31.08,
金塔县,9743,8188,7098,44,202,16,50,30,70,214,50,3,62,55,144,2,147,1,86.69,3.81,9.50,
肃北蒙古族自治县,949,802,363,156,16,11,3,6,14,33,14,,15,18,46,2,100,5,45.26,23.19,31.55,
阿克塞哈萨克族自治县,548,370,119,34,18,10,12,3,11,42,8,,11,12,11,,72,7,32.16,20.00,47.84,
安西县,7222,5822,3919,185,154,20,49,26,485,414,54,5,82,60,137,,169,63,67.31,7.01,25.68,
张掖地区,91667,75698,60332,711,3286,321,1024,360,1353,2942,383,53,846,670,1590,66,1653,108,79.70,7.06,13.24,
张掖市,36282,28959,21753,94,1690,144,363,230,683,1543,206,45,425,299,681,44,733,26,75.12,7.91,16.97,
肃南裕固族自治县,2822,2270,1700,68,45,15,13,5,39,117,14,1,24,24,69,4,130,2,74.89,6.21,18.90,
民乐县,16452,14423,13132,9,230,32,12,40,78,242,35,3,44,82,250,1,233,,91.05,1.96,6.99,
临泽县,10375,8851,7344,8,302,25,96,22,124,280,42,1,147,71,195,3,174,17,82.97,4.87,12.16,
高台县,11710,10029,8241,124,358,26,236,27,143,317,36,1,84,68,182,1,172,13,82.17,7.42,10.41,
山丹县,14026,11166,8162,408,661,79,304,36,286,443,50,2,122,126,213,13,211,50,73.10,13.00,13.90,
武威地区,127199,103711,88380,1244,2649,505,380,307,2015,2632,464,43,632,720,2209,77,1312,142,85.22,4.61,10.18,
武威市,67457,53668,43925,151,1921,325,290,166,1713,1772,301,38,451,430,1299,61,748,77,81.85,5.01,13.15,
民勤县,19937,15975,14136,67,279,87,27,62,83,411,77,,72,101,312,8,243,10,88.49,2.88,8.63,
古浪县,24093,20681,19376,48,169,46,22,60,71,201,51,,40,116,297,5,140,39,93.69,1.38,4.93,
天祝藏族自治县,15712,13387,10943,978,280,47,41,19,148,248,35,5,69,73,301,3,181,16,81.74,10.05,8.20,
定西地区,193299,163332,147740,122,3201,367,1438,143,1378,2571,392,31,706,766,2474,42,1886,75,90.45,3.14,6.41,
定西县,29991,24978,20775,10,721,113,570,68,380,661,130,10,194,203,580,13,524,26,83.17,5.66,11.17,
通渭县,27076,22913,21162,17,387,29,164,13,146,260,46,,45,76,345,2,219,2,92.36,2.61,5.04,
陇西县,32569,26618,22360,68,1225,65,474,39,477,654,56,20,185,185,486,5,312,7,84.00,6.88,9.11,
渭源县,23964,21231,20420,8,58,22,15,6,48,133,30,,31,67,213,8,163,9,96.18,0.49,3.33,
临洮县,36727,30683,28249,2,415,68,175,16,152,458,68,,143,150,485,1,289,12,92.07,2.15,5.78,
漳县,12064,10662,10109,1,78,27,4,,36,65,28,,10,36,146,9,113,,94.81,1.03,4.15,
岷县,30908,26247,24665,16,317,43,36,1,139,340,34,1,98,49,219,4,266,19,93.97,1.57,4.46,
陇南地区,186430,155696,141708,914,1602,424,646,77,1054,2391,360,14,626,819,2262,40,2664,95,91.02,2.30,6.68,
武都县,37579,31929,28911,47,280,95,177,11,289,580,88,4,132,203,436,16,626,34,90.55,1.88,7.58,
宕昌县,19933,17554,16886,8,54,19,10,2,40,116,18,2,8,61,154,2,174,,96.19,0.52,3.29,
成县,17856,14898,12927,171,237,50,69,21,124,252,52,4,81,105,435,13,344,13,86.77,3.54,9.69,
康县,14918,12495,11514,20,117,28,20,5,86,176,34,1,32,57,188,1,211,5,92.15,1.48,6.37,
文县,16643,14155,12805,46,112,95,61,2,109,227,33,,56,59,218,1,330,1,90.46,2.22,7.32,
西和县,25618,19916,18361,316,187,35,32,6,69,275,23,2,33,66,245,3,258,5,92.19,2.86,4.95,
礼县,34145,28332,26345,81,245,51,169,17,120,292,62,1,145,115,315,1,372,1,92.99,1.93,5.09,
两当县,3759,3029,2439,47,67,12,28,,49,83,14,,25,36,74,1,141,13,80.52,5.08,14.39,
徽县,15979,13388,11520,178,303,39,80,13,168,390,36,,114,117,197,2,208,23,86.05,4.48,9.47,
平凉地区,143413,116256,99937,1348,2835,351,1299,139,1360,2674,366,49,626,796,2001,96,1931,448,85.96,5.02,9.02,
平凉市,30542,22309,16543,27,1227,176,447,76,711,974,164,28,306,273,441,66,546,304,74.15,8.41,17.43,
泾川县,21061,17792,16111,6,230,35,158,5,109,322,35,8,66,111,255,14,320,7,90.55,2.41,7.04,
灵台县,14489,12281,10828,2,215,20,109,11,92,324,29,4,79,85,262,2,207,12,88.17,2.82,9.01,
崇信县,6717,5673,4716,332,88,17,53,1,47,90,21,1,28,32,96,1,150,,83.13,8.64,8.23,
华亭县,12177,9794,7253,943,302,65,68,3,139,302,45,,51,76,176,2,250,119,74.06,14.07,11.87,
庄浪县,27960,23639,22018,31,234,13,196,26,117,307,27,8,46,78,324,9,202,3,93.14,2.01,4.85,
静宁县,30467,24768,22468,7,539,25,268,17,145,355,45,,50,141,447,2,256,3,90.71,3.39,5.90,
庆阳地区,166964,134836,118219,1747,2341,470,555,86,1267,2597,462,122,555,850,2959,48,2501,57,87.68,3.79,8.53,
西峰市,22624,16669,12114,4,838,128,279,60,407,903,123,16,245,239,617,40,653,3,72.67,7.49,19.83,
庆阳县,22475,16927,12497,1498,462,173,70,,493,527,95,99,73,161,428,1,338,12,73.83,13.01,13.16,
环县,21686,18014,16730,18,214,28,31,9,71,193,43,5,51,83,312,1,206,19,92.87,1.62,5.51,
华池县,8972,7349,6369,216,76,10,12,7,49,143,30,,43,38,175,,178,3,86.66,4.27,9.06,
合水县,10288,8780,7854,4,149,12,12,,47,161,37,2,19,76,178,,229,,89.45,2.02,8.53,
正宁县,13703,11059,9925,2,145,21,13,6,37,202,36,,49,75,322,3,220,3,89.75,1.64,8.62,
宁县,33543,27372,25425,3,330,68,123,4,124,325,59,,66,100,441,3,289,12,92.89,1.91,5.20,
镇原县,33673,28666,27305,2,127,30,15,,39,143,39,,9,78,486,,388,5,95.25,0.61,4.14,
临夏回族自治州,125905,107375,93024,52,2585,536,1078,74,880,3129,317,15,728,670,1528,46,2646,67,86.63,3.96,9.41,
临夏市,14780,10326,4478,5,1079,156,346,5,361,1476,158,11,435,237,476,33,1066,4,43.37,15.36,41.27,
临夏县,24202,21293,18668,15,536,39,435,15,150,733,18,2,71,83,257,2,268,1,87.67,4.81,7.51,
康乐县,16087,14126,13385,2,49,19,18,9,25,117,33,,22,50,166,2,222,7,94.75,0.62,4.62,
永靖县,13588,11182,9028,10,629,247,114,36,181,278,52,2,103,90,205,4,184,19,80.74,8.94,10.32,
广河县,13081,11016,10228,7,78,14,13,4,77,124,19,,29,37,149,2,214,21,92.85,1.02,6.14,
和政县,12401,10911,9885,5,132,26,111,4,40,180,21,,38,64,126,,271,8,90.60,2.51,6.89,
东乡族自治县,16861,15354,14955,,21,15,20,1,18,46,5,,3,32,58,,178,2,97.40,0.36,2.23,
积石山东乡族保安族撒拉族自治县,14905,13167,12397,8,61,20,21,,28,175,11,,27,77,91,3,243,5,94.15,0.84,5.01,
甘南藏族自治州,45083,36895,30522,231,738,226,222,23,572,914,179,2,252,323,1353,47,1271,20,82.73,3.84,13.43,
合作市,5573,3825,1928,16,265,45,119,14,197,290,62,,102,79,307,24,371,6,50.41,11.63,37.96,
临潭县,9682,8351,7761,10,64,38,5,,123,56,17,,8,33,100,1,135,,92.93,1.40,5.66,
卓尼县,6705,5730,5100,,47,40,26,,23,80,10,,11,30,193,,170,,89.01,1.97,9.02,
舟曲县,9179,7910,7189,36,99,23,37,7,46,95,28,,14,66,116,2,152,,90.88,2.47,6.65,
迭部县,3652,2864,2302,23,49,36,15,1,48,62,21,2,23,32,130,3,111,6,80.38,4.29,15.33,
玛曲县,2655,2262,1585,140,87,11,1,,30,100,8,,27,27,132,3,105,6,70.07,10.57,19.36,
碌曲县,2039,1661,1306,1,16,9,7,,29,46,11,,18,12,126,,79,1,78.63,1.99,19.39,
夏河县,5598,4292,3351,5,111,24,12,1,76,185,22,,49,44,249,14,148,1,78.08,3.54,18.38,
,,,,,,,,,,,,,,,,,,,,,,
青海省,343460,260036,188465,2693,14066,2187,4976,879,6755,13902,1803,283,4555,2916,7107,649,8323,477,72.48,9.20,18.32,
西宁市,139575,96845,56795,558,8985,1147,3337,523,3718,8716,1070,223,3135,1559,3239,478,3023,339,58.65,14.48,26.87,
城东区,20610,10325,887,34,1340,190,728,115,1579,2732,137,64,1067,376,498,57,444,77,8.59,22.20,69.21,
城中区,11814,5893,168,20,973,48,307,26,329,1301,289,54,593,353,410,61,919,42,2.85,22.87,74.27,
城西区,17670,9458,832,30,1179,295,892,190,686,1827,407,57,729,365,912,308,735,14,8.80,25.33,65.87,
城北区,16699,9637,2606,21,2843,344,702,54,442,1314,86,37,425,138,311,31,199,84,27.04,40.57,32.39,
大通回族土族自治县,30097,25014,20331,374,1682,210,209,90,219,693,68,2,199,154,454,11,306,12,81.28,9.89,8.83,
湟中县,32874,28599,25264,75,760,38,419,44,296,609,46,9,83,124,456,9,264,103,88.34,4.52,7.14,
湟源县,9811,7919,6707,4,208,22,80,4,167,240,37,,39,49,198,1,156,7,84.70,3.97,11.34,
海东地区,99375,83404,73062,111,2647,223,565,164,710,1767,250,17,456,377,1703,41,1264,47,87.60,4.25,8.15,
平安县,7916,6119,3939,48,627,76,155,46,164,362,85,4,72,60,178,13,270,20,64.37,14.81,20.82,
民和回族土族自治县,24014,19684,17218,19,715,35,127,21,206,485,48,8,142,76,340,8,225,11,87.47,4.55,7.98,
乐都县,19275,15760,13669,10,635,26,111,65,140,345,54,3,101,84,359,3,149,6,86.73,4.96,8.31,
互助土族自治县,26146,22719,20915,19,436,42,98,16,32,279,41,,80,84,434,11,229,3,92.06,2.62,5.32,
化隆回族自治县,14746,13195,12261,13,100,7,49,12,43,177,17,2,19,36,265,6,184,4,92.92,1.28,5.80,
循化撒拉族自治县,7278,5927,5060,2,134,37,25,4,125,119,5,,42,37,127,,207,3,85.37,3.34,11.29,
海北藏族自治州,17553,13972,11307,304,292,137,76,5,227,468,73,,123,142,317,18,474,9,80.93,5.79,13.28,
门源回族自治县,9608,7768,6952,53,122,24,23,3,56,170,22,,34,65,130,1,111,2,89.50,2.86,7.65,
祁连县,3023,2259,1527,167,60,27,13,1,68,144,15,,28,29,49,11,118,2,67.60,11.82,20.58,
海晏县,2240,1788,1159,6,76,65,30,1,37,66,29,,36,31,73,6,172,1,64.82,9.90,25.28,
刚察县,2682,2157,1669,78,34,21,10,,66,88,7,,25,17,65,,73,4,77.38,6.63,15.99,
黄南藏族自治州,13906,10963,8950,8,213,138,198,15,89,275,63,,75,134,338,8,441,18,81.64,5.08,13.28,
同仁县,5321,3866,2944,5,131,33,40,6,43,85,38,,38,60,248,4,181,10,76.15,5.41,18.44,
尖扎县,3714,3117,2414,2,58,96,154,7,22,77,17,,22,43,49,2,152,2,77.45,9.95,12.61,
泽库县,3080,2479,2311,1,9,2,1,1,5,41,5,,4,12,20,1,64,2,93.22,0.52,6.25,
河南蒙古族自治县,1791,1501,1281,,15,7,3,1,19,72,3,,11,19,21,1,44,4,85.34,1.67,12.99,
海南藏族自治州,25195,19637,15617,13,654,172,217,53,256,659,102,2,215,189,467,16,988,17,79.53,5.38,15.09,
共和县,7382,5398,3854,7,234,52,90,39,118,223,61,2,99,79,194,12,330,4,71.40,7.10,21.51,
同德县,3336,2706,2070,4,160,12,3,1,20,59,5,,8,12,35,3,306,8,76.50,6.61,16.89,
贵德县,6906,5521,4620,,123,19,96,1,68,172,17,,50,48,123,1,181,2,83.68,4.31,12.01,
兴海县,3475,2796,2192,2,108,76,23,3,37,149,12,,25,25,50,,91,3,78.40,7.47,14.13,
贵南县,4096,3216,2881,,29,13,5,9,13,56,7,,33,25,65,,80,,89.58,1.46,8.96,
果洛藏族自治州,8521,6683,5329,11,83,46,50,1,100,201,30,,35,84,182,13,505,13,79.74,2.84,17.42,
玛沁县,2227,1639,1107,4,36,32,42,,47,56,20,,27,37,86,6,135,4,67.54,6.96,25.50,
班玛县,1529,1299,1100,,7,7,3,,13,23,1,,1,14,19,1,110,,84.68,1.31,14.01,
甘德县,1547,1271,1092,,13,1,1,,5,24,2,,4,14,31,1,83,,85.92,1.18,12.90,
达日县,1512,1184,1020,1,15,2,,1,19,30,3,,1,3,12,2,75,,86.15,1.52,12.33,
久治县,1152,928,815,5,10,3,1,,4,22,3,,1,7,11,2,44,,87.82,2.05,10.13,
玛多县,554,362,195,1,2,1,3,,12,46,1,,1,9,23,1,58,9,53.87,1.93,44.20,
玉树藏族自治州,16048,11628,9858,3,135,30,14,5,71,289,23,,43,109,263,10,770,5,84.78,1.57,13.66,
玉树县,5005,3426,2623,,90,21,8,,30,117,17,,34,58,125,7,295,1,76.56,3.47,19.96,
杂多县,2422,1606,1419,,5,,2,,15,35,2,,,11,12,,104,1,88.36,0.44,11.21,
称多县,2612,1955,1723,,15,1,2,3,4,11,1,,3,14,63,,115,,88.13,0.92,10.95,
治多县,1485,1123,935,,15,2,,,9,55,1,,2,7,15,,81,1,83.26,1.51,15.23,
囊谦县,3112,2403,2215,3,8,3,2,2,3,32,1,,1,11,33,2,86,1,92.18,0.67,7.16,
曲麻莱县,1412,1115,943,,2,3,,,10,39,1,,3,8,15,1,89,1,84.57,0.45,14.98,
海西蒙古族藏族自治州,23287,16904,7547,1685,1057,294,519,113,1584,1527,192,41,473,322,598,65,858,29,44.65,21.03,34.32,
格尔木市,9310,6374,1705,513,709,116,341,67,998,941,87,41,283,104,215,22,218,14,26.75,26.34,46.91,
德令哈市,6263,4461,1461,974,243,142,131,25,302,315,87,,129,128,181,35,302,6,32.75,33.40,33.85,
乌兰县,2631,1955,1196,177,18,9,15,12,219,66,13,,10,38,82,2,93,5,61.18,11.20,27.62,
都兰县,3924,3197,2505,17,60,25,26,7,46,156,2,,34,39,88,5,187,,78.35,4.00,17.64,
天峻县,1159,917,680,4,27,2,6,2,19,49,3,,17,13,32,1,58,4,74.15,4.25,21.59,
,,,,,,,,,,,,,,,,,,,,,,
宁夏回族自治区,387340,294221,188102,5412,25153,2836,10365,1005,9085,20497,2158,673,6973,3385,9134,741,8299,403,63.93,14.88,21.19,
银川市,90363,61515,24045,224,9198,615,3616,325,2697,8449,981,506,3502,1199,2732,525,2691,210,39.09,22.19,38.72,
城区,22762,13885,172,14,1832,276,1010,93,841,3133,718,251,1481,631,1169,354,1777,133,1.24,22.56,76.20,
新城区,20310,10997,1311,85,3961,190,963,118,734,1293,104,126,668,277,739,139,255,34,11.92,47.28,40.80,
郊区,19869,14567,6174,107,1601,73,1138,52,522,3016,57,120,999,107,264,19,289,29,42.38,20.04,37.58,
永宁县,13983,11129,8026,6,1001,36,252,39,349,547,55,4,194,114,278,11,214,3,72.12,11.64,16.25,
贺兰县,13439,10937,8362,12,803,40,253,23,251,460,47,5,160,70,282,2,156,11,76.46,10.13,13.41,
石嘴山市,51693,35794,15606,3334,5784,881,1310,70,1320,3192,324,75,966,564,1114,44,1160,50,43.60,31.59,24.81,
大武口区,10545,6329,280,466,1909,352,573,8,389,925,122,47,359,149,343,27,365,15,4.42,52.14,43.43,
石嘴山区,9423,5446,91,895,2007,391,327,13,226,673,77,20,198,176,205,9,121,17,1.67,66.47,31.86,
石炭井区,4636,2299,76,1459,156,48,28,,63,176,7,2,87,45,81,,62,9,3.31,73.55,23.14,
平罗县,19355,15588,10842,451,1168,54,270,39,460,1126,94,5,244,140,327,4,357,7,69.55,12.46,17.98,
陶乐县,2147,1735,1323,6,44,12,20,6,35,81,6,1,15,18,67,3,96,2,76.25,4.73,19.02,
惠农县,5587,4397,2994,57,500,24,92,4,147,211,18,,63,36,91,1,159,,68.09,15.31,16.60,
吴忠市,133412,106076,70578,1588,8319,1048,3940,488,3808,6662,609,82,2029,1013,2919,110,2776,107,66.54,14.04,19.42,
利通区,22166,16982,8320,55,2482,168,1043,266,824,1871,156,24,369,214,537,28,624,1,48.99,22.07,28.94,
红寺堡区,3118,2809,2609,1,9,1,54,6,9,48,,,7,9,30,1,25,,92.88,2.31,4.81,
中卫县,22984,18784,12173,136,1692,64,780,42,998,1289,102,25,486,179,422,29,345,22,64.81,14.22,20.97,
中宁县,17425,14115,10338,49,601,133,536,57,404,876,84,4,290,96,338,3,283,23,73.24,9.34,17.41,
盐池县,10833,8198,5494,228,437,47,296,16,381,402,51,3,168,76,313,18,249,19,67.02,12.30,20.69,
同心县,20710,16591,14101,82,265,21,193,27,269,570,30,,78,90,441,5,413,6,84.99,3.38,11.63,
青铜峡市,18392,14983,9171,58,1805,509,530,41,499,787,98,8,348,193,471,17,433,15,61.21,19.37,19.42,
灵武市,17784,13614,8372,979,1028,105,508,33,424,819,88,18,283,156,367,9,404,21,61.50,19.24,19.26,
固原地区,111872,90836,77873,266,1852,292,1499,122,1260,2194,244,10,476,609,2369,62,1672,36,85.73,4.30,9.97,
固原县,31554,24507,19320,81,710,140,578,23,603,1034,115,3,247,239,743,35,623,13,78.83,6.16,15.01,
海原县,21054,17370,15416,9,232,48,143,25,274,326,33,5,57,87,411,8,294,2,88.75,2.49,8.76,
西吉县,24764,21323,19840,8,216,28,52,30,109,160,32,,54,110,443,12,224,5,93.05,1.43,5.53,
隆德县,13528,10862,8806,75,408,26,432,28,145,261,28,1,56,62,315,3,203,13,81.07,8.66,10.27,
泾源县,5539,4517,3686,13,95,19,129,1,67,146,14,,32,37,143,1,134,,81.60,5.67,12.73,
彭阳县,15433,12257,10805,80,191,31,165,15,62,267,22,1,30,74,314,3,194,3,88.15,3.81,8.04,
,,,,,,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,1390269,982142,603406,12205,73621,10082,31380,5536,30986,77932,7941,2198,28681,14862,37080,2567,36725,6940,61.44,12.96,25.60,
乌鲁木齐市,168503,98215,7993,1132,20639,2026,8389,323,7955,21902,1510,1284,9096,2603,5145,1170,5916,1132,8.14,32.77,59.09,
天山区,40684,22667,81,35,3381,303,1709,33,841,5354,779,268,2519,1012,2136,695,3275,246,0.36,23.95,75.70,
沙依巴克区,36174,21894,1006,278,5981,174,1769,239,1765,5523,321,394,2113,576,739,94,726,196,4.59,37.46,57.94,
新市区,25453,14222,36,28,2877,265,1338,17,2427,2433,114,299,1721,467,1050,171,549,430,0.25,31.70,68.05,
水磨沟区,16151,9406,82,166,2320,1018,1247,14,341,1568,165,147,1109,179,366,136,528,20,0.87,50.51,48.62,
头屯河区,10778,6033,773,6,1526,6,427,4,1269,956,28,131,273,137,148,7,257,85,12.81,32.57,54.62,
南泉区,997,573,,248,118,53,27,1,24,41,,,27,2,17,,5,10,0.00,77.84,22.16,
东山区,9347,3327,198,34,1292,179,168,9,210,248,31,19,214,100,316,55,197,57,5.95,50.29,43.76,
乌鲁木齐县,28919,20093,5817,337,3144,28,1704,6,1078,5779,72,26,1120,130,373,12,379,88,28.95,25.94,45.11,
克拉玛依市,29894,20476,617,2268,3405,1048,1841,150,2192,2670,420,146,1402,550,1071,545,938,1213,3.01,41.81,55.17,
独山子区,9936,7541,84,2,2125,611,592,2,602,940,186,66,669,200,377,303,370,412,1.11,44.16,54.73,
克拉玛依区,12837,8047,242,1213,746,321,491,50,1105,1160,201,44,458,274,492,235,509,506,3.01,34.44,62.56,
白碱滩区,5511,3593,96,689,471,93,508,98,424,476,19,33,209,62,136,7,21,251,2.67,49.01,48.32,
乌尔禾区,1610,1295,195,364,63,23,250,,61,94,14,3,66,14,66,,38,44,15.06,54.05,30.89,
吐鲁番地区,43287,33226,23149,110,1052,443,865,103,665,2033,366,13,768,524,1443,6,1660,26,69.67,7.43,22.89,
吐鲁番市,23678,17329,10742,78,571,370,637,88,335,1458,274,7,607,273,801,6,1074,8,61.99,9.56,28.46,
鄯善县,12477,10326,8072,18,346,50,218,6,140,441,52,6,121,184,356,,300,16,78.17,6.12,15.71,
托克逊县,7132,5571,4335,14,135,23,10,9,190,134,40,,40,67,286,,286,2,77.81,3.27,18.92,
哈密地区,47488,30959,16433,1152,2582,346,1535,218,1298,3020,191,75,1059,445,1043,74,1153,335,53.08,18.14,28.78,
哈密市,38278,24524,11720,1131,2404,285,1496,186,1150,2577,166,75,982,381,773,73,832,293,47.79,21.68,30.53,
巴里坤哈萨克自治县,6546,4467,3179,19,169,27,27,30,135,355,19,,61,44,173,1,186,42,71.17,5.42,23.42,
伊吾县,2664,1968,1534,2,9,34,12,2,13,88,6,,16,20,97,,135,,77.95,2.90,19.16,
昌吉回族自治州,121073,83048,47329,2063,5900,1014,3595,665,2759,8005,1186,233,2317,1583,3126,134,2777,362,56.99,15.14,27.87,
昌吉市,31297,19957,5380,505,2103,109,1660,198,1029,3972,737,155,1076,448,1052,92,1398,43,26.96,21.93,51.11,
阜康市,13829,9665,5227,789,510,328,426,42,279,852,151,19,278,280,319,3,151,11,54.08,21.24,24.68,
米泉市,14186,8007,3156,682,1214,20,726,88,381,805,24,2,245,63,450,2,127,22,39.42,33.00,27.59,
呼图壁县,16590,11738,8638,11,555,113,100,201,390,648,102,2,192,124,299,2,312,49,73.59,6.64,19.77,
玛纳斯县,14343,10455,7102,30,709,331,346,66,212,608,56,50,203,116,253,,242,131,67.93,13.54,18.53,
奇台县,16328,12153,9505,9,324,86,189,33,222,665,32,4,193,306,383,26,115,61,78.21,5.00,16.79,
吉木萨尔县,8424,6652,5131,9,275,16,108,25,99,252,17,,73,187,212,,210,38,77.13,6.13,16.73,
木垒哈萨克自治县,6076,4421,3190,28,210,11,40,12,147,203,67,1,57,59,158,9,222,7,72.16,6.54,21.31,
博尔塔拉蒙古自治州,31241,23269,12699,142,1505,306,596,89,1348,2017,356,25,714,602,983,42,1720,125,54.57,10.95,34.47,
博乐市,16502,12095,5348,127,914,154,399,36,1104,1129,253,19,520,338,526,36,1141,51,44.22,13.18,42.60,
