表7    人口婚姻状况和妇女生育状况（长表数据）,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,单位：人,,
县市名,15岁及以上人口,,,未婚,,,初婚有配偶,,,再婚有配偶,,,离婚,,,丧偶,,,15—50岁妇女,,,
,合计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,平均活产子女数,平均存活子女数,,
,,,,,,,,,,,,,,,,,,,,,,
湛江市,384097,196793,187304,98463,60423,38040,260474,127307,133167,3789,1838,1951,2015,1512,503,19356,5713,13643,1.91,1.90,,
赤坎区,17047,8364,8683,5072,2661,2411,11019,5417,5602,184,118,66,161,62,99,611,106,505,0.92,0.91,,
霞山区,29197,14579,14618,7689,4375,3314,19757,9597,10160,436,279,157,291,125,166,1024,203,821,1.03,1.02,,
坡头区,20360,10527,9833,5639,3501,2138,13330,6540,6790,208,101,107,93,72,21,1090,313,777,1.99,1.97,,
麻章区,26613,13954,12659,8572,5307,3265,16358,8061,8297,246,116,130,141,117,24,1296,353,943,1.87,1.86,,
遂溪县,51783,26825,24958,13056,8133,4923,35597,17607,17990,392,174,218,212,163,49,2526,748,1778,1.95,1.94,,
徐闻县,40541,20711,19830,9797,5869,3928,28193,13987,14206,369,182,187,150,123,27,2032,550,1482,1.86,1.85,,
廉江市,73525,37973,35552,15869,10330,5539,51875,25401,26474,871,369,502,424,379,45,4486,1494,2992,2.12,2.10,,
雷州市,76959,40025,36934,20217,12517,7700,52223,25742,26481,579,287,292,375,335,40,3565,1144,2421,2.19,2.17,,
吴川市,48072,23835,24237,12552,7730,4822,32122,14955,17167,504,212,292,168,136,32,2726,802,1924,2.11,2.10,,
茂名市,317808,160412,157396,73405,46095,27310,218963,105030,113933,3597,1648,1949,1620,1310,310,20223,6329,13894,1.93,1.91,,
茂南区,43548,22072,21476,10893,6403,4490,29980,14753,15227,442,251,191,264,143,121,1969,522,1447,1.45,1.42,,
电白县,89903,46255,43648,24378,15175,9203,59604,28906,30698,851,386,465,336,288,48,4734,1500,3234,2.06,2.05,,
高州市,72889,36446,36443,13586,8802,4784,52763,25278,27485,822,380,442,423,361,62,5295,1625,3670,1.87,1.85,,
化州市,58765,29513,29252,14154,9032,5122,39389,18552,20837,747,298,449,309,272,37,4166,1359,2807,2.01,1.98,,
信宜市,52703,26126,26577,10394,6683,3711,37227,17541,19686,735,333,402,288,246,42,4059,1323,2736,2.11,2.08,,
肇庆市,226783,110538,116245,52663,31339,21324,154180,73493,80687,2303,1120,1183,1039,654,385,16598,3932,12666,1.63,1.62,,
端州区,29070,13976,15094,9293,4558,4735,18270,8986,9284,255,174,81,269,99,170,983,159,824,0.76,0.76,,
鼎湖区,9457,4482,4975,1987,1098,889,6650,3194,3456,77,44,33,27,18,9,716,128,588,1.51,1.50,,
广宁县,27900,13482,14418,5650,3604,2046,19312,8965,10347,379,169,210,117,82,35,2442,662,1780,1.71,1.70,,
怀集县,42400,20092,22308,9864,5914,3950,28503,12916,15587,481,203,278,184,164,20,3368,895,2473,2.20,2.18,,
封开县,25109,12607,12502,5243,3491,1752,17454,8393,9061,245,126,119,85,62,23,2082,535,1547,1.92,1.90,,
德庆县,20952,10988,9964,5094,3540,1554,13932,6834,7098,216,92,124,100,80,20,1610,442,1168,1.67,1.66,,
高要市,43107,20838,22269,9337,5507,3830,29911,14406,15505,333,152,181,96,65,31,3430,708,2722,1.64,1.63,,
四会市,28788,14073,14715,6195,3627,2568,20148,9799,10349,317,160,157,161,84,77,1967,403,1564,1.41,1.39,,
惠州市,228784,112621,116163,73523,38507,35016,142139,70302,71837,2090,1041,1049,935,600,335,10097,2171,7926,1.28,1.26,,
惠城区,44780,21321,23459,16523,7674,8849,26634,13177,13457,316,189,127,226,110,116,1081,171,910,0.84,0.83,,
博罗县,54666,27402,27264,15215,8591,6624,35825,17726,18099,626,296,330,203,146,57,2797,643,2154,1.46,1.45,,
惠东县,46406,23221,23185,13199,7547,5652,29976,14722,15254,397,198,199,208,143,65,2626,611,2015,1.62,1.61,,
龙门县,18532,9673,8859,3976,2746,1230,13018,6413,6605,335,161,174,102,78,24,1101,275,826,1.91,1.90,,
惠阳市,64400,31004,33396,24610,11949,12661,36686,18264,18422,416,197,219,196,123,73,2492,471,2021,1.09,1.07,,
梅州市,251286,122681,128605,50198,31337,18861,176680,84212,92468,4322,2057,2265,1855,1364,491,18231,3711,14520,1.84,1.82,,
梅江区,23301,11546,11755,5805,3307,2498,15783,7736,8047,417,236,181,212,113,99,1084,154,930,1.12,1.11,,
梅县,37125,18262,18863,6356,4063,2293,26907,13158,13749,761,347,414,307,223,84,2794,471,2323,1.72,1.70,,
大埔县,23743,11619,12124,3863,2665,1198,17105,8149,8956,531,234,297,218,176,42,2026,395,1631,1.96,1.94,,
丰顺县,28925,14499,14426,6342,3942,2400,20130,9781,10349,291,129,162,162,137,25,2000,510,1490,2.02,2.01,,
五华县,50538,23896,26642,11247,6751,4496,34342,15590,18752,713,323,390,346,293,53,3890,939,2951,2.15,2.13,,
平远县,15550,7666,7884,2265,1473,792,11709,5694,6015,455,234,221,110,72,38,1011,193,818,1.77,1.74,,
蕉岭县,14459,7227,7232,2443,1604,839,10425,5157,5268,413,182,231,165,118,47,1013,166,847,1.59,1.56,,
兴宁市,57645,27966,29679,11877,7532,4345,40279,18947,21332,741,372,369,335,232,103,4413,883,3530,1.87,1.86,,
汕尾市,147873,74896,72977,41687,24423,17264,96125,47101,49024,1325,552,773,942,782,160,7794,2038,5756,2.11,2.10,,
城区,26672,13427,13245,7988,4605,3383,17085,8382,8703,199,81,118,145,114,31,1255,245,1010,1.76,1.75,,
海丰县,42164,21431,20733,12194,7144,5050,26710,13219,13491,519,203,316,327,269,58,2414,596,1818,1.87,1.86,,
陆河县,13302,6571,6731,3018,1883,1135,9195,4278,4917,177,63,114,101,84,17,811,263,548,2.29,2.27,,
陆丰市,65735,33467,32268,18487,10791,7696,43135,21222,21913,430,205,225,369,315,54,3314,934,2380,2.37,2.36,,
河源市,147485,72561,74924,29725,18677,11048,103030,49057,53973,2726,1345,1381,1144,885,259,10860,2597,8263,1.96,1.93,,
源城区,16034,7862,8172,3603,2053,1550,11413,5498,5915,200,115,85,102,54,48,716,142,574,1.41,1.40,,
紫金县,31942,15720,16222,6361,3999,2362,22365,10747,11618,540,264,276,246,191,55,2430,519,1911,2.07,2.05,,
龙川县,37547,17985,19562,7755,4745,3010,26082,12073,14009,573,272,301,255,197,58,2882,698,2184,2.00,1.98,,
连平县,18804,9418,9386,3845,2522,1323,13152,6316,6836,314,150,164,146,111,35,1347,319,1028,1.92,1.89,,
和平县,22950,11338,11612,4634,2974,1660,15725,7421,8304,631,322,309,201,163,38,1759,458,1301,2.04,2.01,,
东源县,20208,10238,9970,3527,2384,1143,14293,7002,7291,468,222,246,194,169,25,1726,461,1265,2.11,2.09,,
阳江市,146828,74348,72480,34516,21752,12764,100952,48919,52033,1896,780,1116,857,646,211,8607,2251,6356,1.65,1.64,,
江城区,37546,18567,18979,9190,5378,3812,26008,12517,13491,378,190,188,198,112,86,1772,370,1402,1.39,1.38,,
阳西县,25272,12905,12367,6106,4059,2047,17042,8173,8869,361,110,251,135,116,19,1628,447,1181,1.90,1.88,,
阳东县,28187,14546,13641,6941,4446,2495,19200,9424,9776,301,122,179,159,141,18,1586,413,1173,1.77,1.75,,
阳春市,55823,28330,27493,12279,7869,4410,38702,18805,19897,856,358,498,365,277,88,3621,1021,2600,1.68,1.66,,
清远市,211402,107399,104003,45823,29626,16197,146428,71463,74965,3248,1513,1735,1441,1020,421,14462,3777,10685,1.77,1.75,,
清城区,35854,17772,18082,7883,4673,3210,25425,12345,13080,399,212,187,229,128,101,1918,414,1504,1.42,1.41,,
佛冈县,16806,8704,8102,3794,2604,1190,11461,5643,5818,252,113,139,119,83,36,1180,261,919,1.86,1.83,,
阳山县,25177,12701,12476,5362,3539,1823,17065,8245,8820,461,184,277,160,122,38,2129,611,1518,2.05,2.02,,
连山壮族瑶族自治县,6819,3626,3193,1573,1079,494,4606,2289,2317,159,66,93,60,48,12,421,144,277,1.89,1.86,,
连南瑶族自治县,9444,4835,4609,2017,1304,713,6443,3166,3277,324,149,175,89,61,28,571,155,416,1.76,1.69,,
清新县,35082,17655,17427,7641,4945,2696,24161,11654,12507,439,173,266,185,143,42,2656,740,1916,1.86,1.85,,
英德市,53139,27109,26030,10904,7169,3735,37588,18404,19184,730,406,324,361,245,116,3556,885,2671,1.85,1.83,,
连州市,29081,14997,14084,6649,4313,2336,19679,9717,9962,484,210,274,238,190,48,2031,567,1464,1.67,1.65,,
东莞市,533625,245555,288070,294749,124241,170508,230039,118659,111380,1474,918,556,885,451,434,6478,1286,5192,0.57,0.57,,
市辖区,533625,245555,288070,294749,124241,170508,230039,118659,111380,1474,918,556,885,451,434,6478,1286,5192,0.57,0.57,,
中山市,183918,89176,94742,68477,32858,35619,107490,54004,53486,1082,593,489,813,431,382,6056,1290,4766,0.91,0.90,,
市辖区,183918,89176,94742,68477,32858,35619,107490,54004,53486,1082,593,489,813,431,382,6056,1290,4766,0.91,0.90,,
潮州市,169355,84202,85153,39966,23159,16807,116071,57787,58284,1260,530,730,478,347,131,11580,2379,9201,1.51,1.49,,
湘桥区,26800,13101,13699,6059,3304,2755,18936,9395,9541,176,94,82,91,44,47,1538,264,1274,1.14,1.14,,
潮安县,80657,40133,40524,18439,10756,7683,55626,27832,27794,600,239,361,209,165,44,5783,1141,4642,1.56,1.55,,
饶平县,61898,30968,30930,15468,9099,6369,41509,20560,20949,484,197,287,178,138,40,4259,974,3285,1.60,1.58,,
揭阳市,329054,165142,163912,92275,52112,40163,213175,106238,106937,2025,821,1204,1124,921,203,20455,5050,15405,1.80,1.79,,
榕城区,42066,20932,21134,10084,5692,4392,29094,14505,14589,326,142,184,99,68,31,2463,525,1938,1.58,1.57,,
揭东县,70519,35496,35023,17345,10268,7077,47243,23680,23563,496,171,325,220,183,37,5215,1194,4021,1.66,1.64,,
揭西县,45680,22923,22757,12049,6956,5093,29928,14773,15155,480,185,295,212,171,41,3011,838,2173,1.76,1.75,,
惠来县,60438,29950,30488,20473,11161,9312,35893,17661,18232,185,99,86,168,148,20,3719,881,2838,1.93,1.93,,
普宁市,110351,55841,54510,32324,18035,14289,71017,35619,35398,538,224,314,425,351,74,6047,1612,4435,1.91,1.91,,
云浮市,139802,69759,70043,31996,20371,11625,95086,45482,49604,1505,671,834,741,575,166,10474,2660,7814,1.81,1.80,,
云城区,18509,9410,9099,4469,2772,1697,12669,6270,6399,182,88,94,85,41,44,1104,239,865,1.50,1.48,,
新兴县,26158,12871,13287,5925,3674,2251,17740,8558,9182,254,122,132,92,63,29,2147,454,1693,1.71,1.69,,
郁南县,25264,12763,12501,5278,3609,1669,17616,8370,9246,336,144,192,121,93,28,1913,547,1366,1.91,1.89,,
云安县,17250,8677,8573,4283,2659,1624,11455,5529,5926,176,74,102,76,65,11,1260,350,910,1.86,1.84,,
罗定市,52621,26038,26583,12041,7657,4384,35606,16755,18851,557,243,314,367,313,54,4050,1070,2980,1.92,1.90,,
,,,,,,,,,,,,,,,,,,,,,,
广西壮族自治区,3050182,1590910,1459272,798083,508626,289457,1996490,986144,1010346,45240,22193,23047,24405,16440,7965,185964,57507,128457,1.53,1.50,,
南宁市,238981,123284,115697,74355,44309,30046,146590,72808,73782,3711,2131,1580,2621,1259,1362,11704,2777,8927,1.11,1.09,,
兴宁区,9393,4704,4689,2717,1529,1188,5705,2829,2876,231,148,83,248,109,139,492,89,403,0.79,0.78,,
新城区,32766,16046,16720,11782,6044,5738,18767,9209,9558,651,414,237,595,246,349,971,133,838,0.62,0.61,,
城北区,31520,16227,15293,14954,8277,6677,14613,7285,7328,549,337,212,525,184,341,879,144,735,0.51,0.50,,
江南区,14948,7615,7333,4394,2518,1876,9473,4706,4767,301,194,107,277,111,166,503,86,417,0.79,0.78,,
永新区,11409,5658,5751,3272,1760,1512,6946,3492,3454,303,187,116,285,128,157,603,91,512,0.75,0.75,,
市郊区,35546,18499,17047,9601,5972,3629,23619,11800,11819,363,209,154,156,69,87,1807,449,1358,1.33,1.32,,
邕宁县,59595,31747,27848,16900,11138,5762,38082,18938,19144,708,358,350,311,253,58,3594,1060,2534,1.59,1.57,,
武鸣县,43804,22788,21016,10735,7071,3664,29385,14549,14836,605,284,321,224,159,65,2855,725,2130,1.51,1.49,,
柳州市,156081,80358,75723,43424,26057,17367,99449,49405,50044,3290,1799,1491,2817,1366,1451,7101,1731,5370,1.12,1.11,,
城中区,5632,2610,3022,1263,603,660,3637,1760,1877,198,115,83,221,88,133,313,44,269,0.75,0.74,,
鱼峰区,21439,10661,10778,6655,3582,3073,12871,6381,6490,572,321,251,568,246,322,773,131,642,0.79,0.78,,
柳南区,24981,12777,12204,6337,3795,2542,16331,8093,8238,658,389,269,626,285,341,1029,215,814,0.88,0.87,,
柳北区,23002,11437,11565,5996,3321,2675,14850,7332,7518,583,351,232,681,277,404,892,156,736,0.80,0.79,,
市郊区,18313,9871,8442,5878,3765,2113,11224,5657,5567,322,178,144,224,124,100,665,147,518,1.18,1.15,,
柳江县,36632,19206,17426,10905,6755,4150,23073,11479,11594,481,228,253,242,171,71,1931,573,1358,1.48,1.46,,
柳城县,26082,13796,12286,6390,4236,2154,17463,8703,8760,476,217,259,255,175,80,1498,465,1033,1.55,1.53,,
桂林市,350291,183413,166878,87232,55974,31258,231704,115225,116479,6478,2998,3480,3701,2406,1295,21176,6810,14366,1.31,1.29,,
秀峰区,9850,4878,4972,3014,1656,1358,5993,2937,3056,207,117,90,248,113,135,388,55,333,0.77,0.76,,
叠彩区,10841,5373,5468,2441,1358,1083,7318,3620,3698,296,169,127,265,122,143,521,104,417,0.90,0.89,,
象山区,19754,9620,10134,5237,2770,2467,12767,6206,6561,502,303,199,447,183,264,801,158,643,0.80,0.79,,
七星区,17751,9123,8628,7117,3999,3118,9447,4680,4767,341,201,140,307,133,174,539,110,429,0.68,0.68,,
雁山区,5184,2652,2532,1498,891,607,3290,1641,1649,69,27,42,28,14,14,299,79,220,1.34,1.31,,
阳朔县,19847,10457,9390,4735,3171,1564,13236,6543,6693,360,154,206,179,135,44,1337,454,883,1.48,1.45,,
临桂县,31289,16301,14988,8467,5302,3165,20118,10023,10095,377,184,193,201,152,49,2126,640,1486,1.49,1.47,,
灵川县,24602,12849,11753,5604,3654,1950,16834,8385,8449,429,195,234,230,153,77,1505,462,1043,1.42,1.40,,
全州县,50363,26921,23442,11758,8046,3712,34029,16978,17051,873,338,535,410,347,63,3293,1212,2081,1.50,1.47,,
兴安县,27348,14347,13001,6801,4283,2518,18261,9130,9131,487,203,284,211,151,60,1588,580,1008,1.32,1.30,,
永福县,17756,9550,8206,4200,2911,1289,11896,5954,5942,315,151,164,179,141,38,1166,393,773,1.50,1.47,,
灌阳县,17720,9402,8318,3571,2506,1065,12549,6249,6300,314,119,195,114,97,17,1172,431,741,1.51,1.48,,
龙胜各族自治县,12625,6734,5891,2578,1802,776,8573,4281,4292,429,207,222,156,126,30,889,318,571,1.43,1.39,,
资源县,11860,6299,5561,2907,1905,1002,7828,3900,3928,305,144,161,83,66,17,737,284,453,1.44,1.40,,
平乐县,25993,13650,12343,5779,3941,1838,17884,8856,9028,393,158,235,199,150,49,1738,545,1193,1.58,1.56,,
荔浦县,26602,14048,12554,6326,4248,2078,17731,8829,8902,458,197,261,314,229,85,1773,545,1228,1.25,1.23,,
恭城瑶族自治县,20906,11209,9697,5199,3531,1668,13950,7013,6937,323,131,192,130,94,36,1304,440,864,1.32,1.31,,
梧州市,172947,90441,82506,46349,30188,16161,111316,54464,56852,2173,985,1188,1432,1042,390,11677,3762,7915,1.67,1.65,,
万秀区,9039,4459,4580,2315,1320,995,5684,2804,2880,237,137,100,225,108,117,578,90,488,0.78,0.77,,
蝶山区,13763,6810,6953,3685,2031,1654,9001,4435,4566,273,153,120,244,96,148,560,95,465,0.79,0.78,,
市郊区,5315,2652,2663,1355,790,565,3526,1731,1795,46,29,17,12,8,4,376,94,282,1.38,1.37,,
苍梧县,40874,21715,19159,11831,7857,3974,25586,12567,13019,405,167,238,179,159,20,2873,965,1908,1.74,1.72,,
藤县,48958,26453,22505,14322,9738,4584,30426,14927,15499,427,161,266,397,362,35,3386,1265,2121,1.92,1.90,,
蒙山县,11982,6211,5771,2624,1771,853,8121,3993,4128,246,104,142,104,81,23,887,262,625,1.58,1.56,,
岑溪市,43016,22141,20875,10217,6681,3536,28972,14007,14965,539,234,305,271,228,43,3017,991,2026,1.91,1.89,,
北海市,97436,50047,47389,24222,14668,9554,66300,32981,33319,1492,652,840,624,399,225,4798,1347,3451,1.60,1.59,,
海城区,20514,10076,10438,5053,2703,2350,14032,6934,7098,342,182,160,248,106,142,839,151,688,1.03,1.03,,
银海区,9666,5003,4663,2394,1443,951,6663,3366,3297,149,65,84,36,27,9,424,102,322,1.65,1.62,,
铁山港区,9861,5119,4742,2491,1561,930,6726,3362,3364,115,47,68,29,24,5,500,125,375,1.89,1.86,,
合浦县,57395,29849,27546,14284,8961,5323,38879,19319,19560,886,358,528,311,242,69,3035,969,2066,1.78,1.76,,
防城港市,52836,28432,24404,13701,9055,4646,35456,17945,17511,793,380,413,347,266,81,2539,786,1753,1.62,1.59,,
港口区,7830,4170,3660,1939,1235,704,5497,2799,2698,116,57,59,52,35,17,226,44,182,1.35,1.33,,
防城区,22585,12186,10399,5979,3970,2009,15014,7575,7439,340,158,182,140,115,25,1112,368,744,1.69,1.66,,
上思县,14600,7875,6725,3754,2572,1182,9602,4837,4765,262,125,137,102,80,22,880,261,619,1.78,1.74,,
东兴市,7821,4201,3620,2029,1278,751,5343,2734,2609,75,40,35,53,36,17,321,113,208,1.44,1.42,,
钦州市,180535,96902,83633,47418,32669,14749,119601,58782,60819,1972,813,1159,1165,1020,145,10379,3618,6761,1.86,1.83,,
钦南区,35504,18846,16658,9706,6250,3456,23340,11654,11686,546,232,314,259,193,66,1653,517,1136,1.56,1.53,,
钦北区,35266,19451,15815,9566,6834,2732,23042,11543,11499,379,160,219,228,215,13,2051,699,1352,1.95,1.92,,
灵山县,68353,36399,31954,18150,12505,5645,45124,21835,23289,578,227,351,426,393,33,4075,1439,2636,2.02,2.00,,
浦北县,41412,22206,19206,9996,7080,2916,28095,13750,14345,469,194,275,252,219,33,2600,963,1637,1.78,1.72,,
贵港市,247380,127775,119605,65465,41031,24434,164021,79970,84051,2260,1062,1198,1211,1001,210,14423,4711,9712,1.77,1.76,,
港北区,66699,33629,33070,17074,10048,7026,44787,21866,22921,807,406,401,364,267,97,3667,1042,2625,1.75,1.73,,
港南区,25175,12591,12584,5525,3485,2040,17521,8414,9107,316,132,184,117,100,17,1696,460,1236,1.91,1.89,,
平南县,67077,35735,31342,17745,11716,6029,44573,22096,22477,504,233,271,374,338,36,3881,1352,2529,1.80,1.78,,
桂平市,88429,45820,42609,25121,15782,9339,57140,27594,29546,633,291,342,356,296,60,5179,1857,3322,1.74,1.72,,
玉林市,319781,166624,153157,81625,52567,29058,213965,104791,109174,3668,1658,2010,1736,1414,322,18787,6194,12593,1.76,1.73,,
玉州区,60253,31061,29192,16196,9902,6294,40059,19842,20217,724,343,381,268,158,110,3006,816,2190,1.42,1.39,,
容县,38880,20527,18353,8992,6374,2618,26316,12814,13502,480,199,281,249,198,51,2843,942,1901,1.80,1.77,,
陆川县,44054,22923,21131,12437,7821,4616,28214,13719,14495,528,238,290,319,275,44,2556,870,1686,1.86,1.80,,
博白县,77009,40319,36690,19604,12549,7055,52475,25621,26854,836,374,462,389,339,50,3705,1436,2269,2.06,2.03,,
兴业县,35405,18314,17091,7991,5336,2655,24235,11879,12356,514,233,281,132,118,14,2533,748,1785,1.68,1.65,,
北流市,64180,33480,30700,16405,10585,5820,42666,20916,21750,586,271,315,379,326,53,4144,1382,2762,1.67,1.65,,
南宁地区,345005,179316,165689,84451,55021,29430,229932,113757,116175,4253,2085,2168,1888,1398,490,24481,7055,17426,1.61,1.59,,
凭祥市,7635,3957,3678,1880,1100,780,5097,2609,2488,127,76,51,88,49,39,443,123,320,1.32,1.30,,
横县,61092,31693,29399,13330,8878,4452,42328,20822,21506,748,362,386,426,362,64,4260,1269,2991,1.68,1.65,,
宾阳县,56945,29559,27386,14581,9273,5308,37917,18823,19094,556,301,255,312,234,78,3579,928,2651,1.81,1.79,,
上林县,26575,13990,12585,6591,4514,2077,17371,8558,8813,381,176,205,169,132,37,2063,610,1453,1.78,1.75,,
隆安县,23253,12368,10885,5538,3906,1632,15470,7719,7751,296,141,155,80,62,18,1869,540,1329,1.61,1.59,,
马山县,28154,14462,13692,7609,4921,2688,17890,8641,9249,293,140,153,168,136,32,2194,624,1570,1.63,1.61,,
扶绥县,27703,14665,13038,7616,5021,2595,17827,8920,8907,339,162,177,113,69,44,1808,493,1315,1.48,1.46,,
崇左县,22833,11911,10922,6274,3981,2293,14717,7346,7371,254,120,134,109,79,30,1479,385,1094,1.49,1.47,,
大新县,23841,12283,11558,5031,3311,1720,16563,8199,8364,349,171,178,67,45,22,1831,557,1274,1.44,1.42,,
天等县,22296,11073,11223,4277,2758,1519,15676,7510,8166,242,106,136,58,37,21,2043,662,1381,1.65,1.63,,
宁明县,25083,13216,11867,6876,4298,2578,16191,8163,8028,315,162,153,143,93,50,1558,500,1058,1.59,1.56,,
龙州县,19595,10139,9456,4848,3060,1788,12885,6447,6438,353,168,185,155,100,55,1354,364,990,1.29,1.27,,
柳州地区,254067,134356,119711,67030,43627,23403,164537,81731,82806,4502,2180,2322,2142,1561,581,15856,5257,10599,1.60,1.57,,
合山市,9690,4978,4712,2526,1496,1030,6498,3270,3228,135,71,64,83,43,40,448,98,350,1.50,1.48,,
鹿寨县,29218,15764,13454,7752,5294,2458,18743,9399,9344,616,283,333,343,230,113,1764,558,1206,1.55,1.52,,
象州县,21954,11797,10157,5276,3634,1642,14550,7270,7280,473,219,254,211,176,35,1444,498,946,1.61,1.58,,
武宣县,23976,12647,11329,6288,4153,2135,15778,7830,7948,305,138,167,161,121,40,1444,405,1039,1.80,1.78,,
来宾县,57379,30077,27302,17733,10747,6986,35427,17614,17813,619,318,301,406,290,116,3194,1108,2086,1.70,1.68,,
融安县,21332,11620,9712,5440,3809,1631,13847,6908,6939,473,228,245,297,231,66,1275,444,831,1.55,1.52,,
三江侗族自治县,22368,11637,10731,4907,3222,1685,15134,7362,7772,656,357,299,173,138,35,1498,558,940,1.58,1.51,,
融水苗族自治县,31783,16645,15138,7843,5022,2821,21188,10526,10662,551,259,292,203,144,59,1998,694,1304,1.47,1.39,,
金秀瑶族自治县,10108,5380,4728,2304,1637,667,6713,3318,3395,283,131,152,127,97,30,681,197,484,1.56,1.52,,
忻城县,26259,13811,12448,6961,4613,2348,16659,8234,8425,391,176,215,138,91,47,2110,697,1413,1.53,1.50,,
贺州地区,129193,68325,60868,34649,22285,12364,83581,41491,42090,2008,941,1067,1096,865,231,7859,2743,5116,1.73,1.70,,
贺州市,56589,29699,26890,15375,9722,5653,36465,18077,18388,890,449,441,500,391,109,3359,1060,2299,1.71,1.68,,
昭平县,23324,12485,10839,5910,4075,1835,15321,7587,7734,406,165,241,187,167,20,1500,491,1009,1.84,1.82,,
钟山县,30565,16355,14210,8926,5676,3250,18932,9455,9477,495,225,270,293,223,70,1919,776,1143,1.70,1.68,,
富川瑶族自治县,18715,9786,8929,4438,2812,1626,12863,6372,6491,217,102,115,116,84,32,1081,416,665,1.69,1.67,,
百色地区,247336,127003,120333,58268,36645,21623,165780,81592,84188,4135,2158,1977,1651,1114,537,17502,5494,12008,1.42,1.38,,
