表8    家庭户住房状况（全部数据、长表数据）,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
县市名,全 部 数 据,,,长    表    数    据  （户）,,,,,,,,,,,,,
,家庭户（户）,平均每户住房间数,人均住房建筑面积,家庭户,住房中有无厨房,,是否饮用自来水,,住房中有无洗澡设施,,住房中有无厕所,,住房来源,,,,
,,（间/户）,（平方米/人）,,有,    无    ,    是    ,    否    ,有,    无    ,有,    无    ,自建,购买,租用,其他,
,,,,,,,,,,,,,,,,,
武都县,123432,4.20,17.96,12290,10072,2218,2796,9494,612,11678,7915,4375,10987,703,323,277,
宕昌县,60909,5.00,15.48,6165,4951,1214,792,5373,139,6026,3759,2406,5895,79,139,52,
成县,61286,3.70,15.99,5906,4399,1507,894,5012,357,5549,3331,2575,4989,421,203,293,
康县,48945,3.41,16.58,4881,4554,327,463,4418,88,4793,4808,73,4347,194,178,162,
文县,59206,3.00,18.53,5898,4756,1142,1084,4814,387,5511,3577,2321,5258,278,189,173,
西和县,77122,5.81,12.68,7795,6591,1204,366,7429,166,7629,4309,3486,7547,76,43,129,
礼县,103017,5.54,13.35,10306,8296,2010,476,9830,191,10115,6376,3930,9979,120,115,92,
两当县,13437,3.32,17.84,1362,1049,313,361,1001,52,1310,656,706,963,151,113,135,
徽县,52972,3.57,17.58,5231,4005,1226,687,4544,271,4960,2835,2396,4413,334,251,233,
平凉地区,501166,3.62,15.75,49130,43611,5519,10193,38937,1509,47621,40565,8565,42028,3917,2118,1067,
平凉市,116705,3.31,15.91,10786,8015,2771,5366,5420,901,9885,6575,4211,7434,2056,1136,160,
泾川县,77015,3.50,17.99,7598,7296,302,1536,6062,123,7475,7244,354,6961,407,117,113,
灵台县,58421,3.76,19.19,5722,5060,662,388,5334,51,5671,4824,898,4897,200,142,483,
崇信县,22144,4.57,18.86,2215,2086,129,670,1545,49,2166,1962,253,1908,145,130,32,
华亭县,43648,3.37,21.15,4323,3459,864,1273,3050,206,4117,2013,2310,3110,542,511,160,
庄浪县,86538,4.50,12.52,8764,8317,447,361,8403,59,8705,8528,236,8457,206,30,71,
静宁县,96695,3.12,12.65,9722,9378,344,599,9123,120,9602,9419,303,9261,361,52,48,
庆阳地区,568168,3.34,15.78,55959,52672,3287,7173,48786,3007,52952,45459,10500,48238,4265,1804,1652,
西峰市,78303,3.68,20.00,7659,7315,344,2344,5315,666,6993,6981,678,5543,1412,572,132,
庆阳县,79022,2.71,18.61,7803,7065,738,2138,5665,1495,6308,6375,1428,5223,1734,657,189,
环县,71084,3.20,13.22,6990,6165,825,473,6517,158,6832,4598,2392,6316,162,107,405,
华池县,29101,3.18,12.89,2834,2738,96,299,2535,107,2727,279,2555,2383,199,99,153,
合水县,37603,2.75,15.81,3674,3514,160,485,3189,81,3593,3110,564,3310,147,110,107,
正宁县,51102,3.99,17.90,4966,4791,175,276,4690,94,4872,2870,2096,4531,165,74,196,
宁县,111962,4.40,17.97,11142,10682,460,498,10644,328,10814,10671,471,10588,270,127,157,
镇原县,109991,2.49,10.69,10891,10402,489,660,10231,78,10813,10575,316,10344,176,58,313,
临夏回族自治州,382212,4.39,14.31,38191,36261,1930,10322,27869,2537,35654,35672,2519,34796,2004,854,537,
临夏市,50250,3.64,17.18,4950,4669,281,3232,1718,633,4317,4715,235,3153,965,649,183,
临夏县,74018,5.13,15.49,7528,7192,336,1874,5654,53,7475,6796,732,7442,21,14,51,
康乐县,47237,3.79,13.45,4724,4503,221,877,3847,79,4645,4419,305,4599,76,14,35,
永靖县,45715,2.36,17.63,4545,4387,158,1444,3101,483,4062,4391,154,3534,786,134,91,
广河县,35505,5.37,12.45,3493,3231,262,479,3014,174,3319,3295,198,3374,63,10,46,
和政县,38648,4.28,15.08,3865,3683,182,654,3211,189,3676,3592,273,3740,42,21,62,
东乡族自治县,47120,5.89,9.71,4714,4527,187,1317,3397,146,4568,4627,87,4647,26,5,36,
积石山东乡族保安族撒拉族自治县,43719,4.42,14.20,4372,4069,303,445,3927,780,3592,3837,535,4307,25,7,33,
甘南藏族自治州,143304,2.96,13.17,14332,10489,3843,2454,11878,218,14114,5208,9124,11482,646,1342,862,
合作市,17588,2.14,17.68,1724,1296,428,754,970,75,1649,1037,687,830,281,491,122,
临潭县,33867,4.45,12.16,3366,2772,594,579,2787,51,3315,2897,469,3083,48,58,177,
卓尼县,21818,2.35,16.17,2186,985,1201,137,2049,12,2174,58,2128,1850,42,119,175,
舟曲县,28995,3.00,12.40,2976,2928,48,272,2704,42,2934,87,2889,2719,65,117,75,
迭部县,11078,1.93,14.57,1106,839,267,306,800,13,1093,89,1017,749,75,240,42,
玛曲县,8607,1.58,6.60,853,113,740,205,648,4,849,7,846,520,76,92,165,
碌曲县,6464,2.19,11.51,636,348,288,19,617,10,626,106,530,455,11,105,65,
夏河县,14887,3.23,11.65,1485,1208,277,182,1303,11,1474,927,558,1276,48,120,41,
,,,,,,,,,,,,,,,,,
青海省,1173977,3.03,17.51,115724,93842,21882,49026,66698,7935,107789,82166,33558,73061,24133,12108,6422,
西宁市,493181,2.53,20.41,48853,43817,5036,30256,18597,5653,43200,42853,6000,23452,17657,5614,2130,
城东区,80005,2.05,18.34,7658,6427,1231,7443,215,1178,6480,6027,1631,1292,4214,1787,365,
城中区,46737,2.16,20.04,4606,4131,475,4423,183,1216,3390,3941,665,237,3160,968,241,
城西区,69268,2.13,21.31,6737,5964,773,6438,299,1847,4890,5810,927,648,4546,1233,310,
城北区,63325,2.33,20.01,6293,5400,893,5886,407,771,5522,4932,1361,1462,3619,788,424,
大通回族土族自治县,97189,2.81,21.02,9808,9041,767,2653,7155,416,9392,9189,619,7509,1449,527,323,
湟中县,104543,3.22,20.27,10545,9886,659,1714,8831,182,10363,9991,554,9685,358,152,350,
湟源县,32114,2.39,22.50,3206,2968,238,1699,1507,43,3163,2963,243,2619,311,159,117,
海东地区,317067,4.29,17.76,31906,28417,3489,6401,25505,1053,30853,26318,5588,27430,2388,1190,898,
平安县,29307,3.17,18.77,2921,2607,314,1482,1439,231,2690,2525,396,1797,690,242,192,
民和回族土族自治县,75126,5.58,14.63,7507,6888,619,1576,5931,200,7307,6597,910,6513,482,330,182,
乐都县,65702,4.63,18.41,6576,5603,973,1418,5158,228,6348,4642,1934,5545,675,214,142,
互助土族自治县,82515,3.15,22.33,8320,7645,675,1016,7304,264,8056,7453,867,7570,369,194,187,
化隆回族自治县,43807,3.91,15.65,4483,3951,532,464,4019,58,4425,3700,783,4110,99,134,140,
循化撒拉族自治县,20610,5.40,14.18,2099,1723,376,445,1654,72,2027,1401,698,1895,73,76,55,
海北藏族自治州,59781,3.24,15.64,5848,3644,2204,1471,4377,69,5779,2522,3326,4125,850,549,324,
门源回族自治县,31414,3.76,15.15,3089,2183,906,521,2568,25,3064,1523,1566,2516,273,199,101,
祁连县,10488,3.09,17.24,1013,525,488,232,781,4,1009,378,635,633,225,49,106,
海晏县,8531,2.48,18.85,824,562,262,352,472,38,786,395,429,427,235,71,91,
刚察县,9348,2.36,12.90,922,374,548,366,556,2,920,226,696,549,117,230,26,
黄南藏族自治州,46552,2.55,13.45,4401,2420,1981,1480,2921,119,4282,1432,2969,3329,479,231,362,
同仁县,17031,2.57,16.27,1667,1315,352,949,718,68,1599,1018,649,1228,271,71,97,
尖扎县,12120,3.09,18.95,1244,857,387,380,864,48,1196,408,836,874,104,113,153,
泽库县,10987,1.91,7.04,952,79,873,58,894,2,950,1,951,802,57,18,75,
河南蒙古族自治县,6414,2.62,9.39,538,169,369,93,445,1,537,5,533,425,47,29,37,
海南藏族自治州,82459,3.09,15.44,8139,5802,2337,3387,4752,138,8001,3219,4920,6197,1028,475,439,
共和县,26257,3.10,18.33,2466,1894,572,1172,1294,82,2384,930,1536,1543,584,235,104,
同德县,8801,3.01,10.80,937,521,416,129,808,4,933,20,917,761,124,26,26,
贵德县,22008,2.87,17.47,2256,2050,206,1425,831,42,2214,1807,449,1993,98,86,79,
兴海县,12480,3.51,14.47,1169,552,617,145,1024,4,1165,208,961,884,102,66,117,
贵南县,12913,3.13,12.11,1311,785,526,516,795,6,1305,254,1057,1016,120,62,113,
果洛藏族自治州,31438,1.89,9.67,2743,215,2528,409,2334,9,2734,19,2724,1416,57,508,762,
玛沁县,8830,2.27,14.33,779,75,704,281,498,9,770,18,761,427,18,217,117,
班玛县,5024,2.15,10.81,399,73,326,103,296,0,399,0,399,233,1,64,101,
甘德县,5284,1.60,6.83,498,9,489,1,497,0,498,0,498,384,6,87,21,
达日县,5594,1.37,4.76,500,38,462,4,496,0,500,0,500,41,3,60,396,
久治县,4067,2.13,10.03,354,15,339,20,334,0,354,0,354,266,20,49,19,
玛多县,2639,1.50,9.30,213,5,208,,213,0,213,1,212,65,9,31,108,
玉树藏族自治州,51734,2.31,9.04,4897,2972,1925,231,4666,41,4856,1149,3748,4171,53,270,403,
玉树县,16207,2.34,8.73,1620,755,865,124,1496,34,1586,264,1356,1297,25,148,150,
杂多县,6898,1.93,7.62,689,672,17,2,687,0,689,155,534,630,9,42,8,
称多县,8247,2.33,9.01,831,483,348,9,822,4,827,279,552,714,5,8,104,
治多县,5568,2.11,11.13,507,398,109,2,505,0,507,27,480,436,4,5,62,
囊谦县,9603,2.52,8.75,779,655,124,94,685,3,776,411,368,697,7,31,44,
曲麻莱县,5211,2.49,10.93,471,9,462,,471,0,471,13,458,397,3,36,35,
海西蒙古族藏族自治州,91765,2.18,16.87,8937,6555,2382,5391,3546,853,8084,4654,4283,2941,1621,3271,1104,
格尔木市,39448,2.11,16.41,3730,2818,912,2343,1387,611,3119,2360,1370,887,1197,1314,332,
德令哈市,24249,2.16,18.29,2432,1700,732,1527,905,200,2232,967,1465,529,162,1431,310,
乌兰县,9883,2.36,18.70,987,630,357,531,456,25,962,370,617,445,111,259,172,
都兰县,14011,2.21,17.16,1427,1189,238,899,528,15,1412,945,482,831,91,239,266,
天峻县,4174,2.46,9.79,361,218,143,91,270,2,359,12,349,249,60,28,24,
,,,,,,,,,,,,,,,,,
宁夏回族自治区,1396870,2.77,17.43,137746,124693,13053,60175,77571,28350,109396,116515,21231,87950,32174,13264,4358,
银川市,351373,2.37,21.25,34396,29547,4849,23969,10427,12348,22048,27506,6890,12261,13385,7522,1228,
城区,94267,2.10,23.67,9293,8894,399,9183,110,6076,3217,8787,506,68,6068,2731,426,
新城区,75790,2.01,19.28,7409,6110,1299,6634,775,2847,4562,5213,2196,482,4886,1702,339,
郊区,81633,1.92,18.97,7824,5205,2619,5516,2308,1661,6163,4203,3621,3934,992,2645,253,
永宁县,50388,3.29,23.09,4963,4648,315,1119,3844,696,4267,4451,512,3899,694,244,126,
贺兰县,49295,3.26,21.40,4907,4690,217,1517,3390,1068,3839,4852,55,3878,745,200,84,
石嘴山市,200676,2.17,20.76,19695,17508,2187,13219,6476,3226,16469,12663,7032,8974,7979,2086,656,
大武口区,41775,2.21,20.97,4072,3664,408,3940,132,1264,2808,2475,1597,387,3037,499,149,
石嘴山区,39265,2.04,18.03,3884,3317,567,3796,88,837,3047,1780,2104,575,2765,365,179,
石炭井区,19059,2.06,14.14,1860,1316,544,1776,84,19,1841,300,1560,527,516,731,86,
平罗县,72103,2.14,22.63,7083,6541,542,2317,4766,661,6422,5999,1084,5342,1163,418,160,
陶乐县,7770,2.18,20.00,781,750,31,610,171,44,737,648,133,607,128,12,34,
惠农县,20704,2.50,24.10,2015,1920,95,780,1235,401,1614,1461,554,1536,370,61,48,
吴忠市,471943,3.38,19.27,46610,44324,2286,18076,28534,9884,36726,42284,4326,34002,8671,2719,1218,
利通区,77906,3.55,21.31,7754,7408,346,4474,3280,4415,3339,7052,702,4685,2200,743,126,
红寺堡区,11009,1.97,10.15,1107,993,114,619,488,127,980,885,222,1086,1,3,17,
中卫县,83744,3.93,21.37,8286,7796,490,3157,5129,719,7567,7779,507,6191,1447,494,154,
中宁县,61895,3.87,21.42,6105,5806,299,1186,4919,645,5460,5720,385,4879,806,219,201,
盐池县,39339,2.86,15.36,3807,3734,73,1835,1972,240,3567,3097,710,2742,641,266,158,
同心县,67733,3.01,13.21,6769,6492,277,678,6091,443,6326,6347,422,6257,219,108,185,
青铜峡市,67545,2.98,22.04,6645,6226,419,2992,3653,1179,5466,5795,850,4083,1859,518,185,
灵武市,62772,3.35,21.57,6137,5869,268,3135,3002,2116,4021,5609,528,4079,1498,368,192,
固原地区,372878,2.70,11.70,37045,33314,3731,4911,32134,2892,34153,34062,2983,32713,2139,937,1256,
固原县,106936,2.57,14.13,10477,9345,1132,1904,8573,1182,9295,9461,1016,8552,1065,381,479,
海原县,68566,2.91,10.16,6794,6048,746,734,6060,386,6408,6139,655,6430,152,116,96,
西吉县,78470,2.42,9.47,7849,7248,601,594,7255,545,7304,7503,346,7380,293,75,101,
隆德县,47511,3.15,12.11,4796,4207,589,445,4351,342,4454,4380,416,4079,274,231,212,
泾源县,19606,3.44,13.70,1991,1701,290,824,1167,159,1832,1676,315,1609,164,81,137,
彭阳县,51789,2.41,11.95,5138,4765,373,410,4728,278,4860,4903,235,4663,191,53,231,
,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,4793826,2.37,18.06,498689,332931,165758,289985,208704,87977,410712,315320,183369,268866,132833,71804,25186,
乌鲁木齐市,635874,1.89,18.80,61490,52599,8891,56919,4571,23531,37959,45903,15587,5445,34454,18268,3323,
天山区,139191,2.05,19.10,13128,12380,748,12863,265,7369,5759,11730,1398,185,8600,3724,619,
沙依巴克区,146262,1.85,18.72,14046,12518,1528,13691,355,5375,8671,11543,2503,526,9239,3259,1022,
新市区,111173,1.94,19.73,9830,8878,952,7452,2378,3776,6054,7850,1980,159,6901,2596,174,
水磨沟区,59310,1.84,19.30,6560,5867,693,6396,164,3108,3452,5408,1152,117,4839,1487,117,
头屯河区,43066,1.95,19.54,3837,3441,396,3719,118,1660,2177,2851,986,395,2654,606,182,
南泉区,3339,1.62,17.71,430,198,232,378,52,15,415,3,427,21,0,384,25,
东山区,32296,1.97,18.47,2528,2150,378,2365,163,1465,1063,1871,657,233,1501,436,358,
乌鲁木齐县,101237,1.68,17.06,11131,7167,3964,10055,1076,763,10368,4647,6484,3809,720,5776,826,
克拉玛依市,91353,1.98,21.40,11892,11124,768,11273,619,8687,3205,9747,2145,671,9289,1008,924,
独山子区,17071,1.94,21.55,4163,4005,158,4025,138,3197,966,3586,577,133,3501,350,179,
克拉玛依区,49954,2.01,21.62,5164,4890,274,4967,197,3833,1331,4397,767,76,4052,398,638,
白碱滩区,21296,1.95,20.84,2039,1780,259,1964,75,1434,605,1515,524,329,1451,195,64,
乌尔禾区,3032,1.96,21.10,526,449,77,317,209,223,303,249,277,133,285,65,43,
吐鲁番地区,127894,2.27,21.25,14108,7892,6216,5617,8491,2037,12071,9614,4494,9398,3176,878,656,
吐鲁番市,58361,2.36,18.73,7918,4280,3638,3482,4436,1405,6513,5835,2083,4388,2374,614,542,
鄯善县,45741,2.34,17.89,3945,1857,2088,1086,2859,288,3657,2098,1847,3113,514,223,95,
托克逊县,23792,1.94,33.58,2245,1755,490,1049,1196,344,1901,1681,564,1897,288,41,19,
哈密地区,145257,2.19,21.66,17814,12893,4921,6038,11776,3478,14336,13963,3851,7975,6632,2442,765,
哈密市,118694,2.16,23.57,14572,11411,3161,5243,9329,3299,11273,13434,1138,6036,5674,2302,560,
巴里坤哈萨克自治县,22049,2.40,13.94,2347,894,1453,616,1731,50,2297,109,2238,1390,700,88,169,
伊吾县,4514,1.95,18.16,895,588,307,179,716,129,766,420,475,549,258,52,36,
昌吉回族自治州,427580,2.42,21.41,43642,37464,6178,20988,22654,9499,34143,26326,17316,22703,13257,4822,2860,
昌吉市,116144,2.22,20.24,12071,9816,2255,8139,3932,4309,7762,7090,4981,2878,5732,2870,591,
阜康市,45402,2.28,20.71,5472,4954,518,2320,3152,1562,3910,3497,1975,1842,2622,640,368,
米泉市,51505,2.32,21.11,4194,3082,1112,2226,1968,938,3256,1259,2935,1937,1251,355,651,
呼图壁县,58188,2.22,21.30,5917,5233,684,1034,4883,760,5157,3141,2776,3864,1289,277,487,
玛纳斯县,48206,2.30,23.96,5077,4654,423,3644,1433,1072,4005,3220,1857,3488,945,243,401,
奇台县,56067,3.05,20.21,5807,5151,656,2240,3567,518,5289,4405,1402,4661,722,252,172,
吉木萨尔县,32178,2.39,24.42,2973,2841,132,783,2190,290,2683,2707,266,2309,384,151,129,
木垒哈萨克自治县,19890,3.25,22.31,2131,1733,398,602,1529,50,2081,1007,1124,1724,312,34,61,
博尔塔拉蒙古自治州,115546,2.45,21.09,11174,8527,2647,7071,4103,2559,8615,7459,3715,5184,3510,1708,772,
博乐市,62959,2.53,20.64,6037,4107,1930,4478,1559,1674,4363,3733,2304,2087,2361,1112,477,
精河县,35478,2.42,21.89,3305,2718,587,1864,1441,740,2565,2635,670,1867,767,537,134,
温泉县,17109,2.23,20.96,1832,1702,130,729,1103,145,1687,1091,741,1230,382,59,161,
巴音郭楞蒙古自治州,302848,2.22,21.28,30662,21229,9433,19214,11448,7426,23236,20477,10185,14382,9366,4773,2141,
库尔勒市,117437,2.05,21.06,11295,8328,2967,8971,2324,4245,7050,10655,640,3829,5169,1689,608,
轮台县,24120,2.65,20.08,2650,1026,1624,1529,1121,527,2123,1955,695,1689,681,245,35,
尉犁县,29904,2.11,20.87,2756,1997,759,1652,1104,554,2202,979,1777,976,856,714,210,
若羌县,8133,1.94,24.31,1471,943,528,744,727,205,1266,650,821,627,326,434,84,
且末县,14077,2.01,23.28,1449,938,511,1103,346,361,1088,861,588,639,422,310,78,
焉耆回族自治县,31272,2.54,20.51,2920,1861,1059,1229,1691,536,2384,2010,910,2192,468,116,144,
和静县,45494,2.29,20.83,4494,3398,1096,2281,2213,683,3811,1521,2973,2702,689,895,208,
和硕县,17937,2.29,22.70,1819,1415,404,1344,475,121,1698,721,1098,762,535,256,266,
博湖县,14474,2.56,23.33,1808,1323,485,361,1447,194,1614,1125,683,966,220,114,508,
阿克苏地区,529398,2.13,16.83,55925,25136,30789,28350,27575,4226,51699,24954,30971,34585,7060,11128,3152,
阿克苏市,157845,2.46,18.65,15948,10076,5872,11981,3967,1692,14256,5765,10183,5722,4017,5534,675,
温宿县,54633,1.96,17.58,5489,1644,3845,2690,2799,327,5162,785,4704,3173,780,1293,243,
库车县,90422,1.75,19.09,11304,4112,7192,6444,4860,1167,10137,5069,6235,6816,1140,1842,1506,
沙雅县,47296,1.92,16.25,4838,2103,2735,1287,3551,388,4450,4453,385,4012,271,540,15,
新和县,33460,2.22,12.83,3161,311,2850,559,2602,76,3085,591,2570,2813,25,173,150,
拜城县,47581,2.28,13.74,4888,1238,3650,1982,2906,65,4823,1564,3324,3513,355,594,426,
乌什县,40899,2.03,11.83,4706,1484,3222,381,4325,70,4636,2819,1887,4464,72,164,6,
阿瓦提县,49347,2.14,18.33,4537,3482,1055,2517,2020,396,4141,3384,1153,3496,271,678,92,
柯坪县,7915,1.73,13.71,1054,686,368,509,545,45,1009,524,530,576,129,310,39,
克孜勒苏柯尔克孜自治州,94106,3.01,15.43,10480,5927,4553,5136,5344,653,9827,6289,4191,8303,994,1004,179,
阿图什市,41910,4.01,18.04,5054,4068,986,3741,1313,529,4525,4240,814,3749,646,577,82,
阿克陶县,36056,1.86,13.11,3716,771,2945,897,2819,103,3613,913,2803,3279,199,179,59,
阿合奇县,6787,2.28,11.35,758,232,526,232,526,1,757,626,132,711,25,15,7,
乌恰县,9353,3.48,15.38,952,856,96,266,686,20,932,510,442,564,124,233,31,
喀什地区,776511,2.60,15.07,82227,42242,39985,36173,46054,7993,74234,50378,31849,60354,9978,10438,1457,
喀什市,81262,2.38,14.10,8077,5767,2310,7210,867,2680,5397,5931,2146,2044,3452,2158,423,
疏附县,73849,2.08,16.96,6674,5588,1086,4080,2594,407,6267,6169,505,6246,187,226,15,
疏勒县,65413,2.83,12.22,6394,552,5842,676,5718,64,6330,713,5681,5857,164,324,49,
英吉沙县,48012,3.01,16.47,5112,1782,3330,2369,2743,105,5007,2955,2157,4682,195,193,42,
泽普县,45909,2.13,17.75,4787,2950,1837,2562,2225,1068,3719,4054,733,3404,1169,111,103,
莎车县,140732,2.85,15.16,15926,7659,8267,6190,9736,1330,14596,10061,5865,11940,1879,1874,233,
叶城县,80639,2.41,12.85,8770,2865,5905,4138,4632,295,8475,1346,7424,6771,360,1409,230,
麦盖提县,48911,1.95,15.15,5773,3708,2065,2660,3113,630,5143,2900,2873,2792,831,1991,159,
岳普湖县,29614,3.13,13.77,3023,935,2088,1024,1999,103,2920,2610,413,2839,37,134,13,
伽师县,71046,2.73,15.27,7128,3320,3808,1265,5863,393,6735,6107,1021,6764,225,100,39,
巴楚县,86064,2.97,16.92,9865,6841,3024,3905,5960,915,8950,6990,2875,6565,1351,1833,116,
塔什库尔干塔吉克自治县,5060,2.33,9.73,698,275,423,94,604,3,695,542,156,450,128,85,35,
和田地区,407675,2.83,16.02,42047,18187,23860,19426,22621,2390,39657,31177,10870,37557,1046,2854,590,
和田市,46377,2.52,12.23,6112,3363,2749,2969,3143,1257,4855,4647,1465,3594,553,1789,176,
和田县,61799,3.30,13.01,6257,1720,4537,3035,3222,72,6185,5970,287,6156,33,3,65,
墨玉县,97846,2.62,16.32,9620,6320,3300,4304,5316,642,8978,8718,902,9134,39,431,16,
皮山县,52824,1.56,16.38,4991,2652,2339,1224,3767,97,4894,3968,1023,4578,127,160,126,
洛浦县,57015,3.87,20.29,5717,1787,3930,2878,2839,166,5551,3343,2374,5573,78,54,12,
策勒县,33911,2.95,17.28,3428,982,2446,1978,1450,77,3351,2167,1261,3016,33,292,87,
于田县,49517,3.09,16.37,4824,1028,3796,2402,2422,53,4771,2032,2792,4522,104,99,99,
民丰县,8386,2.59,16.64,1098,335,763,636,462,26,1072,332,766,984,79,26,9,
伊犁哈萨克自治州,91443,2.27,21.39,10008,8233,1775,8268,1740,2066,7942,2701,7307,2250,4100,1992,1666,
奎屯市,91443,2.27,21.39,10008,8233,1775,8268,1740,2066,7942,2701,7307,2250,4100,1992,1666,
伊犁地区,487415,2.78,16.48,48662,34205,14457,28498,20164,4058,44604,41787,6875,34482,7834,3979,2367,
伊宁市,92720,2.38,16.48,9819,7845,1974,8500,1319,2499,7320,9383,436,3921,3868,1440,590,
伊宁县,83816,2.72,15.66,9078,4301,4777,5454,3624,582,8496,8104,974,7123,674,1014,267,
察布查尔锡伯自治县,38579,2.94,16.87,4097,3346,751,2018,2079,162,3935,3911,186,3518,187,129,263,
霍城县,84333,2.78,18.21,7526,6357,1169,4397,3129,426,7100,6328,1198,5573,738,903,312,
巩留县,34221,2.49,16.90,3849,2859,990,2053,1796,110,3739,3084,765,2812,913,93,31,
新源县,62427,3.19,17.87,5444,4218,1226,2948,2496,186,5258,4239,1205,4122,369,275,678,
昭苏县,32605,2.54,13.65,3159,2165,994,2064,1095,21,3138,2446,713,2666,361,52,80,
特克斯县,27603,3.04,14.43,2778,1881,897,536,2242,39,2739,1779,999,2410,283,36,49,
尼勒克县,31111,3.39,16.00,2912,1233,1679,528,2384,33,2879,2513,399,2337,441,37,97,
塔城地区,232699,2.42,20.27,26267,20605,5662,14069,12198,3221,23046,14322,11945,15755,6568,2183,1761,
塔城市,41502,2.22,20.39,4137,3608,529,1526,2611,480,3657,2935,1202,2337,1217,338,245,
乌苏市,49077,2.83,20.97,5425,3941,1484,4044,1381,1054,4371,3566,1859,3045,1674,425,281,
额敏县,46446,2.47,18.55,4800,4008,792,2048,2752,320,4480,3191,1609,3115,1219,176,290,
沙湾县,49457,2.34,23.99,5413,4899,514,3934,1479,1122,4291,1984,3429,3288,1209,608,308,
托里县,18395,2.28,14.78,2885,2056,829,1456,1429,162,2723,1391,1494,1935,710,169,71,
裕民县,12377,2.37,20.21,1972,1499,473,388,1584,53,1919,1196,776,1299,322,35,316,
和布克赛尔蒙古自治县,15445,1.97,18.99,1635,594,1041,673,962,30,1605,59,1576,736,217,432,250,
阿勒泰地区,136171,2.17,20.38,14123,11995,2128,5612,8511,1431,12692,4236,9887,7249,4294,1353,1227,
阿勒泰市,47446,2.16,22.93,4420,3796,624,1858,2562,444,3976,1893,2527,2274,1060,505,581,
布尔津县,14233,2.39,20.60,1558,1458,100,239,1319,144,1414,751,807,922,445,121,70,
富蕴县,18216,2.11,16.41,2214,2068,146,1507,707,241,1973,468,1746,869,1071,182,92,
福海县,20137,2.21,18.90,2144,1705,439,707,1437,287,1857,366,1778,814,800,312,218,
哈巴河县,16400,2.17,21.25,1728,1376,352,567,1161,211,1517,495,1233,1050,394,97,187,
青河县,11084,2.12,19.18,1173,886,287,135,1038,33,1140,65,1108,954,174,30,15,
吉木乃县,8655,1.94,19.73,886,706,180,599,287,71,815,198,688,366,350,106,64,
直辖行政单位,192056,1.94,20.57,18168,14673,3495,17333,835,4722,13446,5987,12181,2573,11275,2974,1346,
石河子市,192056,1.94,20.57,18168,14673,3495,17333,835,4722,13446,5987,12181,2573,11275,2974,1346,
