表4    各种受教育程度人口、平均受教育年限、文盲人口（全部数据）,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
县市名,6岁及以上各种受教育程度人口（人）,,,,,,,,,,,,,,,,,,平均受教育年限（年）,,,15岁及以上文盲人口,,, 文盲率（%） ,,
,未上过学,,扫盲班,,小学,,初中,,高中,,中专,,大学专科,,大学本科,,研究生,,合计,男,女,合计,男,女, 合计 , 男 , 女 
,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
白朗县,4759,9964,743,552,12020,6533,486,317,87,34,198,143,60,24,22,9,2,,3.50,4.42,2.54,12754,4009,8745,47.73,29.29,67.11
仁布县,2839,5219,962,1244,8595,5603,491,228,66,39,179,90,44,18,12,4,0,,3.80,4.54,3.02,7317,2500,4817,36.33,24.11,49.32
康马县,2010,4504,488,718,5122,3094,662,284,78,34,208,98,47,22,17,4,0,,3.70,4.77,2.64,5970,1777,4193,44.75,27.02,61.98
定结县,3143,5571,149,46,3856,1845,395,170,21,18,181,71,36,8,13,0,0,,2.81,3.84,1.78,7545,2708,4837,64.78,46.45,83.14
仲巴县,4551,6609,1069,292,1625,475,148,73,23,15,115,28,29,3,3,0,0,,1.15,1.75,0.54,7653,2843,4810,69.95,51.99,87.89
亚东县,951,2102,184,413,2978,2256,797,636,174,146,166,113,46,29,20,13,0,,4.83,5.68,4.04,2837,855,1982,31.79,20.02,42.58
吉隆县,2385,3913,80,14,2253,946,344,177,38,6,190,39,48,16,8,3,0,,2.71,3.79,1.59,4958,1814,3144,63.18,44.99,82.41
聂拉木县,2534,4573,661,124,2568,1244,646,377,125,55,283,106,120,40,23,10,2,,3.12,4.08,2.08,5747,1973,3774,55.78,36.98,75.98
萨嘎县,2619,4070,407,71,1808,639,238,88,20,15,154,51,30,10,8,2,0,,2.08,2.97,1.13,4810,1787,3023,64.57,45.89,85.04
岗巴县,1099,2180,298,325,2161,1351,286,167,24,2,153,55,22,3,8,0,0,,3.50,4.48,2.53,2966,966,2000,46.34,30.42,62.03
那曲地区,90071,120704,23110,12303,33072,17317,6087,3769,1350,825,2408,1531,985,406,280,62,12,1,1.57,2.03,1.11,134349,50855,83494,57.75,43.59,72.00
那曲县,14261,21304,7927,4124,7766,5393,3436,2335,915,589,1156,908,621,309,197,53,6,1,2.70,3.18,2.20,23313,7962,15351,42.97,28.64,58.01
嘉黎县,5940,7975,1133,531,3101,1609,294,151,50,32,127,96,47,10,7,1,1,,1.75,2.27,1.22,9743,3968,5775,63.18,50.42,76.48
比如县,14105,17444,1091,377,3299,1399,352,179,61,31,144,92,52,16,14,3,0,,0.99,1.38,0.60,21888,9103,12785,76.92,65.15,88.28
聂荣县,8344,10776,1340,710,1810,669,216,129,30,22,107,47,37,10,10,1,0,,0.88,1.28,0.50,10506,3419,7087,59.32,39.22,78.81
安多县,9360,10535,1568,1218,2528,1740,420,243,92,57,162,107,38,21,10,1,3,,1.34,1.61,1.07,7344,2523,4821,35.15,23.86,46.72
申扎县,2547,4094,2464,1619,1556,992,232,130,39,19,127,39,45,10,4,0,0,,1.59,2.02,1.16,4044,1258,2786,39.90,24.87,54.86
索县,7793,11894,2330,943,3879,1593,355,181,47,26,150,47,43,10,15,1,1,,1.43,2.04,0.83,14463,5308,9155,66.02,48.82,82.96
班戈县,6838,10521,2441,1571,3649,1816,238,168,19,17,134,76,35,9,9,1,1,,1.46,1.99,0.97,11224,3948,7276,56.07,40.53,70.79
巴青县,12759,14385,451,111,1627,512,218,123,34,13,127,60,24,7,6,1,0,,0.63,0.93,0.34,18924,8599,10325,86.22,78.16,94.33
尼玛县,8124,11776,2365,1099,3857,1594,326,130,63,19,174,59,43,4,8,0,0,,1.40,1.99,0.80,12900,4767,8133,58.96,43.11,75.15
阿里地区,17037,23219,3127,1016,9174,5684,2325,1390,527,295,1434,678,656,172,145,24,9,1,2.60,3.27,1.89,28165,10645,17520,55.36,40.53,71.18
普兰县,828,1780,254,98,1950,1476,191,86,25,8,133,49,54,8,23,0,0,,3.88,4.79,2.98,2055,575,1480,37.29,21.08,53.18
札达县,1006,1608,203,144,1084,728,349,165,52,14,142,38,48,6,17,0,0,,3.50,4.49,2.43,1978,685,1293,44.41,29.20,61.34
噶尔县,1853,2532,162,114,1754,1314,1255,833,366,210,664,408,393,129,87,23,9,1,5.55,6.42,4.54,3047,1095,1952,30.51,19.91,43.50
日土县,1565,2239,46,43,1187,623,120,80,23,23,111,46,40,9,4,0,0,,2.59,3.40,1.77,2844,1089,1755,61.55,47.14,75.94
革吉县,4226,4709,380,83,731,356,99,57,21,19,116,48,42,9,6,1,0,,1.04,1.37,0.68,5711,2304,3407,71.59,56.65,87.14
改则县,4549,6129,1399,364,1238,658,178,87,18,12,151,48,44,7,4,0,0,,1.17,1.56,0.76,7143,2774,4369,66.52,50.43,83.43
措勤县,3010,4222,683,170,1230,529,133,82,22,9,117,41,35,4,4,0,0,,1.50,2.08,0.90,5387,2123,3264,71.00,55.71,86.44
林芝地区,18978,27307,4293,4281,33806,25774,9415,6442,2184,1542,2250,1783,1428,848,663,316,28,2,4.57,5.13,3.97,39548,15830,23718,35.14,27.06,43.89
林芝县,2379,3806,715,728,7661,6513,4444,3360,1153,946,886,868,965,600,537,265,24,2,6.69,7.19,6.14,5572,2101,3471,18.68,13.36,24.59
工布江达县,1334,2128,1205,1464,7319,6388,631,460,145,109,284,222,79,69,18,11,0,,4.76,5.11,4.40,2915,1056,1859,16.85,12.10,21.69
米林县,2240,3201,396,446,3959,3070,1160,767,195,103,276,200,84,51,32,16,1,,4.43,5.00,3.82,4973,2018,2955,38.23,29.70,47.55
墨脱县,2249,2690,256,132,1480,961,214,123,21,7,86,46,25,9,5,1,0,,2.44,2.90,1.93,3769,1696,2073,63.49,53.98,74.19
波密县,2721,4446,668,700,6542,4444,1613,915,413,190,319,217,155,66,44,13,1,,4.55,5.27,3.73,6420,2375,4045,34.57,23.78,47.11
察隅县,5904,8124,403,161,3912,2155,996,582,186,150,224,116,57,20,10,2,1,,2.62,3.29,1.92,11443,4728,6715,64.00,51.99,76.43
朗县,2151,2912,650,650,2933,2243,357,235,71,37,175,114,63,33,17,8,1,,3.41,3.90,2.89,4456,1856,2600,44.53,36.88,52.27
,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西省,803434,1864296,192821,416223,6042241,6136674,6611817,5095893,1954262,1352755,550921,510703,542184,372040,354269,184953,22510,10087,7.71,8.23,7.16,2606144,771292,1834852,9.82,5.65,14.24
西安市,61056,208877,17533,52350,843222,874391,1374721,1190779,585663,484349,153232,170277,225295,189198,233826,134732,19594,8725,9.24,9.66,8.79,263528,57328,206200,4.57,1.95,7.33
新城区,3266,14075,855,3001,39085,41291,85186,74099,69803,62117,16564,19119,25111,20543,15948,9299,807,406,10.15,10.55,9.73,17034,3035,13999,3.82,1.33,6.43
碑林区,2365,11492,796,3636,37287,40665,75056,69371,75898,70445,22921,30015,47368,42032,85679,42211,9837,4103,11.71,12.24,11.11,13275,2055,11220,2.18,0.63,3.95
莲湖区,3122,12779,907,3013,44582,48597,95580,85678,82068,76538,24359,27232,34865,28209,20171,11002,955,412,10.40,10.77,10.02,15545,2869,12676,2.91,1.05,4.85
灞桥区,2620,9471,1637,4913,49838,49733,109690,100964,39906,35086,10786,10017,17049,12676,7195,3966,192,50,9.23,9.57,8.88,11722,2434,9288,2.97,1.21,4.79
未央区,1897,7630,992,3726,40458,40737,101661,90357,42890,37806,12867,13101,15643,11480,9532,4088,343,80,9.54,9.88,9.18,9257,1730,7527,2.45,0.88,4.15
雁塔区,2630,9032,867,2400,47137,44589,118256,96158,67334,61442,27804,36073,51474,49775,78344,55401,6861,3518,11.48,11.67,11.28,11078,2227,8851,1.60,0.61,2.71
阎良区,1848,7697,301,1022,33835,35728,43599,37557,15938,12913,6729,6493,5692,4771,4589,2122,278,32,8.74,9.19,8.27,9376,1742,7634,5.14,1.89,8.50
临潼区,5570,21528,1402,5070,103048,108247,134777,121395,34584,26678,6004,6258,5458,3876,3377,1532,31,8,7.95,8.36,7.55,26385,5182,21203,5.62,2.23,8.93
长安县,7799,25573,2434,6136,125594,128796,208162,184587,42428,31372,8122,8014,9082,8097,5340,3811,234,88,8.15,8.48,7.82,32168,7218,24950,4.96,2.22,7.70
蓝田县,7527,21915,2407,7298,101155,107218,114297,95524,24155,14980,3989,2533,2866,1479,666,198,22,9,7.42,7.90,6.93,28530,7091,21439,7.15,3.56,10.74
周至县,13271,39630,2205,4708,108191,113876,115007,82696,38775,18717,4484,3075,3403,1772,762,179,13,4,7.25,7.93,6.50,52311,12863,39448,12.27,5.90,18.92
户县,7141,21014,2357,6228,78575,81119,121686,104127,39371,26021,6946,6892,5591,3398,1855,752,17,13,8.04,8.51,7.55,27957,6987,20970,6.72,3.36,10.10
高陵县,2000,7041,373,1199,34437,33795,51764,48266,12513,10234,1657,1455,1693,1090,368,171,4,2,8.04,8.35,7.73,8890,1895,6995,5.41,2.32,8.46
铜川市,16032,37609,4316,9176,121570,120046,158409,118899,57058,43629,15227,13131,13435,8149,3784,1220,46,21,7.98,8.46,7.45,53197,15692,37505,8.85,4.95,13.19
王益区,3283,9640,582,1218,21047,20091,33355,28521,20329,18435,5321,5156,6053,3806,1949,628,32,13,8.88,9.38,8.36,12696,3181,9515,8.36,4.09,12.83
印台区,5683,12776,884,1488,33756,30725,42034,30894,15759,11884,4462,3598,2980,1648,851,288,3,2,7.83,8.32,7.28,18085,5486,12599,11.19,6.32,16.84
耀县,3905,9698,2263,5428,47599,52401,64955,48061,16480,10699,3855,3090,3354,2115,851,259,10,5,7.75,8.25,7.21,13841,3898,9943,6.33,3.43,9.47
宜君县,3161,5495,587,1042,19168,16829,18065,11423,4490,2611,1589,1287,1048,580,133,45,1,1,7.20,7.66,6.63,8575,3127,5448,12.43,8.09,17.96
宝鸡市,58282,169509,19878,48488,569883,637724,707661,536624,226832,139842,63641,51798,49789,28217,20366,9211,291,107,7.78,8.39,7.13,225933,56636,169297,8.36,4.12,12.77
渭滨区,2343,8287,837,2301,29002,30733,53492,46295,37387,33260,12011,14447,13277,9906,9524,5911,144,41,9.84,10.22,9.44,10606,2262,8344,3.90,1.64,6.24
金台区,1712,7234,693,1941,21646,21424,44408,40244,36686,32198,12582,12891,10107,6952,4582,1835,58,16,9.83,10.24,9.40,8824,1633,7191,3.87,1.39,6.49
宝鸡县,10590,26381,6155,15021,131413,150323,146607,107075,38596,18509,9105,5919,6096,2901,1580,472,24,15,7.41,8.01,6.78,37104,10443,26661,6.87,3.76,10.15
凤翔县,6678,24154,1464,3898,82216,100941,99810,74381,25898,11793,5353,3616,3872,1697,825,207,25,4,7.46,8.15,6.75,30441,6445,23996,8.59,3.65,13.51
岐山县,6088,22879,1830,5186,66329,75800,96739,79014,27847,15411,5581,3657,4647,1996,1216,306,13,4,7.71,8.39,7.01,28654,5917,22737,8.63,3.57,13.66
扶风县,6331,24997,1294,4395,68045,76281,103298,78577,19962,9069,5005,2662,3241,1218,795,131,4,9,7.47,8.18,6.73,32202,6324,25878,10.18,3.98,16.43
眉县,6405,17319,1983,4258,45845,47274,63947,49516,15125,7940,3871,3241,2422,1252,574,162,10,4,7.42,8.04,6.77,23506,6281,17225,10.90,5.69,16.36
陇县,8507,20237,2194,4443,52735,56829,35668,20528,8678,3270,3482,1699,1876,536,367,35,7,10,6.40,7.22,5.53,27912,8165,19747,16.16,9.33,23.16
千阳县,1611,4042,934,2658,25755,29991,20998,13307,4882,2241,2096,1045,1355,469,243,46,1,3,7.17,7.82,6.46,5424,1493,3931,6.06,3.24,9.05
麟游县,2568,5405,772,1799,17591,20522,13385,7429,3904,1571,1632,633,855,281,169,24,1,1,6.75,7.56,5.88,7635,2427,5208,12.48,7.50,18.08
凤县,3866,6108,1138,1747,19287,17830,20018,14235,5203,3208,1940,1388,1205,609,264,45,1,,7.20,7.66,6.66,9656,3699,5957,11.90,8.32,16.23
太白县,1583,2466,584,841,10019,9776,9291,6023,2664,1372,983,600,836,400,227,37,3,,7.30,7.81,6.67,3969,1547,2422,10.28,7.14,14.29
咸阳市,80015,241783,15825,37940,765670,810987,1016959,815464,287630,187747,68234,65268,61910,41818,37464,17552,1623,796,7.87,8.41,7.30,313613,75496,238117,8.69,4.12,13.39
秦都区,2391,8282,975,2770,43103,46953,84703,76967,45871,38659,13923,15306,13678,10312,13638,6698,412,183,9.60,9.98,9.20,10036,2038,7998,2.78,1.10,4.54
杨陵区,1715,5470,274,630,15043,16709,24203,19962,8274,5386,4028,4383,4968,3713,9341,4942,923,463,9.53,10.17,8.81,7068,1640,5428,6.56,2.93,10.50
渭城区,2239,7897,1255,3230,38821,41021,70288,63852,32854,28572,11502,11650,13539,10337,6197,2982,142,53,9.33,9.70,8.95,9636,2014,7622,3.29,1.35,5.30
三原县,2490,8438,1620,4393,56524,57691,93697,85215,20441,17819,3935,4610,3689,2857,1630,687,15,9,8.20,8.48,7.92,10639,2316,8323,3.62,1.58,5.66
泾阳县,3959,12441,1645,4000,76827,77629,118891,106710,21113,17571,4602,4777,2808,2216,961,351,8,14,7.96,8.23,7.69,16045,3715,12330,4.42,2.04,6.81
乾县,10497,36952,980,2318,97991,107464,111588,79894,31236,14037,3884,3858,2455,1299,632,182,21,12,7.25,7.96,6.51,46224,9850,36374,11.89,5.03,18.86
礼泉县,6601,21807,1170,2806,72843,80827,97991,79658,27251,15553,5364,5339,3397,2282,667,280,7,3,7.71,8.25,7.16,27532,6132,21400,8.30,3.70,12.89
永寿县,4560,13599,661,1858,35701,38958,36099,22931,8836,3525,2140,1263,1435,481,230,40,10,11,6.98,7.78,6.12,17505,4238,13267,13.13,6.13,20.68
彬县,12058,31634,745,1385,67627,65898,54876,32416,11065,3977,3214,2143,2187,619,351,70,1,3,6.49,7.31,5.59,42682,11557,31125,19.37,10.04,29.57
长武县,4579,11821,1103,2341,30527,29945,34336,24882,7074,2741,1633,902,1319,397,152,19,16,21,6.99,7.68,6.22,16096,4441,11655,13.15,7.02,19.71
旬邑县,9927,22587,1720,3105,51308,49856,47486,32829,11007,4686,2364,1357,1905,763,355,101,11,8,6.68,7.39,5.91,31483,9405,22078,16.86,9.70,24.57
淳化县,5220,11141,439,666,35918,37185,35990,28998,6921,3845,1972,1656,1522,761,192,50,4,2,7.17,7.64,6.68,15655,4868,10787,12.04,7.29,17.04
武功县,5992,21660,1712,4641,62165,71411,85527,64054,21679,10338,3421,2739,2596,1397,713,270,17,5,7.45,8.14,6.73,27305,5751,21554,9.95,4.20,15.68
兴平市,7787,28054,1526,3797,81272,89440,121284,97096,34008,21038,6252,5285,6412,4384,2405,880,36,9,7.86,8.44,7.24,35707,7531,28176,8.83,3.70,14.02
渭南市,62829,213859,15840,47055,861076,942938,1170291,938923,279094,193508,59023,54891,49868,31394,16082,6151,241,151,7.79,8.28,7.28,271156,59230,211926,6.90,2.98,10.91
临渭区,7047,27145,2011,6584,128548,137977,192269,168550,53851,43478,14619,13747,13612,9850,5704,2688,81,28,8.29,8.70,7.88,33322,6516,26806,4.97,1.94,8.01
华县,3099,9670,979,3238,54436,60041,79036,67988,21870,16127,3316,2781,3717,2297,960,322,16,6,8.05,8.45,7.64,12177,2744,9433,4.59,2.03,7.25
潼关县,1485,4468,443,951,25837,29440,30802,24703,7311,5217,1539,1705,1524,972,316,94,4,3,7.80,8.20,7.39,5734,1384,4350,5.56,2.63,8.60
大荔县,9837,32054,4032,11523,126126,135481,153034,120535,32039,22176,5357,5335,4066,2664,1054,374,24,11,7.42,7.94,6.90,41011,9439,31572,7.77,3.59,11.92
合阳县,4385,18717,1466,5762,75628,91444,94028,66989,19709,11143,3511,2860,2707,1404,718,210,7,4,7.43,8.08,6.78,22770,4087,18683,7.12,2.55,11.69
澄城县,6065,19662,927,2843,62599,66427,80641,62817,18231,12046,3915,4046,3229,1976,950,301,6,,7.58,8.12,7.02,25432,5850,19582,9.22,4.20,14.36
蒲城县,9203,34521,2088,6210,124758,133691,166453,130929,34757,23156,7851,7529,5126,3021,1542,499,21,21,7.62,8.14,7.08,43570,8997,34573,7.96,3.25,12.78
白水县,5534,14194,717,1581,44593,46932,60282,47903,15388,9750,3213,2692,2298,1253,596,226,4,2,7.64,8.14,7.11,19421,5307,14114,9.76,5.18,14.60
富平县,8782,28650,1753,4408,125564,143463,174173,137194,33952,19444,6157,5167,4564,2565,1462,471,9,11,7.65,8.13,7.15,36477,8088,28389,6.64,2.90,10.48
韩城市,4389,14365,843,2382,54890,59241,88482,70344,26248,18811,5889,5362,5312,3074,1783,608,60,63,8.19,8.65,7.68,18169,4048,14121,6.25,2.69,10.05
华阴市,3003,10413,581,1573,38097,38801,51091,40971,15738,12160,3656,3667,3713,2318,997,358,9,2,8.06,8.53,7.57,13073,2770,10303,7.28,2.99,11.86
延安市,87365,171254,10161,16748,405932,372999,323136,232334,87322,54934,36675,33410,26412,14901,8653,4187,140,54,6.94,7.50,6.32,250504,83873,166631,17.43,11.14,24.34
宝塔区,15102,27540,1468,2132,71010,65221,64643,53528,19394,14793,10091,11271,8478,5639,5534,3337,96,40,7.69,8.11,7.25,41078,14324,26754,13.74,9.30,18.46
延长县,6342,12268,480,778,27988,25862,20512,14192,4811,3180,1626,1321,1331,762,300,85,1,,6.62,7.19,6.00,18236,6157,12079,20.13,13.07,27.80
延川县,7350,13475,491,872,36123,33060,25645,19602,6970,4659,2247,2088,1577,775,321,91,3,2,6.81,7.29,6.29,20010,6930,13080,17.43,11.65,23.65
子长县,10970,22904,771,1230,44690,41625,30882,20626,6429,3978,2569,2146,1625,705,270,71,3,,6.30,6.97,5.59,32778,10532,22246,23.74,14.92,32.96
安塞县,12238,24059,1185,1690,35619,29839,20347,11070,5758,2308,2297,1347,1628,574,356,75,4,1,5.71,6.61,4.69,35363,11922,23441,31.48,19.98,44.52
志丹县,9246,16410,1348,2402,29486,25397,14488,7588,3726,1561,2055,1282,1155,413,178,39,5,1,5.65,6.45,4.76,23849,8543,15306,27.78,18.73,38.05
吴旗县,6110,14538,676,1207,25850,23248,14534,8363,4517,1851,1871,1203,1287,490,145,27,1,1,6.09,7.01,5.10,20015,5845,14170,25.25,14.16,37.29
甘泉县,4571,8373,418,503,16709,13928,10938,7539,3055,1634,1340,1269,875,513,216,67,3,,6.46,7.05,5.78,13017,4636,8381,23.89,15.94,33.00
富县,3856,8268,1086,1774,28240,26450,26408,18877,7110,3935,2352,1966,1553,910,218,52,2,1,7.24,7.75,6.67,11660,3662,7998,11.30,6.64,16.66
洛川县,4973,10974,724,1341,34994,34545,36830,29548,11078,7132,4529,4379,2714,1589,418,147,10,2,7.63,8.09,7.13,15758,4837,10921,10.84,6.42,15.60
宜川县,1207,2568,740,1747,23539,25883,21922,15959,4264,2786,1607,1298,1030,522,125,50,1,3,7.45,7.85,7.03,3696,1153,2543,4.60,2.77,6.56
黄龙县,2062,3581,294,537,10022,9002,7904,5192,2295,1346,1190,1068,730,367,111,30,3,,7.05,7.58,6.44,5511,2012,3499,15.01,10.04,20.98
黄陵县,3338,6296,480,535,21662,18939,28083,20250,7915,5771,2901,2772,2429,1642,461,116,8,3,7.97,8.31,7.57,9533,3320,6213,9.77,6.15,14.24
汉中市,83937,155716,38289,77767,650271,660978,612279,462533,156658,97737,49050,39352,38342,18928,16355,6714,170,60,7.25,7.75,6.70,236549,82287,154262,8.88,5.95,12.03
汉台区,5934,14803,3449,8133,59908,60140,100075,90429,37430,29906,14187,15399,13304,8202,7187,3857,83,18,8.72,9.14,8.28,20339,5720,14619,4.95,2.73,7.25
南郑县,10567,22623,4725,9741,92446,100171,88113,65574,18551,11092,4866,3761,4270,1929,1317,335,15,5,7.10,7.64,6.53,32829,10384,22445,8.84,5.48,12.35
城固县,9839,19371,4226,10177,77666,79616,90870,75057,21089,12527,6556,5370,4709,2313,1686,485,17,,7.43,7.93,6.89,28833,9653,19180,8.16,5.35,11.10
洋县,12045,22199,2606,4477,64173,66187,77939,61140,19858,10558,4550,2681,3358,1258,923,221,12,12,7.28,7.81,6.70,33955,11830,22125,11.52,7.75,15.55
西乡县,9039,13839,4237,7566,77986,80769,59688,41677,11953,6611,2842,1952,2049,829,466,119,10,14,6.84,7.27,6.38,22567,8876,13691,8.45,6.38,10.68
勉县,7423,15641,4997,10514,67047,75426,77860,59986,20303,11551,5505,3678,3637,1615,3587,1487,19,4,7.44,8.03,6.81,22988,7372,15616,7.32,4.57,10.22
宁强县,10466,19417,7339,15661,76965,74074,42287,23507,8759,4386,2686,1455,1739,633,286,35,0,,6.04,6.72,5.29,29430,10264,19166,12.25,8.19,16.67
略阳县,9937,14260,3599,5294,44200,38296,27133,18608,10171,7076,3421,2395,2565,1162,568,124,0,2,6.64,7.11,6.09,23817,9752,14065,14.96,11.26,19.39
镇巴县,4730,8540,1759,4510,71213,71631,36701,18596,5274,1898,2841,1475,1543,565,162,24,9,3,6.61,7.10,6.03,12926,4538,8388,6.78,4.44,9.48
留坝县,2081,2813,995,1177,10894,8345,6642,4540,2005,1228,863,738,600,242,90,16,2,1,6.69,7.06,6.21,4841,2051,2790,13.39,9.97,17.90
佛坪县,1876,2210,357,517,7773,6323,4971,3419,1265,904,733,448,568,180,83,11,3,1,6.76,7.14,6.28,4024,1847,2177,15.11,12.34,18.66
榆林市,130194,278550,23137,43961,689283,649717,489070,327142,112947,68187,39073,35237,32155,17459,7287,2368,210,103,6.58,7.22,5.91,397246,124623,272623,17.87,10.90,25.25
榆阳区,14928,35309,2650,5725,88010,85024,72741,49732,17581,12626,10429,11801,8979,6003,2911,1079,61,18,7.22,7.83,6.58,48480,14050,34430,14.58,8.33,21.02
神木县,16206,38137,2477,7055,69686,64869,62898,33290,16652,8139,5255,3655,4368,1955,1154,310,37,10,6.55,7.47,5.51,54259,16056,38203,21.06,11.73,31.66
府谷县,11762,28945,1027,1781,44045,36956,39366,20529,9813,4721,3232,2705,3010,1640,619,231,10,4,6.46,7.38,5.39,39839,11460,28379,23.91,12.73,37.05
横山县,12835,32249,2289,4486,71913,68697,40886,22064,9615,4205,2424,1838,1915,757,258,56,37,19,6.06,6.89,5.18,43768,12158,31610,21.82,11.90,32.13
靖边县,11877,24832,1995,3519,65338,63062,39948,25035,8422,4758,2412,1850,2541,1309,396,142,27,35,6.35,6.99,5.67,34340,10803,23537,17.69,10.79,25.03
定边县,9434,21437,2319,4923,73428,71205,38988,23978,8758,4780,2162,1469,1988,887,306,81,1,,6.36,6.98,5.70,29221,8649,20572,14.65,8.44,21.23
绥德县,12940,22516,2383,3538,66823,62052,49529,42602,9667,7051,4039,4874,2354,1423,517,156,10,,6.77,7.13,6.41,35092,12771,22321,16.09,11.63,20.62
米脂县,3430,6204,2718,4588,47179,46387,33351,28420,6528,4726,1787,1618,1504,842,281,80,10,11,7.05,7.35,6.73,9414,3318,6096,6.55,4.58,8.55
佳县,11171,20064,2418,3657,53878,50723,34796,24940,8258,5690,2544,2034,1672,753,251,68,3,5,6.42,6.93,5.88,30727,10831,19896,18.46,12.66,24.59
吴堡县,823,1698,1445,2738,15365,15022,12446,10336,2797,1987,1074,749,895,462,124,44,5,1,7.22,7.64,6.78,2430,770,1660,4.83,2.99,6.76
清涧县,10981,18747,546,710,39769,35081,25036,19179,7635,5064,1740,1190,1371,749,219,77,3,,6.38,6.89,5.83,29052,10631,18421,23.56,16.69,30.89
子洲县,13807,28412,870,1241,53849,50639,39085,27037,7221,4440,1975,1454,1558,679,251,44,6,,6.21,6.86,5.52,40624,13126,27498,23.80,15.24,32.53
安康市,143103,230113,33078,53346,620077,549941,348403,216655,76102,42687,36849,28012,24247,12893,5888,1760,126,42,6.20,6.75,5.58,363600,138745,224855,19.00,13.63,25.12
汉滨区,37529,70514,3828,5781,172241,161780,130914,90738,30808,20554,14867,13072,11479,7226,3475,1243,93,26,6.86,7.40,6.27,104697,36007,68690,17.32,11.50,23.59
汉阴县,18258,30643,2269,2236,57759,46688,29634,18630,6037,3213,2538,1642,1387,572,354,80,1,,5.68,6.29,4.98,47757,17766,29991,27.90,19.48,37.48
石泉县,11749,16838,1390,1450,36405,30121,22168,14614,5303,3076,2386,1907,1458,618,325,70,6,2,6.15,6.64,5.58,28015,11518,16497,23.17,17.46,30.02
宁陕县,4913,6001,760,893,18675,14926,10651,7033,2445,1493,1306,994,792,354,124,28,1,1,6.39,6.75,5.95,10778,4859,5919,18.32,14.60,23.19
紫阳县,20138,29913,4347,6617,76603,64817,30111,15953,5043,2286,3047,1758,1821,821,271,51,8,4,5.52,6.09,4.87,49160,19676,29484,23.74,17.58,30.98
岚皋县,7660,9294,4810,7047,38834,32113,17214,10412,3747,2086,2293,1448,1328,618,261,54,1,1,5.93,6.38,5.38,16436,7393,9043,14.51,11.83,17.80
平利县,15006,20523,3489,7088,48407,41425,23597,13663,5765,2561,2609,1985,1333,680,294,78,4,1,5.66,6.26,4.98,34907,14740,20167,23.12,18.24,28.75
镇坪县,1953,2717,1436,2169,14071,12372,6329,3993,1445,843,970,779,646,265,106,17,2,,6.32,6.77,5.79,4571,1913,2658,11.05,8.51,14.06
旬阳县,19759,35092,4795,9432,106697,100438,58731,31266,11518,4557,5002,3184,2916,1306,504,99,9,1,6.13,6.77,5.39,53279,19065,34214,16.90,11.39,23.14
白河县,6138,8578,5954,10633,50385,45261,19054,10353,3991,2018,1831,1243,1087,433,174,40,1,6,5.83,6.36,5.24,14000,5808,8192,10.76,8.35,13.52
商洛地区,80621,157026,14764,29392,515257,516953,410888,256540,84956,40135,29917,19327,20731,9083,4564,1058,69,28,6.78,7.38,6.11,230818,77382,153436,13.55,8.55,19.23
商州市,16596,37233,1254,2765,99909,104745,101371,68443,21649,11584,8510,6661,7518,4188,2010,574,40,10,7.20,7.83,6.52,51959,15677,36282,13.41,7.75,19.60
洛南县,11373,27180,2864,6508,95175,99567,89013,57028,16071,7328,5305,2875,3369,1289,674,138,5,1,6.93,7.57,6.22,37597,10953,26644,11.27,6.22,16.90
丹凤县,6095,12023,2051,4778,62378,67970,58509,36905,10583,4811,3682,2090,1940,675,458,62,12,6,7.07,7.62,6.45,17587,5807,11780,8.20,5.11,11.69
商南县,7939,13849,1276,2344,46770,48679,42143,28205,10411,5116,2606,1646,2268,921,450,110,2,3,7.00,7.55,6.38,21150,7598,13552,12.74,8.57,17.52
山阳县,12291,23777,3646,7007,103405,104556,60424,32412,12142,4847,3964,2142,2057,686,308,54,2,,6.45,7.04,5.78,34873,11749,23124,12.38,7.88,17.44
