表1    总人口、户籍人口、少数民族人口比重、非农业户口人口比重、城乡人口、家庭户人口、家庭户类别（全部数据）,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
县市名,总人口（人）,,,总人口,户籍人口（人）,少数民族人口比重,非农业户口人口比重,城乡人口（人）,,家庭户,,,,家庭户类别（户）,,,
,合计,男,女,性别比,,（%）,（%）,城镇,乡村,户数（户）,人口数（人）,户规模（人/户）,其中：一人户(户),一代户,二代户,三代户,四代以上户
,,,,,,,,,,,,,,,,,
小店区,491250,249805,241445,103.46,397780,0.79,62.62,491250,,124206,400126,3.22,9887,28972,77530,17295,409
迎泽区,470917,237218,233699,101.51,431252,1.26,85.79,470917,,139828,424152,3.03,14159,37838,82039,19628,323
杏花岭区,520702,265509,255193,104.04,499613,1.01,86.75,520702,,161153,494846,3.07,15253,39467,97703,23653,330
尖草坪区,338417,177399,161018,110.17,320602,0.74,64.63,318371,20046,94342,302496,3.21,7685,21505,58428,14115,294
万柏林区,556931,299508,257423,116.35,438559,0.76,73.45,556931,,156802,485851,3.10,13942,37872,100213,18431,286
晋源区,180165,91777,88388,103.83,174413,0.35,35.76,180165,,46859,168923,3.60,2755,8197,28959,9397,306
清徐县,328787,177429,151358,117.22,296594,0.14,10.20,49070,279717,77800,297786,3.83,3876,13453,47094,16644,609
阳曲县,142109,74361,67748,109.76,143297,0.11,12.52,28964,113145,40026,140922,3.52,3876,8896,24060,6864,206
娄烦县,109412,58302,51110,114.07,108347,0.11,17.41,18287,91125,27799,107777,3.88,2104,5304,18416,3954,125
古交市,205702,110105,95597,115.18,206740,0.41,54.68,121069,84633,56521,200108,3.54,4415,10796,40144,5443,138
大同市,3001508,1550741,1450767,106.89,2906135,0.46,38.96,1305923,1695585,888361,2943767,3.31,70339,208364,604501,74315,1181
城区,537598,268243,269355,99.59,474384,1.45,91.06,537598,,177291,515799,2.91,12642,46237,119128,11798,128
矿区,460714,237585,223129,106.48,421896,0.30,82.88,460714,,143100,453638,3.17,9183,29176,102829,11003,92
南郊区,422517,223583,198934,112.39,394683,0.35,16.71,29274,393243,120181,410058,3.41,8267,26801,83828,9347,205
新荣区,105915,56343,49572,113.66,102615,0.22,13.48,26030,79885,31692,103275,3.26,3218,8590,21352,1720,30
阳高县,262565,134091,128474,104.37,287080,0.09,13.73,42283,220282,75276,262052,3.48,6939,18496,49225,7437,118
天镇县,187832,95545,92287,103.53,203455,0.14,12.27,19181,168651,53125,187708,3.53,4286,12776,35122,5133,94
广灵县,162548,85683,76865,111.47,170813,0.20,11.30,9714,152834,45933,161900,3.52,4478,10564,29562,5688,119
灵丘县,209713,109842,99871,109.98,221332,0.06,11.11,11919,197794,60219,208020,3.45,5526,13585,41370,5167,97
浑源县,325763,165826,159937,103.68,335754,0.10,14.06,89684,236079,87897,322939,3.67,8324,18409,59876,9437,175
左云县,163366,88233,75133,117.44,132175,0.70,19.18,41734,121632,45664,157651,3.45,3452,11593,30467,3541,63
大同县,162977,85767,77210,111.08,161948,0.34,18.53,37792,125185,47983,160727,3.35,4024,12137,31742,4044,60
阳泉市,1273126,668004,605122,110.39,1261052,0.30,41.76,580478,692648,366289,1231016,3.36,27108,72145,237475,55375,1294
城区,164288,84865,79423,106.85,185160,0.97,91.04,164288,,49744,152220,3.06,2953,10652,33185,5812,95
矿区,217592,114455,103137,110.97,217652,0.30,88.69,217592,,66073,212125,3.21,4966,12991,44393,8613,76
郊区,273437,146889,126548,116.07,246298,0.22,32.90,103506,169931,76628,259854,3.39,5493,14646,49608,12102,272
平定县,323633,168106,155527,108.09,318344,0.06,17.25,62590,261043,93036,318084,3.42,7396,17837,59940,14885,374
盂县,294176,153689,140487,109.40,293598,0.27,14.92,32502,261674,80808,288733,3.57,6300,16019,50349,13963,477
长治市,3138991,1621512,1517479,106.86,3102759,0.71,21.27,896487,2242504,817897,3048706,3.73,55525,130823,507421,172871,6782
城区,361508,182062,179446,101.46,342684,5.32,77.48,361508,,97384,323451,3.32,6559,19048,63435,14612,289
郊区,287473,150184,137289,109.39,271337,0.29,40.16,137587,149886,74892,274330,3.66,4151,11309,48447,14586,550
长治县,323236,162923,160313,101.63,317865,0.14,8.99,37070,286166,82149,320657,3.90,3976,10235,47157,23427,1330
襄垣县,248383,129172,119211,108.36,242089,0.11,18.34,62871,185512,64081,245037,3.82,4476,10558,37971,14985,567
屯留县,248225,128283,119942,106.95,249529,0.04,8.54,23887,224338,61804,245929,3.98,3053,7712,38612,14820,660
平顺县,160868,83379,77489,107.60,165669,0.01,7.64,18783,142085,44495,158547,3.56,4218,8348,27576,8245,326
黎城县,155075,82119,72956,112.56,156425,0.03,11.21,29912,125163,44409,151388,3.41,4453,9332,27640,7216,221
壶关县,282564,143171,139393,102.71,284245,0.21,7.20,23948,258616,72759,281356,3.87,4511,10006,44627,17491,635
长子县,337354,172225,165129,104.30,340727,0.15,6.85,41006,296348,84529,336690,3.98,4264,10731,49987,22770,1041
武乡县,196097,104791,91306,114.77,204672,0.02,11.01,29768,166329,52487,191855,3.66,5177,10266,33853,8138,230
沁县,169959,89473,80486,111.17,170724,0.02,16.50,33736,136223,44716,161802,3.62,3953,8198,29669,6722,127
沁源县,154305,82437,71868,114.71,151076,0.04,11.52,27730,126575,39881,147675,3.70,3210,7072,26117,6536,156
潞城市,213944,111293,102651,108.42,205717,0.09,17.55,68681,145263,54311,209989,3.87,3524,8008,32330,13323,650
晋城市,2160984,1112138,1048846,106.03,1994874,0.33,17.76,738794,1422190,591283,2093061,3.54,43852,116944,350640,118192,5507
城区,304221,157663,146558,107.58,199608,1.08,55.79,304221,,87053,286722,3.29,6923,19540,56942,10294,277
沁水县,211440,110365,101075,109.19,204013,0.12,14.75,49842,161598,61241,205759,3.36,5153,14381,35835,10554,471
阳城县,406708,209124,197584,105.84,382727,0.25,14.21,114092,292616,115181,393688,3.42,9105,25010,67194,22069,908
陵川县,249782,129512,120270,107.68,248829,0.33,9.20,51548,198234,67725,248793,3.67,5162,11451,40987,14604,683
泽州县,517162,269035,248127,108.43,497338,0.23,8.98,99958,417204,136594,494086,3.62,10924,28076,80517,26836,1165
高平市,471671,236439,235232,100.51,462359,0.11,12.02,119133,352538,123489,464013,3.76,6585,18486,69165,33835,2003
朔州市,1451875,753046,698829,107.76,1419512,0.15,22.25,516353,935522,385121,1430234,3.71,24828,77387,258188,48330,1216
朔城区,388638,199695,188943,105.69,375529,0.11,32.54,185116,203522,103105,380923,3.69,6075,19000,72542,11310,253
平鲁区,175258,90926,84332,107.82,188786,0.09,15.17,65584,109674,43982,174043,3.96,2747,8691,30387,4789,115
山阴县,217299,112351,104948,107.05,214642,0.15,19.07,50251,167048,58268,215829,3.70,3762,12373,38075,7594,226
应县,279483,145102,134381,107.98,273032,0.13,10.45,61825,217658,73861,276913,3.75,4750,15078,46691,11781,311
右玉县,105143,54515,50628,107.68,103771,0.53,13.81,30135,75008,28212,104134,3.69,2037,6165,18248,3730,69
怀仁县,286054,150457,135597,110.96,263752,0.12,29.60,123442,162612,77693,278392,3.58,5457,16080,52245,9126,242
晋中市,3016536,1571127,1445409,108.70,3032803,0.16,23.71,975263,2041273,868910,2919664,3.36,71981,186366,563166,116031,3347
榆次区,534357,274957,259400,106.00,520672,0.47,47.12,324878,209479,155808,507094,3.25,10582,33497,98234,23426,651
榆社县,126173,66701,59472,112.16,136193,0.02,15.53,23943,102230,37547,124473,3.32,3965,8805,25845,2854,43
左权县,156203,83163,73040,113.86,160054,0.13,14.52,31514,124689,44252,148512,3.36,3660,9140,28960,6007,145
和顺县,134522,71268,63254,112.67,136209,0.03,16.63,36823,97699,38925,131221,3.37,3450,8279,25178,5295,173
昔阳县,221361,116268,105093,110.63,235907,0.03,13.22,32316,189045,73008,218907,3.00,8685,20464,46612,5806,126
寿阳县,210184,112683,97501,115.57,214573,0.11,15.99,39167,171017,64073,204131,3.19,8048,16961,37902,8898,312
太谷县,285807,146764,139043,105.55,276588,0.13,24.22,68749,217058,79301,266444,3.36,5378,16349,50438,12158,356
祁县,253829,132415,121414,109.06,254862,0.04,17.53,48978,204851,71221,246193,3.46,5683,14129,45951,10785,356
平遥县,477373,245428,231945,105.81,486868,0.08,12.88,89030,388343,128371,472990,3.68,9565,22269,84431,21038,633
灵石县,243734,130805,112929,115.83,240174,0.21,28.21,87085,156649,67776,231168,3.41,5069,14402,45523,7594,257
介休市,372993,190675,182318,104.58,370703,0.10,24.88,192780,180213,108628,368531,3.39,7896,22071,74092,12170,295
运城市,4812361,2464300,2348061,104.95,4817332,0.24,13.59,1050196,3762165,1162691,4685059,4.03,57579,159374,649567,330714,23036
盐湖区,604381,304489,299892,101.53,601196,0.27,28.40,271820,332561,146408,557384,3.81,9516,24323,83920,35908,2257
临猗县,536518,273837,262681,104.25,543352,0.08,6.28,86451,450067,129546,522437,4.03,6330,16243,66596,43577,3130
万荣县,425598,217147,208451,104.17,429678,0.07,5.24,35767,389831,97626,420343,4.31,4102,10575,50738,33800,2513
闻喜县,377572,194011,183561,105.69,374276,0.07,12.00,42491,335081,90387,372532,4.12,3777,11239,48545,28645,1958
稷山县,324812,166055,158757,104.60,322860,0.10,7.55,56066,268746,73570,315098,4.28,2814,8817,39640,23547,1566
新绛县,312063,159153,152910,104.08,313000,0.41,10.73,56555,255508,73111,308008,4.21,2440,7856,38929,24501,1825
绛县,264708,133777,130931,102.17,266428,0.52,16.29,70106,194602,65823,263792,4.01,2679,8133,38537,18060,1093
垣曲县,219371,113672,105699,107.54,219649,0.66,27.61,62615,156756,59810,216824,3.63,4580,10322,39219,9963,306
夏县,342870,177978,164892,107.94,351118,0.18,7.51,48889,293981,77572,336955,4.34,2595,7286,41557,26660,2069
平陆县,241879,124349,117530,105.80,242988,0.55,8.76,40887,200992,59992,239581,3.99,3434,8624,34501,15716,1151
芮城县,372773,189709,183064,103.63,375058,0.17,7.69,58051,314722,95478,367696,3.85,5407,16514,55181,22133,1650
永济市,421244,214446,206798,103.70,417544,0.24,17.12,115574,305670,105903,408047,3.85,5838,16306,58717,28678,2202
河津市,368572,195677,172895,113.18,360185,0.26,19.52,104924,263648,87465,356362,4.07,4067,13136,53487,19526,1316
忻州市,2938344,1534626,1403718,109.33,2898293,0.14,18.57,792953,2145391,817916,2887622,3.53,69839,174735,523338,116725,3118
忻府区,496608,251708,244900,102.78,495058,0.29,30.91,206779,289829,142510,477175,3.35,11308,30053,90986,21009,462
定襄县,211104,108447,102657,105.64,206204,0.23,14.38,49901,161203,59830,210137,3.51,4612,11986,36017,11474,353
五台县,313321,162640,150681,107.94,312879,0.14,11.15,46860,266461,83467,309500,3.71,7342,16490,52736,13839,402
代县,203311,105917,97394,108.75,200015,0.17,17.84,51546,151765,58288,202093,3.47,5064,12414,36520,9110,244
繁峙县,241938,128376,113562,113.04,240692,0.06,9.08,55324,186614,63960,238858,3.73,4987,12192,42344,9193,231
宁武县,152938,83005,69933,118.69,151076,0.03,23.37,49975,102963,41318,150538,3.64,3691,8500,27849,4856,113
静乐县,155740,84355,71385,118.17,152268,0.04,13.37,25975,129765,39065,155305,3.98,3576,7375,25522,5986,182
神池县,103990,55692,48298,115.31,98774,0.01,12.95,17069,86921,29561,101996,3.45,2619,6866,19726,2895,74
五寨县,108651,56888,51763,109.90,107083,0.05,16.03,19409,89242,32150,105755,3.29,3237,8439,20931,2717,63
岢岚县,80760,43253,37507,115.32,78591,0.03,14.23,23653,57107,22015,80412,3.65,1793,4549,14618,2779,69
河曲县,138811,73031,65780,111.02,135076,0.03,17.18,39232,99579,39165,137806,3.52,2828,9091,24708,5177,189
保德县,146995,76873,70122,109.63,148619,0.03,12.75,28302,118693,38252,145494,3.80,2577,7840,27029,3288,95
偏关县,112324,59690,52634,113.41,103991,0.19,19.31,27118,85206,31246,109289,3.50,2605,7844,20482,2839,81
原平市,471853,244751,227102,107.77,467967,0.19,22.59,151810,320043,137089,463264,3.38,13600,31096,83870,21563,560
临汾市,3950845,2025713,1925132,105.22,4036441,0.18,19.62,1062335,2888510,966003,3858074,3.99,46906,138536,597806,217686,11975
尧都区,724403,367377,357026,102.90,737048,0.26,35.78,368399,356004,179968,682008,3.79,9619,28953,110016,38774,2225
曲沃县,222391,113641,108750,104.50,230947,0.41,12.19,47922,174469,52793,218191,4.13,1887,5802,30183,15742,1066
翼城县,303258,154157,149101,103.39,302265,0.68,17.46,30128,273130,76768,301470,3.93,3493,9838,44509,21197,1224
襄汾县,466163,236842,229321,103.28,476567,0.04,7.95,66806,399357,112522,459848,4.09,5092,14927,61673,33501,2421
洪洞县,693261,353984,339277,104.33,703474,0.01,9.73,123156,570105,158733,685226,4.32,5435,15828,98530,42117,2258
古县,84696,44469,40227,110.55,85077,0.03,15.18,20529,64167,21044,83313,3.96,1276,2926,13629,4324,165
安泽县,76139,39969,36170,110.50,79606,0.06,15.36,19318,56821,21432,74874,3.49,1754,3960,14236,3145,91
浮山县,121323,62857,58466,107.51,126949,0.18,15.47,16399,104924,32208,119156,3.70,1909,5936,18640,7221,411
吉县,97096,49952,47144,105.96,101920,0.28,12.87,4958,92138,26270,96987,3.69,2110,5323,17437,3385,125
乡宁县,216408,112753,103655,108.78,223335,0.04,11.17,29867,186541,48629,212691,4.37,1646,5663,33011,9505,450
大宁县,56037,28814,27223,105.84,64724,0.01,20.79,13693,42344,14642,55963,3.82,901,3066,10077,1452,47
隰县,95895,49273,46622,105.69,98609,0.02,18.20,16943,78952,23140,93433,4.04,849,3171,16263,3613,93
永和县,61001,31839,29162,109.18,62328,0.04,13.63,15843,45158,15691,60914,3.88,627,2647,11133,1859,52
蒲县,98860,53428,45432,117.60,98495,0.01,16.25,29460,69400,22413,93641,4.18,1076,3276,15516,3502,119
汾西县,133836,70045,63791,109.80,138662,0.01,11.86,27216,106620,30247,132618,4.38,1194,4069,20770,5201,207
侯马市,225123,113997,111126,102.58,225956,0.56,44.96,99184,125939,61240,218354,3.57,3833,11951,36675,11996,618
霍州市,274955,142316,132639,107.30,280479,0.05,29.75,132514,142441,68263,269387,3.95,4205,11200,45508,11152,403
吕梁地区,3382280,1758138,1624142,108.25,3370711,0.05,14.64,757487,2624793,860454,3328646,3.87,53589,155348,590610,110783,3713
孝义市,414154,215941,198213,108.94,397833,0.15,27.69,141635,272519,106964,402904,3.77,6784,19626,72874,13944,520
离石市,235678,121253,114425,105.97,216283,0.09,36.23,137928,97750,59679,217488,3.64,3973,12193,42001,5336,149
汾阳市,387046,199129,187917,105.97,389350,0.07,16.75,118677,268369,102129,376274,3.68,5967,18019,67407,16084,619
文水县,401641,203482,198159,102.69,410044,0.03,9.41,65236,336405,101758,399559,3.93,6494,17142,64496,19340,780
交城县,207404,107523,99881,107.65,201896,0.04,13.82,50974,156430,53259,204397,3.84,3250,9042,35979,8040,198
兴县,259451,134791,124660,108.13,266182,0.06,9.14,42964,216487,65877,259218,3.93,4330,13077,46439,6173,188
临县,553440,289772,263668,109.90,569791,0.00,6.17,47445,505995,142979,552723,3.87,9398,26954,101475,14176,374
柳林县,282840,147811,135029,109.47,279888,0.08,12.70,57309,225531,69713,280264,4.02,4752,13117,48581,7728,287
石楼县,101858,53175,48683,109.23,103242,0.00,9.13,16117,85741,24438,101733,4.16,747,3768,18174,2442,54
岚县,163897,86592,77305,112.01,162150,0.02,8.12,18109,145788,39583,163655,4.13,1933,5504,27779,6126,174
方山县,135598,71647,63951,112.03,137025,0.02,9.99,21568,114030,34092,135133,3.96,2486,6125,23813,4053,101
中阳县,131812,69662,62150,112.09,131029,0.01,15.49,11203,120609,33261,130812,3.93,1773,5956,23518,3677,110
交口县,107461,57360,50101,114.49,105998,0.08,13.05,28322,79139,26722,104486,3.91,1702,4825,18074,3664,159
,,,,,,,,,,,,,,,,,
内蒙古自治区,23323347,12061615,11261732,107.10,23390825,20.83,34.70,9958833,13364514,6784470,22618741,3.33,423822,1431265,4461035,870758,21412
呼和浩特市,2392895,1244736,1148159,108.41,1973571,11.58,42.48,1222175,1170720,722377,2214196,3.07,68881,202038,452133,66820,1386
新城区,409629,209245,200384,104.42,288562,16.87,69.18,284084,125545,127619,357716,2.80,14704,39213,79627,8653,126
回民区,284676,146539,138137,106.08,198169,15.76,68.27,211329,73347,93629,264642,2.83,10554,28718,58739,6103,69
玉泉区,266888,139986,126902,110.31,159233,13.07,55.26,225872,41016,88679,245675,2.77,11424,29163,55510,3945,61
赛罕区,445762,228558,217204,105.23,324940,15.17,56.99,298867,146895,133740,383346,2.87,14033,41107,83696,8794,143
土默特左旗,340606,179464,161142,111.37,335731,10.93,12.69,69410,271196,96875,332862,3.44,6602,21852,60853,13863,307
托克托县,185582,98353,87229,112.75,177255,4.37,15.08,44378,141204,50819,179112,3.52,3038,11227,31479,7873,240
和林格尔县,176474,93611,82863,112.97,180961,5.56,11.78,30309,146165,47059,172418,3.66,2810,9202,29396,8227,234
清水河县,125748,65205,60543,107.70,135588,0.81,14.73,23133,102615,36243,123460,3.41,2531,9573,23427,3177,66
武川县,157530,83775,73755,113.59,173132,2.74,17.91,34793,122737,47714,154965,3.25,3185,11983,29406,6185,140
包头市,2254439,1169609,1084830,107.81,2034726,5.84,56.28,1549075,705364,733402,2164556,2.95,64131,205306,470838,56416,842
东河区,429355,218654,210701,103.77,380841,7.16,79.96,429355,,144094,412611,2.86,13186,39725,94119,10124,126
昆都伦区,505951,261196,244755,106.72,406694,6.89,79.12,505951,,166567,481321,2.89,14013,46845,105152,14413,157
青山区,382659,195081,187578,104.00,292234,6.04,81.41,382659,,125661,355921,2.83,10875,37530,78525,9484,122
石拐区,50337,26533,23804,111.46,60482,3.90,68.30,37809,12528,18402,49388,2.68,2365,6863,10460,1068,11
白云矿区,25286,13029,12257,106.30,20667,8.94,83.02,25286,,8388,24907,2.97,538,2245,5247,883,13
九原区,277593,148002,129591,114.21,206965,2.66,17.68,38987,238606,89972,266846,2.97,8452,25463,60301,4149,59
土默特右旗,314290,164479,149811,109.79,348149,3.82,16.26,70035,244255,98654,308756,3.13,8455,26241,65988,6334,91
固阳县,170643,90651,79992,113.33,211070,2.15,17.44,35808,134835,51497,167818,3.26,4270,12900,31614,6795,188
达尔罕茂明安联合旗,98325,51984,46341,112.18,107624,16.00,26.17,23185,75140,30167,96988,3.22,1977,7494,19432,3166,75
乌海市,427553,223947,203606,109.99,404659,6.22,74.97,397716,29837,136468,412365,3.02,10833,34012,91006,11247,203
海勃湾区,199557,104318,95239,109.53,178945,6.46,74.00,191724,7833,62740,190743,3.04,5001,15463,41964,5215,98
海南区,100819,53671,47148,113.84,95835,5.61,64.67,81979,18840,32763,96876,2.96,3032,9033,21335,2356,39
乌达区,127177,65958,61219,107.74,129879,6.31,84.60,124013,3164,40965,124746,3.05,2800,9516,27707,3676,66
赤峰市,4435737,2280139,2155598,105.78,4582797,22.41,19.94,1192381,3243356,1213005,4341192,3.58,52174,191220,790796,224511,6478
红山区,318512,158698,159814,99.30,283174,24.67,74.88,318512,,96878,298137,3.08,6885,23885,60786,11982,225
元宝山区,297035,152087,144948,104.93,276012,15.70,55.08,219657,77378,88349,290259,3.29,4259,17659,57609,12784,297
松山区,538176,278665,259511,107.38,542325,24.75,16.45,154098,384078,141463,510534,3.61,5755,23351,88770,28474,868
阿鲁科尔沁旗,297090,151579,145511,104.17,306841,41.46,11.08,51274,245816,81841,294552,3.60,3725,12205,54363,14787,486
巴林左旗,332550,169666,162884,104.16,364615,37.71,13.06,53931,278619,91772,327708,3.57,3371,14120,61395,15798,459
巴林右旗,174275,88776,85499,103.83,180582,47.98,24.99,52940,121335,50226,172577,3.44,2398,8761,34027,7235,203
