24.镇户数和人口数,,,,
,,,,
,,,,
,,    人口数,,
  镇名,  户数,,,
,,    合计,    男,    女
  新舟镇,    899,"    3,744","    1,911","    1,833"
  尚稽镇,    824,"    3,987","    2,057","    1,930"
  乌江镇,"    1,386","    6,500","    3,202","    3,298"
  桐梓县城关镇,"    5,243","    22,123","    11,372","    10,751"
  新站镇,    581,"    2,359","    1,187","    1,172"
  松坎镇,    988,"    4,399","    2,426","    1,973"
  洋川镇,"    4,058","    14,675","    7,413","    7,262"
  凤仪镇,"    3,038","    14,292","    7,245","    7,047"
  安常镇,    690,"    3,106","    1,584","    1,522"
  玉溪镇,    1，283,"    7,220","    4,278","    2,942"
  都濡镇,"    2,445","    10,635","    5,499","    5,136"
  龙泉镇,"    1,928","    7,641","    4,048","    3,593"
  义泉镇,"    3,976","    14,195","    7,274","    6,921"
  永兴镇,1673,"    6,799","    3,455","    3,344"
  白泥镇,"    2,388","    10,835","    5,692","    5,143"
  中枢镇,"    1,439","    6,437","    3,475","    2,962"
  茅台镇,"    1,651","    7,317","    4,006","    3,311"
  赤水县城关镇,"    7,520","    33,275","    17,907","    15,368"
  习水县城关镇,"    2,509","    10,509","    5,619","    4,890"
  土城镇,"    1,137","    4,512","    2,309","    2,203"
  温水镇,"    1,370","    5,472","    2,765","    2,707"
  铜仁县城关镇,"    12,780","    53,071","    27,527","    25,544"
  江口县城关镇,"    2,572","    10,372","    5,302","    5,070"
  玉屏县城关镇,"    2,846","    10,467","    5,481","    4,986"
  大龙镇,"    1,246","    5,867","    3,148","    2,719"
  石阡县城关镇,"    2,589","    11,391","    5,925","    5,466"
  思南县城关镇,"    3,709","    15,646","    8,212","    7,434"
  印江县城关镇,"    2,607","    12,183","    6,378","    5,805"
  德江县城关镇,"    2,801","    12,941","    6,816","    6,125"
  红旗镇,2376,"    11,347","    6,065","    5,282"
  松桃苗族自治县城关镇,"    2,778","    13,707","    7,234","    6,473"
  万山镇,3985,"    19,738","    10,496","    9,242"
  兴义县城关镇,"    9,929","    40,639","    20,998","    19,641"
  兴仁县城关镇,"    5,499","    22,931","    11,576","    11,355"
  盘水镇,"    2,350","    11,059","    6,051","    5,008"
  莲城镇,"    2,489","    9,731","    5,082","    4,649"
  贞丰县城关镇,"    2,372","    9,437","    4,892","    4,545"
  复兴镇,"    1,883","    7,920","    4,221","    3,699"
  者楼镇,"    1,154","    5,202","    2,854","    2,348"
  安龙县城关镇,"    3,146","    11,718","    5,977","    5,741"
  毕节县城关镇,"    24,378","    113,772","    57,703","    56,069"
  大方县城关镇,"    4,439","    19,517","    10,085","    9,432"
  黔西县城关镇,"    7,529","    32,471","    16,476","    15,995"
  金沙县城关镇,"    4,573","    19,304","    10,037","    9,267"
,,,,
,,,,
,,,,
,,,,
,,    人口数,,
  镇名,  户数,,,
,,  合计,    男,    女
(续),,,,
  安底镇,    928,"    4,306","    2,265","    2,041"
  织金县城关镇,"    5,656","    26,826","    14,200","    12,626"
  纳雍县城关镇,"    3,005","    13,469","    6,891","    6,578"
  威宁彝族回族苗族自治县城关镇,"    4,425","    18,027","    9,704","    8,323"
  赫章县城关镇,"    2,962","    13,721","    7,218","    6,503"
  开阳县城关镇,    2，411,"    10,703","    5,513","    5,190"
  龙岗镇,"    1,022","    5,226","    2,737","    2,489"
  永靖镇,"    4,750","    21,581","    12,008","    9,573"
  修文县城关镇,"    5,231","    25,092","    13,100","    11,992"
  扎佐镇,"    3,887","    18,1 73","    9,413","    8,760"
  清镇县城关镇,"    7,076",33256,"    1 7,154","    16,102"
  卫城镇,"    3,237","    14,165","    7,348","    6,817"
  平坝县城关镇,"    4,112","    18,754","    9,488","    9,266"
  关索镇,"    2,584","    10,679","    5,566","    5,113"
  花江镇,"    1,182","    5,565","    2,744","    2,821"
  镇宁布依族苗族自治县城关镇,"    4,755","    19,092","    9,498","    9,594"
  松山镇,"    1,645","    6,229","    3,236","    2,993"
  凯里镇,"    21,100","    98,173","    53,479","    44,694"
  新州镇,"    2,906","    11,916","    6,406","    5,510"
  旧州镇,"    1,326","    5,038","    2,634","    2,404"
  重安镇,    822,"    3,134","    1,677","    1,457"
  施秉县城关镇,"    2,115","    9,571","    5,057","    4,514"
  八弓镇,"    2,458","    10,900","    5,802","    5,098"
  沅阳镇,"    4,735","    21,547","    10,993","    10,554"
  思旸镇,"    1,385","    5,901","    3,260","    2,641"
  天柱县城关镇,"    2,107","    10,355","    5,819","    4,536"
  远口镇,    490,"    2,420","    1,308","    1,112"
  三江镇,"    2,735","    12,682","    6,587","    6,095"
  柳川镇,    982,"    5,114","    2,893","    2,221"
  台拱镇,"    1,386","    7,243","    3,995","    3,248"
  德凤镇,"    3,231","    14,820","    7,800","    7,020"
  古州镇,"    3,503","    17,521","    8,971","    8,550"
  丙妹镇,"    1,472","    6,777","    3,797","    2,980"
  丹江镇,"    1,737","    6,349","    3,537","    2,812"
  杏山镇,"    1,658","    5,141","    2,856","    2,285"
  龙泉镇,"    1,664","    7,820","    4,114","    3,706"
  荔渡县城关镇,"    2,072","    8,444","    4,306","    4,138"
  贵定县城关镇,"    5,959","    24,692","    13,034","    11,658"
  瓮安县城关镇,"    2,704","    11,443","    6,071","    5,372"
  草塘镇,    751,"    2,863","    1,484","    1,379"
  独山县城关镇,"    4,580","    17,834","    9,102","    8,732"
  麻尾镇,"    1,559","    5,754","    3,126","    2,628"
  龙山镇,"    3,1 57","    10,747","    5,933","    4,814"
  惠水县城关镇,"    4,765","    18,968","    9,724",9244
  三都水族自治县城关镇,"    1,856","    7,287","    3,855","    3,432"
,,,,
,,,,
,,,,
,,,,
,,    人口数,,
  镇名,  户数,,,
,,  合计,    男,    女
(续),,,,
云南省,"    371,225","  1,781,498","    978,479","    803,019"
  昆阳镇,"    1,942","    8,844","    4,734","    4,110"
  连然镇,"    1,703","    8,1 59","    5,195","    2,964"
  文屏镇,    940,"    4,797","    3,024","    1,773"
  巧家县城关镇,"    1,901","    8,250","    4,623","    3,627"
  盐津县城关镇,"    1,808","    8,279","    4,576","    3,703"
  笔山镇,"    1,697","    8,061",4383,"    3,678"
  景新镇,"    1,253","    6,521","    4,041","    2,480"
  中城镇,"    2,076","    9,451","    5,1 41","    4,310"
  镇雄县城关镇,"    4,290","    22,881","    12,264","    10,617"
  角奎镇,"    1,487","    7,172","    3,947","    3,225"
  扎西镇,"    1,289","    7,064","    4,136","    2,928"
  云富镇,"    2,425","    11,152","    5,906","    5,246"
  曲靖县城关镇,"    15,646","    75,1 32","    41,801","    33,331"
  西平镇,"    6,402","    29,821","    16,096","    13,725"
  通泉镇,"    6,991","    37,388","    20,235","    17,153"
  榕城镇,"    15,029","    70,081","    37,119","    32,962"
  中安镇,"    4,813","    27,447","    17,498","    9,949"
  罗雄镇,"    4,110","    21,333","    11,320","    10,013"
  丹凤镇,"    2,271","    12,497","    6,802","    5,695"
  中枢镇,7882,"    39,734","    21,524","    18,210"
  匡远镇,"    5,319","    21,702",12272,"    9,430"
  路南彝族自治县城关镇,"    2,728","    12,223","    6,349","    5,874"
  仁德镇,"    3,335","    16,381","    9,305","    7,076"
  嵩阳镇,"    1,905","    10,595","    6,248","    4,347"
  会泽县城关镇,"    3,229","    13,085","    6,799","    6,286"
  者海镇,"    3,013","    14,755","    8,026","    6,729"
  甘沟镇,"    1,360","    5,982","    3,169","    2,813"
  鹿城镇,"    11,502","    52,600","    28,879","    23,721"
  东瓜镇,"    3,983","    23,399","    12,136","    11,263"
  妥甸镇,"    5,602","    30,483","    15,805","    14,678"
  共和镇,"    2,321","    11,653","    6,122","    5,531"
  龙川镇,"    2,581","    13,253","    7,535","    5,71 8"
  栋川镇,2786,"    14,659","    8,255","    6,404"
  金碧镇,"    1,890","    9,914","    5,569","    4,345"
  石羊镇,"    1,082","    4,952","    2,439","    2,51 3"
  永定镇,"    1,362","    6,617","    3,720","    2,897"
  元马镇,"    2,235","    10,556","    6,028","    4,528"
  黄瓜园镇,"    1,494","    7,971","    4,169","    3,802"
  近城镇,"    2,056",9768,5345,4423
  屏山镇,"    1,930","    9,719","    5,397","    4,322"
  金山镇,"    3,313","    17,1 36","    10,000","    7,136"
  一平浪镇,"    5,753","    28,105","    15,826","    12,279"
  广通镇,"    5,01 5","    26,792","    14,092",12700
,,,,
,,,,
,,,,
,,,,
,,    人口数,,
    镇名,    户数,,,
,,  合计,    男,    女
(续),,,,
  碧城镇,"    1,929","    10,216","    5,326","    4,890"
  州城镇,"    6,526","    31,049","    18,222","    12,827"
  江川县城关镇,"    1,963","    9,564","    5,564","    4,000"
  澄江县城关镇,    91 3,"    4,085","    2,480",1605
  通海县城关镇,"    3,079","    12,099","    6,469","    5,630"
  华宁县城关镇,    975,"    4,921","    3,051","    1,870"
  盘溪镇,"    2,51 7","    11,180","    5,647","    5,533"
  易门县城关镇,"    1,039","    6,547",4295,"    2,252"
  峨山彝族自治县城关镇,    991,"    6,691","    4,564","    2,127"
  新平彝族傣族自治县城关镇,"    1,741","    9,167","    5,830","    3,337"
  元江哈尼族彝族傣族自治县城关镇,"    1,419","    8,243","    5,407","    2,836"
  蒙自县城关镇,"    7,670","    31,059","    1 5,624","    15,435"
  玉屏镇,"    2,077","    9,635","    4,967","    4,668"
  建水县城关镇,"    6,277","    25,110","    13,1 53","    11,957"
  石屏县城关镇,"    3,1 36","    12,626","    6,365","    6,261"
  弥阳镇,"    2,247","    10,269","    5,643","    4,626"
  中枢镇,"    5,312","    25,021","    13,096","    11,925"
  元阳县城关镇,"    1,468","    6,602","    3,647","    2,955"
  迤萨镇,"    1,527","    6,625","    3,413","    3,212"
  金平县城关镇,"    1,902","    9,521","    5,1 79","    4,342"
  绿春县城关镇,"    1,066","    5,545","    3,088","    2,457"
  河口瑶族自治县城关镇,"    1,509","    6,897","    4,047","    2,850"
  文山县城关镇,"    7,965","    36,630","    19,843","    16,787"
  江那镇,"    3,004","    1 5,447","    8,543","    6,904"
  西洒镇,"    1,204","    6,032","    3,328","    2,704"
  麻栗镇,"    1,033","    5,914","    3,725",    2，189
  马关县城关镇,"    2,971","    14,874","    7,979","    6,895"
  邱北县城关镇,"    2,295",12439,"    6,950","    5,489"
  广南县城关镇,"    1,993","    9,277","    5,276","    4,001"
  富宁县城关镇,"    1,686","    8,593","    4,932","    3,661"
  思茅镇,"    9,449","    41,108","    21,532","    19,576"
  宁洱镇,"    3,490","    1 4,915","    7,881","    7,034"
  磨黑镇,    839,"    3,331","    1,758","    1,573"
  玖联镇,"    2,548","    11,576","    6,462","    5,114"
  锦屏镇,"    2,291","    11,091","    5,963","    5,128"
  大街镇,"    2,239","    10,474","    5,790","    4,684"
  红卫镇,"    1,044","    5,001","    2,855","    2,1 46"
  勐烈镇,"    1,194","    6,61 3","    4,013","    2,600"
  孟连傣族拉祜族佤族自治县城关镇,    820,"    3,784","    2,049","    1,735"
  勐朗镇,"    2,651","    12,458","    6,687","    5,771"
  西盟镇,    762,"    3,982","    2,354","    1,628"
  允景洪镇,"    8,561","    41,219","    21,526","    19,693"
  象山镇,"      2,623","    1 2,1 47","    6,429","    5,718"
  勐腊镇,"    1,930","    9,310","    5,000","    4,310"
,,,,
,,,,
,,,,
,,,,
,,    人口数,,
  镇名,  户数,,,
,,    合计,    男,    女
(续),,,,
  中和镇,"    3,248","    11,682","    5,865","    5,81 7"
  上街镇,    720,"    3,032","    1,632","    1,400"
  祥城镇,"    2,708","    13,761","    7,768","    5,993"
  牛井镇,    880,"    4,679","    2,835","    1,844"
  弥城镇,"    1,754","    7,182","    3,994","    3,188"
  巍城镇,"    3,341","    14,237","    7,166","    7,071"
  老街镇,"    3,261","    1 6,468","    8,596","    7,872"
  石门镇,"    1,212","    5,459","    2,952","    2,507"
  金华镇,"    1,589","    7,399","    3,864","    3,535"
  鹤庆县城关镇,"    1,582","    7,542","    4,551","    2,991"
  保山县城关镇,"    8,018","    33,584","    1 7,956","    1 5,628"
  施甸县城关镇,"    1,644","    8,004","    4,359","    3,645"
  腾冲县城关镇,"    6,552","    29,198","    1 5,141","    14,057"
  龙陵县城关镇,    990,"    4,544","    2,624","    1,920"
  昌宁县城关镇,"    1,529","    9,471","    5,895","    3,576"
  芒市镇,"    5,304","    25,204","    1 3,403","    11,801"
  遮岛镇,1743,"    8,925","    5,034","    3,891"
  盈江县城关镇,"    1,409","    6,555",3669,"    2,886"
  陇川县城关镇,"    1,565","    7,781","    4,034","    3,747"
  瑞丽县城关镇,"    1,285","    5,569","    2,972","    2,597"
  城关街道办事处,    510,"    2,287","    1,1 75","    1,112"
  大研镇,"    8,683","    42,129","    23,564","    18,565"
  永胜县城关镇,"    1,957","    9,775","    5,963","    3,812"
  华坪县中心镇,"    1,188","    5,107","    2,877","    2,230"
  大兴镇,"    2,899","    1 5,799","    8,539","    7,260"
  六库镇,"    1,451","    8,152","    4,91 5","    3,237"
  知子罗镇,    551,"    2,790","    1,619","    1,1 71"
  上帕镇,    764,"    4,086","    2,340","    1,746"
  丹打镇,    382,"    2,007","    1,278",    729
  春龙镇,    465,"    2,692","    1,711",    981
  中甸县中心镇,"    1,761","    9,334","    5,525","    3,809"
  高峰镇,"    1,443","    7,250","    3,799","    3,451"
  保和镇,"    1,169","    5,996","    3,303","    2,693"
  临沧县城关镇,"    5,127","    23,863","    13,410","    10,453"
  凤山镇,"    2,043","    9,469","    5,146","    4,323"
  爱华镇,"    2,082","    11,228","    6,675",4553
  德党镇,"    1,829","    9,501","    4,978","    4,523"
  凤尾镇,    767,"    4,295","    2,51 7","    1,778"
  双江县城关镇,    938,"    4,288",2507,"    1,781"
  耿马傣族佤族自治县城关镇,"    1,890","    9,258","    4,851","    4,407"
  勐懂镇,"    1,368","    6,665","    3,675","    2,990"
,,,,
,,,,
,,,,
,,,,
,,    人口数,,
  镇名,  户数,,,
,,    合计,    男,    女
(续),,,,
西藏自治区,"    5,801","    73,319","    40,093","    33,226"
  八一镇,    34,"    5,703","    2,818","    2,885"
  昌都县城关镇,    829,"    20,164","    11,069","    9,095"
  泽当镇,    504,"    9,485","    5,565","    3,920"
  杰德秀镇,    438,"    2,107","    1,002","    1,105"
  日喀则镇,"    2,010","    16,534","    8,988","    7,546"
  江孜镇,    798,"    5,688","    3,049","    2,639"
  帕里镇,    357,"    1,789",    811,    978
  下司马镇,    160,    696,    295,    401
  那曲镇,    671,"    11,1 53","    6,496","    4,657"
  陕西省,"    299,555","    1,432,439","    816,065","    616,374"
  耀县城关镇,"    5,480","    24,451","    1 3,043","    11,408"
  虢镇镇,"    7,645","    36,384","    21,699","    1 4,685"
  凤翔县城关镇,"    3,500","    18,626","    11,097","    7,529"
  蔡家坡镇,5684,"    25,755","    1 3,999","    11,756"
  绛帐镇,    723,"    4,447","    2,942","    1,505"
  普集镇,"    1,505","    8,719","    5,718","    3,001"
  杨陵镇,"    3,037","    19,373","    12,854","    6,519"
  小村镇,"    1,960","    8,459","    4,598","    3,861"
  陇县城关镇,"    3,208","    15,202","    8,265","    6,937"
  千阳县城关镇,"    1,329","    6,203","    3,907","    2,296"
  双石铺镇,"    2,338","    9,224","    5,033","    4,191"
  蓝田县城关镇,"    5,479","    26,706","    1 5,421","    11,285"
  临潼县城关镇,"    6,850","    31,061","    17,1 49","    13,912"
  渭南县城关镇,"    18,970","    88,491","    49,528","    38,963"
  华县城关镇,"    3,279","    14,870","    8,082","    6,788"
  金堆镇,"    4,573","    24,025","    14,127","    9,898"
  华阴县城关镇,"    1,362","    6,181","    3,563","    2,618"
  华山镇,"    4,108","    18,360","    10,469","    7,891"
  桃下镇,"    5,002","    25,651","    14,904","    10,747"
  潼关县城关镇,"    2,368","    10,687","    5,937","    4,750"
  大荔县城关镇,"    2,529","    14,542","    8,743","    5,799"
  蒲城县城关镇,"    4,852","    23,735","    13,351","    10,384"
  澄城县城关镇,"    2,918","    1 4,959","    8,81 7","    6,142"
  石沟镇,"    3,583","    24,895",16428,"    8,467"
  白水县城关镇,"    2,450","    1 2,960","    7,723","    5,237"
  韩城县城关镇,"    7,163","    37,145","    22,031","    15,11 4"
  龙门镇,"    4,326","    26,579","    16,799","    9,780"
  桑树坪镇,"    2,045","    1 4,642","    10,1 82","    4,460"
,,,,
,,,,
,,,,
,,,,
,,    人口数,,
  镇名,  户数,,,
,,    合计,    男,    女
(续),,,,
  合阳县城关镇,"    2,208","    11,840","    7,211","    4,629"
  富平县城关镇,"    3,969","    20,235","    12,1 34","    8,101"
  庄里镇,"    4,453","    22,243","    12,798","    9,445"
  兴平县城关镇,"    5,546","    26,1 71","    1 4,886","    11,285"
  七里镇,"    9,883","    45,724","    25,976","    1 9,748"
  周至县城关镇,1513,"    8,064","    5,150","    2,914"
  户县城关镇,"    1,844","    10,545","    6,703","    3,842"
  余下镇,"    4,531","    23,608","    13,846","    9,762"
  三原县城关镇,"    5,319","    25,836","    1 5,454","    10,382"
  泾阳县城关镇,"    1,383","    7,348","    4,659","    2,689"
  乾县城关镇,"    1,771","    11,378","    7,696","    3,682"
  彬县城关镇,"    1,147","    6,01 7","    4,025","    1,992"
  城固县城关镇,"    5,934","    26,677","    14,588","    12,089"
  洋县城关镇,"    1,832","    8,842","    5,252","    3,590"
  西乡县城关镇,"    5,056","    21,1 79","    11,137","    10,042"
  勉县城关镇,"    3,363","    1 4,1 73","    7,408","    6,765"
  宁强县城关镇,"    2,31 4","    10,01 3","    5,208","    4,805"
  阳平关镇,"    1,638","    7,340","    3,746","    3,594"
  略阳县城关镇,"    7,938","    37,196","    20,880","    16,316"
  镇巴县城关镇,"    1,826","    7,894","    4,321","    3,573"
  安康县城关镇,"    19,144","    97,323","    52,460","    44,863"
  汉阴县城关镇,"    2,932","    1 2,475","    6,461","    6,01 4"
  石泉县城关镇,"    2,659","    10,943","    5,699","    5,244"
  宁陕县城关镇,"    1,31 9","    5,816","    3,285",2531
  紫阳县城关镇,"    2,804","    1 3,550","    7,464","    6,086"
  岚皋县城关镇,"    1,374","    5,905",3213,"    2,692"
  平利县城关镇,"    2,015","    8,779","    4,706","    4,073"
  镇坪县城关镇,    757,"    3,501","    1,910","    1,591"
  甸阳县城关镇,"    1,903","    8,218","    4,819","    3,399"
  蜀河镇,    721,"    2,845","    1,417","    1,428"
  白河县城关镇,"    2,416","    11,069","    5,584","    5,485"
  商县城戋镇,"    7,505","    36,095","    20,91 8","    1 5,1 77"
  洛南县城关镇,"    3,665","    19,187","    11,760","    7,427"
  商南县城关镇,"    1,869","    8,510","    4,758","    3,752"
  山阳县城关镇,"    2,244","    9,811","    5,630","    4,181"
  延长县城关镇,"    1,928","    8,11 1","    4,41 5","    3,696"
  永坪镇,    823,"    4,1 71","    2,357","    1,814"
  子长县城关镇,"    2,364","    9,485","    4,889","    4,596"
  志丹县城关镇,"    1,063","    4,639","    2,553","    2,086"
  吴旗镇,"    1,283","    6,695","    4,1 72",2523
  洛川县城关镇,"    1,667","    9,527","    5,561","    3,966"
  宜川县城关镇,"    2,608","    10,838",5751,"    5,087"
  黄龙县城关镇,"    1,1 75","    5,165","    2,886","    2,279"
  黄陵县城关镇,"    1,722","    7,830","    4,423","    3,407"
,,,,
,,,,
,,,,
,,,,
,,    人口数,,
  镇名,  户数,,,
,,    合计,    男,    女
(续),,,,
  榆林县城关镇,"    1 3,436","    56,902","    30,229","    26,673"
  神木县城关镇,"    6,1 73","    23,968","    12,933","    11,035"
  府谷县城关镇,"    2,594","    11,487","    6,556","    4,931"
  靖边县城关镇,"    1,502","    6,930","    3,781","    3,149"
  定也县城关镇,"    4,366","    18,573","    9,558","    9,015"
  绥德县城关镇,"    4,454","    19,886","    10,852","    9,034"
  米脂县城关镇,"    2,634","    10,764","    5,631","    5,133"
  佳县城关镇,"    2,910","    11,958","    6,334","    5,624"
  清涧县城关镇,"    1,792","    6,828","    3,61 3","    3,215"
甘肃省,"    210,796","    1,022,032","    567,708","    454,324"
  永登县城关镇,"    3,277","    15,663","    8,549","    7,114"
  永昌县城关镇,"    2,299","    11,731","    6,675","    5,056"
  酒泉县城关镇,"    11,287","    43,41 6","    23,077","    20,339"
  敦煌县城关镇,"    2,513","    10,927","    6,061","    4,866"
  七里镇,"    1,218","    6,549","    3,595","    2,954"
  党城湾镇,    472,"    2,200",    1，228,    972
  渊泉镇,"    1,225","    5,709","    3,225","    2,484"
  柳园镇,"    2,678","    12,802","    7,060","    5,742"
  张掖县城关镇,14859,"    67,606","    36,765","    30,841"
  民乐县城关镇,    643,"    3,575","    2,278","    1,297"
  临泽县城关镇,"    1,063","    4,953","    2,967","    1,986"
  高台县城关镇,"    1,11 3","    5,270","    2,873","    2,397"
  山丹县城关镇,"    3,601","    16,789","    10,129","    6,660"
  武威县城关镇,"    18,089","    84,713","    45,652","    39,061"
  黄羊镇,"    2,168","    11,984","    7,308","    4,676"
  民勤县城关镇,"    1,472","    7,956","    4,635","    3,321"
  一条山镇,"    4,1 70","    20,101","    10,882","    9,219"
  安远镇,    652,"    5,675","    4,209","    1,466"
  定西县城关镇,"    6,1 51","    30,016","    17,425","    12,591"
  靖远县城关镇,"    3,040","    17,814","    11,184","    6,630"
  宝积镇,"    7,514","    50,019","    33,996","    16,023"
  会宁县城关镇,"    1,162","    6,131","    3,582","    2,549"
  陇西县城关镇,"    4,760","    22,360","    12,782",9578
  文峰镇,"    2,458","    13,034","    7,896","    5,138"
  临洮县城关镇,"    2,658","    12,640","    7,202","    5,438"
  张川镇,"    5,960","    32,636","    17,033","    1 5,603"
  北道镇,"    9,622","    43,104","    23,745","    19,359"
  武山县城关镇,"    4,244","    21,006","    11,711","    9,295"
  洛门镇,"    3,647","    19,088","    9,676","    9,412"
  甘谷县城关镇,"    7,246","    36,654","    18,717","    1 7,937"
  秦安县城关镇,"    6,431","    30,429","    15,735","    14,694"
,,,,
,,,,
,,,,
,,,,
,,    人口数,,
    镇名,    户数,,,
,,  合计,    男,    女
(续),,,,
  武都县城关镇,"    5,209","    23,853","    12,752","    11,101"
  岷县城关镇,"    3,202","    16,074","    8,214","    7,860"
  碧口镇,"    3,565","    16,663","    9,292","    7,371"
  平凉县城关镇,"    15,962","    71,290","    38,296","    32,994"
  安口镇,"    2,375",13748,"    8,654","    5,094"
  静宁县城关镇,"    1,087","    5,932","    3,541","    2,391"
  西峰镇,"    6,947","    33,984","    19,527","    1 4,457"
  庆阳县城关镇,"    6,903","    34,1 78","    19,179","    14,999"
  临夏县城关镇,"    14,162","    65,204","    33,125","    32,079"
  刘家峡镇,"    3,249","    15,428","    8,889","    6,539"
  临潭县城关镇,"    3,186","    16,568","    8,728","    7,840"
  合作镇,"    5,308","    27,396","    14,875","    12,521"
  拉卜楞镇,"    1,949","    9,164","    4,784","    4,380"
青海省,"    21,420","    107,710","    60,353","    47,357"
  桥头镇,"    11,819","    60,584","    34,238","    26,346"
  湟源县城关镇,"    4,320","    20,533","    11,322","    9,211"
  恰卜恰镇,"    3,875","    19,257","    10,728","    8,529"
  察汉乌苏镇,1406,"    7,336","    4,065","    3,271"
宁夏回族自治区,"    45,849","    208,204","    114,301","    93,903"
  杨和镇,"    2,118",9801,"    5,442","    4,359"
  习岗镇,"    1,708",7309,"    4,070","    3,239"
  平罗县城关镇,"    3,306","    15,822","    9,114","    6,708"
  吴忠镇,"    7,607","    30,722","    16,352","    14,370"
  金积镇,"    1,731","    5,883","      3,189","    2,694"
  小坝镇,"    1,786","    8,235","    4,456","    3,779"
  青铜峡镇,"    5,310","    25,844","    14,507","    11,337"
  中卫县城关镇,"    6,692","    30,723","    15,773","    14,950"
  中宁县城关镇,"    1,371","    5,769","    3,363","    2,406"
  灵武县城镇,"    3,255","    15,203","    8,048","    7,155"
  盐池县城关镇,"    1,764","    7,526","    3,967","    3,559"
  同心镇,    2，525,"    8,998","    5,028","    3,970"
  固原县城关镇,"    5,307",28352,"    16,090","    1 2,262"
  西吉县城关镇,"    1,369",8017,"    4,902","    3,11 5"
,,,,
,,,,
,,,,
,,,,
,,    人口数,,
  镇名,  户数,,,
,,    合计,    男,    女
(续),,,,
新疆维吾尔自治区,"    259,204","    1,099,728","    570,667","    529,061"
  吐鲁番镇,"    4,898","    21,188",11068,"    10,120"
  大河沿镇,"    2,467","    13,086","    7,183","    5,903"
  鄯善镇,"    3,604","    12,276","    6,797","    5,479"
  托克逊镇,"    2,761","    11,778","    6,273","    5,505"
  巴里坤镇,"    2,208","    8,753","    4,618","    4,1 35"
  伊吾镇,    765,"    2,945","    1,601","    1,344"
  昌吉镇,"    10,736","    44,465","    23,471","    20,994"
  昌吉五家渠镇,    4，227,"    16,711","    8,556","    8,155"
  米泉镇,"    3,198","    12,533","    6,646","    5,887"
  呼图壁镇,"    3,023","    11,690","    6,090","    5,600"
  玛纳斯镇,"    3,395","    13,860","    7,070","    6,790"
  奇台镇,"    6,342","    26,1 68","    13,451","    12,71 7"
  阜康镇,"    2,480","    9,498","    4,988","    4,510"
  吉木萨尔镇,"    2,327","    8,846","    4,589","    4,257"
  木垒镇,"    2,752","    10,024","    5,490","    4,534"
  吉里于孜镇,"    2,432","    10,645","    5,465","    5,180"
  察布查尔镇,"    2,113","    9,947","    5,182","    4,765"
  水定镇,"    4,323","    19,837",    10，370,"    9,467"
  巩留镇,"    2,490","    11,852","    6,207","    5,645"
  新源镇,"    2,752","    12,981","    6,851","    6,130"
  昭苏镇,"    1,914","    9,080","    4,729","    4,351"
  特克斯镇,"    1,888","    8,865","    4,639","    4,226"
  尼勒克镇,"    2,445","    11,135","    5,779","    5,356"
  塔城镇,"    6,641",30723,"    15,760","    14,963"
  额敏镇,    5，000,"    21,383",    10，963,"    10,420"
  乌苏镇,"    6,544",26985,"    1 3,603","    13,382"
  三道河子镇,"    3,284","    13,930",7108,"    6,822"
  托里镇,"    2,1 78","    10,428","    5,300","    5,128"
  铁厂钩镇,"    1,046","    4,295","    2,334","    1,961"
  哈拉布拉镇,"    1,222","    5,286","    2,821","    2,465"
  和布克赛尔镇,"    1,843","    8,816","    4,686","    4,130"
  阿勒泰镇,"    6,627","    32,073","    16,570",15503
  北电镇,"    2,556","    11,498","    5,824","    5,674"
  布尔津镇,1619,"    8,072",4278,"    3,794"
  可可托海镇,"    3,448","    16,555","    8,262","    8,293"
  博乐镇,"    5,993","    27,257","    1 4,408","    12,849"
  精河镇,"    2,1 57","    8,160","    4,265","    3,895"
  温泉镇,"    1,31 7","    5,61 6","    3,009","    2,607"
  轮台镇,"    1,746","    7,099","    3,784","    3,31 5"
  且末镇,1309,"    5,204","    2,750","    2,454"
,,,,
,,,,
,,,,
,,,,
,,    人口数,,
  镇名,  户数,,,
,,    合计,    男,    女
(续),,,,
  焉耆镇,"    6,187","    25,402","    12,867","    12,535"
  和静镇,"    3,727","    15,976","    8,189","    7,787"
  阿克苏镇,"    23,603","    87,995","    45,248","    42,747"
  温宿镇,"    4,136","    17,972","    9,265","    8,707"
  库车镇,"    10,055","    43,739","    21,924","    21,815"
  沙雅镇,"    3,943","    17,557","    9,333","    8,224"
  新和镇,"    3,134","    13,933","    7,009","    6,924"
  拜诚镇,"    4,508","    18,266","    9,558","    8,708"
  乌什镇,"    3,726","    16,636","    8,599","    8,037"
  阿瓦提镇,"    2,946","    13,268","    6,749","    6,519"
  阿图什镇,"    4,169","    21,054","    11,351","    9,703"
  康苏镇,"    1,470","    6,749","    3,496","    3,253"
  疏附镇,"    1,514","    7,274","    3,925","    3,349"
  疏勒镇,"    3,880","    14,206","    7,443","    6,763"
  英吉沙镇,"    2,402","    10,051","    5,237","    4,81 4"
  泽普镇,"    3,010","    11,915","    6,146","    5,769"
  莎车镇,"    10,738","    44,681","    22,809",21872
  叶城镇,"    7,411","    35,616","    18,898","    16,71 8"
  麦盖提镇,"    1,790","    7,1 22","    3,693","    3,429"
  岳普湖镇,    984,"    3,864","    2,071","    1,793"
